,code,filmo,movie_code,average_audience
2069,20141806,집으로 가는 길,20134123,0
1949,20162319,극장판 토리코 : 미식신의 스페셜메뉴,20134362,101870
1990,20133932,열한시,20124402,0
2009,20129264,호빗: 스마우그의 폐허,20134267,952584
2016,10032084,노예 12년,20136866,715743
2065,20156740,집으로 가는 길,20134123,0
2010,10090849,호빗: 스마우그의 폐허,20134267,503187
2091,10060130,청야,20136892,7238
2033,10019065,캡틴 하록,20136865,3166226
2025,20154141,여배우는 너무해,20122781,0
1894,10080036,돈 존,20136355,0
1985,10062184,열한시,20124402,1794577
2052,10038571,하이힐을 신은 여자는 위험하다,20137545,44961
2036,20115404,소울 오브 브레드,20130690,18467
1822,10009848,"페어웰, 마이 퀸",20138101,557022
1885,20235814,플랜맨,20138224,0
1981,10013184,미하엘 콜하스의 선택,20147302,16492
2048,20186961,"시바, 인생을 던져",20134474,0
1889,20189237,플랜맨,20138224,0
2083,20115331,아무도 머물지 않았다,20136289,17950
2043,20192766,"시바, 인생을 던져",20134474,0
2014,20112618,노예 12년,20136866,676248
2099,20130271,청야,20136892,0
1882,20197069,플랜맨,20138224,0
1984,20188328,아바타 정글의 비밀,20148168,324675
1902,10005383,용의자,20124938,690469
2092,10055086,청야,20136892,93151
1991,10050043,열한시,20124402,203199
2093,10006278,청야,20136892,0
1999,10090792,러브액츄얼리: 크리스마스 에디션,20136810,335709
2097,10050422,청야,20136892,833
1813,10029480,"소설, 영화와 만나다",20138461,325717
1957,10050923,조난자들,20131841,465142
2050,20066225,"시바, 인생을 던져",20134474,0
2060,20128231,집으로 가는 길,20134123,0
2045,20124597,"시바, 인생을 던져",20134474,0
1847,20189332,풍경,20130982,0
1803,20111823,"소설, 영화와 만나다",20138461,0
2051,20171782,하이힐을 신은 여자는 위험하다,20137545,0
1841,20189326,풍경,20130982,0
1874,10072269,플랜맨,20138224,0
1901,10004210,용의자,20124938,2054297
1900,10066926,용의자,20124938,150813
1877,20196189,플랜맨,20138224,0
1855,20113125,스파이크,20135368,123804
1888,10053771,플랜맨,20138224,2020050
1826,10035122,영 앤 뷰티풀,20135366,17495
1870,10051023,플랜맨,20138224,0
1804,10072168,"소설, 영화와 만나다",20138461,6981
1890,10071147,플랜맨,20138224,192627
2034,10050055,캡틴 하록,20136865,50670
1887,10028517,플랜맨,20138224,958961
1912,10040641,용의자,20124938,0
1860,10062184,플랜맨,20138224,1802971
1823,10015127,"페어웰, 마이 퀸",20138101,281461
1879,20196217,플랜맨,20138224,0
1916,20195490,용의자,20124938,0
1886,10060043,플랜맨,20138224,1254906
2073,20133864,집으로 가는 길,20134123,0
1864,20185485,플랜맨,20138224,0
1872,10054764,플랜맨,20138224,0
2022,20192907,여배우는 너무해,20122781,182
1917,20111801,용의자,20124938,0
1884,20186168,플랜맨,20138224,0
1899,20127194,용의자,20124938,1453391
1827,10085252,운명의 산 낭가 파르밧,20134142,854
1867,20193691,플랜맨,20138224,0
1918,20111489,용의자,20124938,0
1928,10019109,용의자,20124938,0
1881,20155617,플랜맨,20138224,0
2020,10071147,여배우는 너무해,20122781,219763
2026,20160712,여배우는 너무해,20122781,0
1936,20128191,이민자,20124942,0
1906,10003307,용의자,20124938,349172
1904,10072718,용의자,20124938,0
2086,10042177,너무 밝히는 소녀 알마,20111826,0
1961,20165268,조난자들,20131841,0
1919,20146354,용의자,20124938,0
2057,10072255,집으로 가는 길,20134123,0
1956,20178087,조난자들,20131841,1026558
1979,10083614,미하엘 콜하스의 선택,20147302,0
1971,10027153,논스톱,20147299,0
1903,20190050,용의자,20124938,80989
2098,20143867,청야,20136892,0
2044,20193185,"시바, 인생을 던져",20134474,0
2089,20185378,청야,20136892,0
2068,10056600,집으로 가는 길,20134123,0
2023,20139117,여배우는 너무해,20122781,0
2090,10026039,청야,20136892,49741
1997,10060407,듀엣,20125526,0
1926,20197871,용의자,20124938,0
2088,10087638,청야,20136892,7173
2077,10006219,집으로 가는 길,20134123,2432
2082,10030787,아무도 머물지 않았다,20136289,62401
2066,20111164,집으로 가는 길,20134123,0
2037,20182700,소울 오브 브레드,20130690,0
2008,10020162,호빗: 스마우그의 폐허,20134267,2578086
2059,20132417,집으로 가는 길,20134123,0
2040,20157247,썬더와 마법저택,20134206,884885
1942,20155093,꼬마마녀 요요와 네네,20135837,7838
1945,20111177,세이빙 산타,20135427,454743
2013,10073160,노예 12년,20136866,1569380
1968,10023532,로보캅,20134587,786527
1964,20169559,로보캅,20134587,368411
1937,10007652,이민자,20124942,0
1976,20187505,"가장 따뜻한 색, 블루",20136292,10
1986,10005064,열한시,20124402,963681
1967,10045566,로보캅,20134587,71438
1983,10057178,아바타 정글의 비밀,20148168,28612
1962,10058918,조난자들,20131841,6554
1920,10056600,용의자,20124938,0
2006,10075724,호빗: 스마우그의 폐허,20134267,675269
2070,10004125,집으로 가는 길,20134123,0
1944,10081847,세이빙 산타,20135427,136514
1989,20110935,열한시,20124402,1104436
1952,10081847,세이빙 산타,20135427,136514
2030,20196450,여배우는 너무해,20122781,0
1996,20127770,듀엣,20125526,0
2018,20166221,노예 12년,20136866,7226
1951,10024795,세이빙 산타,20135427,925733
1940,10004461,꼬마마녀 요요와 네네,20135837,148574
1909,20164825,용의자,20124938,0
1978,10025047,미하엘 콜하스의 선택,20147302,656966
1995,10001670,듀엣,20125526,3446600
1953,20111177,세이빙 산타,20135427,454743
2017,20166222,노예 12년,20136866,5821
2094,20189279,청야,20136892,0
2081,10075291,잭 라이언 : 코드네임 쉐도우,20136337,605977
1959,20157017,조난자들,20131841,0
1960,20195612,조난자들,20131841,0
2056,20132305,집으로 가는 길,20134123,0
2005,10030708,호빗: 스마우그의 폐허,20134267,1025728
1980,10011838,미하엘 콜하스의 선택,20147302,191932
2079,10078551,잭 라이언 : 코드네임 쉐도우,20136337,539496
1950,10002239,극장판 토리코 : 미식신의 스페셜메뉴,20134362,410699
2054,10001656,집으로 가는 길,20134123,1266734
2063,20153322,집으로 가는 길,20134123,0
2067,10088450,집으로 가는 길,20134123,3589
2042,20179943,"시바, 인생을 던져",20134474,0
2049,20195288,"시바, 인생을 던져",20134474,0
2095,10001410,청야,20136892,0
2053,10061252,집으로 가는 길,20134123,995395
2011,10077498,호빗: 스마우그의 폐허,20134267,646407
1988,10055086,열한시,20124402,93151
1966,10001200,로보캅,20134587,527320
2004,10024795,호빗: 스마우그의 폐허,20134267,721027
2007,10051115,호빗: 스마우그의 폐허,20134267,1145076
2047,20194091,"시바, 인생을 던져",20134474,0
2019,10079094,노예 12년,20136866,0
2002,10078551,러브액츄얼리: 크리스마스 에디션,20136810,556941
2046,20193759,"시바, 인생을 던져",20134474,0
2032,20163035,여배우는 너무해,20122781,0
1954,20182415,세이빙 산타,20135427,0
2039,20157246,썬더와 마법저택,20134206,884885
2028,20196190,여배우는 너무해,20122781,0
2041,10028495,"시바, 인생을 던져",20134474,0
2003,10049649,러브액츄얼리: 크리스마스 에디션,20136810,471130
1963,20144326,조난자들,20131841,486
2076,10060043,집으로 가는 길,20134123,1254906
2058,20132262,집으로 가는 길,20134123,0
2029,20196193,여배우는 너무해,20122781,0
2087,10003702,청야,20136892,5284
2015,10030708,노예 12년,20136866,1144711
2085,20128070,너무 밝히는 소녀 알마,20111826,0
2027,10057189,여배우는 너무해,20122781,0
2080,10075538,잭 라이언 : 코드네임 쉐도우,20136337,237453
2078,10077251,잭 라이언 : 코드네임 쉐도우,20136337,810822
2074,20136191,집으로 가는 길,20134123,1134568
2075,20186095,집으로 가는 길,20134123,3557749
2071,20070207,집으로 가는 길,20134123,0
2064,20133691,집으로 가는 길,20134123,3073784
2062,20112852,집으로 가는 길,20134123,0
2100,10056170,청야,20136892,0
2096,10069842,청야,20136892,185978
2084,10045006,아무도 머물지 않았다,20136289,2106
2116,20189290,청야,20136892,0
2122,20195078,청야,20136892,0
2101,20189280,청야,20136892,0
2104,20189282,청야,20136892,0
2135,20193230,관능의 법칙,20130561,0
2113,20189287,청야,20136892,0
2117,20189292,청야,20136892,0
2103,20162940,청야,20136892,0
2137,20193902,관능의 법칙,20130561,0
2142,20197567,관능의 법칙,20130561,0
2171,20189213,그녀가 부른다,20122782,0
2125,20164267,청야,20136892,0
2134,20181573,관능의 법칙,20130561,0
2121,20195072,청야,20136892,0
2131,10065830,관능의 법칙,20130561,1348042
2189,10090114,윤희,20134606,1491
2155,10077984,겨울왕국,20136803,97554
2119,20192166,청야,20136892,0
2139,20137208,관능의 법칙,20130561,0
2250,10054119,피끓는 청춘,20139881,90286
2183,20149736,그녀가 부른다,20122782,0
2236,20196078,피끓는 청춘,20139881,0
2173,10052537,그녀가 부른다,20122782,0
2192,20198155,윤희,20134606,54
2220,10060276,피끓는 청춘,20139881,0
2213,10080796,마테호른,20136806,0
2149,20181657,저스틴,20135369,675966
2187,20196202,그녀가 부른다,20122782,0
2237,20196170,피끓는 청춘,20139881,0
2159,10025947,오스카 그랜트의 어떤 하루,20136098,0
2180,20189219,그녀가 부른다,20122782,0
2252,10006545,피끓는 청춘,20139881,1268278
2226,20194589,피끓는 청춘,20139881,0
2153,10040262,저스틴,20135369,234148
2214,10028667,피끓는 청춘,20139881,1572925
2129,10047352,관능의 법칙,20130561,1575209
2218,10040691,피끓는 청춘,20139881,853360
2152,10030361,저스틴,20135369,36004
2130,10026732,관능의 법칙,20130561,869088
2261,20193611,레바논 감정,20137550,0
2156,10083374,겨울왕국,20136803,0
2158,20126772,오스카 그랜트의 어떤 하루,20136098,261373
2170,10061967,그녀가 부른다,20122782,1507255
2163,20185182,오스카 그랜트의 어떤 하루,20136098,0
2174,20189215,그녀가 부른다,20122782,0
2115,20189289,청야,20136892,0
2200,10028333,엔더스 게임,20131246,990558
2181,20189220,그녀가 부른다,20122782,0
2202,10031191,엔더스 게임,20131246,666429
2172,20189214,그녀가 부른다,20122782,0
2232,20195242,피끓는 청춘,20139881,0
2128,10026716,청야,20136892,332622
2124,20196507,청야,20136892,0
2190,10005484,윤희,20134606,2386
2157,10066247,겨울왕국,20136803,116139
2251,10002548,피끓는 청춘,20139881,63221
2166,10055683,그녀가 부른다,20122782,1422
2196,10066247,겨울왕국,20136803,116139
2208,20113125,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",20134592,86749
2150,10056199,저스틴,20135369,189332
2243,20197831,피끓는 청춘,20139881,0
2248,20231986,피끓는 청춘,20139881,0
2255,10080641,위험한 패밀리,20136935,343513
2167,20189210,그녀가 부른다,20122782,0
2219,20189487,피끓는 청춘,20139881,0
2244,20198449,피끓는 청춘,20139881,0
2146,10002548,관능의 법칙,20130561,63221
2162,10075422,오스카 그랜트의 어떤 하루,20136098,20262
2109,10046866,청야,20136892,0
2123,20196239,청야,20136892,0
2102,20189281,청야,20136892,0
2120,20179742,청야,20136892,0
2107,20189284,청야,20136892,0
2127,20197134,청야,20136892,0
2108,20189285,청야,20136892,0
2106,20189283,청야,20136892,0
2126,10005493,청야,20136892,0
2105,10058265,청야,20136892,24423
2114,20189288,청야,20136892,0
2112,20163385,청야,20136892,0
2231,20195079,피끓는 청춘,20139881,0
2148,20184953,셜리에 관한 모든 것,20133421,0
2110,20179742,청야,20136892,0
2191,20196951,윤희,20134606,0
2111,20189286,청야,20136892,0
2178,20135285,그녀가 부른다,20122782,0
2118,10026716,청야,20136892,332622
2151,10028490,저스틴,20135369,77475
2132,10054755,관능의 법칙,20130561,639054
2242,20164546,피끓는 청춘,20139881,0
2268,20188150,벨과 세바스찬,20147649,0
2233,20195469,피끓는 청춘,20139881,0
2229,20194856,피끓는 청춘,20139881,0
2230,20195047,피끓는 청춘,20139881,0
2147,20184952,셜리에 관한 모든 것,20133421,0
2179,20189218,그녀가 부른다,20122782,0
2168,20189211,그녀가 부른다,20122782,0
2169,20189212,그녀가 부른다,20122782,0
2154,10055204,겨울왕국,20136803,0
2140,20164842,관능의 법칙,20130561,0
2133,20110148,관능의 법칙,20130561,747165
2216,10056083,피끓는 청춘,20139881,507500
2260,20193140,레바논 감정,20137550,0
2276,10044656,아메리칸 허슬,20136887,25801
2388,20185623,지젤,20136924,0
2277,10053575,스위치: 부춘산거도,20136738,94834
2247,10013826,피끓는 청춘,20139881,965916
2259,20167063,레바논 감정,20137550,0
2283,10004452,만신,20123662,1159555
2266,20188146,벨과 세바스찬,20147649,0
2138,20182930,관능의 법칙,20130561,0
2175,20189216,그녀가 부른다,20122782,0
2177,20141085,그녀가 부른다,20122782,0
2186,20189223,그녀가 부른다,20122782,0
2165,20153088,그녀가 부른다,20122782,10318
2176,20189217,그녀가 부른다,20122782,0
2184,20189222,그녀가 부른다,20122782,0
2136,20193674,관능의 법칙,20130561,0
2360,10028747,수상한 그녀,20131102,23352
2303,20196314,만신,20123662,0
2235,20195926,피끓는 청춘,20139881,0
2240,20196649,피끓는 청춘,20139881,10
2241,20196734,피끓는 청춘,20139881,0
2141,10005524,관능의 법칙,20130561,0
2145,20137049,관능의 법칙,20130561,23390
2164,10054538,그녀가 부른다,20122782,326976
2161,10071631,오스카 그랜트의 어떤 하루,20136098,79092
2144,10072210,관능의 법칙,20130561,3106
2297,20235166,만신,20123662,0
2299,20195893,만신,20123662,0
2304,20147341,만신,20123662,0
2308,20184116,만신,20123662,0
2265,10047306,벨과 세바스찬,20147649,0
2275,10018775,아메리칸 허슬,20136887,61955
2294,20195561,만신,20123662,0
2204,10060793,원 챈스,20147693,0
2223,20193670,피끓는 청춘,20139881,0
2182,20189221,그녀가 부른다,20122782,0
2185,20155617,그녀가 부른다,20122782,0
2199,10078657,엔더스 게임,20131246,763732
2322,10000070,명탐정 코난 : 탐정들의 진혼가,20068659,389873
2285,10026732,만신,20123662,906349
2319,10018667,베일을 쓴 소녀,20136290,2978
2348,20178427,수상한 그녀,20131102,0
2306,20197008,만신,20123662,0
2398,10066533,두갈: 마법의 회전목마,20058765,0
2345,20125633,수상한 그녀,20131102,0
2334,20171140,수상한 그녀,20131102,324309
2389,10040985,해피엔딩 네버엔딩,20136297,0
2342,20194152,수상한 그녀,20131102,0
2329,10029093,수상한 그녀,20131102,123841
2313,20113462,만신,20123662,354089
2281,10035836,폴리스 스토리 2014,20147250,426506
2344,20194391,수상한 그녀,20131102,0
2372,10008961,레고 무비,20136445,0
2390,20179300,해피엔딩 네버엔딩,20136297,22521
2315,20113303,만신,20123662,461553
2296,20195708,만신,20123662,2
2310,20131772,만신,20123662,0
2356,20196748,수상한 그녀,20131102,0
2286,20125809,만신,20123662,896
2320,10079345,명탐정 코난 : 탐정들의 진혼가,20068659,368943
2302,20181658,만신,20123662,0
2357,20196869,수상한 그녀,20131102,0
2253,10016564,위험한 패밀리,20136935,203072
2336,20188627,수상한 그녀,20131102,42
2224,10043765,피끓는 청춘,20139881,4256
2284,10019138,만신,20123662,336723
2272,10032109,아메리칸 허슬,20136887,430758
2362,20125794,수상한 그녀,20131102,5104307
2278,10060483,스위치: 부춘산거도,20136738,18351
2282,10053832,폴리스 스토리 2014,20147250,2306
2396,10090738,중2병이라도 사랑이 하고 싶어! 극장판,20147379,0
2193,10055204,겨울왕국,20136803,0
2311,20157542,만신,20123662,0
2290,20193270,만신,20123662,0
2316,20127603,베일을 쓴 소녀,20136290,1769
2195,10083374,겨울왕국,20136803,0
2307,20184116,만신,20123662,0
2298,20180745,만신,20123662,0
2254,10027264,위험한 패밀리,20136935,149547
2211,10065292,더 울프 오브 월스트리트,20136812,225690
2207,20187646,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",20134592,119197
2222,20193357,피끓는 청춘,20139881,0
2225,20194250,피끓는 청춘,20139881,0
2188,10072759,윤희,20134606,0
2203,10064321,원 챈스,20147693,1269842
2212,20184492,마테호른,20136806,0
2206,10055987,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",20134592,127377
2227,20194657,피끓는 청춘,20139881,0
2263,10083320,벨과 세바스찬,20147649,0
2201,10045569,엔더스 게임,20131246,109137
2143,20134255,관능의 법칙,20130561,0
2257,10072368,레바논 감정,20137550,24917
2194,10077984,겨울왕국,20136803,97554
2160,20128871,오스카 그랜트의 어떤 하루,20136098,1975425
2239,20196349,피끓는 청춘,20139881,0
2273,10062627,아메리칸 허슬,20136887,832228
2210,20113063,더 울프 오브 월스트리트,20136812,633750
2197,10088165,엔더스 게임,20131246,424632
2205,10074518,원 챈스,20147693,0
2354,20150685,수상한 그녀,20131102,0
2381,10043964,오직 사랑하는 이들만이 살아남는다,20136586,628710
2270,20235426,아메리칸 허슬,20136887,0
2246,20110693,피끓는 청춘,20139881,284810
2198,10042104,엔더스 게임,20131246,564510
2380,10068587,오직 사랑하는 이들만이 살아남는다,20136586,1209569
2338,20192507,수상한 그녀,20131102,0
2209,10015191,더 울프 오브 월스트리트,20136812,900216
2221,20137066,피끓는 청춘,20139881,0
2274,10062937,아메리칸 허슬,20136887,3513453
2392,10059970,해피엔딩 네버엔딩,20136297,33180
2363,20128453,수상한 그녀,20131102,0
2291,20193800,만신,20123662,0
2358,20197058,수상한 그녀,20131102,0
2383,10074755,인사이드 르윈,20133585,293092
2343,20194353,수상한 그녀,20131102,0
2349,20145666,수상한 그녀,20131102,0
2395,20283251,중2병이라도 사랑이 하고 싶어! 극장판,20147379,27976
2228,20194784,피끓는 청춘,20139881,0
2256,20169808,위험한 패밀리,20136935,9148
2249,10003606,피끓는 청춘,20139881,0
2287,20125546,만신,20123662,0
2262,20197149,레바논 감정,20137550,0
2361,20145277,수상한 그녀,20131102,0
2264,10071975,벨과 세바스찬,20147649,36217
2318,10021633,베일을 쓴 소녀,20136290,39687
2373,10077262,레고 무비,20136445,1613288
2279,20161434,미스터 컴퍼니,20136558,0
2280,20195485,미스터 컴퍼니,20136558,0
2339,20134374,수상한 그녀,20131102,0
2238,20142137,피끓는 청춘,20139881,0
2391,10041013,해피엔딩 네버엔딩,20136297,14058
2333,20111869,수상한 그녀,20131102,2942
2400,10033433,두갈: 마법의 회전목마,20058765,827475
2332,10006273,수상한 그녀,20131102,0
2323,10046462,명탐정 코난 : 탐정들의 진혼가,20068659,220666
2366,20207827,수상한 그녀,20131102,516
2359,20161362,수상한 그녀,20131102,0
2245,20110633,피끓는 청춘,20139881,346
2371,10052972,레고 무비,20136445,167698
2346,20145838,수상한 그녀,20131102,0
2217,20128311,피끓는 청춘,20139881,1346754
2271,10048829,아메리칸 허슬,20136887,458859
2293,20195156,만신,20123662,0
2258,20113281,레바논 감정,20137550,1233582
2317,10057136,베일을 쓴 소녀,20136290,25936
2267,20188149,벨과 세바스찬,20147649,0
2314,10005801,만신,20123662,2645
2341,20162405,수상한 그녀,20131102,0
2377,20172889,오직 사랑하는 이들만이 살아남는다,20136586,801552
2365,20110410,수상한 그녀,20131102,0
2386,20188106,디셈버,20127466,0
2215,20127912,피끓는 청춘,20139881,3588746
2385,10067536,인사이드 르윈,20133585,186714
2234,20195839,피끓는 청춘,20139881,0
2351,20196346,수상한 그녀,20131102,0
2394,10043028,어네스트와 셀레스틴,20134070,0
2355,20196709,수상한 그녀,20131102,0
2369,10049440,레고 무비,20136445,266365
2288,20143136,만신,20123662,0
2347,20195727,수상한 그녀,20131102,0
2324,10070406,화피 2,20135141,71939
2326,10065813,화피 2,20135141,301510
2292,20113811,만신,20123662,0
2269,10077325,아메리칸 허슬,20136887,1031493
2325,10061194,화피 2,20135141,57719
2384,10061177,인사이드 르윈,20133585,310228
2370,10026087,레고 무비,20136445,519052
2364,10060043,수상한 그녀,20131102,1254906
2327,10040874,수상한 그녀,20131102,1790670
2305,20197008,만신,20123662,0
2309,20198871,만신,20123662,0
2300,20196075,만신,20123662,0
2387,20115472,디셈버,20127466,5728
2378,10081721,오직 사랑하는 이들만이 살아남는다,20136586,1344970
2328,10006877,수상한 그녀,20131102,1202590
2382,10050495,인사이드 르윈,20133585,799058
2321,10046583,명탐정 코난 : 탐정들의 진혼가,20068659,486637
2289,20193270,만신,20123662,0
2295,20147107,만신,20123662,13360
2312,20126450,만신,20123662,15253
2331,10057628,수상한 그녀,20131102,2032823
2301,20196075,만신,20123662,0
2337,10029093,수상한 그녀,20131102,123841
2340,20193302,수상한 그녀,20131102,0
2335,20188519,수상한 그녀,20131102,0
2397,10017337,두갈: 마법의 회전목마,20058765,0
2353,20196429,수상한 그녀,20131102,0
2350,20196208,수상한 그녀,20131102,0
2352,20196352,수상한 그녀,20131102,0
2330,10035832,수상한 그녀,20131102,1690307
2375,20187846,디노타샤: 공룡대탐험,20147161,0
2399,10056480,두갈: 마법의 회전목마,20058765,1832124
2393,10014688,어네스트와 셀레스틴,20134070,4573
2367,20112225,레고 무비,20136445,180068
2368,10019770,레고 무비,20136445,767146
2374,20137223,디노타샤: 공룡대탐험,20147161,108201
2379,20112617,오직 사랑하는 이들만이 살아남는다,20136586,310312
2376,10030877,디노타샤: 공룡대탐험,20147161,394527
2441,20194662,또 하나의 약속,20122787,0
2418,20195682,신이 보낸 사람,20136043,0
2445,20195499,또 하나의 약속,20122787,0
2440,20138925,또 하나의 약속,20122787,0
2525,20193150,조선미녀삼총사,20126090,0
2526,20183756,조선미녀삼총사,20126090,0
2416,20190626,신이 보낸 사람,20136043,0
2513,10051390,행복한 사전,20136298,0
2423,20197020,신이 보낸 사람,20136043,0
2479,20133784,남자가 사랑할 때,20137043,0
2501,20184488,뮤지엄 아워스,20136798,0
2412,10005532,신이 보낸 사람,20136043,270148
2488,20112765,남자가 사랑할 때,20137043,0
2403,10078540,두갈: 마법의 회전목마,20058765,0
2438,20135712,또 하나의 약속,20122787,0
2489,20145954,남자가 사랑할 때,20137043,0
2495,20204786,남자가 사랑할 때,20137043,0
2473,20190101,남자가 사랑할 때,20137043,0
2419,20195975,신이 보낸 사람,20136043,0
2468,10048771,프랑켄슈타인: 불멸의 영웅,20147096,315
2405,10090499,굿모닝 맨하탄,20147301,0
2442,20195012,또 하나의 약속,20122787,0
2493,20175721,남자가 사랑할 때,20137043,382293
2431,20183927,또 하나의 약속,20122787,0
2477,20182391,남자가 사랑할 때,20137043,0
2404,10087555,굿모닝 맨하탄,20147301,0
2505,20137223,디노타샤: 공룡대탐험,20147161,108201
2532,10066716,조선미녀삼총사,20126090,0
2453,20196761,또 하나의 약속,20122787,0
2454,20181378,또 하나의 약속,20122787,0
2432,20183928,또 하나의 약속,20122787,0
2531,20194307,조선미녀삼총사,20126090,0
2421,20166519,신이 보낸 사람,20136043,1855
2482,20195626,남자가 사랑할 때,20137043,0
2455,20198347,또 하나의 약속,20122787,0
2426,20231286,신이 보낸 사람,20136043,1848418
2485,10088291,남자가 사랑할 때,20137043,0
2436,20193016,또 하나의 약속,20122787,0
2514,10057848,행복한 사전,20136298,78676
2448,20195618,또 하나의 약속,20122787,0
2408,10072124,신이 보낸 사람,20136043,145373
2402,10074012,두갈: 마법의 회전목마,20058765,9991
2410,10043336,신이 보낸 사람,20136043,3888
2415,20155492,신이 보낸 사람,20136043,0
2434,20192191,또 하나의 약속,20122787,0
2499,20110896,남자가 사랑할 때,20137043,774
2460,10005691,또 하나의 약속,20122787,46239
2523,20122836,조선미녀삼총사,20126090,0
2500,20184487,뮤지엄 아워스,20136798,0
2503,20113051,스턱 인 러브,20147584,402494
2406,10005410,신이 보낸 사람,20136043,2021588
2428,20110935,또 하나의 약속,20122787,1147753
2458,10005012,또 하나의 약속,20122787,1744
2487,20197077,남자가 사랑할 때,20137043,0
2417,20194652,신이 보낸 사람,20136043,0
2462,10041654,프랑켄슈타인: 불멸의 영웅,20147096,233786
2521,20166242,조선미녀삼총사,20126090,512
2459,20150459,또 하나의 약속,20122787,434777
2433,10054755,또 하나의 약속,20122787,639054
2467,10074793,프랑켄슈타인: 불멸의 영웅,20147096,0
2507,10030877,디노타샤: 공룡대탐험,20147161,394527
2469,10090290,남자가 사랑할 때,20137043,3307944
2401,10052290,두갈: 마법의 회전목마,20058765,176945
2490,10028773,남자가 사랑할 때,20137043,746229
2411,20111862,신이 보낸 사람,20136043,0
2444,20195458,또 하나의 약속,20122787,0
2480,10067479,남자가 사랑할 때,20137043,0
2483,20140752,남자가 사랑할 때,20137043,0
2522,20236847,조선미녀삼총사,20126090,0
2457,10062279,또 하나의 약속,20122787,2696297
2519,10069038,조선미녀삼총사,20126090,479524
2478,20193837,남자가 사랑할 때,20137043,0
2447,20195594,또 하나의 약속,20122787,0
2512,10050144,행복한 사전,20136298,124511
2439,20194151,또 하나의 약속,20122787,0
2466,10038542,프랑켄슈타인: 불멸의 영웅,20147096,43
2474,20142388,남자가 사랑할 때,20137043,0
2492,20143806,남자가 사랑할 때,20137043,364840
2471,20127192,남자가 사랑할 때,20137043,3180061
2437,20193310,또 하나의 약속,20122787,0
2481,20132809,남자가 사랑할 때,20137043,0
2506,20187846,디노타샤: 공룡대탐험,20147161,0
2422,20196538,신이 보낸 사람,20136043,0
2529,20194068,조선미녀삼총사,20126090,0
2413,20134780,신이 보낸 사람,20136043,0
2451,20183328,또 하나의 약속,20122787,0
2446,20166879,또 하나의 약속,20122787,722
2427,20189487,또 하나의 약속,20122787,0
2443,20195244,또 하나의 약속,20122787,0
2486,20195977,남자가 사랑할 때,20137043,0
2452,20134842,또 하나의 약속,20122787,0
2456,20131922,또 하나의 약속,20122787,0
2508,10082856,점프 아쉰,20125207,62481
2463,10033433,프랑켄슈타인: 불멸의 영웅,20147096,801028
2484,20143687,남자가 사랑할 때,20137043,628508
2470,10087814,남자가 사랑할 때,20137043,1727757
2414,20193488,신이 보낸 사람,20136043,0
2517,20121473,조선미녀삼총사,20126090,0
2429,20112163,또 하나의 약속,20122787,467294
2425,10043336,신이 보낸 사람,20136043,3888
2491,10057698,남자가 사랑할 때,20137043,2687369
2424,10072124,신이 보낸 사람,20136043,145373
2604,20153329,한 번도 안 해본 여자,20122832,0
2658,10017337,두갈: 마법의 회전목마,20058765,0
2576,10055569,리그렛,20125335,19782
2465,20166057,프랑켄슈타인: 불멸의 영웅,20147096,1342576
2464,10026999,프랑켄슈타인: 불멸의 영웅,20147096,1714016
2430,10054440,또 하나의 약속,20122787,24933
2409,10003307,신이 보낸 사람,20136043,334155
2634,10007218,멋진 악몽,20125286,32954
2632,10090714,멋진 악몽,20125286,54704
2586,20169323,한 번도 안 해본 여자,20122832,0
2594,20196084,한 번도 안 해본 여자,20122832,0
2653,10052290,두갈: 마법의 회전목마,20058765,176945
2573,10077262,레고 무비,20136445,1613288
2639,10078780,폼페이: 최후의 날,20134028,65674
2665,20112216,론 서바이버,20147953,520858
2629,10074755,인사이드 르윈,20133585,293092
2647,10074936,넛잡: 땅콩 도둑들,20136800,119197
2621,10034553,그날 본 꽃의 이름을 우리는 아직 모른다,20147527,15037
2622,10087022,그날 본 꽃의 이름을 우리는 아직 모른다,20147527,58191
2619,10090114,우리별 일호와 얼룩소,20147282,1026
2651,10056480,두갈: 마법의 회전목마,20058765,1832124
2652,10033433,두갈: 마법의 회전목마,20058765,827475
2575,20127430,크레이지 호스,20125046,26361
2614,10084094,우리별 일호와 얼룩소,20147282,0
2475,20152609,남자가 사랑할 때,20137043,0
2449,20195638,또 하나의 약속,20122787,0
2450,20195754,또 하나의 약속,20122787,0
2420,20186308,신이 보낸 사람,20136043,0
2502,20184489,뮤지엄 아워스,20136798,0
2530,20194227,조선미녀삼총사,20126090,0
2472,10061699,남자가 사랑할 때,20137043,3026552
2577,10029722,리그렛,20125335,4345
2435,20132409,또 하나의 약속,20122787,0
2579,20127430,리그렛,20125335,13708
2598,20196233,한 번도 안 해본 여자,20122832,0
2559,10027779,만찬,20137546,0
2509,20113484,점프 아쉰,20125207,10023
2497,10072524,남자가 사랑할 때,20137043,0
2596,20196140,한 번도 안 해본 여자,20122832,0
2461,10058786,또 하나의 약속,20122787,32201
