,movie_name,nation,distribution,director_average,actor_sum,rate,genre,release_date,day1_screen,day1_audience,day15_date,day15_audience
413,꼬마마녀 요요와 네네,일본,㈜T-JOY|씨너스엔터테인먼트(주),230217,258239,전체관람가,애니메이션,2013-12-25,90,8061,2014-01-01,20747
414,하이힐을 신은 여자는 위험하다,미국,오드,0,44961,15세이상관람가,다큐멘터리,2013-12-25,1,8,2014-01-01,199
415,건,미국,(주)미디어데이,45818,0,청소년관람불가,액션|스릴러,2013-12-26,5,330,2014-01-02,1206
416,그녀가 부른다,한국,(주)미디어데이,3009356,1845971,15세이상관람가,멜로/로맨스|드라마,2013-12-26,32,1247,2014-01-02,2237
417,셜리에 관한 모든 것,오스트리아 ,(주)영화사 진진,2002688,0,15세이상관람가,드라마,2013-12-26,6,256,2014-01-02,2254
418,소울 오브 브레드,대만,(유)영화사 화수분,499892,53462,12세이상관람가,멜로/로맨스|코미디,2013-12-26,3,19,2014-01-02,697
419,아무도 머물지 않았다,프랑스,(주)씨에이씨엔터테인먼트,10219,82457,15세이상관람가,드라마|미스터리,2013-12-26,24,518,2014-01-02,7487
420,에비던스,미국,(주)미디어로그,0,0,청소년관람불가,공포(호러)|스릴러,2013-12-26,5,281,2014-01-02,1123
421,청야,한국,(주)마노엔터테인먼트,22170,1039065,12세이상관람가,드라마,2013-12-26,2,541,2014-01-02,3499
422,포르노 아티스트,스페인,(주)소나무픽쳐스,52154,0,청소년관람불가,드라마|코미디,2013-12-26,5,765,2014-01-02,4704
423,엔더스 게임,미국,롯데쇼핑㈜롯데엔터테인먼트,339341,3518998,12세이상관람가,SF|액션|어드벤처,2013-12-31,460,125787,2014-01-07,589444
424,월터의 상상은 현실이 된다,미국,이십세기폭스코리아(주),0,2556762,12세이상관람가,어드벤처|코미디|드라마,2013-12-31,378,93788,2014-01-07,581809
425,저스틴,스페인,(주)넥스트엔터테인먼트월드(NEW),0,1212925,전체관람가,애니메이션|어드벤처,2013-12-31,308,34142,2014-01-07,226496
426,시절인연,중국,(주)드림웨스트픽쳐스,371,357911,12세이상관람가,멜로/로맨스,2014-01-01,1,35,2014-01-08,4772
427,마드모아젤 C,프랑스,(주)미디어데이,307,0,전체관람가,다큐멘터리,2014-01-02,6,378,2014-01-09,873
428,정사2013,아이슬란드,(주)소나무픽쳐스,4431286,0,청소년관람불가,드라마|판타지|미스터리,2014-01-02,5,624,2014-01-09,4713
429,청춘예찬,한국,(주)씨타마운틴픽쳐스,4431286,3578547,청소년관람불가,드라마,2014-01-02,3,5,2014-01-09,114
430,굿모닝 하트에이크,이탈리아,㈜인디스토리,0,13233,청소년관람불가,멜로/로맨스,2014-01-09,4,18,2014-01-16,269
431,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",일본,씨제이이앤엠(주),180767,333323,전체관람가,애니메이션|어드벤처,2014-01-09,331,45532,2014-01-16,265900
432,더 울프 오브 월스트리트,미국,주식회사 우리네트웍스,180767,1759656,청소년관람불가,범죄|드라마,2014-01-09,333,38282,2014-01-16,351269
433,돈 존,미국,(주)미디어데이,0,2909829,청소년관람불가,코미디|드라마|멜로/로맨스,2014-01-09,44,1182,2014-01-16,10106
434,마테호른,네덜란드,(재)전주국제영화제조직위원회,40049,0,15세이상관람가,드라마|코미디,2014-01-09,9,209,2014-01-16,2499
435,배틀 오브 비보이,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2712,0,12세이상관람가,드라마,2014-01-09,72,2745,2014-01-16,34161
436,브룩클린 브라더스,미국,(주)앤드플러스미디어웍스,0,0,15세이상관람가,코미디,2014-01-09,2,7,2014-01-16,488
437,오직 사랑하는 이들만이 살아남는다,영국,찬란,0,4295113,15세이상관람가,드라마|멜로/로맨스,2014-01-09,33,2507,2014-01-16,17575
438,윤희,한국,노바엔터테인먼트 ,30249,3931,청소년관람불가,드라마,2014-01-09,1,3,2014-01-16,526
439,컨트롤,홍콩,포커스 온,134949,0,15세이상관람가,액션|범죄|스릴러,2014-01-09,5,90,2014-01-16,440
440,타인의 아내를 사랑하다,스페인,(주)소나무픽쳐스,1883900,0,청소년관람불가,멜로/로맨스|코미디|스릴러,2014-01-09,5,652,2014-01-16,4764
441,타잔 3D,독일,(주)싸이더스,187122,60146,전체관람가|전체관람가,애니메이션|액션|어드벤처,2014-01-09,389,40777,2014-01-16,446242
442,트러블 메이커,미국,(주)앤드플러스미디어웍스,0,0,청소년관람불가,스릴러|드라마,2014-01-09,5,102,2014-01-16,810
443,특수경찰: 스페셜 ID,중국,(주)팝엔터테인먼트,267362,160826,15세이상관람가,액션|범죄,2014-01-09,0,0,2014-01-16,1340
444,플라잉 머신 3D,영국,C 무비,609365,0,전체관람가|전체관람가,애니메이션|어드벤처|가족,2014-01-09,6,157,2014-01-16,1357
445,플랜맨,한국,롯데쇼핑㈜롯데엔터테인먼트,925,12960827,15세이상관람가,드라마,2014-01-09,458,54251,2014-01-16,485905
446,살인자,한국,(주)영화사 빅,36523,0,청소년관람불가,스릴러,2014-01-15,161,12131,2014-01-22,86489
447,"가장 따뜻한 색, 블루",프랑스,판씨네마(주),967,277788,청소년관람불가,드라마|멜로/로맨스,2014-01-16,39,1876,2014-01-23,17332
448,겨울왕국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),982923,213693,전체관람가|전체관람가,애니메이션|어드벤처|가족|코미디|뮤지컬|판타지,2014-01-16,676,160592,2014-01-23,1883367
449,도노반스 에코,캐나다,(주)미디어데이,0,0,12세이상관람가,드라마|판타지|미스터리,2014-01-16,5,283,2014-01-23,1159
450,맛,한국,(주)스크린다,0,0,청소년관람불가,멜로/로맨스|드라마,2014-01-16,19,1634,2014-01-23,4518
451,미스 좀비,일본,(주)영화사조아,1242,0,15세이상관람가,공포(호러),2014-01-16,2,10,2014-01-23,498
452,사대명포 2,홍콩,(주)디앤아이컴퍼니 ,217320,0,15세이상관람가,액션,2014-01-16,5,90,2014-01-23,980
453,오스카 그랜트의 어떤 하루,미국,(주)영화사 진진,616,2336152,15세이상관람가,드라마,2014-01-16,18,245,2014-01-23,2497
454,잭 라이언 : 코드네임 쉐도우,미국,씨제이이앤엠(주),0,2193748,12세이상관람가,액션|드라마|스릴러,2014-01-16,384,42588,2014-01-23,304673
455,캡틴 하록,일본,(주)박수엔터테인먼트,0,3216896,12세이상관람가|12세이상관람가,애니메이션|어드벤처|SF,2014-01-16,120,1893,2014-01-23,16099
456,코뿔소의 계절,이란,씨네그루(주)다우기술,1895,0,청소년관람불가,드라마,2014-01-16,2,7,2014-01-23,82
457,클로즈드 시즌: 욕망의 계절,독일,(주)씨타마운틴픽쳐스,2969758,0,청소년관람불가,드라마,2014-01-16,6,49,2014-01-23,151
458,하이프 네이션 : 힙합사기꾼,한국,(주)인벤트스톤,2969758,0,청소년관람불가|청소년관람불가,범죄|드라마|코미디,2014-01-16,10,567,2014-01-23,3184
459,한 번도 안 해본 여자,한국,(주)팝엔터테인먼트,0,454775,청소년관람불가|청소년관람불가,멜로/로맨스|코미디,2014-01-16,66,917,2014-01-23,9192
460,남자가 사랑할 때,한국,(주)넥스트엔터테인먼트월드(NEW),0,17819210,15세이상관람가,멜로/로맨스|드라마,2014-01-22,484,98730,2014-01-29,895164
461,수상한 그녀,한국,씨제이이앤엠(주),0,13674446,15세이상관람가,드라마,2014-01-22,577,142843,2014-01-29,1766501
462,위험한 패밀리,미국,(주)프레인글로벌,197022,705280,청소년관람불가,코미디|범죄|스릴러,2014-01-22,109,1310,2014-01-29,15388
463,피끓는 청춘,한국,롯데쇼핑㈜롯데엔터테인먼트,139541,10546408,15세이상관람가,코미디|멜로/로맨스|드라마,2014-01-22,557,157026,2014-01-29,1139553
464,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,일본,롯데쇼핑㈜롯데엔터테인먼트,359356,0,전체관람가,액션,2014-01-23,176,4357,2014-01-30,47828
465,들개들,한국,골든타이드픽처스(주),119915,0,청소년관람불가,스릴러,2014-01-23,7,222,2014-01-30,1014
466,만찬,한국,㈜인디스토리,0,1693,15세이상관람가,가족|멜로/로맨스|드라마,2014-01-23,16,96,2014-01-30,1190
467,뮤지엄 아워스,오스트리아 ,(주)영화사 조제,43052,0,15세이상관람가,드라마,2014-01-23,4,138,2014-01-30,1750
468,베일을 쓴 소녀,프랑스,그린나래미디어(주),0,70370,청소년관람불가,드라마,2014-01-23,16,307,2014-01-30,3859
469,로봇,인도,프리비젼엔터테인먼트,12370,0,15세이상관람가,SF|코미디|액션,2012-04-19,35,255,2012-04-26,3403
470,리그렛,프랑스,예지림엔터테인먼트,0,37835,청소년관람불가,멜로/로맨스|드라마,2012-04-19,5,295,2012-04-26,3594
471,멋진 악몽,일본,(주)씨타마운틴픽쳐스,0,131238,전체관람가,코미디|드라마,2012-04-19,19,347,2012-04-26,4093
472,시간의 숲,한국,씨제이이앤엠(주),0,809050,12세이상관람가,다큐멘터리,2012-04-19,5,36,2012-04-26,826
473,점프 아쉰,대만,찬란,743,72504,15세이상관람가,드라마,2012-04-19,8,46,2012-04-26,386
474,크레이지 호스,미국,골든타이드픽처스(주),2496790,26361,청소년관람불가,다큐멘터리,2012-04-19,3,9,2012-04-26,805
475,킹메이커,미국,(주)시너지하우스 (시너지),52640,0,15세이상관람가,드라마,2012-04-19,95,4861,2012-04-26,43913
476,픽쳐 미 : 모델 다이어리,미국,㈜크래커픽쳐스,0,1507,15세이상관람가,다큐멘터리,2012-04-19,1,16,2012-04-26,246
477,블라인드 디텍티브,홍콩,(주)미디어데이,0,0,15세이상관람가,드라마|액션|스릴러|범죄,2014-01-23,5,309,2014-01-30,1065
478,유혹의 기술,미국,(주)소나무픽쳐스,6921,0,청소년관람불가,코미디|멜로/로맨스,2014-01-23,5,628,2014-01-30,4765
479,지젤,뉴질랜드,(유)영화사 화수분,466084,0,전체관람가,공연,2014-01-23,2,4,2014-01-30,243
480,에프게니 오네긴,미국,(주)인스터피씨엠,11867,0,전체관람가,공연,2014-01-25,2,20,2014-02-01,242
481,발칙한 러브스캔들,미국,(주)액티버스엔터테인먼트,11867,0,15세이상관람가,멜로/로맨스|코미디,2014-01-28,1,2,2014-02-04,5
482,넛잡: 땅콩 도둑들,한국,(주)싸이더스,0,1483212,전체관람가|전체관람가,애니메이션|어드벤처|코미디|가족,2014-01-29,356,26870,2014-02-05,332051
483,디노타샤: 공룡대탐험,미국,(주)영화사 빅,229610,502728,전체관람가,애니메이션|어드벤처,2014-01-29,124,2164,2014-02-05,22397
484,스위치: 부춘산거도,중국,(주)팝엔터테인먼트,1058155,113185,청소년관람불가,액션,2014-01-29,2,370,2014-02-05,3480
485,스티븐 시걸의 비밀경찰,미국,(주)소나무픽쳐스,0,0,청소년관람불가,액션,2014-01-29,5,642,2014-02-05,4778
487,조선미녀삼총사,한국,(주)쇼박스,721947,9967384,12세이상관람가,코미디|액션|사극,2014-01-29,388,60234,2014-02-05,452373
488,폴리스 스토리 2014,중국,유니버설픽쳐스인터내셔널 코리아(유),78667,428812,15세이상관람가,액션|범죄|드라마|스릴러,2014-01-29,249,17114,2014-02-05,142599
489,화피 2,중국,(주)팝엔터테인먼트,0,431168,15세이상관람가,액션|판타지|드라마|스릴러,2014-01-29,2,370,2014-02-05,4090
490,마이 플레이스,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),153808,0,전체관람가,다큐멘터리,2014-01-30,14,88,2014-02-06,1165
491,굿모닝 맨하탄,인도,(주)인벤트스톤,6919,0,전체관람가,코미디|드라마,2014-02-06,99,2509,2014-02-13,28035
492,또 하나의 약속,한국,(주)오에이엘,586628,5521126,12세이상관람가,드라마,2014-02-06,159,27304,2014-02-13,262647
493,레고 무비,미국,워너브러더스 코리아(주),0,3513617,전체관람가|전체관람가,애니메이션|코미디|액션|가족,2014-02-06,265,6583,2014-02-13,129494
494,엘로이즈: 그녀들의 사랑,스페인,스크린조이,0,0,청소년관람불가,드라마,2014-02-06,5,480,2014-02-13,2230
495,중2병이라도 사랑이 하고 싶어! 극장판,일본,(주)머스트씨무비,2805569,27976,전체관람가,애니메이션|멜로/로맨스,2014-02-06,30,2658,2014-02-13,10528
496,프랑켄슈타인: 불멸의 영웅,미국,(주)쇼박스,0,4091764,12세이상관람가,액션|SF|판타지,2014-02-06,355,43029,2014-02-13,286926
497,프로즌 그라운드,미국,(주)박수엔터테인먼트,510190,0,청소년관람불가,스릴러|범죄,2014-02-06,88,2073,2014-02-13,13894
498,할리우드 폭로전,미국,(주)수키픽쳐스,405841,0,15세이상관람가,코미디|드라마,2014-02-06,8,200,2014-02-13,1000
499,SM작가,일본,시네마 뉴원,64908,0,청소년관람불가,드라마,2014-02-06,2,60,2014-02-13,496
500,관능의 법칙,한국,롯데쇼핑㈜롯데엔터테인먼트,309909,5298387,청소년관람불가,드라마|코미디,2014-02-13,591,58083,2014-02-20,513642
501,로보캅,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),4980,2502232,12세이상관람가,액션|SF,2014-02-13,604,92373,2014-02-20,770634
502,르누아르,프랑스,프리비젼엔터테인먼트,1382809,199711,청소년관람불가,드라마,2014-02-13,21,688,2014-02-20,7096
503,메콩호텔,영국,(재)영화의전당,4307,11584,15세이상관람가,드라마|다큐멘터리,2014-02-13,12,114,2014-02-20,554
504,메트로: 마지막 탈출,러시아,㈜싸이더스픽쳐스,1632,0,15세이상관람가,액션|스릴러,2014-02-13,5,50,2014-02-20,400
506,별일아니다,한국,(주)영화사 조제,27598,0,15세이상관람가,드라마,2014-02-13,3,27,2014-02-20,91
507,사랑의 유효기간은 3년,프랑스,(주)더블앤조이픽쳐스,2192,0,청소년관람불가,코미디|멜로/로맨스,2014-02-13,9,378,2014-02-20,1450
508,슈퍼노바 지구 탈출기,미국,(주)영화사 빅,49164,0,전체관람가|전체관람가,애니메이션|어드벤처|코미디|가족|SF,2014-02-13,167,2218,2014-02-20,35716
509,신이 보낸 사람,한국,(주)씨타마운틴픽쳐스|(주)마인스 엔터테인먼트,0,4829638,15세이상관람가,드라마,2014-02-13,221,23038,2014-02-20,213306
510,연애 징크스!!!,일본,㈜T-JOY|씨너스엔터테인먼트(주),0,0,전체관람가,멜로/로맨스,2014-02-13,6,99,2014-02-20,842
511,체르노빌 다이어리,미국,(주)미디어데이,1373528,0,15세이상관람가,공포(호러)|스릴러,2014-02-13,8,200,2014-02-20,1000
512,콜로니 : 지구 최후의 날,캐나다,(주)소나무픽쳐스,85832,0,청소년관람불가,액션|공포(호러),2014-02-13,5,370,2014-02-20,920
513,해피엔딩 네버엔딩,프랑스,(주)영화사 조제,23731,69759,12세이상관람가,코미디|멜로/로맨스,2014-02-13,4,78,2014-02-20,1188
514,그날 본 꽃의 이름을 우리는 아직 모른다,일본,(주)박수엔터테인먼트,0,408348,12세이상관람가,애니메이션|드라마|판타지|멜로/로맨스,2014-02-20,42,5153,2014-02-27,29334
515,디셈버,한국,뎁스프로덕션,0,5728,15세이상관람가,멜로/로맨스|드라마,2014-02-20,6,29,2014-02-27,196
516,스턱 인 러브,미국,(주)앤드플러스미디어웍스,0,1326682,15세이상관람가,코미디|드라마|멜로/로맨스,2014-02-20,39,469,2014-02-27,8840
517,아메리칸 허슬,미국,(주)누리픽쳐스,2396753,6354547,청소년관람불가,범죄|드라마,2014-02-20,236,14272,2014-02-27,122046
519,어네스트와 셀레스틴,프랑스,씨너스엔터테인먼트(주),0,4573,전체관람가,애니메이션,2014-02-20,196,2899,2014-02-27,36349
520,우리별 일호와 얼룩소,한국,(주)인디플러그,260512,4319893,전체관람가,애니메이션|판타지|어드벤처,2014-02-20,189,5632,2014-02-27,36461
521,워리어스 레인보우: 항전의 시작,대만,스크린조이,171769,0,청소년관람불가,드라마|액션,2014-02-20,5,710,2014-02-27,4940
522,전망 좋은 하우스 - 맛있는 섹스,한국,(주)케이알씨지,2858,0,청소년관람불가,멜로/로맨스|드라마,2014-02-20,5,290,2014-02-27,880
523,찌라시: 위험한 소문,한국,씨제이이앤엠(주),57570,10755343,15세이상관람가,범죄|드라마,2014-02-20,466,91576,2014-02-27,800419
524,폼페이: 최후의 날,미국,롯데쇼핑㈜롯데엔터테인먼트,0,1076557,15세이상관람가|15세이상관람가,액션|어드벤처|드라마,2014-02-20,483,76924,2014-02-27,828605
525,해피엔딩 프로젝트,캐나다,(주)에스와이코마드,902281,0,12세이상관람가,드라마,2014-02-20,14,231,2014-02-27,2134
526,행복한 사전,일본,씨네그루(주)다우기술,10316,269850,전체관람가,드라마|코미디,2014-02-20,24,543,2014-02-27,7116
527,화이트 스톰,홍콩,(주)미디어데이,0,0,청소년관람불가,액션|범죄|스릴러,2014-02-20,6,327,2014-02-27,871
528,더 노즈,미국,(주)인스터피씨엠,0,0,전체관람가,공연,2014-02-22,2,36,2014-03-01,193
529,노예 12년,미국,판씨네마(주)|(주)프레인글로벌,21983,4119129,15세이상관람가,드라마,2014-02-27,304,21698,2014-03-06,191346
530,논스톱,미국,(주)넥스트엔터테인먼트월드(NEW),1365257,1165680,15세이상관람가,액션,2014-02-27,487,115832,2014-03-06,1068600
531,닐스의 모험,일본,에이원엔터테인먼트,3426416,0,전체관람가,애니메이션|어드벤처|판타지|가족,2014-02-27,100,2016,2014-03-06,10386
532,대무생,홍콩,(주)소나무픽쳐스,7674,0,15세이상관람가,액션|드라마|멜로/로맨스,2014-02-27,5,332,2014-03-06,1032
533,레바논 감정,한국,어뮤즈,1867849,1258499,청소년관람불가,스릴러|드라마|멜로/로맨스|액션,2014-02-27,12,64,2014-03-06,1163
534,모뉴먼츠 맨: 세기의 작전,미국,이십세기폭스코리아(주),1867849,0,12세이상관람가,액션|드라마,2014-02-27,299,11024,2014-03-06,67350
535,미 앤 유,이탈리아,오드,24745,0,15세이상관람가,드라마,2014-02-27,13,144,2014-03-06,2221
536,미스터 컴퍼니,한국,㈜인디스토리,6204,0,12세이상관람가,다큐멘터리,2014-02-27,5,35,2014-03-06,627
537,미하엘 콜하스의 선택,프랑스,(주)영화사 진진,0,884295,청소년관람불가,드라마,2014-02-27,21,497,2014-03-06,4660
538,볼쇼이 스페셜 갈라,러시아,그린나래미디어(주),123770,0,전체관람가,공연,2014-02-27,1,9,2014-03-06,1345
539,암전 2,홍콩,스크린조이,3106,0,15세관람가,범죄|액션,2014-02-27,5,352,2014-03-06,822
540,여배우는 너무해,한국,(주)인벤트스톤,0,1166483,청소년관람불가,멜로/로맨스|코미디,2014-02-27,42,377,2014-03-06,2473
541,이디야와 얼음왕국의 전설,캐나다,(주)미디어데이,45380,0,전체관람가,애니메이션|어드벤처,2014-02-27,123,3873,2014-03-06,17507
542,일대고수,베트남,(주)소나무픽쳐스,2750,0,15세이상관람가,액션,2014-02-27,4,220,2014-03-06,920
543,파이오니아,노르웨이,예지림엔터테인먼트,85793,0,15세이상관람가,액션|스릴러,2014-02-27,5,70,2014-03-06,350
544,포화속의 우정,독일,예지림엔터테인먼트,0,0,15세이상관람가,전쟁|드라마,2014-02-27,5,100,2014-03-06,720
545,다이애나,영국,(주)영화사 빅,0,321366,15세이상관람가,드라마|멜로/로맨스,2014-03-06,279,10451,2014-03-13,55067
546,달라스 바이어스 클럽,미국,(주)나이너스엔터테인먼트,164287,1273694,청소년관람불가,드라마,2014-03-06,131,4746,2014-03-13,46367
547,두갈: 마법의 회전목마,영국,브릿지웍스 엔터테인먼트(주),11608,2846535,전체관람가,애니메이션|코미디|어드벤처|가족|판타지,2014-03-06,39,110,2014-03-13,7870
548,라스트 에너미,미국,(주)미디어데이,100184,0,15세이상관람가,액션|범죄|드라마,2014-03-06,20,1386,2014-03-13,2828
549,만신,한국,(주)엣나인필름,30830,3250425,15세이상관람가,다큐멘터리|드라마,2014-03-06,84,1787,2014-03-13,18531
550,조난자들,한국,씨제이이앤엠(주),0,1501846,15세이상관람가,미스터리|스릴러,2014-03-06,45,783,2014-03-13,10053
551,주윤발의 도성풍운,홍콩,예지림엔터테인먼트,0,145345,15세이상관람가,액션|코미디,2014-03-06,19,1042,2014-03-13,1291
552,하늘이 보내준 딸,인도,(주)싸이더스,0,0,전체관람가,가족,2012-04-19,97,1425,2012-04-26,16103
553,하트 브레이커,프랑스,씨너스엔터테인먼트(주),1248461,30040,15세이상관람가,코미디|멜로/로맨스,2012-04-19,172,4082,2012-04-26,39045
554,은교,한국,롯데쇼핑㈜롯데엔터테인먼트,178601,8531234,청소년관람불가,멜로/로맨스,2012-04-25,486,60122,2012-05-02,797074
555,너무 밝히는 소녀 알마,노르웨이,(주)스크린와이즈,831933,0,청소년관람불가,코미디,2012-04-26,3,15,2012-05-03,627
556,레드마리아,한국,(주)시네마달,4519762,0,15세이상관람가,다큐멘터리,2012-04-26,11,64,2012-05-03,1318
557,"봄, 눈",한국,(주)넥스트엔터테인먼트월드(NEW),74741,0,전체관람가,드라마,2012-04-26,101,1899,2012-05-03,17514
558,추적자,일본,스크린조이,272262,0,청소년관람불가,범죄|드라마|액션,2014-03-06,5,932,2014-03-13,7082
559,탐욕의 제국,한국,(주)시네마달,0,0,12세이상관람가,다큐멘터리,2014-03-06,17,563,2014-03-13,2574
560,투 더 원더,미국,(주)미디어데이,0,1748630,청소년관람불가,멜로/로맨스|드라마,2014-03-06,5,79,2014-03-13,1642
561,페인트볼,스페인,스크린조이,672094,0,청소년관람불가,드라마,2014-03-06,5,182,2014-03-13,312
562,피쉬와 칩스 극장판,호주,(주)마인스 엔터테인먼트|(유)영화사 화수분,86038,502271,전체관람가,애니메이션,2014-03-06,60,607,2014-03-13,11068
563,300: 제국의 부활,미국,워너브러더스 코리아(주),40113,1737183,청소년관람불가|청소년관람불가,액션|드라마|전쟁,2014-03-06,651,119549,2014-03-13,1025630
564,더 뮬: 죽음의 질주,미국,(주)에이블엔터테인먼트,1206454,0,15세이상관람가,스릴러|범죄,2014-03-13,5,120,2014-03-20,830
565,몬스터,한국,롯데쇼핑㈜롯데엔터테인먼트,187626,5618234,청소년관람불가,스릴러,2014-03-13,469,67380,2014-03-20,436870
566,사다코 2,일본,(주)미디어데이,0,0,15세이상관람가,공포(호러),2014-03-13,95,1430,2014-03-20,12328
567,엔들리스 러브,미국,유니버설픽쳐스인터내셔널 코리아(유),0,0,15세이상관람가,드라마|멜로/로맨스,2014-03-13,202,2675,2014-03-20,21615
569,우아한 거짓말,한국,CGV아트하우스,8599,9561951,12세이상관람가,드라마,2014-03-13,485,54153,2014-03-20,725190
570,원 챈스,영국,(주)넥스트엔터테인먼트월드(NEW),0,1269842,12세이상관람가|12세이상관람가,코미디|드라마,2014-03-13,304,9483,2014-03-20,73542
571,"하늘을 나는 강아지, 비포와 친구들",이스라엘,(주)팝엔터테인먼트,0,0,전체관람가,애니메이션|어드벤처,2014-03-13,66,1967,2014-03-20,12184
573,두 아내,한국,(유)조이앤컨텐츠그룹,3060084,0,청소년관람불가,멜로/로맨스,2014-03-17,2,550,2014-03-24,9034
574,고스톱 살인,한국,(주)랠리버튼,0,2291961,15세이상관람가,판타지|드라마,2014-03-20,3,20,2014-03-27,556
575,그랜드 부다페스트 호텔,미국,이십세기폭스코리아(주),3556,3279321,청소년관람불가,미스터리|어드벤처,2014-03-20,67,8041,2014-03-27,153327
576,꼬마영웅 경찰차 프로디2,노르웨이,예지림엔터테인먼트,0,415914,전체관람가,애니메이션|어드벤처,2014-03-20,108,505,2014-03-27,20726
577,나쁜 여자,일본,(유)조이앤컨텐츠그룹,292,0,청소년관람불가,멜로/로맨스|드라마,2014-03-20,5,212,2014-03-27,272
578,노아,미국,씨제이이앤엠(주),0,4204971,15세이상관람가,어드벤처|드라마|판타지,2014-03-20,809,177380,2014-03-27,1414009
579,누드 모델,미국,주식회사 풍경소리,12797,0,청소년관람불가,드라마,2014-03-20,5,182,2014-03-27,634
580,더 파크랜드,미국,(주)영화사 진진,0,271484,15세이상관람가,미스터리,2014-03-20,108,746,2014-03-27,5491
581,러브 인 비즈니스클래스,프랑스,(주)마인스 엔터테인먼트,27596,0,청소년관람불가,멜로/로맨스,2014-03-20,72,807,2014-03-27,9305
582,벨과 세바스찬,프랑스,그린나래미디어(주)|주식회사 노버스엔터테인먼트,0,36217,전체관람가,어드벤처,2014-03-20,176,2590,2014-03-27,25773
583,솔로,캐나다,(주)에이블엔터테인먼트,33590,0,15세이상관람가,공포(호러)|스릴러,2014-03-20,5,120,2014-03-27,830
584,스티븐 시걸의 CIA,미국,(주)소나무픽쳐스,0,0,청소년관람불가,액션|범죄|드라마,2014-03-20,5,320,2014-03-27,1020
585,오빠가 돌아왔다,한국,(주)씨타마운틴픽쳐스,0,1168989,청소년관람불가,코미디|드라마,2014-03-20,10,112,2014-03-27,1647
586,존 라베 : 난징 대학살,독일,(주)미디어데이,1181256,0,청소년관람불가,전쟁|드라마,2014-03-20,5,225,2014-03-27,1156
587,징기스칸 2014,러시아,(주)소나무픽쳐스,18004,0,청소년관람불가,드라마,2014-03-20,5,320,2014-03-27,1020
588,트리쉬나,영국,(유)영화사 화수분,170,0,청소년관람불가,멜로/로맨스,2014-03-20,6,179,2014-03-27,510
589,프라이버시,영국,(주)인벤트스톤,2455,0,15세이상관람가,스릴러,2014-03-20,159,1549,2014-03-27,16857
590,피카소: 명작스캔들,스페인,(주)씨타마운틴픽쳐스,0,0,15세이상관람가,드라마|코미디,2014-03-20,4,16,2014-03-27,188
591,캡틴 아메리카: 윈터 솔져,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),172029,5916906,15세이상관람가|15세이상관람가,액션|어드벤처|SF,2014-03-26,938,166787,2014-04-02,1766727
592,고스트 킬러: 모니카,미국,주식회사 풍경소리,0,0,청소년관람불가,액션|범죄|스릴러,2014-03-27,5,182,2014-04-03,634
593,도서관 전쟁,일본,(유)영화사 화수분,9031,0,15세이상관람가,멜로/로맨스|판타지|액션,2014-03-27,4,20,2014-04-03,291
594,랑랑 라이브 인 런던,독일,그린나래미디어(주),0,1377,전체관람가,공연,2014-03-27,5,114,2014-04-03,868
595,메이지가 알고 있었던 일,미국,(주)미디어데이,0,0,15세이상관람가,드라마,2014-03-27,22,549,2014-04-03,2020
596,불륜의 맛,한국,(주)케이알씨지,1320026,0,청소년관람불가,멜로/로맨스|드라마,2014-03-27,4,172,2014-04-03,434
598,"씨, 베토벤",한국,㈜인디스토리,691023,3115,15세이상관람가,드라마,2014-03-27,4,17,2014-04-03,479
599,아바타 정글의 비밀,중국,(주)팝엔터테인먼트,3498,353287,전체관람가|전체관람가,애니메이션|액션|어드벤처,2014-03-27,52,187,2014-04-03,11831
600,아이스맨,미국,스크린조이,456218,0,청소년관람불가,범죄|드라마|스릴러,2014-03-27,20,1379,2014-04-03,7310
601,온 더 로드,미국,하준사,2831,1820703,청소년관람불가,어드벤처|드라마,2014-03-27,7,154,2014-04-03,1414
602,천주정,중국,(주)에스와이코마드,52250,4219,청소년관람불가,액션|드라마,2014-03-27,20,333,2014-04-03,3571
603,초원의 왕 도제,일본,(주)나이너스엔터테인먼트,1218,0,전체관람가,애니메이션|어드벤처,2014-03-27,79,683,2014-04-03,19259
605,들개,한국,CGV아트하우스,5451,966662,청소년관람불가,범죄|드라마,2014-04-03,1,81,2014-04-10,1183
606,레커스,영국,㈜인디스토리,0,1177975,청소년관람불가,멜로/로맨스,2014-04-03,12,227,2014-04-10,1577
607,리얼리티: 꿈의 미로,이탈리아,㈜영화사 백두대간,0,10,15세이상관람가,드라마,2014-04-03,5,45,2014-04-10,523
608,백프로,한국,(주)마인스 엔터테인먼트,0,0,15세이상관람가,코미디|드라마,2014-04-03,224,5451,2014-04-10,37110
609,세이빙 미스터 뱅크스,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),0,1545501,12세이상관람가,코미디|드라마,2014-04-03,54,993,2014-04-10,9849
