,movie_name,movie_code,director_name,director_code,director_average,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience
4357, 용의자X,20124057,방은진,10029969,935234,한국,2012-10-18,2012-10-18,484,84818,2012-10-31,1333734
4360, 자유연애시대 무삭제 특별판,20167002,이전,10057251,237,한국,2016-07-28,2016-07-28,1,1,2016-08-10,0
4409, 익스포즈,20166942,디클란 데일,20240686,0,미국,2016-08-11,2016-08-11,5,5,2016-08-24,73
4416, 사우스바운드-죽음의 고속도로,20168402,라디오 사일런스|록산 벤자민|데이빗 브룩크너|패트릭 호배스,20173207|20242353|10011866|20242354,150,미국,2016-08-15,2016-08-15,1,50,2016-08-28,0
4371, 다 해주는 여자,20167761,네지메 지로,20238846,2,일본,2016-08-03,2016-08-03,1,10,2016-08-16,0
4362, 펠로니,20165764,매튜 세빌,10025250,0,호주,2016-07-28,2016-07-28,6,8,2016-08-10,166
4336, 태풍이 지나가고,20163189,고레에다 히로카즈,20070799,41803,일본,2016-07-27,2016-07-27,41,1906,2016-08-09,56150
4348, 요노스케 이야기,20162422,오키타 슈이치,10050897,2616,일본,2016-07-28,2016-07-28,1,7,2016-08-10,128
4489, 新극장판 이니셜D: 레전드3 -몽현-,20166664,히다카 마사미츠,20240266,0,일본,2016-08-25,2016-08-25,53,852,2016-09-07,0
4415, 사우스바운드-죽음의 고속도로,20168402,라디오 사일런스|록산 벤자민|데이빗 브룩크너|패트릭 호배스,20173207|20242353|10011866|20242354,150,미국,2016-08-15,2016-08-15,1,50,2016-08-28,0
4330," 사랑해, 매기",20140281,유지니오 델베즈,10053996,0,멕시코,2016-07-27,2016-07-27,59,2050,2016-08-09,9634
4300, 먼저 자버린 남편과 불타는 육체,20166086,마스다 노리히코,10080403,0,일본,2016-07-20,2016-07-20,1,1,2016-08-02,0
4382, 유혹 2,20166341,강국민,10000509,0,홍콩,2016-08-03,2016-08-03,1,60,2016-08-16,0
4366, 하얼빈대전투: 일본군최후의날,20167565,알렉세이 비스트리츠키,10044752,0,러시아,2016-08-01,2016-08-01,1,60,2016-08-14,0
4390, 어롱 더 로드사이드,20167762,조란 리시넥,20238948,0,미국,2016-08-04,2016-08-04,1,2,2016-08-17,0
4370, 노예의 성욕-불기둥,20167627,카타오카 슈지,20115338,8,일본,2016-08-03,2016-08-03,1,1,2016-08-16,0
4441, 챌린지 게임,20162021,원석호,20174540,143,한국,2016-08-18,2016-08-18,21,126,2016-08-31,0
4420, 오페라,20150485,알레산드로 제노베시,20228388,0,이탈리아,2016-08-16,2016-08-16,5,5,2016-08-29,0
4461, 그림자들의 섬,20148384,김정근,20129592,0,한국,2016-08-25,2016-08-25,15,80,2016-09-07,2310
4444, 파라노말 드라이브,20167825,올레그 아사두린,20241706,0,러시아,2016-08-18,2016-08-18,1,1,2016-08-31,0
4431, 건즈 포 하이어,20166881,도나 로빈슨,20240586,0,미국,2016-08-18,2016-08-18,1,1,2016-08-31,0
4434, 데드 걸즈,20168403,닐 피셔,20242306,0,미국,2016-08-18,2016-08-18,1,10,2016-08-31,0
4433, 그레이브 인카운터 2,20166517,존 폴리퀸,10068503,0,캐나다,2016-08-18,2016-08-18,6,41,2016-08-31,409
4442, 콜 미 킹,20167707,R.L. 스콧,20241549,0,미국,2016-08-18,2016-08-18,1,1,2016-08-31,0
4417, 사우스바운드-죽음의 고속도로,20168402,라디오 사일런스|록산 벤자민|데이빗 브룩크너|패트릭 호배스,20173207|20242353|10011866|20242354,150,미국,2016-08-15,2016-08-15,1,50,2016-08-28,0
4398, 복숭아 엉덩이 여인,20167630,타지리 유지,10079308,31,일본,2016-08-10,2016-08-10,1,1,2016-08-23,0
4313, 베어풋,20166781,앤드류 플레밍,10046014,34649,미국,2016-07-21,2016-07-21,1,1,2016-08-03,0
4306, 나쁜놈은 죽는다 무삭제 특별판,20166821,손호,20216987,14942,중국,2016-07-21,2016-07-21,1,1,2016-08-03,0
4395, 노조키메,20165746,미키 코이치로,10057946,0,일본,2016-08-10,2016-08-10,41,392,2016-08-23,2979
4310, 무국적소녀,20164098,오시이 마모루,10050553,9115,일본,2016-07-21,2016-07-21,6,8,2016-08-03,0
4488, 히치콕 트뤼포,20163362,켄트 존스,10075982,0,프랑스,2016-08-25,2016-08-25,18,161,2016-09-07,2522
4423, 나만이 없는 거리,20166882,히라카와 유이치로,10090949,0,일본,2016-08-17,2016-08-17,62,500,2016-08-30,4233
4414, 태평륜,20155883,오우삼,10050630,438864,중국,2016-08-12,2016-08-12,1,45,2016-08-25,140
4453, 질투: 복수의 화신,20168422,패트릭 켄넬리,20242309,0,미국,2016-08-24,2016-08-24,1,10,2016-09-06,0
4386, 극장판 푸른 강철의 아르페지오 -아르스 노바- 카덴차,20165745,키시 세이지,20193066,15070,일본,2016-08-04,2016-08-04,26,239,2016-08-17,0
4472, 바비,20112791,이상우,20111446,408,한국,2012-10-25,2012-10-25,21,150,2012-11-07,2152
4463, 위대한 비행,20120261,진재운,20123863,0,한국,2012-10-18,2012-10-18,24,110,2012-10-31,4157
4481, 볼쇼이 바빌론,20163260,닉 리드,20235746,0,영국,2016-08-25,2016-08-25,12,115,2016-09-07,1137
4299, 극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,20164521,타카하시 시게하루,10009939,550728,일본,2016-07-20,2016-07-20,304,9210,2016-08-02,305117
4447, 19금 정사: 말할 수 없는 비밀,20168126,박범수,20235366,92,한국,2016-08-18,2016-08-18,2,2,2016-08-31,0
4429, 카이: 거울 호수의 전설,20163098,이성강,10055997,136366,한국,2016-08-17,2016-08-17,159,2373,2016-08-30,23787
4428, 실제 인터넷만남 - 불륜,20167634,카타오카 슈지,20115338,8,일본,2016-08-17,2016-08-17,1,1,2016-08-30,0
4296, 결혼 4년차의 불륜-남편후배와,20166085,하야마 노부시,10087019,0,일본,2016-07-20,2016-07-20,1,1,2016-08-02,0
4365, 터져버린 마사지 부인,20167623,테이 쟈가,10079935,1,일본,2016-08-01,2016-08-01,1,1,2016-08-14,0
4325, 캘린더걸-무삭제,20167242,강현철,20234286,295,한국,2016-07-26,2016-07-26,1,2,2016-08-08,0
4407, 슈퍼 밥,20167631,존 드레버,20241487,0,영국,2016-08-11,2016-08-11,1,1,2016-08-24,0
4302, 아이스 에이지: 지구 대충돌,20161286,마이크 트메이어,10022766,1262734,미국,2016-07-20,2016-07-20,480,14207,2016-08-02,527895
4412, 킹 오브 프리즘,20167041,히시다 마사카즈,20129369,17105,일본,2016-08-11,2016-08-11,53,704,2016-08-24,9348
4422, 갤럭시 히어로즈: 라쳇 앤 클랭크,20163043,케빈 먼로,10075456,200016,미국,2016-08-17,2016-08-17,228,4849,2016-08-30,45088
4479, 뱅 갱: 모던 러브 스토리,20163315,에바 허슨,20235826,0,프랑스,2016-08-25,2016-08-25,1,20,2016-09-07,374
4482, 세일러복과 기관총 ? 졸업,20167243,마에다 코지,20166395,4,일본,2016-08-25,2016-08-25,1,4,2016-09-07,0
4483, 올레,20150901,채두병,20211226,0,한국,2016-08-25,2016-08-25,338,12249,2016-09-07,66865
4432, 교수와 여제자: 사랑,20168687,엔 카즈키,10076520,1,일본,2016-08-18,2016-08-18,1,1,2016-08-31,0
4495, 사랑에 미치다,20165744,폴 달리오,10010097,0,미국,2016-08-31,2016-08-31,22,199,2016-09-13,1326
4355, 미쓰 마마,20111898,백연아,10030335,2588,한국,2012-10-18,2012-10-18,11,54,2012-10-31,1102
4419, 새 엄마의 딸: 내 여자가 되던 날,20168202,모토키 타카시,20126076,10,일본,2016-08-16,2016-08-16,1,60,2016-08-29,0
4354, 맥코리아,20129806,김형렬,20123862,0,한국,2012-10-18,2012-10-18,13,243,2012-10-31,2096
4328, 동생애인과의 정사,20166088,타지리 유지,10079308,31,일본,2016-07-27,2016-07-27,1,1,2016-08-09,0
4457, 플로렌스,20166901,스티븐 프리어스,10039589,28528,영국,2016-08-24,2016-08-24,382,17466,2016-09-06,135502
4468, 핏불테리아,20121222,고명안,10001570,31543,한국,2012-10-23,2012-10-23,1,77,2012-11-05,0
4475, 내셔널 갤러리,20143309,프레데릭 와이즈만,10085041,4200,프랑스,2016-08-25,2016-08-25,2,79,2016-09-07,2651
4484, 은밀한 온실정사,20169223,야마우치 다이스케,10046573,29,일본,2016-08-25,2016-08-25,1,60,2016-09-07,0
4477, 마법의 제왕,20167662,조 린치,10065023,3223,미국,2016-08-25,2016-08-25,1,1,2016-09-07,0
4498, 쥬랜더 리턴즈,20165284,벤 스틸러,10031151,352372,미국,2016-08-31,2016-08-31,178,2582,2016-09-13,7853
4466, MB의 추억,20120541,김재환,20113064,16521,한국,2012-10-18,2012-10-18,4,257,2012-10-31,6766
4464, 인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20129146,손석,20111906,11566,한국,2012-10-18,2012-10-18,71,5974,2012-10-31,38402
4487, 패스트 콘보이,20168461,프레더릭 스코엔도에퍼,10084887,0,프랑스,2016-08-25,2016-08-25,6,6,2016-09-07,0
4465, 조조-황제의 반란,20120021,조림산,20122789,0,중국,2012-10-18,2012-10-18,213,8820,2012-10-31,75214
4304, 피곤한 남편 대신 출장서비스,20166084,슈우키,10051985,1,일본,2016-07-20,2016-07-20,1,1,2016-08-02,0
4411, 좀비드럭,20168061,제이슨 윌리엄 리,10063703,0,캐나다,2016-08-11,2016-08-11,1,1,2016-08-24,0
4377, 밀애 : 내 이웃의 유부녀들,20167759,카에데,20223668,4,일본,2016-08-03,2016-08-03,1,10,2016-08-16,0
4288, 플레이스 인 헬,20166663,데이비드 부어부어,20240247,0,미국,2016-07-14,2016-07-14,1,1,2016-07-27,0
4322, 마스터: 뒤틀린 사랑,20167666,아테 드 종,10042686,1018,영국,2016-07-25,2016-07-25,1,10,2016-08-07,0
4298, 그녀의 섹스 테크닉,20166903,이재남,20240606,163,한국,2016-07-20,2016-07-20,20,230,2016-08-02,0
4338, 노마: 뉴 노르딕 퀴진의 비밀,20163374,피에르 드샹,20172843,0,영국,2016-07-28,2016-07-28,15,312,2016-08-10,3885
4364, 미인 며느리의 뒤태,20167624,테이 쟈가,10079935,1,일본,2016-08-01,2016-08-01,1,1,2016-08-14,0
4333, 절대거유의 노출증,20166087,아라키 타로,10041594,1,일본,2016-07-27,2016-07-27,1,1,2016-08-09,0
4332, 인천상륙작전,20156250,이재한,10057235,1197665,한국,2016-07-27,2016-07-27,901,464460,2016-08-09,5565410
4350, 프랑켄위니,20129766,팀 버튼,10081788,713490,미국,2012-10-11,2012-10-11,195,2385,2012-10-24,43844
4376, 명탐정 코난: 순흑의 악몽,20162002,시즈노 코분|야마모토 야스이치로,20113482|20115431,497776,일본,2016-08-03,2016-08-03,369,79742,2016-08-16,491272
4380, 아내의 젖은 블라우스,20167663,테이 쟈가,10079935,1,일본,2016-08-03,2016-08-03,1,1,2016-08-16,0
4352, 회사원,20113886,임상윤,20125795,296532,한국,2012-10-11,2012-10-11,487,106990,2012-10-24,1033587
4452, 유부녀 성노예생활,20167641,우수바시 수이,10037559,1,일본,2016-08-24,2016-08-24,1,1,2016-09-06,0
4337, 내 이웃의 아내,20164845,정대만,20212628,127,한국,2016-07-28,2016-07-28,20,333,2016-08-10,0
4351, 하나안,20111879,박루슬란,10028585,0,한국,2012-10-11,2012-10-11,8,34,2012-10-24,766
4438, 아빠친구,20168146,이슬,20237666,121,한국,2016-08-18,2016-08-18,20,164,2016-08-31,0
4318, 핫섹토크 무삭제 감독판,20166736,이전,10057251,237,한국,2016-07-21,2016-07-21,1,1,2016-08-03,0
4314, 이레셔널 맨,20166172,우디 앨런,10052035,89161,미국,2016-07-21,2016-07-21,39,1327,2016-08-03,15631
4334, 제이슨 본,20161907,폴 그린그래스,10083439,601228,미국,2016-07-27,2016-07-27,771,308768,2016-08-09,2451175
4408, 애더럴 다이어리,20162563,파멜라 로만노프스키,20234208,0,미국,2016-08-11,2016-08-11,4,4,2016-08-24,0
4430, 파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,20165981,이영준,20186877,76781,한국,2016-08-17,2016-08-17,80,1220,2016-08-30,32732
4448, 여자전쟁: 떠도는 눈,20168702,김동욱,20242750,0,한국,2016-08-22,2016-08-22,21,145,2016-09-04,0
4421, 정사: 은밀한 밀애,20167245,이재상,20241286,0,한국,2016-08-16,2016-08-16,20,177,2016-08-29,0
4346, 새색시의 비밀극장,20167682,칸바라 이쿠토,20187906,36,일본,2016-07-28,2016-07-28,1,60,2016-08-10,0
4405, 거대말벌의 습격,20168281,베니 디에즈,10046759,0,미국,2016-08-11,2016-08-11,1,60,2016-08-24,0
4367, 혼전 여직원의 연예,20167622,이케지마 유타카,20231928,3,일본,2016-08-01,2016-08-01,1,1,2016-08-14,0
4427, 스타트렉 비욘드,20150567,저스틴 린,10061132,1079139,미국,2016-08-17,2016-08-17,701,83066,2016-08-30,1046901
4449, 라이트 아웃,20163217,데이비드 F. 샌드버그,20235586,1918095,미국,2016-08-24,2016-08-24,425,57997,2016-09-06,1028125
4456, 트루스,20166543,제임스 밴더빌트,20240027,0,미국,2016-08-24,2016-08-24,123,2296,2016-09-06,18878
4406, 리우 2096,20136088,루이즈 볼로네지,20241427,0,브라질,2016-08-11,2016-08-11,2,13,2016-08-24,251
4392, 야동보기 좋은 날,20154881,권문선,20206918,53,한국,2016-08-08,2016-08-08,1,8,2016-08-21,0
4445, 포르노그래퍼,20165765,이레나 파블라스코바,10055214,0,체코,2016-08-18,2016-08-18,5,5,2016-08-31,0
4451, 야설 쓰는 여자,20164321,강백호,10000627,71,한국,2016-08-24,2016-08-24,21,169,2016-09-06,0
4410, 일본패망하루전,20166546,하라다 마사토,10086761,5940,일본,2016-08-11,2016-08-11,7,140,2016-08-24,1638
4387, 나의 딸,20163261,사이몬 스톤,20169951,0,호주,2016-08-04,2016-08-04,5,91,2016-08-17,809
4458, 한밤의 살인자,20168421,S.J. 에반스,20242312,0,미국,2016-08-24,2016-08-24,1,10,2016-09-06,0
4499, 형님아내2,20169105,이돌,20235606,155,한국,2016-08-31,2016-08-31,20,183,2016-09-13,0
4443, 크리피: 일가족 연쇄 실종 사건,20166041,구로사와 기요시,10002115,1875,일본,2016-08-18,2016-08-18,71,964,2016-08-31,7075
4439, 언원티드:초대받지않은손님,20168426,브렛 우드,10032328,0,미국,2016-08-18,2016-08-18,1,60,2016-08-31,0
4490, 상간녀,20169264,H.M. 콕클리,10059212,0,미국,2016-08-26,2016-08-26,1,54,2016-09-08,0
4460, 고스트버스터즈,20162404,폴 페이그,10083870,1189768,미국,2016-08-25,2016-08-25,418,32371,2016-09-07,499841
4425, 불륜사고-쌍방책임,20167633,나리타 유스케,20199430,146,일본,2016-08-17,2016-08-17,1,1,2016-08-30,0
4446, 피어 클리닉,20167667,로버트 홀,10017138,1,미국,2016-08-18,2016-08-18,1,10,2016-08-31,0
4473, 남녀의 궁합 무삭제,20169403,채길병,10071617,341,한국,2016-08-25,2016-08-25,1,10,2016-09-07,0
4494, 메카닉: 리크루트,20167261,데니스 간젤,10010703,1382,미국,2016-08-31,2016-08-31,290,95756,2016-09-13,526865
4500, 결혼할 남자 있어요,20169025,하야시카와 케이테루,10074076,1,일본,2016-09-01,2016-09-01,1,1,2016-09-14,0
4399, 부인을 탐내는 능욕자들,20167664,테이 쟈가,10079935,1,일본,2016-08-10,2016-08-10,1,1,2016-08-23,0
4467, 라 트라비아타,20124373,윌리 데커,20166597,0,미국,2012-10-23,2012-10-23,2,9,2012-11-05,0
4485, 최악의 하루,20155321,김종관,10005660,14485,한국,2016-08-25,2016-08-25,196,6309,2016-09-07,62221
4493, 머니 몬스터,20168182,조디 포스터,10065670,3465,미국,2016-08-31,2016-08-31,149,8572,2016-09-13,47089
4480, 범죄의 여왕,20150970,이요섭,20162031,0,한국,2016-08-25,2016-08-25,266,5290,2016-09-07,41513
4478, 면접의 목적,20169222,사카모토 후토시,10034512,11,일본,2016-08-25,2016-08-25,1,60,2016-09-07,0
4462," 금지된 섹스, 달콤한 복수 무삭제 감독판",20168888,이숭환,10056203,884,한국,2016-08-25,2016-08-25,1,1,2016-09-07,0
4497, 이퀄스,20167563,드레이크 도리머스,20170123,4126,미국,2016-08-31,2016-08-31,354,15046,2016-09-13,67889
4474, 내 학생의 엄마,20166130,기대호,20208746,836,한국,2016-08-25,2016-08-25,21,135,2016-09-07,0
4440, 우연히 만난 내 소꿉친구,20167026,카츠라기 히로후미,20240786,1,일본,2016-08-18,2016-08-18,1,1,2016-08-31,0
4469, 강철대오:구국의 철가방,20124070,육상효,10054185,763072,한국,2012-10-25,2012-10-25,366,26768,2012-11-07,224763
4454, 크레이지 머더,20168482,더그 거버,20242351,0,미국,2016-08-24,2016-08-24,1,10,2016-09-06,0
4496, 스킵트레이스: 합동수사,20167562,레니 할린,10014887,213603,홍콩,2016-08-31,2016-08-31,242,3590,2016-09-13,22096
4455, 크룰: 두 얼굴의 사나이,20168481,로버트 핸더슨,20242486,0,미국,2016-08-24,2016-08-24,1,10,2016-09-06,0
4470, 롱 폴링 ,20129789,마르탱 프로보스트,10021627,11674,프랑스,2012-10-25,2012-10-25,10,238,2012-11-07,2305
4491, 쓰리매니웨딩,20164185,하비에르 루이즈 칼데라,10086910,149,스페인,2016-08-30,2016-08-30,1,1,2016-09-12,0
4459, 걸즈 앤 판처 극장판,20167203,미즈시마 츠토무,20241028,0,일본,2016-08-25,2016-08-25,57,1535,2016-09-07,21545
4471, 맛있는불륜-택시,20121242,이숭환,10056203,878,한국,2012-10-25,2012-10-25,1,103,2012-11-07,0
4486, 킹스글레이브: 파이널 판타지 XV,20168882,노즈에 타케시,10008206,0,일본,2016-08-25,2016-08-25,4,534,2016-09-07,0
4492, 그랜드파더,20166127,이서,10055931,1321167,한국,2016-08-31,2016-08-31,288,7282,2016-09-13,31096
4476, 더 매니저,20168741,클라크 그레그,10078258,0,미국,2016-08-25,2016-08-25,1,20,2016-09-07,0
4613, 외박: 친구의 여자,20168782,유승택,20234468,276,한국,2016-09-22,2016-09-22,20,204,2016-10-05,0
4669, 맨 인 더 다크,20167481,페드 알바레즈,20178840,0,미국,2016-10-05,2016-10-05,473,61267,2016-10-18,925606
4603, 매너선생님,20162721,노진수,10008226,534,한국,2016-09-22,2016-09-22,20,168,2016-10-05,0
4668, 디시에르토,20168822,조나스 쿠아론,10044285,0,멕시코,2016-10-05,2016-10-05,119,2274,2016-10-18,13615
4515, 음탕한 아내: 남자의 맛,20169623,카츠라기 히로후미,20240786,1,일본,2016-09-01,2016-09-01,1,1,2016-09-14,0
4511, 사랑이 이끄는 대로,20168446,끌로드 를르슈,10078409,73537,프랑스,2016-09-01,2016-09-01,44,721,2016-09-14,9202
4547, 울트라맨 제로: 베리알 은하제국,20168889,아베 유이치,10042040,0,일본,2016-09-08,2016-09-08,1,60,2016-09-21,0
4599, 나홀로 휴가,20152369,조재현,10066929,0,한국,2016-09-22,2016-09-22,158,1180,2016-10-05,7988
4666, 백의의 난교클럽,20160962,아라키 타로,10041594,1,일본,2016-10-01,2016-10-01,1,1,2016-10-14,0
4684, 야쿠자의 여자,20161344,카이하라 쿠리스 료,20115421,10,일본,2016-10-07,2016-10-07,1,1,2016-10-20,0
4640, 다가오는 것들,20163314,미아 한센-로브,10024466,1769,프랑스,2016-09-29,2016-09-29,29,770,2016-10-12,14444
4504, 두마리 여우와의 정사,20169044,와타나베 모토츠구,10051405,1,일본,2016-09-01,2016-09-01,1,1,2016-09-14,0
4523, 19 섹스 맛있는 속 궁합,20168863,이민우,20242967,0,한국,2016-09-02,2016-09-02,20,177,2016-09-15,0
4641, 대사건,20081142,두기봉,10013118,11944,홍콩,2016-09-29,2016-09-29,1,1,2016-10-12,0
4514, 육식녀 초식남 강간사건,20169564,오쿠 와타리,20243849,0,일본,2016-09-01,2016-09-01,1,1,2016-09-14,0
4597, 여직원의 진공흡입,20160421,오데라 ㅤㅅㅠㄴ고,10050167,4,일본,2016-09-21,2016-09-21,1,1,2016-10-04,0
4541, 내 아내의 친구,20160141,엠씨짱,20245609,0,한국,2016-09-08,2016-09-08,20,177,2016-09-21,0
4636, 피터와 드래곤,20160143,데이빗 로워리,20244429,0,미국,2016-09-28,2016-09-28,143,2443,2016-10-11,89524
4531, 로빈슨 크루소,20165941,벤 스타센|빈센트 케스텔루트,10031148|20239386,759647,벨기에,2016-09-07,2016-09-07,150,2266,2016-09-20,116034
4607, 분노의 레이서,20160042,테오 코누랄프,10079911,0,미국,2016-09-22,2016-09-22,2,2,2016-10-05,0
4612, 외도(무삭제판),20160710,최우성,20223066,148,한국,2016-09-22,2016-09-22,1,1,2016-10-05,0
4557, 월세부인,20169885,네지메 지로,20238846,3,일본,2016-09-10,2016-09-10,1,1,2016-09-23,0
