movie_name,movie_code,director_name,director_code,nation,release_date,day1_date,day1_screen,day1_audience,day15_date,day15_audience
 비밀의 아코짱,20133759,카와무라 야스히로,20112233,일본,2013-10-17,2013-10-17,5,318,2013-10-30,1546
 사랑에 빠진 것처럼,20138604,압바스 키아로스타미,10045373,프랑스,2013-10-17,2013-10-17,16,222,2013-10-30,2511
 잠자는 숲속의 미녀 ,20131041,마리우스 프티파,20181820,영국,2013-10-17,2013-10-17,2,38,2013-10-30,177
 테러라인,20133705,로버트 커비슨,20179301,미국,2013-10-17,2013-10-17,5,318,2013-10-30,1553
 토마스와 친구들: 블루마운틴 미스터리,20133159,그렉 티어넌,20112883,영국,2013-10-17,2013-10-17,30,294,2013-10-30,9223
 파라다이스 러브,20123629,울리히 세이들,10052333,독일,2013-10-17,2013-10-17,4,74,2013-10-30,1495
 화이트 타이거: 최강전차군단,20134162,카렌 샤크나자로브,10073348,러시아,2013-10-17,2013-10-17,5,677,2013-10-30,5058
 캡틴 필립스,20132821,폴 그린그래스,10083439,미국,2013-10-23,2013-10-23,281,19778,2013-11-05,227226
 공각기동대 어라이즈 보더 1: 고스트 페인,20132682,키세 카즈치카,20178570,일본,2013-10-24,2013-10-24,8,28,2013-11-06,457
 공범,20129606,국동석,10002283,한국,2013-10-24,2013-10-24,515,114573,2013-11-06,1439313
 까미유 끌로델,20133141,부르노 뒤몽,20178823,프랑스,2013-10-24,2013-10-24,5,105,2013-11-06,1661
 내부고발자,20134703,라리사 콘드랙키,20180806,미국,2013-10-24,2013-10-24,5,562,2013-11-06,5108
 라 붐,19808057,클로드 피노토,10078443,프랑스,2013-10-24,2013-10-24,23,473,2013-11-06,6723
 말하는 건축 시티:홀,20137584,정재은,10062188,한국,2013-10-24,2013-10-24,29,226,2013-11-06,3695
 미스터 노바디,20088397,자코 반 도마엘,10059349,캐나다,2013-10-24,2013-10-24,22,518,2013-11-06,10297
 배우는 배우다,20134124,신연식,10040499,한국,2013-10-24,2013-10-24,281,19832,2013-11-06,111672
 어떤 시선,20132807,박정범|신아가|이상철|민용근,10029163|10040487|10055906|10027834,한국,2013-10-24,2013-10-24,24,863,2013-11-06,18378
 에어 크래쉬,20134360,리즈 애덤스,20180723,미국,2013-10-24,2013-10-24,5,650,2013-11-06,4870
 코알라,20125527,김주환,20112387,한국,2013-10-24,2013-10-24,59,247,2013-11-06,6039
 톱스타,20120428,박중훈,10029293,한국,2013-10-24,2013-10-24,386,19375,2013-11-06,167758
 한나를 위한 소나타,20132903,마르쿠스 로젠뮐러,20178702,독일,2013-10-24,2013-10-24,2,8,2013-11-06,415
 노브레싱,20138223,조용선,20134129,한국,2013-10-30,2013-10-30,572,44704,2013-11-12,425175
 연애의 기술,20139402,이수성,10056145,한국,2013-10-30,2013-10-30,57,966,2013-11-12,8725
 응징자,20122786,신동엽,20111176,한국,2013-10-30,2013-10-30,294,24893,2013-11-12,190797
 토르: 다크 월드,20138355,앨런 테일러,10044279,미국,2013-10-30,2013-10-30,612,114775,2013-11-12,2155061
 노라노,20130681,김성희,10004664,한국,2013-10-31,2013-10-31,25,174,2013-11-13,2825
 녹색의자 2013 - 러브 컨셉츄얼리,20123386,박철수,10029409,한국,2013-10-31,2013-10-31,4,59,2013-11-13,340
 데이 앤 나이트,20135406,사빈느 데르플링거,10034182,오스트리아 ,2013-10-31,2013-10-31,4,71,2013-11-13,175
 두더지,20113722,소노 시온,10036571,일본,2013-10-31,2013-10-31,3,17,2013-11-13,692
 브로큰 서클,20131461,펠릭스 반 그로에니겐,10083315,벨기에,2013-10-31,2013-10-31,6,75,2013-11-13,1761
 사대명포,20133771,진가상|진소진,10070381|20169733,중국,2013-10-31,2013-10-31,5,320,2013-11-13,4500
 수호지-불사영웅 석수,20134704,류신의,20167522,중국,2013-10-31,2013-10-31,5,320,2013-11-13,4470
 원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,20134374,손석|정치영,20111906|20111931,한국,2013-10-31,2013-10-31,37,1172,2013-11-13,7746
 저속희극,20121079,팡호청,10082435,홍콩,2013-10-31,2013-10-31,3,359,2013-11-13,5105
 풍운결,20134358,임초현,10058863,홍콩,2013-10-31,2013-10-31,5,290,2013-11-13,1470
 화이트 고릴라,20134144,안드레스 G. 슈에,20175101,스페인,2013-10-31,2013-10-31,75,672,2013-11-13,54411
 더 퍼지,20139601,제임스 드모나코,10064017,미국,2013-11-06,2013-11-06,189,15120,2013-11-19,136655
 동창생,20127595,박홍수,20124307,한국,2013-11-06,2013-11-06,589,125671,2013-11-19,999928
 붉은 가족,20135405,이주형,20174072,한국,2013-11-06,2013-11-06,6,189,2013-11-19,3677
 세이프 헤이븐,20133760,라세 할스트롬,10013865,미국,2013-11-06,2013-11-06,108,2360,2013-11-19,37613
 고집쟁이 딸 ,20131042,프레드릭 에쉬톤,20183155,영국,2013-11-07,2013-11-07,1,5,2013-11-20,105
 극장판 쥬얼펫: 스위트댄스 프린세스,20133862,사쿠라이 히로아키,10034557,일본,2013-11-07,2013-11-07,28,99,2013-11-20,4055
 디스커넥트,20134073,헨리 알렉스 루빈,10088764,미국,2013-11-07,2013-11-07,110,2189,2013-11-20,23117
 무게,20124059,전규환,10061231,한국,2013-11-07,2013-11-07,2,53,2013-11-20,903
 사랑해! 진영아,20120425,이성은,20111117,한국,2013-11-07,2013-11-07,79,670,2013-11-20,4877
 소녀,20134413,최진성,10072781,한국,2013-11-07,2013-11-07,73,2326,2013-11-20,20020
 수호지-무사조씨,20135585,류신의,20167522,중국,2013-11-07,2013-11-07,5,500,2013-11-20,4490
 앤드 오브 워,20134357,다니스 타노비치,10009248,아일랜드,2013-11-07,2013-11-07,5,320,2013-11-20,4850
 야관문: 욕망의 꽃,20138161,임경수,10058461,한국,2013-11-07,2013-11-07,87,646,2013-11-20,5966
 올 이즈 로스트,20132722,J.C 챈더,20157988,미국,2013-11-07,2013-11-07,33,961,2013-11-20,10940
 욕망의 법칙,20135764,사비에르 빌라버드,10059208,스페인,2013-11-07,2013-11-07,5,611,2013-11-20,4584
 텔레비전,20134125,모스타파 사르와르 파루키,20171841,기타,2013-11-07,2013-11-07,2,44,2013-11-20,471
 투건스,20135343,발타자르 코루마쿠르,10029772,미국,2013-11-07,2013-11-07,49,465,2013-11-20,7664
 수호지-영웅천하 손립,20135586,황조권,20169162,중국,2013-11-13,2013-11-13,5,320,2013-11-26,1460
 스시 걸,20134702,컨 색스톤,10019195,미국,2013-11-13,2013-11-13,5,320,2013-11-26,1640
 나폴레옹 토레스전투,20135766,발레리아 사미엔토,10029723,포르투갈,2013-11-14,2013-11-14,5,528,2013-11-27,4532
 노란 코끼리,20135207,히로키 류이치,10090988,일본,2013-11-14,2013-11-14,10,738,2013-11-27,2317
 더 파이브,20134801,정연식,20167783,한국,2013-11-14,2013-11-14,501,47976,2013-11-27,680236
 밀레니엄 : 제3부 벌집을 발로 찬 소녀,20124907,다니엘 알프레드슨,10009399,스웨덴,2012-04-05,2012-04-05,8,83,2012-04-18,999
 별이 빛나는 밤,20113723,수유 린,10037555,대만,2012-04-05,2012-04-05,20,140,2012-04-18,3161
 어머니,20112465,태준식,10079546,한국,2012-04-05,2012-04-05,19,473,2012-04-18,2757
 온 투어,20113484,마티유 아말릭,10024645,프랑스,2012-04-05,2012-04-05,3,93,2012-04-18,1280
 코난: 암흑의 시대,20125106,마커스 니스펠,10023966,미국,2012-04-05,2012-04-05,195,4209,2012-04-18,32982
 헝거게임: 판엠의 불꽃,20124127,게리 로스,10001139,미국,2012-04-05,2012-04-05,461,39051,2012-04-18,526960
 간기남,20124032,김형준,10006353,한국,2012-04-11,2012-04-11,332,103609,2012-04-24,922769
 배틀쉽,20112134,피터 버그,10085782,미국,2012-04-11,2012-04-11,649,387879,2012-04-24,2035507
 인류멸망 보고서,20068590,김지운,10005852,한국,2012-04-11,2012-04-11,227,34502,2012-04-24,97140
 로빈슨 주교의 두 가지 사랑,20138931,맥키 앨스톤,20174603,미국,2013-11-14,2013-11-14,2,22,2013-11-27,580
 메탈리카 스루 더 네버,20133863,님로드 안탈,10009107,미국,2013-11-14,2013-11-14,27,688,2013-11-27,7641
 블랙 가스펠,20131245,히즈엠티 선교회,20177881,한국,2013-11-14,2013-11-14,134,4172,2013-11-27,42161
 사랑은 마법처럼,20134363,발레리 돈젤리,20128169,프랑스,2013-11-14,2013-11-14,5,75,2013-11-27,715
 스콘드: 잔혹 불륜사,20135442,마크 존스,10024359,미국,2013-11-14,2013-11-14,4,238,2013-11-27,318
 잉투기,20130482,엄태화,10047368,한국,2013-11-14,2013-11-14,92,1472,2013-11-27,14700
 진링의 13소녀,20132021,장예모,10060343,중국,2013-11-14,2013-11-14,6,50,2013-11-27,1370
 친구 2,20137044,곽경택,10001931,한국,2013-11-14,2013-11-14,753,304184,2013-11-27,2516655
 카운슬러,20133152,리들리 스콧,10019469,미국,2013-11-14,2013-11-14,272,16533,2013-11-27,132638
 터미네이터 2 : 심판의 날 감독판,19918269,제임스 카메론,10064304,미국,2013-11-14,2013-11-14,43,1094,2013-11-27,13595
 혈적자: 황제암살단,20135765,유위강,10053875,중국,2013-11-14,2013-11-14,5,534,2013-11-27,4807
 결혼전야,20136061,홍지영,10089855,한국,2013-11-21,2013-11-21,514,56240,2013-12-04,945039
" 꽃잎, 춤",20135364,이시카와 히로시,10056403,일본,2013-11-21,2013-11-21,2,21,2013-12-04,369
 마세티 킬즈,20135464,로버트 로드리게즈,10016605,미국,2013-11-21,2013-11-21,20,1279,2013-12-04,4085
 사이비,20131263,연상호,10049814,한국,2013-11-21,2013-11-21,75,1323,2013-12-04,18702
 섹스중독자들,20136331,사릭 안드레아시안,20183212,러시아,2013-11-21,2013-11-21,5,419,2013-12-04,5033
" 소설, 영화와 만나다",20138461,이상우|박진성|박진석|이진우,20111446|20110918|10029344|10057627,한국,2013-11-21,2013-11-21,5,64,2013-12-04,1114
 완전 소중한 사랑,20138222,김진민,10005907,한국,2013-11-21,2013-11-21,60,830,2013-12-04,19811
 전망 좋은 하우스 - 관음적 욕망 ,20135922,진달래,20184437,한국,2013-11-21,2013-11-21,1,10,2013-12-04,5090
 청춘정담,20121464,문인수,20136883,한국,2013-11-21,2013-11-21,5,33,2013-12-04,474
 필스,20135759,J.S 베어드,20182200,영국,2013-11-21,2013-11-21,6,208,2013-12-04,883
 하늘에서 음식이 내린다면 2,20133701,코디 카메론|크리스 피언,10076183|20180678,미국,2013-11-21,2013-11-21,309,11643,2013-12-04,507185
 헝거게임: 캣칭 파이어,20138544,프란시스 로렌스,10084230,미국,2013-11-21,2013-11-21,581,74320,2013-12-04,937599
 수호지-의적유당,20135829,류신의,20167522,중국,2013-11-22,2013-11-22,4,290,2013-12-05,454
 월드 워 좀비,20136288,닉 라이온,10008894,미국,2013-11-27,2013-11-27,6,272,2013-12-10,493
 갬빗,20134027,마이클 호프만,10023685,미국,2013-11-28,2013-11-28,94,3424,2013-12-11,14426
 극장판 토리코 : 미식신의 스페셜메뉴,20134362,자코 아키후미,20179906,일본,2013-11-28,2013-11-28,23,150,2013-12-11,11060
 논스톱: 분노의 질주,20136498,다니엘 칼파소로,10009437,스페인,2013-11-28,2013-11-28,5,499,2013-12-11,5063
 두부요괴,20135767,스기이 기사부로,10038003,일본,2013-11-28,2013-11-28,6,41,2013-12-11,1980
 리딕,20132824,데이빗 토히,10012143,미국,2013-11-28,2013-11-28,257,16952,2013-12-11,132059
 머드 ,20134645,제프 니콜스,20168764,미국,2013-11-28,2013-11-28,107,2539,2013-12-11,27317
 버틀러: 대통령의 집사,20134268,리 다니엘스,10019262,미국,2013-11-28,2013-11-28,169,8928,2013-12-11,117972
 붉은 바캉스 검은 웨딩 2,20131109,최위안,10072560,한국,2013-11-28,2013-11-28,20,689,2013-12-11,5100
 뷰티풀 차일드,20134534,이성수,10056020,한국,2013-11-28,2013-11-28,2,109,2013-12-11,604
 사랑은 당신,20132661,파올로 비르지,20178565,이탈리아,2013-11-28,2013-11-28,7,30,2013-12-11,1308
 산타의 매직 크리스탈,20135443,앙티 하이칼라,10023657,벨기에,2013-11-28,2013-11-28,101,1560,2013-12-11,44424
 안녕?! 오케스트라,20132805,이철하,10057717,한국,2013-11-28,2013-11-28,47,418,2013-12-11,11215
 열한시,20124402,김현석,10006261,한국,2013-11-28,2013-11-28,477,64960,2013-12-11,838713
 잉여들의 히치하이킹,20135521,이호재,20168740,한국,2013-11-28,2013-11-28,30,607,2013-12-11,11343
 창수,20110881,이덕희,20111036,한국,2013-11-28,2013-11-28,332,50653,2013-12-11,427017
 카라스: 레블레이션,20136354,사토 케이이치,20173550,일본,2013-11-28,2013-11-28,3,30,2013-12-11,270
 테레사 팔머의 감금,20135838,데이비드 데닌,20182583,호주,2013-11-28,2013-11-28,4,635,2013-12-11,5274
 하루,20134651,마키하라 료타로,10046602,일본,2013-11-28,2013-11-28,11,669,2013-12-11,2214
 호세마리아 신부의 길,20134104,롤랑 조페,10018098,미국,2013-11-28,2013-11-28,5,58,2013-12-11,1491
 크레이지 샤크,20136467,크리스토퍼 레이,20120079,미국,2013-12-04,2013-12-04,5,160,2013-12-17,420
 푸셔: 파이널 프로젝트,20129096,루이스 프리에토,20121454,영국,2013-12-04,2013-12-04,5,160,2013-12-17,420
 극장판 슈타인즈 게이트: 부하영역의 데자뷰,20135769,와카바야시 칸지,20182337,일본,2013-12-05,2013-12-05,20,738,2013-12-18,4726
 글로리아,20135462,세바스티안 렐리오,20181840,칠레,2013-12-05,2013-12-05,12,295,2013-12-18,5424
 동사서독 리덕스,20088535,왕가위,10051499,홍콩,2013-12-05,2013-12-05,37,637,2013-12-18,4506
 스파이크,20135368,다비드 알로|에릭 토스티,20175349|10048293,프랑스,2013-12-05,2013-12-05,69,768,2013-12-18,24489
 어바웃 타임,20135428,리차드 커티스,10020263,영국,2013-12-05,2013-12-05,442,66278,2013-12-18,1631723
 영 앤 뷰티풀,20135366,프랑소와 오종,10084405,프랑스,2013-12-05,2013-12-05,21,408,2013-12-18,5243
 오싱,20135367,토가시 신,10080008,일본,2013-12-05,2013-12-05,224,5190,2013-12-18,72294
 이스케이프 플랜,20135370,미카엘 하프스트롬,10027611,미국,2013-12-05,2013-12-05,258,18880,2013-12-18,289103
 인시디어스: 두번째 집,20135657,제임스 완,10064265,미국,2013-12-05,2013-12-05,330,47414,2013-12-18,550024
 컴퍼니 유 킵,20134658,로버트 레드포드,10016593,미국,2013-12-05,2013-12-05,23,133,2013-12-18,2122
 코비: 블루 엘리펀트의 전설,20135365,타위랍 스리우티윙스,20181653,태국,2013-12-05,2013-12-05,60,885,2013-12-18,26738
" 페어웰, 마이 퀸",20138101,브누와 쟉꼬,10031718,프랑스,2013-12-05,2013-12-05,24,944,2013-12-18,7829
 집으로 가는 길,20134123,방은진,10029969,한국,2013-12-11,2013-12-11,601,90148,2013-12-24,1514581
 그 강아지 그 고양이,20137526,민병우,10027799,한국,2013-12-12,2013-12-12,31,702,2013-12-25,4131
 오피서 다운,20136740,브라이언 밀러,20184452,미국,2013-12-12,2013-12-12,5,282,2013-12-25,1513
 운명의 산 낭가 파르밧,20134142,요셉 빌스마이어,10051713,독일,2013-12-12,2013-12-12,5,55,2013-12-25,597
 풍경,20130982,장률,10060143,한국,2013-12-12,2013-12-12,10,59,2013-12-25,1423
 프라미스드 랜드 ,20138272,구스 반 산트,10002176,미국,2013-12-12,2013-12-12,50,1170,2013-12-25,18529
 플래티나 데이터,20136615,오오토모 케이시,20124116,일본,2013-12-12,2013-12-12,6,430,2013-12-25,2802
 호빗: 스마우그의 폐허,20134267,피터 잭슨,10085973,미국,2013-12-12,2013-12-12,747,139601,2013-12-25,1854396
 러브액츄얼리: 크리스마스 에디션,20136810,리차드 커티스,10020263,미국,2013-12-18,2013-12-18,48,1005,2013-12-31,28872
 비버,20112884,조디 포스터,10065670,미국,2012-04-12,2012-04-12,26,537,2012-04-25,4157
 열두살 샘,20125026,구스타보 론,20128109,스페인,2012-04-12,2012-04-12,13,169,2012-04-25,4445
 이민자,20124942,크리스 웨이츠,10077177,미국,2012-04-12,2012-04-12,16,135,2012-04-25,2886
 천국의 전쟁,20048736,카를로스 레이가다스,10073527,멕시코,2012-04-12,2012-04-12,1,4,2012-04-25,98
 더 박스,20098164,리처드 켈리,10020265,미국,2012-04-19,2012-04-19,14,319,2012-05-02,3276
 듀엣,20125526,이상빈,10055857,한국,2012-04-19,2012-04-19,7,45,2012-05-02,798
 변호인,20134803,양우석,20167784,한국,2013-12-18,2013-12-18,591,119949,2013-12-31,5687047
 캐치미,20139981,이현종,10058117,한국,2013-12-18,2013-12-18,393,29488,2013-12-31,480434
 그렇게 아버지가 된다,20133704,고레에다 히로카즈,20070799,일본,2013-12-19,2013-12-19,39,2152,2014-01-01,54131
 다이노소어 어드벤처 3D,20134984,베리 쿡|닐 나이팅게일,10030925|20187185,미국,2013-12-19,2013-12-19,294,11259,2014-01-01,534956
 로렌스 애니웨이,20134047,자비에 돌란,20115444,캐나다,2013-12-19,2013-12-19,24,596,2014-01-01,9819
 비행기,20136308,클레이 홀,20169870,미국,2013-12-19,2013-12-19,331,10897,2014-01-01,214914
 세이빙 산타,20135427,레온 주센|아론 실먼,20181780|10041645,영국,2013-12-19,2013-12-19,232,10624,2014-01-01,225016
" 시바, 인생을 던져",20134474,이성규,20111802,한국,2013-12-19,2013-12-19,4,176,2014-01-01,2809
 와일드 빌,20130704,덱스터 플레처,10012399,영국,2013-12-19,2013-12-19,8,989,2014-01-01,1561
 포스터,20136916,조나단 뉴먼,20185472,영국,2013-12-19,2013-12-19,4,170,2014-01-01,820
 화이트 스완,20136744,로버트 크롬비,20169726,미국,2013-12-19,2013-12-19,5,70,2014-01-01,740
 오텔로,20136743,정명훈,20185965,독일,2013-12-21,2013-12-21,7,100,2014-01-03,670
 백은제국,20136891,요수화,10062294,중국,2013-12-24,2013-12-24,5,210,2014-01-06,4250
 썬더와 마법저택,20134206,벤 스타센|제레미 드그루손,10031148|20187131,벨기에,2013-12-24,2013-12-24,312,18726,2014-01-06,772604
 용의자,20124938,원신연,20111284,한국,2013-12-24,2013-12-24,806,334061,2014-01-06,3176504
 최민수의 어쌔씬 코드,20136919,래리 리긴스,10014445,미국,2013-12-24,2013-12-24,5,210,2014-01-06,2080
 꼬마마녀 요요와 네네,20135837,히라오 타카유키,10086966,일본,2013-12-25,2013-12-25,90,8061,2014-01-07,22547
 하이힐을 신은 여자는 위험하다,20137545,줄리 베나스라,20171781,미국,2013-12-25,2013-12-25,1,8,2014-01-07,298
 건,20136929,제시 테레로,10079707,미국,2013-12-26,2013-12-26,5,330,2014-01-08,1539
 그녀가 부른다,20122782,박은형,10029065,한국,2013-12-26,2013-12-26,32,1247,2014-01-08,2684
 셜리에 관한 모든 것,20133421,구스타프 도이치,10002189,오스트리아 ,2013-12-26,2013-12-26,6,256,2014-01-08,3825
 소울 오브 브레드,20130690,고병권|임군양,20176422|20182698,대만,2013-12-26,2013-12-26,3,19,2014-01-08,811
 아무도 머물지 않았다,20136289,아쉬가르 파르하디,10042270,프랑스,2013-12-26,2013-12-26,24,518,2014-01-08,11256
 에비던스,20136925,올라턴드 오선샌미,10051104,미국,2013-12-26,2013-12-26,5,281,2014-01-08,1532
 청야,20136892,김재수,10005493,한국,2013-12-26,2013-12-26,2,541,2014-01-08,4135
