,actor_code,filmo,filmo_code,average_audience
6161,10029463,두 개의 달,20125916,661435
6070,10074928,엘리제궁의 요리사,20143942,4368
6060,10089161,몽골리안 프린세스,20155926,0
6155,10079681,결혼하지 않아도 괜찮을까,20143922,14228
6134,20223746,파울볼,20157587,0
6206,10028490,장수상회,20140703,57535
6073,10063676,와일드 카드,20156902,585732
6187,20114821,엘리노어 릭비: 그 남자 그 여자,20142884,1230869
6052,10019770,런 올 나이트,20157041,765844
6081,10061669,스물,20148845,0
6083,20143687,스물,20148845,628508
6082,20182906,스물,20148845,0
6117,10045773,송 원,20157121,1707841
6164,10013826,두 개의 달,20125916,1100718
6142,10040708,팔로우,20157394,0
6102,10019880,뷰티풀 라이,20157421,288740
6204,10086145,일분만 더,20156746,0
6136,20224075,파울볼,20157587,0
6159,20179066,나는 공무원이다,20113391,0
6200,10057778,은하철도의 꿈,20149715,0
6093,20239407,스물,20148845,45701
6176,10068911,베스트 엑조틱 메리골드 호텔,20126470,743756
6154,10024539,결혼하지 않아도 괜찮을까,20143922,43632
6063,20163848,몽골리안 프린세스,20155926,9439
6086,20155213,스물,20148845,0
6113,10033301,분노의 질주: 더 세븐,20143580,815470
6091,20163848,스물,20148845,9439
6149,10090792,한 번 더 해피엔딩,20141085,335019
6146,10041325,코블러,20145281,301323
6072,10057970,엘리제궁의 요리사,20143942,4869
6095,20126694,인서전트,20144461,136747
6207,10054391,장수상회,20140703,687733
6106,10005617,세계일주,20127568,2022718
6150,10021835,한 번 더 해피엔딩,20141085,61456
6165,10029013,두 개의 달,20125916,1638069
6178,10081008,베스트 엑조틱 메리골드 호텔,20126470,69059
6160,20199448,나는 공무원이다,20113391,42674
6220,20183250,장수상회,20140703,1088
6077,10079069,트레이서,20157001,95
6116,10063676,분노의 질주: 더 세븐,20143580,444652
6163,20112886,두 개의 달,20125916,34695
6090,10005383,스물,20148845,690469
6074,10038506,와일드 카드,20156902,1472952
6124,20174745,윈드랜드,20157584,88910
6084,20221674,스물,20148845,0
6172,10061332,백자의 사람 : 조선의 흙이 되다,20127046,254
6097,20112741,인서전트,20144461,246439
6261,10000212,생 로랑,20157561,83847
6271,20207447,아름다운 유혹,20157861,0
6278,10004180,미궁: 비밀애,20158942,738
6119,10050495,모스트 바이어런트,20156643,811001
6252,10035632,화장,20133682,712426
6227,20221830,장수상회,20140703,0
6270,20207446,아름다운 유혹,20157861,0
6269,10025943,아름다운 유혹,20157861,117998
6158,10029949,나는 공무원이다,20113391,573461
6262,10015127,생 로랑,20157561,281607
6277,20115287,"땡큐, 대디",20157021,5102
6249,20223845,화장,20133682,0
6295,20218680,약장수,20156321,0
6265,10075489,신은 죽지 않았다,20157782,140
6236,10005532,장수상회,20140703,270148
6157,10004264,나는 공무원이다,20113391,725392
6264,10003018,신은 죽지 않았다,20157782,0
6214,10057492,장수상회,20140703,98151
6208,10067353,장수상회,20140703,3183765
6092,20128452,스물,20148845,2026151
6151,10046287,한 번 더 해피엔딩,20141085,1551855
6272,10002260,위자,20156977,9736
6147,10010611,코블러,20145281,632826
6253,10004308,화장,20133682,6509
6223,20220400,장수상회,20140703,0
6288,10070826,아리아,20156963,0
6231,20222863,장수상회,20140703,0
6128,20218682,파울볼,20157587,0
6281,20188937,반짝이는 박수 소리,20148982,0
6283,20218935,반짝이는 박수 소리,20148982,0
6282,20221906,반짝이는 박수 소리,20148982,0
6205,20239046,장수상회,20140703,0
6215,20216506,장수상회,20140703,0
6273,10010537,위자,20156977,0
6268,10086737,신은 죽지 않았다,20157782,0
6229,20221882,장수상회,20140703,0
6250,20224228,화장,20133682,0
6279,20209247,반짝이는 박수 소리,20148982,0
6284,20221906,반짝이는 박수 소리,20148982,0
6237,10007518,장수상회,20140703,1757444
6234,20223877,장수상회,20140703,0
6219,20144408,장수상회,20140703,0
6298,20221860,약장수,20156321,0
6217,20217527,장수상회,20140703,0
6242,10008451,청춘의 증언,20157588,2066697
6294,10000837,약장수,20156321,0
6239,10041033,질투,20140246,7719
6259,10078688,나쁜 사랑,20157602,1636
6235,10056600,장수상회,20140703,0
6241,10075263,청춘의 증언,20157588,707644
6213,10060157,장수상회,20140703,0
6232,20223142,장수상회,20140703,0
6275,20172889,더 딥 블루 씨,20157624,806029
6222,20149940,장수상회,20140703,0
6251,10043361,화장,20133682,29765
6276,10059375,"땡큐, 대디",20157021,77
6280,20209248,반짝이는 박수 소리,20148982,0
6263,10018594,생 로랑,20157561,6933
6248,20221857,화장,20133682,0
6244,10043371,화장,20133682,595847
6290,10005410,약장수,20156321,2046968
6228,10054391,장수상회,20140703,687733
6285,10032109,세레나,20158201,440801
6226,20221790,장수상회,20140703,0
6291,20110935,약장수,20156321,1180213
6296,20139497,약장수,20156321,0
6080,20111688,스물,20148845,1742343
6260,10031715,나쁜 사랑,20157602,82428
6274,10015525,더 딥 블루 씨,20157624,406248
6266,10081383,신은 죽지 않았다,20157782,0
6224,20185788,장수상회,20140703,0
6240,20166160,청춘의 증언,20157588,338320
6065,20115551,신데렐라,20156841,96579
6286,10062627,세레나,20158201,842988
6245,20112163,화장,20133682,494638
6233,20223149,장수상회,20140703,0
6216,10030361,장수상회,20140703,43432
6247,20203790,화장,20133682,0
6230,10058890,장수상회,20140703,883776
6211,20198586,장수상회,20140703,10176
6246,10006424,화장,20133682,260170
6225,20221790,장수상회,20140703,0
6258,10006581,나쁜 사랑,20157602,67354
6218,20217728,장수상회,20140703,0
6287,10035121,아리아,20156963,20542
6267,10051169,신은 죽지 않았다,20157782,0
6243,10065562,청춘의 증언,20157588,0
6255,20208086,후쿠시마의 미래,20138314,0
6299,10057022,약장수,20156321,0
6289,10000085,아리아,20156963,0
6292,10057435,약장수,20156321,34349
6293,20218046,약장수,20156321,0
6238,10018594,질투,20140246,7690
6300,20132757,약장수,20156321,0
6257,10035121,나쁜 사랑,20157602,20419
6297,20220337,약장수,20156321,0
6254,10069209,화장,20133682,583664
6322,20195689,위험한 상견례 2,20143512,790954
6481,20227090,명령불복종 교사,20143726,0
6328,20218705,위험한 상견례 2,20143512,0
6451,10006653,술이 깨면 집에 가자,20124927,3061
6492,20164825,악의 연대기,20149569,0
6413,20110896,연애의 맛,20149062,774
6305,10077282,어벤져스: 에이지 오브 울트론,20148493,1619039
6366,20203246,차이나타운,20149266,512382
6387,10056315,기생수 파트2,20158561,47250
6317,20188749,어벤져스: 에이지 오브 울트론,20148493,0
6409,20233266,연애의 맛,20149062,126
6308,10038163,어벤져스: 에이지 오브 울트론,20148493,1467307
6400,20227227,"어떤 여행, 시민창작뮤지컬",20143382,0
6405,10088562,언프렌디드: 친구삭제,20158704,0
6431,10066543,투 라이프,20156967,9987
6443,20126049,댄싱 채플린,20124097,0
6457,10060033,철암 계곡의 혈투,20111027,0
6404,10076111,언프렌디드: 친구삭제,20158704,0
6385,20222808,플랑크 상수,20140191,0
6414,20218894,연애의 맛,20149062,0
6356,20152525,차이나타운,20149266,0
6363,20232324,차이나타운,20149266,0
6330,20219530,위험한 상견례 2,20143512,0
6480,20070232,명령불복종 교사,20143726,650
6399,20224726,"어떤 여행, 시민창작뮤지컬",20143382,0
6326,20218568,위험한 상견례 2,20143512,0
6429,10077755,윈터 슬립,20158061,0
6325,20218049,위험한 상견례 2,20143512,0
6332,10053730,위험한 상견례 2,20143512,0
6323,20112211,위험한 상견례 2,20143512,4062
6329,20219511,위험한 상견례 2,20143512,0
6349,20217893,차이나타운,20149266,0
6444,10076782,댄싱 채플린,20124097,0
6381,20209251,플랑크 상수,20140191,0
6466,10043668,내 슬픈 창녀들의 추억,20127406,7017
6479,20225350,명령불복종 교사,20143726,0
6376,20112363,다이노 타임,20100211,473681
6384,20147666,플랑크 상수,20140191,0
6446,20129732,엘리노의 비밀,20113512,154900
6334,20195572,위험한 상견례 2,20143512,0
6320,10077997,스틸 앨리스,20145042,603450
6341,10029066,위험한 상견례 2,20143512,28410
6368,20188328,노아의 방주: 남겨진 녀석들,20158069,255760
6476,10046315,매드 맥스: 분노의 도로,20144741,919834
6336,20223753,위험한 상견례 2,20143512,0
6380,10005855,플랑크 상수,20140191,0
6354,20216387,차이나타운,20149266,15328
6464,10048489,내 슬픈 창녀들의 추억,20127406,1016
6403,10063765,언프렌디드: 친구삭제,20158704,0
6327,20138101,위험한 상견례 2,20143512,0
6340,20232287,위험한 상견례 2,20143512,0
6417,20222226,연애의 맛,20149062,0
6339,20150459,위험한 상견례 2,20143512,434777
6459,20113543,철암 계곡의 혈투,20111027,0
6469,10081106,매드 맥스: 분노의 도로,20144741,1036319
6462,10069842,철암 계곡의 혈투,20111027,185978
6461,10054219,철암 계곡의 혈투,20111027,0
6373,10053158,다이노 타임,20100211,63672
6477,10076865,매드 맥스: 분노의 도로,20144741,919834
6362,10055086,차이나타운,20149266,93151
6485,20227731,명령불복종 교사,20143726,0
6401,20227737,"어떤 여행, 시민창작뮤지컬",20143382,0
6426,10033626,윈터 슬립,20158061,1400301
6346,20136885,차이나타운,20149266,279204
6449,10002239,점박이:한반도의 공룡3D,20100215,68032
6482,20134096,명령불복종 교사,20143726,0
6355,20221727,차이나타운,20149266,0
6474,20138858,매드 맥스: 분노의 도로,20144741,4793
6345,20191126,차이나타운,20149266,0
6372,10063852,다이노 타임,20100211,612568
6420,20199597,연애의 맛,20149062,0
6478,10072903,명령불복종 교사,20143726,0
6321,10075721,스틸 앨리스,20145042,91078
6318,10069498,스틸 앨리스,20145042,256521
6369,20208206,노아의 방주: 남겨진 녀석들,20158069,0
6432,20179278,투 라이프,20156967,21142
6335,20152098,위험한 상견례 2,20143512,0
6370,10054347,노아의 방주: 남겨진 녀석들,20158069,21678
6465,10062898,내 슬픈 창녀들의 추억,20127406,342304
6456,20179337,철암 계곡의 혈투,20111027,0
6359,20195643,차이나타운,20149266,13203
6353,20145674,차이나타운,20149266,0
6427,20112794,윈터 슬립,20158061,0
6472,10065160,매드 맥스: 분노의 도로,20144741,1
6312,20120281,어벤져스: 에이지 오브 울트론,20148493,114770
6423,20199597,연애의 맛,20149062,0
6343,20125838,차이나타운,20149266,782935
6301,10060279,약장수,20156321,4747
6371,10025920,다이노 타임,20100211,121033
6390,10076403,기생수 파트2,20158561,49670
6357,20180526,차이나타운,20149266,0
6454,10055385,철암 계곡의 혈투,20111027,608
6473,20113116,매드 맥스: 분노의 도로,20144741,7784807
6412,20217909,연애의 맛,20149062,0
6398,20208566,"어떤 여행, 시민창작뮤지컬",20143382,0
6439,10036176,자전거 탄 소년,20113481,98364
6388,10042037,기생수 파트2,20158561,21054
6379,10005508,플랑크 상수,20140191,392540
6463,10066710,철암 계곡의 혈투,20111027,736
6392,20113992,명량: 회오리 바다를 향하여,20157431,11547
6494,20219566,악의 연대기,20149569,0
6316,10034095,어벤져스: 에이지 오브 울트론,20148493,546089
6331,20129309,위험한 상견례 2,20143512,0
6377,10047326,빌리와 용감한 녀석들 3,20158428,101934
6428,10013234,윈터 슬립,20158061,0
6421,20199597,연애의 맛,20149062,0
6309,10062937,어벤져스: 에이지 오브 울트론,20148493,2651860
6441,10042312,가슴 배구단,20124022,27846
6442,10042347,가슴 배구단,20124022,1743
6351,20182801,차이나타운,20149266,0
6438,10028008,잃어버린 세계를 찾아서 2: 신비의 섬,20113653,75816
6467,10076403,리틀 포레스트 2: 겨울과 봄,20158518,60265
6475,10001364,매드 맥스: 분노의 도로,20144741,0
6489,20227528,악의 연대기,20149569,0
6315,10064202,어벤져스: 에이지 오브 울트론,20148493,113869
6450,10042114,술이 깨면 집에 가자,20124927,32577
6425,20153088,연애의 맛,20149062,7801
6458,20133720,철암 계곡의 혈투,20111027,0
6418,20180886,연애의 맛,20149062,0
6347,20111279,차이나타운,20149266,1718502
6319,10044466,스틸 앨리스,20145042,491682
6386,20166879,플랑크 상수,20140191,249358
6364,10043631,차이나타운,20149266,901356
6350,20142388,차이나타운,20149266,0
6505,20236946,악의 연대기,20149569,8897
6344,20111842,차이나타운,20149266,4415
6490,10057492,악의 연대기,20149569,98151
6389,10090714,기생수 파트2,20158561,47755
6422,20224346,연애의 맛,20149062,0
6307,10077150,어벤져스: 에이지 오브 울트론,20148493,2758317
6303,20163336,약장수,20156321,651439
6468,10046686,리틀 포레스트 2: 겨울과 봄,20158518,6403
6374,10039400,다이노 타임,20100211,21040
6460,10071891,철암 계곡의 혈투,20111027,0
6447,20113891,점박이:한반도의 공룡3D,20100215,170100
6391,10006204,명량: 회오리 바다를 향하여,20157431,0
6434,10027593,신과 인간,20124114,0
6360,20153744,차이나타운,20149266,2196691
6395,20236946,명량: 회오리 바다를 향하여,20157431,0
6375,10018193,다이노 타임,20100211,6063
6402,10082841,언프렌디드: 친구삭제,20158704,0
6471,10008764,매드 맥스: 분노의 도로,20144741,766585
6452,10001425,술이 깨면 집에 가자,20124927,0
6435,10013266,잃어버린 세계를 찾아서 2: 신비의 섬,20113653,1107441
6486,20111125,악의 연대기,20149569,1951529
6361,10061811,차이나타운,20149266,0
6393,20164537,명량: 회오리 바다를 향하여,20157431,4200321
6436,10023474,잃어버린 세계를 찾아서 2: 신비의 섬,20113653,1250158
6424,20199597,연애의 맛,20149062,0
6488,20111535,악의 연대기,20149569,1398809
6324,10040580,위험한 상견례 2,20143512,4384227
6306,10024081,어벤져스: 에이지 오브 울트론,20148493,662120
6411,20160451,연애의 맛,20149062,0
6407,10063343,엑시덴탈 러브,20158622,372516
6311,10041659,어벤져스: 에이지 오브 울트론,20148493,155462
6304,10016538,어벤져스: 에이지 오브 울트론,20148493,1853822
6433,10014688,신과 인간,20124114,8467
6440,20125883,자전거 탄 소년,20113481,0
6415,20219235,연애의 맛,20149062,0
6408,10050782,연애의 맛,20149062,940788
6502,20184299,악의 연대기,20149569,0
6367,20111089,차이나타운,20149266,12209
6352,20143687,차이나타운,20149266,628508
6483,20227672,명령불복종 교사,20143726,0
6342,10006380,차이나타운,20149266,1400605
6333,20143340,위험한 상견례 2,20143512,0
6501,20224245,악의 연대기,20149569,0
6314,10084334,어벤져스: 에이지 오브 울트론,20148493,326571
6470,10035154,매드 맥스: 분노의 도로,20144741,382985
6487,10021341,악의 연대기,20149569,1677007
6337,10071193,위험한 상견례 2,20143512,0
6437,10066309,잃어버린 세계를 찾아서 2: 신비의 섬,20113653,714552
6382,20177441,플랑크 상수,20140191,2235
6394,20175963,명량: 회오리 바다를 향하여,20157431,542906
6313,10083638,어벤져스: 에이지 오브 울트론,20148493,1247568
6455,20113337,철암 계곡의 혈투,20111027,218
6338,20111927,위험한 상견례 2,20143512,0
6310,10013003,어벤져스: 에이지 오브 울트론,20148493,1367790
6378,10067448,빌리와 용감한 녀석들 3,20158428,40705
6499,20181152,악의 연대기,20149569,0
6448,20125887,점박이:한반도의 공룡3D,20100215,195566
6500,20162607,악의 연대기,20149569,0
6348,20111834,차이나타운,20149266,0
6419,20195894,연애의 맛,20149062,0
6358,20147107,차이나타운,20149266,13360
6383,10043765,플랑크 상수,20140191,4256
6302,10065825,약장수,20156321,275129
6507,10031151,위아영,20158670,756242
6484,20227727,명령불복종 교사,20143726,0
6524,20129449,간신,20142402,842744
6589,20222233,산다,20148449,0
6558,20224220,간신,20142402,0
6491,20179074,악의 연대기,20149569,0
6453,10089088,술이 깨면 집에 가자,20124927,21885
6526,20217865,간신,20142402,0
6553,20223849,간신,20142402,0
6565,10061699,간신,20142402,3026552
6430,10069305,투 라이프,20156967,0
6532,20218593,간신,20142402,0
6562,10060043,간신,20142402,1254906
6570,20217486,산다,20148449,0
6496,10072185,악의 연대기,20149569,0
6365,10003307,차이나타운,20149266,349172
6416,20221787,연애의 맛,20149062,0
6538,20125633,간신,20142402,0
6508,20112741,위아영,20158670,254611
6406,10063816,엑시덴탈 러브,20158622,497674
6536,20218939,간신,20142402,0
6410,20066563,연애의 맛,20149062,1324930
6504,10069842,악의 연대기,20149569,185978
6498,20146635,악의 연대기,20149569,0
6445,20169220,엘리노의 비밀,20113512,0
6593,20195626,산다,20148449,0
6580,20185682,산다,20148449,0
6568,20224074,산다,20148449,0
6548,20223140,간신,20142402,0
6576,20218550,산다,20148449,0
6592,20187299,산다,20148449,0
6573,20218356,산다,20148449,0
6540,10037131,간신,20142402,361348
6560,20125821,간신,20142402,23608
6518,10033703,해피 홀리데이,20157223,311365
6512,10024731,트래쉬,20158703,483592
6552,20223848,간신,20142402,0
6535,20218672,간신,20142402,0
6594,20158461,산다,20148449,0
6543,20135090,간신,20142402,0
6546,20193891,간신,20142402,0
6564,20237747,간신,20142402,0
6574,20218383,산다,20148449,0
6534,20137001,간신,20142402,0
6493,20125569,악의 연대기,20149569,0
6551,20151582,간신,20142402,0
6586,20220995,산다,20148449,0
6513,10032965,트래쉬,20158703,0
6547,20222627,간신,20142402,0
6542,20220123,간신,20142402,0
6523,20189016,간신,20142402,359672
6554,20224068,간신,20142402,0
6595,20224074,산다,20148449,0
6517,10012140,해피 홀리데이,20157223,0
6528,20141377,간신,20142402,491207
6581,20220387,산다,20148449,0
6572,20218229,산다,20148449,0
6531,20065114,간신,20142402,0
6506,20189362,악의 연대기,20149569,46623
6527,20217874,간신,20142402,0
6550,20223357,간신,20142402,0
6588,10053687,산다,20148449,0
6503,10062060,악의 연대기,20149569,0
6497,20138286,악의 연대기,20149569,0
6514,10051307,트래쉬,20158703,652
6549,10089747,간신,20142402,0
6569,10057192,산다,20148449,0
6596,20195894,산다,20148449,0
6591,20180883,산다,20148449,0
6559,20204786,간신,20142402,0
6530,20186677,간신,20142402,0
6545,20221087,간신,20142402,0
6587,20221678,산다,20148449,0
6541,20219854,간신,20142402,97804
6525,10026863,간신,20142402,321654
6571,20163331,산다,20148449,0
6537,20142289,간신,20142402,0
6522,20069387,간신,20142402,4208627
6555,20224082,간신,20142402,0
6511,20115379,트래쉬,20158703,164905
6582,20220390,산다,20148449,0
6533,20112298,간신,20142402,11082
6529,20218325,간신,20142402,0
6578,10035687,산다,20148449,0
6556,20224194,간신,20142402,0
6544,20130579,간신,20142402,0
6539,20219528,간신,20142402,0
6495,20203829,악의 연대기,20149569,0
6585,20111222,산다,20148449,500
6520,10003507,간신,20142402,758740
6557,20224194,간신,20142402,0
6584,20220971,산다,20148449,0
6566,10072645,간신,20142402,124894
6590,20222726,산다,20148449,0
6515,10036361,트래쉬,20158703,261
6600,20113591,산다,20148449,13457
6521,10071900,간신,20142402,637686
6509,10041879,위아영,20158670,867299
6561,10003307,간신,20142402,349172
6579,20185682,산다,20148449,0
6510,20185628,위아영,20158670,56534
6583,20220962,산다,20148449,0
6519,10069179,간신,20142402,1053650
6598,10057015,산다,20148449,18232
6563,20236647,간신,20142402,23631
6599,20113225,산다,20148449,599
6575,20141980,산다,20148449,0
6567,10029163,산다,20148449,12772
6577,10035635,산다,20148449,1334
6597,20224231,산다,20148449,0
6516,10017663,해피 홀리데이,20157223,512254
6619,20218941,무뢰한,20130566,0
6626,20222226,무뢰한,20130566,0
6605,10020525,와일드 테일즈: 참을 수 없는 순간,20155927,6957
6615,20127192,무뢰한,20130566,3046644
6601,20279389,산다,20148449,5177
6606,10015197,와일드 테일즈: 참을 수 없는 순간,20155927,494
6624,20152472,무뢰한,20130566,0
6609,20127969,홈,20140145,1181167
6620,20219408,무뢰한,20130566,0
6616,10004210,무뢰한,20130566,0
6614,10028773,무뢰한,20130566,773863
6607,10009617,와일드 테일즈: 참을 수 없는 순간,20155927,43096
6664,10074091,령 : 저주받은 사진,20159573,0
6613,10061252,무뢰한,20130566,1085395
6622,20125008,무뢰한,20130566,0
6608,10071016,홈,20140145,224759
6623,20221674,무뢰한,20130566,0
6610,10062629,홈,20140145,204771
6625,20222213,무뢰한,20130566,0
6611,10039051,홈,20140145,44658
6627,20223186,무뢰한,20130566,0
6617,10000912,무뢰한,20130566,3884
6650,10009600,커밍 홈,20158042,0
6632,20209706,투모로우랜드,20159748,28085
6739,20220428,경성학교: 사라진 소녀들,20141224,0
6634,10038114,하나와 앨리스: 살인사건,20158981,66222
6781,10077325,다크 나이트 라이즈,20112703,719436
6618,20110896,무뢰한,20130566,774
6665,10051396,령 : 저주받은 사진,20159573,60
6793,10079776,조지 해리슨,20126619,309729
6784,10081106,다크 나이트 라이즈,20112703,823479
6769,10047081,극비수사,20148855,0
6783,10045773,다크 나이트 라이즈,20112703,1390395
6685,20211006,은밀한 유혹,20136869,0
6738,20134313,경성학교: 사라진 소녀들,20141224,0
6751,20224228,경성학교: 사라진 소녀들,20141224,0
6775,20224226,극비수사,20148855,0
6640,10051237,써드 퍼슨 - 감독판,20159101,143598
6655,10042927,피치 퍼펙트: 언프리티 걸즈,20159141,168246
6686,20217151,은밀한 유혹,20136869,0
6657,20187018,피치 퍼펙트: 언프리티 걸즈,20159141,550925
6735,20112298,경성학교: 사라진 소녀들,20141224,11082
6704,10046596,신이 말하는 대로,20156221,0
6832,20218884,연평해전,20134798,0
6698,10054389,혜경궁 홍씨,20159224,0
6635,20129635,사이코패스,20159655,28031
6749,20224174,경성학교: 사라진 소녀들,20141224,0
6772,20223753,극비수사,20148855,0
6701,20160665,혜경궁 홍씨,20159224,0
6724,10058918,한여름의 판타지아,20147803,1638
6648,10041225,커밍 홈,20158042,0
6688,20221900,은밀한 유혹,20136869,0
6661,10033975,러브 이즈 크라임,20159421,12
6736,20217910,경성학교: 사라진 소녀들,20141224,0
6677,20163385,마이 페어 웨딩,20141705,0
6734,20212187,경성학교: 사라진 소녀들,20141224,1131
6780,10007518,극비수사,20148855,1757444
6630,10067224,투모로우랜드,20159748,302726
6641,20113898,써드 퍼슨 - 감독판,20159101,298174
6745,20221680,경성학교: 사라진 소녀들,20141224,0
6629,20144380,무뢰한,20130566,0
6679,20165486,마이 페어 웨딩,20141705,0
6612,10003788,무뢰한,20130566,1706724
6777,20113225,극비수사,20148855,599
6764,20142722,극비수사,20148855,0
6649,10040026,커밍 홈,20158042,0
6670,20229266,마이 페어 웨딩,20141705,0
6672,10006116,마이 페어 웨딩,20141705,0
6722,20126450,한여름의 판타지아,20147803,8319
6671,20229292,마이 페어 웨딩,20141705,0
6633,10042343,하나와 앨리스: 살인사건,20158981,21557
6669,20228908,마이 페어 웨딩,20141705,0
6795,20120601,카페 드 플로르,20127509,0
6723,20188038,한여름의 판타지아,20147803,80754
6755,10054128,극비수사,20148855,3447792
6800,10086962,하와이언 레시피,20127467,0
6752,20232315,경성학교: 사라진 소녀들,20141224,0
6826,20111526,연평해전,20134798,2694111
6779,20165044,극비수사,20148855,13512
6816,10029255,소수의견,20136057,1689
6707,10021904,세컨 찬스,20159507,0
6742,20145674,경성학교: 사라진 소녀들,20141224,0
6673,20229359,마이 페어 웨딩,20141705,0
6644,20169559,차일드 44,20159442,528062
6628,20159610,무뢰한,20130566,0
6660,10022612,러브 이즈 크라임,20159421,3390
6753,20231586,경성학교: 사라진 소녀들,20141224,1297
6683,20110935,은밀한 유혹,20136869,1104436
6636,10036277,사이코패스,20159655,85164
6748,10090113,경성학교: 사라진 소녀들,20141224,0
6631,10090801,투모로우랜드,20159748,384065
6717,10033328,쥬라기 월드,20098169,96632
6642,10081106,차일드 44,20159442,1354723
6758,10062440,극비수사,20148855,197678
6658,10024645,러브 이즈 크라임,20159421,6644
6773,20068077,극비수사,20148855,0
6691,20235227,은밀한 유혹,20136869,0
6719,10033288,키스 미 어게인,20158045,0
6760,20217734,극비수사,20148855,0
6652,20111701,코인라커,20125648,142454
6713,10068893,쥬라기 월드,20098169,1028904
6790,10067270,조지 해리슨,20126619,13300
6668,20161984,마이 페어 웨딩,20141705,0
6643,10001200,차일드 44,20159442,559250
6678,20032351,마이 페어 웨딩,20141705,0
6743,20146334,경성학교: 사라진 소녀들,20141224,0
6765,20217767,극비수사,20148855,510878
6763,20218430,극비수사,20148855,0
6750,20162013,경성학교: 사라진 소녀들,20141224,0
6817,20224231,소수의견,20136057,0
6651,20127929,코인라커,20125648,0
6699,20208886,혜경궁 홍씨,20159224,0
6771,20222848,극비수사,20148855,0
6774,20224086,극비수사,20148855,0
6706,10008795,세컨 찬스,20159507,257027
6710,10032426,엘리펀트 송,20159582,15053
6646,10030434,차일드 44,20159442,330545
6676,20230389,마이 페어 웨딩,20141705,0
6797,10050823,하와이언 레시피,20127467,9655
6639,10045530,써드 퍼슨 - 감독판,20159101,331105
6726,20220477,애인,20150604,0
6645,20125860,차일드 44,20159442,330212
6731,20212186,경성학교: 사라진 소녀들,20141224,0
6762,20218428,극비수사,20148855,0
6689,20223307,은밀한 유혹,20136869,0
6662,10013266,샌 안드레아스,20144682,1072024
6716,10063789,쥬라기 월드,20098169,1844638
6761,20146837,극비수사,20148855,0
6687,20166905,은밀한 유혹,20136869,0
6674,20123348,마이 페어 웨딩,20141705,0
6782,10001200,다크 나이트 라이즈,20112703,346753
6705,20115319,신이 말하는 대로,20156221,704436
6693,10039210,트립 투 이탈리아,20159063,515825
6721,10085520,키스 미 어게인,20158045,5343
6667,10005655,마이 페어 웨딩,20141705,0
6694,10018189,트립 투 이탈리아,20159063,4192
6709,10054638,세컨 찬스,20159507,10204
6695,10016238,헤라클레스: 전설의 부활,20150181,0
6770,20187488,극비수사,20148855,0
6740,20220480,경성학교: 사라진 소녀들,20141224,0
6725,20199988,애인,20150604,0
6792,10021122,조지 해리슨,20126619,13300
6647,10022467,커밍 홈,20158042,0
6718,10038591,키스 미 어게인,20158045,10608
6829,20210966,연평해전,20134798,0
6754,10005276,극비수사,20148855,2914511
6746,10003994,경성학교: 사라진 소녀들,20141224,0
6708,10008346,세컨 찬스,20159507,549
6700,20222224,혜경궁 홍씨,20159224,0
6789,20167980,명탐정 코난: 11번째 스트라이커,20127306,653092
6732,20185224,경성학교: 사라진 소녀들,20141224,0
6697,20113355,혜경궁 홍씨,20159224,1730
6733,20153620,경성학교: 사라진 소녀들,20141224,2413
6675,20177441,마이 페어 웨딩,20141705,2235
6796,20120602,카페 드 플로르,20127509,0
6692,20203230,은밀한 유혹,20136869,8715
6684,10070393,은밀한 유혹,20136869,4773803
6766,20220443,극비수사,20148855,0
6681,20111976,은밀한 유혹,20136869,706377
6714,10031727,쥬라기 월드,20098169,162075
6659,10006584,러브 이즈 크라임,20159421,21978
6656,10078657,피치 퍼펙트: 언프리티 걸즈,20159141,879455
6802,20114821,미스 줄리,20159624,1234207
6830,20217885,연평해전,20134798,0
6682,10054755,은밀한 유혹,20136869,669166
6824,10070417,연평해전,20134798,1051536
6729,20209686,경성학교: 사라진 소녀들,20141224,5930
6728,10047357,경성학교: 사라진 소녀들,20141224,1490094
6653,20145277,코인라커,20125648,0
6787,10000716,명탐정 코난: 11번째 스트라이커,20127306,274025
6759,10057492,극비수사,20148855,98151
6785,10066016,다크 나이트 라이즈,20112703,146362
6666,10054628,령 : 저주받은 사진,20159573,0
6747,20222034,경성학교: 사라진 소녀들,20141224,0
6838,10029193,연평해전,20134798,164450
6621,10066768,무뢰한,20130566,0
6823,10004099,연평해전,20134798,1870621
6638,10027886,써드 퍼슨 - 감독판,20159101,324950
6663,20131254,샌 안드레아스,20144682,519584
6819,10005383,소수의견,20136057,690469
6737,20136190,경성학교: 사라진 소녀들,20141224,0
6637,10019770,써드 퍼슨 - 감독판,20159101,772639
6730,20188426,경성학교: 사라진 소녀들,20141224,4632
6756,10037131,극비수사,20148855,361348
6680,10058646,은밀한 유혹,20136869,1652124
6778,10029573,극비수사,20148855,219021
6786,20115432,명탐정 코난: 11번째 스트라이커,20127306,341188
6712,10077262,쥬라기 월드,20098169,957704
6727,10028667,경성학교: 사라진 소녀들,20141224,1682900
6715,10075712,쥬라기 월드,20098169,415714
6703,10074031,신이 말하는 대로,20156221,0
6788,10057255,명탐정 코난: 11번째 스트라이커,20127306,108126
6812,10054755,소수의견,20136057,669166
6696,10077892,헤라클레스: 전설의 부활,20150181,0
6803,10076626,미스 줄리,20159624,518647
