,actor_code,filmo,filmo_code,average_audience
1758,20185968,오텔로,20136743,0
9660,20248319,업사이드 다운,20152402,0
426,20110334,에픽 : 숲속의 전설,20138202,4085
2709,10048110,론 서바이버,20147953,666612
774,20178881,아브라함 링컨 VS 좀비,20132966,0
12796,20145105,파우스트,20121827,0
42,20127326,스탠리의 도시락,20124726,0
12793,10001298,파우스트,20121827,0
13797,20162026,부도리의 꿈,20123221,0
1759,20185970,오텔로,20136743,0
1577,10025511,프라미스드 랜드,20138272,548615
4401,20115293,일 트로바토레,20141142,958
215,10051376,마스터,20138982,172047
1603,10007652,이민자,20124942,0
7914,10020093,마농,20156755,165
6604,10025976,스파이,20158621,300967
1602,20128191,이민자,20124942,0
7677,10026003,가면무도회,20154806,451
6256,20209167,카르멘,20145169,0
7194,10079046,하루,20152922,0
671,20185490,스파이,20124086,0
3093,20128189,잠자는 숲속의 미녀,20112059,0
3094,20128190,잠자는 숲속의 미녀,20112059,0
773,20178880,아브라함 링컨 VS 좀비,20132966,24
43,10079954,존 카터: 바숨 전쟁의 서막,20124629,491051
3589,10030434,미녀와 야수,20148795,312186
2196,10061177,인사이드 르윈,20133585,310228
2580,10033979,우리가 들려줄 이야기,20133791,97889
10135,10038163,정글북,20162967,1813267
10326,10069604,엘르,20129886,66359
12453,10040672,나의 PS 파트너,20124936,0
13834,10032511,문라이즈 킹덤,20123483,487172
12675,10014018,라이프,20171381,584694
2704,20112216,론 서바이버,20147953,520858
665,10035772,스파이,20124086,2111862
13795,10055375,부도리의 꿈,20123221,5083
677,20168262,스파이,20124086,0
12083,10078519,내 인생의 마지막 변화구,20121281,184552
12514,20129264,미녀와 야수,20164721,544662
12454,20112011,나의 PS 파트너,20124936,2936
12220,10049440,아워 이디엇 브라더,20120943,288124
12455,10004335,나의 PS 파트너,20124936,79133
70,20129950,가비,20111774,502
12512,10049635,미녀와 야수,20164721,1886460
13835,10047666,문라이즈 킹덤,20123483,227705
10328,10041073,엘르,20129886,3714
13837,10084238,문라이즈 킹덤,20123483,162155
13717,10068615,세션 : 이 남자가 사랑하는 법,20122232,0
2316,10046583,명탐정 코난 : 탐정들의 진혼가,20068659,486637
12797,20145103,파우스트,20121827,0
12674,20175409,라이프,20171381,2052914
12237,20163336,음치 클리닉,20125406,651439
5020,20166584,파우스트,20124366,626
13249,20147110,하루,20166384,359471
11390,10073877,나우이즈굿,20120362,1726137
12225,20155492,음치 클리닉,20125406,0
12235,10006221,음치 클리닉,20125406,1108295
1456,10019880,머드,20134645,287843
423,10077744,에픽 : 숲속의 전설,20138202,430198
8974,20232028,카르멘,20161703,0
2194,10050495,인사이드 르윈,20133585,799058
12233,20127629,음치 클리닉,20125406,0
5295,20115293,라보엠,20144321,965
4402,10085186,일 트로바토레,20141142,21671
2318,10046462,명탐정 코난 : 탐정들의 진혼가,20068659,220666
12794,10087410,파우스트,20121827,3325
11839,20113631,마스터,20161725,0
421,10033021,에픽 : 숲속의 전설,20138202,373136
13251,20239826,하루,20166384,0
10134,10033469,정글북,20162967,118297
2707,10048413,론 서바이버,20147953,33652
13794,20157940,부도리의 꿈,20123221,0
11969,10077262,패신저스,20161084,1770673
7877,20216586,라이프,20155602,0
217,10048829,마스터,20138982,465573
672,20141082,스파이,20124086,0
7875,20111975,라이프,20155602,744538
1457,10023167,머드,20134645,12398
1455,20113063,머드,20134645,657949
12513,10010368,미녀와 야수,20164721,372122
679,10066710,스파이,20124086,736
2705,20241027,론 서바이버,20147953,60
9889,10015649,우디 앨런 : 우리가 몰랐던 이야기,20129726,0
7821,10070834,시스터,20127726,69839
2708,10031197,론 서바이버,20147953,345735
670,10013826,스파이,20124086,965916
12222,10029456,음치 클리닉,20125406,1875993
668,10001779,스파이,20124086,1598887
12086,10067536,내 인생의 마지막 변화구,20121281,183334
9888,10052035,우디 앨런 : 우리가 몰랐던 이야기,20129726,77216
13836,10033469,문라이즈 킹덤,20123483,310766
13793,10050055,부도리의 꿈,20123221,56073
12802,20126932,극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,20122192,28760
6397,20209227,모두의 천사 가디,20157023,0
12450,20162354,나의 PS 파트너,20124936,0
11388,10009990,나우이즈굿,20120362,555054
51,10071134,화차,20124050,120949
10139,10077601,정글북,20162967,32414
2197,10067536,인사이드 르윈,20133585,186714
11835,20170901,마스터,20161725,2859983
67,10004703,가비,20111774,167235
55,20180929,화차,20124050,0
12447,20115209,나의 PS 파트너,20124936,3068544
7537,10017286,파우스트,20155021,1749
12448,10026816,나의 PS 파트너,20124936,0
7874,20126770,라이프,20155602,514804
60,10072168,화차,20124050,5096
13248,10004060,하루,20166384,2017016
15,10005995,원더풀 라디오,20113671,129781
6396,20209226,모두의 천사 가디,20157023,0
12673,10063816,라이프,20171381,471172
68,10029595,가비,20111774,868443
65,10071622,서약,20124874,463547
34,20182249,밍크코트,20112781,0
31,10055906,밍크코트,20112781,0
40,10017663,세 번째 사랑,20113491,512752
10136,10031191,정글북,20162967,596680
2317,10000070,명탐정 코난 : 탐정들의 진혼가,20068659,389873
2195,10074755,인사이드 르윈,20133585,293092
11433,10063935,업사이드 다운,20120562,0
12,20143806,원더풀 라디오,20113671,364840
5,10057320,원더풀 라디오,20113671,931455
11840,20151601,마스터,20161725,0
13958,20167341,빌리와 용감한 녀석들 2,20133924,27598
10725,20123931,롱 폴링,20129789,0
10138,10059402,정글북,20162967,0
13840,20162202,문라이즈 킹덤,20123483,0
195,10058744,쿵후팬더: 영웅의 탄생,20139263,0
64,10015500,서약,20124874,745501
12230,20180958,음치 클리닉,20125406,0
14337,10041021,어둠 속의 빛,20120364,0
11973,10016307,패신저스,20161084,603588
13,20134255,원더풀 라디오,20113671,0
12517,10049649,미녀와 야수,20164721,215772
30,20179874,밍크코트,20112781,0
1757,20185966,오텔로,20136743,0
5021,20115268,파우스트,20124366,3094
7822,10024777,시스터,20127726,77
12443,10004885,나의 PS 파트너,20124936,2057936
667,10088518,스파이,20124086,1147626
32,20181624,밍크코트,20112781,0
35,20030332,밍크코트,20112781,0
45,10053013,존 카터: 바숨 전쟁의 서막,20124629,229617
12795,10045417,파우스트,20121827,0
3,20125851,송곳니,20113591,0
13250,20152117,하루,20166384,419
424,10039564,에픽 : 숲속의 전설,20138202,0
13839,20162199,문라이즈 킹덤,20123483,0
3666,10060933,나쁜 이웃들,20149271,70893
10137,10055199,정글북,20162967,902682
1432,20185700,전망 좋은 하우스 - 관음적 욕망,20135922,250
153,10087820,감시자들,20122783,2018064
3665,10017836,나쁜 이웃들,20149271,750062
8,20180937,원더풀 라디오,20113671,0
425,20175020,에픽 : 숲속의 전설,20138202,0
8973,20232027,카르멘,20161703,0
174,20145954,감시자들,20122783,0
422,10065526,에픽 : 숲속의 전설,20138202,6128
1431,20184438,전망 좋은 하우스 - 관음적 욕망,20135922,0
1756,20184442,오텔로,20136743,0
216,10086510,마스터,20138982,150098
137,20182782,"힘내세요, 병헌씨",20122123,0
1601,10010971,이민자,20124942,121278
196,10047326,쿵후팬더: 영웅의 탄생,20139263,102716
678,20163848,스파이,20124086,9439
12228,20180760,음치 클리닉,20125406,597
44,10020846,존 카터: 바숨 전쟁의 서막,20124629,543954
13796,10047326,부도리의 꿈,20123221,107948
106,20198586,더 웹툰: 예고살인,20129114,10176
3667,20175045,나쁜 이웃들,20149271,2909170
1579,10068381,프라미스드 랜드,20138272,40924
7193,10082132,하루,20152922,169
1755,20185965,오텔로,20136743,0
8432,20112618,맥베스,20157065,696236
14464,10007785,액트 오브 밸러: 최정예 특수부대,20124609,0
8819,20115293,일 트로바토레,20150150,958
17,20125850,치코와 리타,20113501,0
10118,20115293,마농,20124372,1118
7913,10059770,마농,20156755,7345
6603,10063676,스파이,20158621,485052
418,10066309,에픽 : 숲속의 전설,20138202,733534
7820,20129929,시스터,20127726,0
7819,10015127,시스터,20127726,281231
66,10069182,가비,20111774,1606359
10310,20122002,사랑의 침묵,20129446,0
7475,10051376,이민자,20153521,172939
673,20186181,스파이,20124086,0
666,10026732,스파이,20124086,736374
7474,10022184,이민자,20153521,181265
71,10071754,가비,20111774,0
11391,10051238,나우이즈굿,20120362,4692
193,10049673,인 더 하우스,20139121,20921
191,10077996,인 더 하우스,20139121,19585
3588,10015127,미녀와 야수,20148795,253664
187,10006581,빅 픽처,20134044,66359
7876,10031191,라이프,20155602,689933
73,20184547,가비,20111774,0
420,20114852,에픽 : 숲속의 전설,20138202,14582
198,10089884,쿵후팬더: 영웅의 탄생,20139263,52498
53,20179265,화차,20124050,0
7476,10062937,이민자,20153521,3525012
669,20090447,스파이,20124086,300194
10133,10036298,정글북,20162967,0
26,10043759,초한지 - 천하대전,20113883,532
1578,10084238,프라미스드 랜드,20138272,163094
116,10085246,빈센트,20138608,31
14401,10037879,테이크 쉘터,20122227,10
33,20182249,밍크코트,20112781,0
419,10076626,에픽 : 숲속의 전설,20138202,476283
8433,10022184,맥베스,20157065,176467
676,10055385,스파이,20124086,739
12677,20273130,라이프,20171381,0
12224,20110935,음치 클리닉,20125406,1104436
12229,20180813,음치 클리닉,20125406,0
29,10004158,밍크코트,20112781,330
100,20174582,토토의 움직이는 숲,20126253,0
175,20185275,감시자들,20122783,0
161,20186095,감시자들,20122783,3557749
12236,10060043,음치 클리닉,20125406,1254906
37,10040487,밍크코트,20112781,0
41,10010611,세 번째 사랑,20113491,633826
95,10082856,이별계약,20137081,60581
142,20159498,"힘내세요, 병헌씨",20122123,0
25,10090362,초한지 - 천하대전,20113883,13142
57,20183250,화차,20124050,1088
59,10050080,화차,20124050,0
50,10004264,화차,20124050,170722
179,20186540,감시자들,20122783,0
201,20174745,쿵후팬더: 영웅의 탄생,20139263,83376
72,20180914,가비,20111774,0
675,20111279,스파이,20124086,1203
3664,10036150,나쁜 이웃들,20149271,854283
46,10034033,존 카터: 바숨 전쟁의 서막,20124629,1170530
417,10041879,에픽 : 숲속의 전설,20138202,810001
190,10082033,인 더 하우스,20139121,4934
2706,10079954,론 서바이버,20147953,620554
12084,10048829,내 인생의 마지막 변화구,20121281,465822
2315,10079345,명탐정 코난 : 탐정들의 진혼가,20068659,368943
12451,20161466,나의 PS 파트너,20124936,0
12519,10075553,미녀와 야수,20164721,125818
13252,20232987,하루,20166384,0
180,20181069,감시자들,20122783,0
230,20183843,명왕성,20120110,0
123,10069604,코스모폴리스,20138882,66116
14346,20172561,오텔로,20135266,0
13838,10081721,문라이즈 킹덤,20123483,1344844
110,10016564,빅 웨딩,20138884,202743
12218,10083514,아워 이디엇 브라더,20120943,948913
149,20152492,"힘내세요, 병헌씨",20122123,0
48,10004236,화차,20124050,778534
84,10055375,세상은 가끔 아름답다,20139581,8809
13718,10088926,세션 : 이 남자가 사랑하는 법,20122232,203686
12518,20114003,미녀와 야수,20164721,58689
28,20111869,밍크코트,20112781,0
12232,20181230,음치 클리닉,20125406,0
98,10050964,이별계약,20137081,0
243,10040877,콩가네,20124031,26592
130,10025026,화이트 하우스 다운,20137815,38505
81,10060900,버니,20138582,1602592
10329,20123999,엘르,20129886,10369
151,10035772,감시자들,20122783,2040406
49,10065946,화차,20124050,717244
80,10056350,마이 백 페이지,20113483,793
20,20115379,밀레니엄 : 여자를 증오한 남자들,20110882,123042
12221,10048435,아워 이디엇 브라더,20120943,19188
12223,10054305,음치 클리닉,20125406,210777
12227,20180220,음치 클리닉,20125406,0
12231,20180966,음치 클리닉,20125406,0
12792,20145100,파우스트,20121827,0
184,10088863,론 레인저,20136862,761823
674,20157485,스파이,20124086,0
12219,10069152,아워 이디엇 브라더,20120943,641951
113,10037628,빅 웨딩,20138884,107058
13234,10016089,엘르,20175662,6786
10327,20250729,엘르,20129886,0
214,20185909,경복,20125997,0
177,20142388,감시자들,20122783,0
107,10002548,더 웹툰: 예고살인,20129114,63221
197,20174742,쿵후팬더: 영웅의 탄생,20139263,0
1,20125860,밀레니엄 제 1부 : 여자를 증오한 남자들,20113836,332865
168,20186170,감시자들,20122783,0
246,20182713,콩가네,20124031,0
14399,10023167,테이크 쉘터,20122227,15709
199,20174743,쿵후팬더: 영웅의 탄생,20139263,85164
126,10075422,코스모폴리스,20138882,17302
251,20184211,콩가네,20124031,0
12449,20112878,나의 PS 파트너,20124936,3726514
10,20137045,원더풀 라디오,20113671,0
74,20132305,가비,20111774,0
134,10088450,"힘내세요, 병헌씨",20122123,0
11971,10023196,패신저스,20161084,130643
117,10073428,빈센트,20138608,1427
11833,10055626,마스터,20161725,1717181
277,10034114,까밀 리와인드,20134068,5245
96,20171661,이별계약,20137081,14914
281,10067815,레드: 더 레전드,20136962,757753
290,20171021,우리는 그곳에 있었다,20126673,0
86,10023870,세상은 가끔 아름답다,20139581,0
165,20186168,감시자들,20122783,0
270,20185544,미스터 고,20124082,0
12226,20179729,음치 클리닉,20125406,0
257,10071315,퍼시픽 림,20136961,119828
237,10053579,슈퍼피쉬 - 끝없는 여정,20138502,356726
147,20185271,"힘내세요, 병헌씨",20122123,0
139,20139384,"힘내세요, 병헌씨",20122123,0
11837,10050151,마스터,20161725,3481465
250,20183503,콩가네,20124031,0
10140,10070056,정글북,20162967,18551
223,20237727,명왕성,20120110,0
242,10054226,콩가네,20124031,4709
231,10065946,명왕성,20120110,889159
234,10071622,사이드 이펙트,20139723,478000
248,20182796,콩가네,20124031,0
297,10059741,그랑블루 리마스터링 감독판,20130252,4777
298,10017670,그랑블루 리마스터링 감독판,20130252,32844
13233,10057136,엘르,20175662,23851
12085,10061177,내 인생의 마지막 변화구,20121281,321021
13954,10063852,빌리와 용감한 녀석들 2,20133924,600799
13720,10026663,세션 : 이 남자가 사랑하는 법,20122232,4568891
11389,20126110,나우이즈굿,20120362,39944
220,10003756,명왕성,20120110,32120
268,20183415,미스터 고,20124082,0
159,20179073,감시자들,20122783,0
11431,10075138,업사이드 다운,20120562,557653
12516,10056480,미녀와 야수,20164721,1490130
10704,20166554,라 트라비아타,20124373,0
12520,10038506,미녀와 야수,20164721,831066
13719,10053388,세션 : 이 남자가 사랑하는 법,20122232,130412
12678,20167381,라이프,20171381,0
12515,10056775,미녀와 야수,20164721,322599
12442,20136568,나의 PS 파트너,20124936,0
12234,20150459,음치 클리닉,20125406,434777
11970,10062627,패신저스,20161084,795542
63,10072645,화차,20124050,124894
11432,10070946,업사이드 다운,20120562,113613
13957,20127900,빌리와 용감한 녀석들 2,20133924,0
11834,10000558,마스터,20161725,3370674
12446,20111894,나의 PS 파트너,20124936,410069
278,10051933,까밀 리와인드,20134068,21172
210,20188461,48미터,20120801,0
61,10058320,화차,20124050,707493
207,20175560,48미터,20120801,0
12452,20185341,나의 PS 파트너,20124936,0
4,20111405,원더풀 라디오,20113671,959910
11972,10046052,패신저스,20161084,137452
11838,10070393,마스터,20161725,4773803
14338,10021923,어둠 속의 빛,20120364,2025
12676,10033789,라이프,20171381,387513
88,10057797,세상은 가끔 아름답다,20139581,6394
58,20124954,화차,20124050,0
91,10055807,어느 예술가의 마지막 일주일,20134484,88638
89,10024645,어느 예술가의 마지막 일주일,20134484,5001
6602,10068896,스파이,20158621,434390
56,20183243,화차,20124050,0
157,10036818,감시자들,20122783,0
69,10053708,가비,20111774,1168490
39,10083789,세 번째 사랑,20113491,188298
156,10058502,감시자들,20122783,318857
76,20111862,가비,20111774,0
279,10027205,까밀 리와인드,20134068,0
133,20174971,"힘내세요, 병헌씨",20122123,0
14347,20166584,토스카,20137042,616
144,20164065,"힘내세요, 병헌씨",20122123,0
148,20136443,"힘내세요, 병헌씨",20122123,0
11836,10047357,마스터,20161725,1423403
103,10056359,더 웹툰: 예고살인,20129114,1178594
229,20183676,명왕성,20120110,0
13235,10045745,엘르,20175662,0
252,20183196,콩가네,20124031,0
12445,10000488,나의 PS 파트너,20124936,1788
282,10025686,레드: 더 레전드,20136962,189481
232,10068896,사이드 이펙트,20139723,538100
263,20182144,미스터 고,20124082,0
14424,20170802,해피 이벤트,20122233,20056
36,20183231,밍크코트,20112781,0
247,20182738,콩가네,20124031,0
245,20138662,콩가네,20124031,0
244,20125792,콩가네,20124031,677
14,10006221,원더풀 라디오,20113671,1108295
114,10017413,빅 웨딩,20138884,401100
13955,10027998,빌리와 용감한 녀석들 2,20133924,8602
300,10050974,극장판 도라에몽: 진구의 비밀도구 박물관,20139383,223401
52,20179232,화차,20124050,0
125,10063418,코스모폴리스,20138882,2801956
109,10031127,빅 웨딩,20138884,213351
163,20186163,감시자들,20122783,0
2,20125861,송곳니,20113591,0
141,10003572,"힘내세요, 병헌씨",20122123,0
0,10022862,밀레니엄 제 1부 : 여자를 증오한 남자들,20113836,1162
24,10060601,초한지 - 천하대전,20113883,28137
9,20181027,원더풀 라디오,20113671,0
127,10034033,코스모폴리스,20138882,1376926
292,20128869,우리는 그곳에 있었다,20126673,0
38,20111222,밍크코트,20112781,500
111,10074936,빅 웨딩,20138884,163637
12444,20111744,나의 PS 파트너,20124936,77801
296,10059709,그랑블루 리마스터링 감독판,20130252,100321
10724,10051933,롱 폴링,20129789,24362
192,20175060,인 더 하우스,20139121,0
14335,10016902,어둠 속의 빛,20120364,0
169,20186171,감시자들,20122783,0
62,20137049,화차,20124050,23390
14336,10031212,어둠 속의 빛,20120364,6113
235,10074903,사이드 이펙트,20139723,533438
120,20175450,셀러브리티 섹스테이프,20139921,0
275,10006545,미스터 고,20124082,1268278
87,10080754,세상은 가끔 아름답다,20139581,0
172,20182911,감시자들,20122783,0
273,10004624,미스터 고,20124082,20478
178,20130284,감시자들,20122783,0
239,10014377,코리올라누스: 세기의 라이벌,20139822,445441
170,20182417,감시자들,20122783,0
267,20182975,미스터 고,20124082,0
265,20156865,미스터 고,20124082,0
27,10070535,초한지 - 천하대전,20113883,4792
164,20186167,감시자들,20122783,0
82,20113063,버니,20138582,658865
162,20111743,감시자들,20122783,0
155,20067653,감시자들,20122783,3044134
176,20137023,감시자들,20122783,0
200,20174744,쿵후팬더: 영웅의 탄생,20139263,0
54,20179419,화차,20124050,0
7,10035474,원더풀 라디오,20113671,3137
189,10032785,빅 픽처,20134044,0
261,10035342,미스터 고,20124082,105557
150,20125862,"힘내세요, 병헌씨",20122123,0
288,10081752,브로큰,20122230,69047
23,20125868,초한지 - 천하대전,20113883,17900
211,10054143,경복,20125997,1862
122,20111975,코스모폴리스,20138882,745081
13959,20167342,빌리와 용감한 녀석들 2,20133924,0
286,10088888,레드: 더 레전드,20136962,90207
182,10065531,론 레인저,20136862,843996
13956,20167340,빌리와 용감한 녀석들 2,20133924,27598
283,10055626,레드: 더 레전드,20136962,1860051
14423,10018667,해피 이벤트,20122233,3282
47,10055970,화차,20124050,804810
188,10009099,빅 픽처,20134044,14791
105,20182785,더 웹툰: 예고살인,20129114,0
194,10035836,쿵후팬더: 영웅의 탄생,20139263,427593
121,20175452,셀러브리티 섹스테이프,20139921,0
118,20175382,셀러브리티 섹스테이프,20139921,204
299,10027457,극장판 도라에몽: 진구의 비밀도구 박물관,20139383,229350
115,10080785,빅 웨딩,20138884,103793
173,20183648,감시자들,20122783,0
185,10016462,빅 픽처,20134044,13881
183,10047229,론 레인저,20136862,424803
181,20143806,감시자들,20122783,364840
14400,20114821,테이크 쉘터,20122227,1234137
22,10053827,초한지 - 천하대전,20113883,137804
11,20183932,원더풀 라디오,20113671,0
138,20182894,"힘내세요, 병헌씨",20122123,0
21,10049730,초한지 - 천하대전,20113883,46648
18,20125858,치코와 리타,20113501,0
6,20111692,원더풀 라디오,20113671,581240
14463,10017466,액트 오브 밸러: 최정예 특수부대,20124609,0
205,10029573,48미터,20120801,270496
256,10003307,콩가네,20124031,349172
13952,10074765,빌리와 용감한 녀석들 2,20133924,118967
13953,10077489,빌리와 용감한 녀석들 2,20133924,81573
186,10021807,빅 픽처,20134044,156
16,10069842,원더풀 라디오,20113671,185978
131,20163403,"힘내세요, 병헌씨",20122123,0
212,20181921,경복,20125997,0
209,20131591,48미터,20120801,0
102,10034086,퓨어,20139264,0
19,10009451,밀레니엄 : 여자를 증오한 남자들,20110882,938628
145,20140705,"힘내세요, 병헌씨",20122123,0
160,20186162,감시자들,20122783,0
92,10032084,월드 워 Z,20122122,552311
285,10043531,레드: 더 레전드,20136962,390385
79,10023919,마이 백 페이지,20113483,138987
228,10087540,명왕성,20120110,0
222,20237726,명왕성,20120110,0
221,20133477,명왕성,20120110,0
112,10009818,빅 웨딩,20138884,342607
289,20175081,브로큰,20122230,0
240,10027983,코리올라누스: 세기의 라이벌,20139822,167593
167,20147110,감시자들,20122783,513491
166,20066187,감시자들,20122783,9622
202,20174746,쿵후팬더: 영웅의 탄생,20139263,142580
233,20115379,사이드 이펙트,20139723,163717
158,20146968,감시자들,20122783,0
85,10023869,세상은 가끔 아름답다,20139581,8221
154,10070393,감시자들,20122783,4529065
140,20139384,"힘내세요, 병헌씨",20122123,0
124,10083789,코스모폴리스,20138882,188168
276,10008136,까밀 리와인드,20134068,0
274,20207886,미스터 고,20124082,2359128
271,10066926,미스터 고,20124082,1477625
90,10021861,어느 예술가의 마지막 일주일,20134484,7080
206,20188535,48미터,20120801,0
287,10078804,브로큰,20122230,549859
226,20111869,명왕성,20120110,2942
94,10025241,월드 워 Z,20122122,461109
213,10057407,경복,20125997,291698
135,20181888,"힘내세요, 병헌씨",20122123,0
136,20182021,"힘내세요, 병헌씨",20122123,0
241,20143806,콩가네,20124031,455861
294,10042049,테르마이 로마이,20139724,23656
75,10065617,가비,20111774,1534407
262,10035832,미스터 고,20124082,2075965
97,20171662,이별계약,20137081,0
132,20174970,"힘내세요, 병헌씨",20122123,0
171,20182813,감시자들,20122783,0
146,20185220,"힘내세요, 병헌씨",20122123,0
255,20143806,콩가네,20124031,455861
119,10065361,셀러브리티 섹스테이프,20139921,0
254,20185788,콩가네,20124031,0
258,10018055,퍼시픽 림,20136961,100157
128,10071622,화이트 하우스 다운,20137815,439974
129,10063588,화이트 하우스 다운,20137815,567673
83,10036407,버니,20138582,63128
293,20187308,우리는 그곳에 있었다,20126673,0
224,20189237,명왕성,20120110,0
295,10052196,테르마이 로마이,20139724,36028
219,10029949,명왕성,20120110,640425
104,10047315,더 웹툰: 예고살인,20129114,1030285
99,20135890,이별계약,20137081,0
93,20147611,월드 워 Z,20122122,6591
269,20185326,미스터 고,20124082,0
249,20183306,콩가네,20124031,0
143,20183866,"힘내세요, 병헌씨",20122123,0
236,10045648,사이드 이펙트,20139723,1045
253,20185434,콩가네,20124031,0
291,20186790,우리는 그곳에 있었다,20126673,0
218,10055073,명왕성,20120110,1589354
108,10041879,빅 웨딩,20138884,869051
78,10073039,마이 백 페이지,20113483,19151
225,20113258,명왕성,20120110,319685
227,20100597,명왕성,20120110,145912
203,20174747,쿵후팬더: 영웅의 탄생,20139263,52807
272,10031400,미스터 고,20124082,2429330
264,20182168,미스터 고,20124082,0
152,10062025,감시자들,20122783,1348085
259,10055199,퍼시픽 림,20136961,902493
260,20114851,퍼시픽 림,20136961,51646
77,10047374,가비,20111774,0
208,10067417,48미터,20120801,67127
238,10062791,코리올라누스: 세기의 라이벌,20139822,860802
204,20167320,쿵후팬더: 영웅의 탄생,20139263,10
101,20166160,퓨어,20139264,338972
280,10032511,레드: 더 레전드,20136962,426574
284,10074903,레드: 더 레전드,20136962,358878
266,20157017,미스터 고,20124082,0
312,20179441,청춘그루브,20116038,0
356,20113898,스프링 브레이커스,20138955,298734
433,20115439,베이트,20130250,347713
359,10045603,스프링 브레이커스,20138955,681945
410,20125794,은밀하게 위대하게 (확장판),20131304,6804163
388,10088224,개구쟁이 스머프 2,20136761,1514982
354,10074917,마지막 4중주,20139826,758349
387,10044263,개구쟁이 스머프 2,20136761,34091
357,20115412,스프링 브레이커스,20138955,409485
407,10014012,플레이스 비욘드 더 파인즈,20130421,489261
382,10024955,스톨른,20130251,28833
306,10060691,저스티스,20124932,1266926
412,20111526,은밀하게 위대하게 (확장판),20131304,3901920
310,20133612,청춘그루브,20116038,0
318,20181252,청춘그루브,20116038,0
360,10014018,터보,20137549,503374
398,10056914,설국열차,20126674,6321
327,20126773,크로니클,20124666,3590
386,10077797,개구쟁이 스머프 2,20136761,101830
333,20143473,핑크,20112702,0
335,20181608,핑크,20112702,0
345,20113519,홈 스위트 홈,20111957,0
343,20156013,홈 스위트 홈,20111957,0
332,20179858,핑크,20112702,0
397,20128871,설국열차,20126674,106160
369,10087253,더 테러 라이브,20136052,2875496
302,10033789,더 울버린,20137121,264444
352,10086510,마지막 4중주,20139826,144826
308,20111701,청춘그루브,20116038,142475
380,20134082,더 테러 라이브,20136052,1063421
361,10083789,터보,20137549,68717
406,20176443,컴플라이언스,20130702,0
401,20187111,설국열차,20126674,0
385,20113745,개구쟁이 스머프 2,20136761,767085
366,10027294,터보,20137549,566532
344,20179849,홈 스위트 홈,20111957,0
394,10068587,설국열차,20126674,46651
362,10023591,터보,20137549,435597
315,20126236,청춘그루브,20116038,0
346,20179939,홈 스위트 홈,20111957,0
317,20181240,청춘그루브,20116038,0
409,10048515,플레이스 비욘드 더 파인즈,20130421,176234
391,10077150,설국열차,20126674,2862363
339,20184321,핑크,20112702,0
330,10056895,핑크,20112702,722931
305,10000337,저스티스,20124932,901447
341,10053811,홈 스위트 홈,20111957,333
364,10018602,터보,20137549,42158
324,20126770,크로니클,20124666,478324
337,20183210,핑크,20112702,0
326,20126772,크로니클,20124666,134461
372,10055073,더 테러 라이브,20136052,661559
301,10090817,더 울버린,20137121,1288385
347,20180873,홈 스위트 홈,20111957,0
307,10031644,청춘그루브,20116038,575737
316,10089941,청춘그루브,20116038,0
375,20182405,더 테러 라이브,20136052,0
350,20163848,홈 스위트 홈,20111957,12477
311,20179360,청춘그루브,20116038,0
313,20179492,청춘그루브,20116038,0
390,10059308,개구쟁이 스머프 2,20136761,0
400,10045066,설국열차,20126674,48051
334,20180055,핑크,20112702,0
338,10029498,핑크,20112702,786
368,10032934,페르소나,20136821,21649
314,20179899,청춘그루브,20116038,0
328,10056247,핑크,20112702,58435
340,20127292,홈 스위트 홈,20111957,0
329,10035325,핑크,20112702,21768
320,10031356,청춘그루브,20116038,0
321,20130345,청춘그루브,20116038,0
325,20126771,크로니클,20124666,0
309,10002017,청춘그루브,20116038,49019
348,20180991,홈 스위트 홈,20111957,0
371,20112423,더 테러 라이브,20136052,166715
383,10066257,스톨른,20130251,1064124
379,20200886,더 테러 라이브,20136052,2671083
396,10063545,설국열차,20126674,337308
331,20179446,핑크,20112702,0
322,10013826,청춘그루브,20116038,965916
452,10058320,감기,20124937,707493
414,10079345,명탐정 코난 : 수평선상의 음모,20058720,343043
446,10060259,"가자, 장미여관으로",20130662,339
351,20185337,링,20129099,0
336,20181764,핑크,20112702,0
342,10054838,홈 스위트 홈,20111957,2930
319,10029216,청춘그루브,20116038,0
435,20172721,죽지않아,20127587,6096
377,20158700,더 테러 라이브,20136052,0
476,20237546,감기,20124937,394935
303,10052978,더 울버린,20137121,4686
434,10055683,죽지않아,20127587,0
349,20184737,홈 스위트 홈,20111957,0
470,20181590,감기,20124937,0
546,20182181,방독피,20100793,0
304,10008729,저스티스,20124932,254834
494,20129635,언어의 정원,20139083,14156
430,10010849,나에게서 온 편지,20139825,0
563,20183717,방독피,20100793,0
465,20182514,감기,20124937,0
547,20182392,방독피,20100793,0
370,10054755,더 테러 라이브,20136052,562330
499,10019204,퍼시픽 모비딕,20131244,0
560,20183601,방독피,20100793,0
510,10004911,그리고 싶은 것,20122121,752516
488,20189746,숨바꼭질,20136049,476665
355,10024344,마지막 4중주,20139826,0
500,10041263,퍼시픽 모비딕,20131244,0
395,10081721,설국열차,20126674,568622
480,10087888,더 팩트,20131083,0
556,20182923,방독피,20100793,0
463,20143847,감기,20124937,0
513,20182631,렛 미 아웃,20125232,0
543,10060144,방독피,20100793,1067
404,10013231,컴플라이언스,20130702,0
