,movieNm,movie_code,nations,distribution,rate,genre,director,actor,cast
2020,오베라는 남자,20162569,스웨덴,(주)싸이더스|(주)디스테이션,12세이상관람가,드라마,하네스 홀름,롤프 라스가드|바하르 파르스|필립 버그|이다 엥볼,
2021,헌츠맨: 윈터스 워,20158984,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가|12세이상관람가,액션|어드벤처,세딕 니콜라스 트로얀,크리스 헴스워스|샤를리즈 테론|에밀리 블런트|제시카 차스테인,
2022,부모님과 이혼하는 방법,20162963,미국,주식회사 씨네룩스,15세이상관람가,드라마,제이슨 베이트먼,니콜 키드먼|제이슨 베이트먼|크리스토퍼 월켄|메리앤 프런켓,
2023,캡틴 아메리카: 시빌 워,20159364,미국,월트디즈니컴퍼니코리아(주),12세이상관람가|12세이상관람가,액션|SF|스릴러,안소니 루소|조 루소,크리스 에반스|로버트 다우니 주니어|스칼렛 요한슨|세바스찬 스탠|안소니 마키|돈 치들|제레미 레너|톰 홀랜드,피터 파커 / 스파이더맨 역
2024,다이버전트 시리즈: 얼리전트,20162627,미국,씨네그루(주)키다리이엔티,12세이상관람가,액션|어드벤처|SF,로베르트 슈벤트케,쉐일린 우들리|테오 제임스|마일즈 텔러|나오미 왓츠|매기 큐,
2025,무서운 이야기 3 : 화성에서 온 소녀,20158242,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,공포(호러),백승빈|김선|김곡|민규동,임슬옹|경수진|박정민|홍은희|차지연|김수안|정용진,소녀|지구군
2026,맨 앤 치킨,20162571,덴마크|독일,(주)컴퍼니엘,청소년관람불가,코미디|드라마,앤더스 토머스 옌센,매즈 미켈슨|다비드 덴칙,
2027,레전드 오브 타잔,20163661,미국,워너브러더스 코리아(주),12세이상관람가|12세이상관람가,액션|어드벤처,데이빗 예이츠,알렉산더 스카스가드|마고 로비|크리스토프 왈츠|사무엘 L. 잭슨|디몬 하운수|존 허트|짐 브로드벤트,
2028,시선 사이,20163020,한국,(주)영화사 진진,12세이상관람가,드라마,최익환|이광국,정예녹|김동완|오광록|박주희|서영화|윤영민,
2029,베티블루 37.2 디오리지널,20150467,프랑스,(주)디스테이션,청소년관람불가,멜로/로맨스,장 자크 베넥스,장-위그 앙글라드|베아트리체 달,
2030,아이스 에이지: 지구 대충돌,20161286,미국,이십세기폭스코리아(주),전체관람가|전체관람가,애니메이션|어드벤처|코미디,마이크 트메이어,존 레귀자모|레이 로마노|제니퍼 로페즈|아담 드바인|제시 타일러 퍼거슨|사이몬 페그|멜리사 로치,시드|매니|쉬라|줄리안|벅|프랜신
2031,에브리바디 원츠 썸!!,20164825,미국,(주)디스테이션,청소년관람불가,코미디,리차드 링클레이터,블레이크 제너|조이 도이치|글렌 포웰|라이언 구즈만|테일러 후츨린|포레스트 빅커리,
2032,프랑켄위니,20129766,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세이상관람가,애니메이션|코미디|공포(호러),팀 버튼,위노나 라이더|캐서린 오하라|찰리 타헨,엘사 반 헬싱|수잔 프랑켄슈타인|빅터 프랑켄슈타인
2033,대도무문,20162574,홍콩,(주)케이알씨지,12세이상관람가,드라마|액션,유신의,위노나 라이더|캐서린 오하라|찰리 타헨,엘사 반 헬싱|수잔 프랑켄슈타인|빅터 프랑켄슈타인
2034,트릭,20158982,한국,(주)스톰픽쳐스코리아|(주)이수C&E,15세이상관람가,스릴러|드라마,이창열,이정진|강예원|김태훈|선동혁|이희진|장윤정|박정환|조호성|주민구|이상철|이수진|한성식|홍장현|주문수,도준|공연감독|v의사2|식당주인|휠체어남녀|거리핸드폰보는 여고생|성폭행남2|거래처사장
2035,우리들,20153450,한국,(주)엣나인필름,전체관람가,드라마,윤가은,최수인|설혜인|이서연|박혜진|안정우|전석민|주재윤|최승혁,선|지아|보라|혜진|아파트 남자|지아 아빠|재윤|학원 친구들
2036,행복까지 30일,20155748,인도,예지림엔터테인먼트|미디어소프트,전체관람가,드라마,M. 마니칸단,아이시와리아 라제시,
2037,셀,20164461,미국,(주)드림팩트엔터테인먼트,청소년관람불가,공포(호러)|SF|스릴러,토드 윌리엄스,사무엘 L. 잭슨|존 쿠삭|이사벨 퍼만,
2038,익스포즈,20166942,미국,(주)드림팩트엔터테인먼트,청소년관람불가,범죄|드라마|미스터리|스릴러,디클란 데일,키아누 리브스|아나 디 아르마스,
2039,극장판 유희왕 더 다크 사이드 오브 디멘션즈,20163981,일본,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,쿠와바라 사토시,엄상현|장성호|강수진,유희|카이바|조이
2040,보고싶다,20163701,한국,조이월드앤다이버시티,12세이상관람가,드라마,윤재호|장은연|서은아,예수정|김희찬|이태규|홍승일|엄지성|박사랑,
2041,경계,20142221,한국|싱가포르|인도네시아,(주)시네마달,12세이상관람가,다큐멘터리,문정현|블라디미르 토도로비치|다니엘 루디 하리얀토,문정현|블라디미르 토도로비치|다니엘 루디 하리얀토,내레이션|내레이션|내레이션
2042,용의자X,20124057,한국,씨제이이앤엠(주),15세이상관람가,미스터리,방은진,류승범|이요원|조진웅|김윤성|김보라|이석준|임성민|곽민호|권해효|남문철|남연우|동방우|송영창|이황의,석고|화선|민범|상준|윤아|태우|정숙|철민|팀장|과장|수사팀2|진성여관 주인|거짓말탐지기 수사관|노숙자 1
2043,태풍이 지나가고,20163189,일본,(주)티캐스트,12세이상관람가,드라마,고레에다 히로카즈,아베 히로시|키키 키린|마키 요코|코바야시 사토미,
2044,일본패망하루전,20166546,일본,(주)시네마엔터|(주)모멘텀엔터테인먼트,12세이상관람가,드라마,하라다 마사토,야쿠쇼 코지|모토키 마사히로|츠츠미 신이치|마츠자카 토리,
2045,19곰 테드,20129166,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,코미디|판타지,세스 맥팔레인,마크 월버그|밀라 쿠니스|세스 맥팔레인,존|로리|테드
2046,뱅 갱: 모던 러브 스토리,20163315,프랑스,찬란,청소년관람불가,드라마|멜로/로맨스,에바 허슨,마크 월버그|밀라 쿠니스|세스 맥팔레인,존|로리|테드
2047,굿바이 싱글,20150972,한국,(주)쇼박스,15세이상관람가,코미디|드라마,김태곤,김혜수|마동석|김현수|김용건|서현진|곽시양|전석호|이미도|이성민|황미영|이형미|박지영|정준화|유성진|윤환|이수경|최문석|홍민희,주연|평구|단지|김 대표|상미|지훈|박 감독|주연의 라이벌|민호|미래|드라마 리딩 배우|지훈엄마(목소리)|클럽 지훈 친구|드라마 리딩 배우|클럽 지훈 친구|선영|드라마 리딩 배우|연예뉴스 앵커
2048,체인징사이드: 부부탐구생활,20088691,프랑스,에이원엔터테인먼트,15세이상관람가,멜로/로맨스|코미디,파스칼 포자두,소피 마르소|대니 분|앙트완 뒬레리|롤랜드 지라드|애니 듀페리,아리안 마르시악|휴고 마르시악 |모리스|아돌프|리즈
2049,사냥,20154906,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션,이우철,안성기|조진웅|한예리|권율|손현주|박병은,"문기성|박동근,박명근|김양순|맹준호|손 반장|곽종필"
2050,인디펜던스 데이 : 리써전스,20150782,미국,이십세기폭스코리아(주),12세이상관람가|12세이상관람가,액션|어드벤처|SF,롤랜드 에머리히,빌 풀만|리암 헴스워스|제프 골드블럼|비비카 A. 폭스|제시 어셔,
2051,고양이는 불러도 오지 않는다,20161789,일본,(주)디스테이션,전체관람가,드라마,야마모토 토루,카자마  슌스케|츠루노 타케시|마츠오카 마유,
2052,노조키메,20165746,일본,브릿지웍스 엔터테인먼트(주),15세이상관람가,공포(호러),미키 코이치로,이타노 토모미,
2053,마농,20124372,미국,(주)인스터피씨엠,전체관람가,공연,로랑 펠리,안나 네트렙코,
2054,아기 거북 토토의 바다 대모험,20120429,영국|오스트리아 |독일,예지림엔터테인먼트,전체관람가,다큐멘터리,닉 스트링거,안나 네트렙코,
2055,인천상륙작전,20156250,한국,씨제이이앤엠(주),12세이상관람가|12세이상관람가,전쟁|드라마,이재한,김정철|이정재|이범수|리암 니슨|진세연|정준호|박철민|김병옥|김선아|김영애|박성웅|추성훈|황석하|이창세|박정원|박현선|션 리차드|이유진|한비|김희진,남기성 아들|장학수|림계진|더글러스 맥아더|한채선|서진철|남기성|최석중|김화영|나정님|박남철|북한군 백산|통역병 |제3군단장|리경식|기차역 아이1|로우니|사령관무전여비서1|간호사2|류장춘
2056,하나안,20111879,한국,㈜인디스토리,청소년관람불가,드라마|범죄,박루슬란,스타니슬라브 장|바호디르 무사에프|일벡 파이지에프|드미트리 엄|박루슬란,신
2057,시선 사이,20163020,한국,(주)영화사 진진,12세이상관람가,드라마,최익환|이광국,정예녹|김동완|오광록|박주희|서영화|윤영민,
2058,삼례,20158821,한국,(주)인디플러그,15세이상관람가,드라마|판타지,이현정,이선호|김보라|오동진,승우|모텔방 중년남
2059,우리 연애의 이력,20154803,한국,(주)모멘텀엔터테인먼트,15세이상관람가,멜로/로맨스,조성은,전혜빈|신민철|황미영|박주영|박지영|박진영|박솔희|강 숙|양종곤|채조은|이강우|이근원|이상준|구성근|이승진|이용수|도호현|류시문,오선재|나 피디|호숫가 아이들|오디션스탭|동사무소직원|오디션스탭|홍대표|양피디|영화현장스탭|카메라조수|오디션조명팀|호숫가 아이들|에어로빅 군단|헬스트레이너|영화현장스탭|영화현장스탭|오디션조명팀
2060,경계,20142221,한국|싱가포르|인도네시아,(주)시네마달,12세이상관람가,다큐멘터리,문정현|블라디미르 토도로비치|다니엘 루디 하리얀토,문정현|블라디미르 토도로비치|다니엘 루디 하리얀토,내레이션|내레이션|내레이션
2061,마일드 앤 러블리,20162241,미국,알토미디어(주),청소년관람불가,멜로/로맨스|스릴러,조세핀 데커,조 스완버그|소피 트라우브,
2062,이레셔널 맨,20166172,미국,(주)프레인글로벌,청소년관람불가,범죄|드라마|미스터리,우디 앨런,호아킨 피닉스|엠마 스톤|파커 포시|제이미 블랙리,
2063,경계,20142221,한국|싱가포르|인도네시아,(주)시네마달,12세이상관람가,다큐멘터리,문정현|블라디미르 토도로비치|다니엘 루디 하리얀토,문정현|블라디미르 토도로비치|다니엘 루디 하리얀토,내레이션|내레이션|내레이션
2064,보고싶다,20163701,한국,조이월드앤다이버시티,12세이상관람가,드라마,윤재호|장은연|서은아,예수정|김희찬|이태규|홍승일|엄지성|박사랑,
2065,특별수사: 사형수의 편지,20159645,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,범죄|드라마,권종관,김명민|김상호|성동일|김영애|김향기|김뢰하|박수영|박혁권|최병모|오민석|이지훈|박지환|신구|이한위|이문식|김명국|정택호|차상민|이성욱|이승훈,최필재|권순태|김판수|여사님|권동현|박 소장|임항주|양 형사|장 부장|차 교위|젊은 형사|길상사|할배|박 박사|빨간 명찰|황 검사|광수대 형사4|강력계 형사2|478번|신부
2066,워크래프트: 전쟁의 서막,20158150,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가|12세이상관람가,액션|어드벤처|판타지,던칸 존스,트래비스 핌멜|벤 포스터|폴라 패튼|도미닉 쿠퍼|클랜시 브라운|토비 켑벨,
2067,테이큰 2,20128447,프랑스,이십세기폭스코리아(주),청소년관람불가,액션|범죄|드라마,올리비에 메가턴,리암 니슨|매기 그레이스|팜케 얀센|라드 세르베드지야,
2068,스타: 빛나는 사랑,20120181,한국,(주)씨타마운틴픽쳐스,12세이상관람가,멜로/로맨스|드라마,한상희,환희|강은우|김수연|강요환|송재희|추소영|임효순|전민지|김보경|박소현|박정서|성소원|양유경,래경|여직원|민정의 STAFF|민정의 STAFF|민정의 STAFF|민정의STAFF|미키|민정의 STAFF
2070,헝그리 하트,20144171,이탈리아,찬란,15세이상관람가,드라마|스릴러,사베리오 코스탄조,아담 드라이버|알바 로흐와쳐,
2071,정글북,20162967,미국,월트디즈니컴퍼니코리아(주),12세이상관람가|12세이상관람가,어드벤처|드라마,존 파브로,닐 세티|빌 머레이|스칼렛 요한슨|벤 킹슬리|이드리스 엘바|루피타 뇽오|크리스토퍼 월켄|지안카를로 에스포지토,
2072,명탐정 코난: 순흑의 악몽,20162002,일본,씨제이이앤엠(주),12세이상관람가,애니메이션|미스터리|어드벤처,시즈노 코분|야마모토 야스이치로,닐 세티|빌 머레이|스칼렛 요한슨|벤 킹슬리|이드리스 엘바|루피타 뇽오|크리스토퍼 월켄|지안카를로 에스포지토,
2073,슈퍼 프렌즈,20165961,한국,씨네그루(주)키다리이엔티,전체관람가,애니메이션,이경호|이원재,변현우|김지혜|박조호|서지연|남도형|홍진욱|김승태|오인성|유지현|이세은,샘 목소리|수 목소리|빅터 목소리|캐서린 목소리|손오공 목소리|저팔계 목소리|사오정 목소리|오스카 목소리|미니타|미니타
2074,보고싶다,20163701,한국,조이월드앤다이버시티,12세이상관람가,드라마,윤재호|장은연|서은아,예수정|김희찬|이태규|홍승일|엄지성|박사랑,
2075,엘르,20129886,프랑스|폴란드|독일,(주)미디어데이,청소년관람불가,드라마,마우고시카 슈모프스카,줄리엣 비노쉬|프랑수아 시빌|아나이스 드무스티에|조안나 쿠릭,플로렝
2076,수어사이드 스쿼드,20152963,미국,워너브러더스 코리아(주),15세이상관람가|15세이상관람가,액션,데이비드 에이어,윌 스미스|자레드 레토|마고 로비|스콧 이스트우드|카라 델러비인|제이 코트니|조엘 킨나만|비올라 데이비스|제이 헤르난데즈|애덤 비치|카렌 후쿠하라|커먼|벤 애플렉,
2077,회사원,20113886,한국,(주)쇼박스,청소년관람불가,액션|드라마,임상윤,소지섭|이미연|곽도원|김동준|이경영|한보배|정종열|이학렬|임상윤|곽승원|김봉준|홍의정|김중돈|이재윤|나주호|박지수|서정주|신창수|이금용|이동민|이채은|박진우|전신환|황석하|황석정|전국환|유하복|정대용,지형도|유미연|권종태|라훈|반지훈|장사장|사복형사|의사(브로커)|인사팀 사원|오락실 주인|인사팀 사원|정복경찰|신입남(영업2부)|기획팀 사원|의무실직원(총무팀)|오과장(자재장비팀)|자재장비팀 사원|총무팀사원|훈대역|박주임(총무팀)|조명덕 형사|영업2부 사원|임실장|카페 주인|전 대표|진채국 부장|반장
2078,비밀은 없다,20140704,한국,씨제이이앤엠(주),청소년관람불가,스릴러,이경미,손예진|김주혁|장재우|장한승|신지훈|이민아|이상희,연홍 |종찬 |미옥 동생3|수행원|김민진|소녀1|미옥 계모
2079,도리를 찾아서,20159058,미국,월트디즈니컴퍼니코리아(주),전체관람가|전체관람가,애니메이션|어드벤처|코미디,앤드류 스탠튼,엘렌 드제너스|알버트 브룩스|다이안 키튼,
2080,위험한 관계,20129626,중국,씨제이이앤엠(주),청소년관람불가,멜로/로맨스|전쟁|드라마,허진호,장동건|장쯔이|장백지,셰이판|뚜펀위|모지에위
2081,킹 오브 프리즘,20167041,일본,(주)박수엔터테인먼트,12세이상관람가,애니메이션|드라마|판타지,히시다 마사카즈,장동건|장쯔이|장백지,셰이판|뚜펀위|모지에위
2082,소녀와 여자,20155485,한국,㈜인디스토리,15세이상관람가,다큐멘터리,김효정,장동건|장쯔이|장백지,셰이판|뚜펀위|모지에위
2083,본 투 비 블루,20163164,캐나다|영국|미국,그린나래미디어(주),청소년관람불가,드라마,로버트 뷔드로,에단 호크|카르멘 에조고,
2084,"사랑해, 매기",20140281,멕시코,와이드 릴리즈(주),15세이상관람가,코미디|드라마,유지니오 델베즈,유지니오 델베즈,
2085,태양 아래(해설판),20166869,체코|러시아|독일,THE 픽쳐스,전체관람가,다큐멘터리,비탈리 만스키,유지니오 델베즈,
2086,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,20164521,일본,씨제이이앤엠(주),전체관람가,애니메이션,타카하시 시게하루,토마츠 하루카|유키 아오이|세키 토모카즈|코자쿠라 에츠코,
2087,빅뱅 메이드,20165042,한국,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,다큐멘터리,변진호,G-드래곤|태양|최승현|대성|승리,SEUNGRI
2088,언더 워터,20165201,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러)|스릴러,자움 콜렛 세라,블레이크 라이블리|오스카 제나다,
2089,리우 2096,20136088,브라질,㈜영화사 백두대간,청소년관람불가,애니메이션,루이즈 볼로네지,셀튼 멜로,
2090,익스트림 No.13,20129227,미국,(주)팝파트너스,청소년관람불가,스릴러,겔라 바블루아니,제이슨 스타뎀|알렉산더 스카스가드|미키 루크|50 센트|레이 윈스톤|샘 라일리,재스퍼|잭|제퍼슨|지미|로널드 린|빈스
2091,크리미널,20163202,영국|미국,(주)영화사 빅,15세이상관람가,액션|범죄,아리엘 브로멘,라이언 레놀즈|케빈 코스트너|게리 올드만|토미 리 존스|갤 가돗,
2092,덕혜옹주,20150979,한국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,사극|드라마,허진호,손예진|박해일|윤제문|라미란|정상훈|박수영|김소현|박주미|안내상|김재욱|김인우|백윤식|김대명|김정희|박윤식|박지수|박혜영|송민수|송창현|신동주|오세영|이경훈|이명규|이상진|이승진|최영빈|최일순|최정순|한동훈|함성원|홍은지|김무규|김기정,덕혜옹주|김장한|한택수|복순|복동|영친왕|어린 덕혜옹주 |양귀인|김황진|다케유키|고종|친일파 대신들|의상실 직원들|학우회  유학생들|박의장 수행원들|의상실 앞 일본군들|기자회견장 기자들|학우회  유학생들|대조전 근위병들|다이토중공업 조선인들|다이토중공업 조선인들|학우회 김익배|보육원 아이들|다이토중공업 조선인들|김포공항 궁녀들|비밀가옥 일본군들|박의장 수행원들|다이토중공업 조선인들|복순 포박일본군|비밀가옥 일본군들
2093,홀리워킹데이,20150258,한국,무브먼트,전체관람가,다큐멘터리,이희원,곽주현,
2094,빅,20165561,미국|인도,(주)이수C&E,전체관람가,애니메이션|어드벤처|코미디|가족,트레버 월,곽주현,
2095,나만이 없는 거리,20166882,일본,(주)박수엔터테인먼트,15세이상관람가,드라마|미스터리|SF|스릴러,히라카와 유이치로,후지와라 타츠야|아리무라 카스미,
2096,제이슨 본,20161907,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션|스릴러,폴 그린그래스,맷 데이먼|줄리아 스타일즈|토미 리 존스|뱅상 카셀|알리시아 비칸데르,
2097,더 웨이브,20162572,노르웨이,(주)팝엔터테인먼트,12세이상관람가,액션|드라마,로아 우타우,크리스토퍼 조너|아네 달 토프|조나스 호프 오프테브로|이디스 하겐루드 산드|프리드쇼프 소헤임|토마스 보 라센|라도 해드직,
2098,서칭 포 슈가맨,20128746,스웨덴|영국,판씨네마(주),전체관람가,다큐멘터리,말릭 벤젠룰,말릭 벤젠룰|시스토 로드리게즈,
2099,봉이 김선달,20159644,한국,씨제이이앤엠(주),12세이상관람가,사극,박대민,유승호|조재현|고창석|라미란|시우민|연우진|전석호|서예지|주영호|박예슬|박상현|박진성|유일한|이선희,김인홍|성대련|보원|윤보살|견이|효종|이완|규영|금군|한양기방 기녀|성대련 사병|한양기방 하인|성종익 수하|국밥집 주모
2100,사랑의 침묵,20129446,영국,(주)영화사 진진,전체관람가,다큐멘터리,마이클 화이트,노팅힐 가르멜 수녀원의 수녀들,
2101,바그다드 카페 : 디렉터스컷,20162926,독일|미국,(주)팝엔터테인먼트,15세이상관람가,코미디|드라마,퍼시 애들론,마리안느 세이지브레트|CCH 파운더|잭 팰런스|크리스틴 카우프먼,
2102,미스터 라잇,20164387,미국,(주)누리픽쳐스,청소년관람불가,액션|코미디|멜로/로맨스,파코 카베자스,안나 켄드릭|샘 록웰|팀 로스,
2103,썸머타임: 아름다운 계절,20165465,프랑스,주식회사 풍경소리,청소년관람불가,멜로/로맨스,까뜨린느 꼬르시니,세실 드 프랑스|이지아 이즐랭|케빈 아자이스,
2104,조조-황제의 반란,20120021,중국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,사극,조림산,주윤발|유역비|타마키 히로시,
2105,나의 산티아고,20165130,독일,(주)영화사 진진,12세이상관람가,코미디,줄리아 폰 하인츠,데비드 스트리에소브|마르티나 게덱|카타리나 탈바흐,
2106,로렐,20156942,미국,(주)엣나인필름,15세이상관람가,드라마|멜로/로맨스,피터 솔레트,줄리안 무어|엘렌 페이지|마이클 섀넌|스티브 카렐,
2107,불륜관계,20162583,중국,(주)케이알씨지,15세이상관람가,멜로/로맨스|드라마,삼도,방조명|범문방,
2108,고스트버스터즈,20162404,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가|12세이상관람가,액션|코미디|SF,폴 페이그,멜리사 맥카시|크리스 헴스워스|크리스틴 위그|케이트 맥키넌|레슬리 존스,
2109,데몰리션,20163961,미국,(주)리틀빅픽쳐스,청소년관람불가,드라마,장 마크 발레,제이크 질렌할|나오미 왓츠|유다 르위스|크리스 쿠퍼,
2110,서울역,20148460,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,애니메이션,연상호,류승룡|심은경|이준|연상호|연상호|연상호|연상호|오윤석|이건우|이동하|이상희|이상희|최길수,벌거벗은 남자|응급요원|청년4|역무원2|감염자들|감염자들|석규 친구|자원봉사자(여)|40대 노숙자(여)|감염자들
2111,국가대표 2,20150968,한국,메가박스(주)플러스엠,12세이상관람가,드라마,김종현,수애|오달수|오연서|하재숙|김슬기|김예원|진지희|임진영|박진하|전송이|방추성|백상훈|서은정|조규영|안승호|조수지|조희윤|이경선|이민지|이선미|이영화,리지원|강대웅 |박채경 |고영자 |조미란 |김가연 |신소현 |한국 여자 아이스하키 국가대표팀|미란대역|관중석 한국응원단|취객|아오모리 경기 심판|관중석 북한응원단|지원대역|쇼트트랙 선수|한국 여자 아이스하키 국가대표팀|국가대표팀|중국/카자흐스탄/일본/북한 선수단|한국 여자 아이스하키 국가대표팀|중국/카자흐스탄/일본/북한 선수단|중국/카자흐스탄/일본/북한 선수단
2112,키즈모노가타리 I : 철혈편,20165141,일본,(주)박수엔터테인먼트,15세이상관람가,애니메이션|드라마|판타지|액션,신보 아키유키,카미야 히로시|사카모토 마아야|호리에 유이|사쿠라이 타카히로,아라라기 코요미|키스샷 아세롤라오리온 하트 언더 블레이드|하네카와 츠바사|오시노 메메
2113,디브,20164662,아랍에미리트연합국정부|카타르|영국,주식회사 디에스이이디,15세이상관람가,어드벤처|드라마|스릴러,나지 아부 노워,자시르 에이드 알휴타트,
2114,갤럭시 히어로즈: 라쳇 앤 클랭크,20163043,미국,(주)영화사 빅,전체관람가,애니메이션|액션|어드벤처,케빈 먼로,폴 지아마티|존 굿맨|벨라 쏜,
2115,트루스,20166543,미국,(주)라이크 콘텐츠,15세이상관람가,드라마,제임스 밴더빌트,케이트 블란쳇|로버트 레드포드|토퍼 그레이스|엘리자베스 모스|데니스 퀘이드|브루스 그린우드|존 벤자민 히키,
2116,터널,20154910,한국,(주)쇼박스,12세이상관람가,드라마,김성훈,하정우|배두나|오달수|김종수|임한빈|정민희|송민석|윤성민|이동진|이상희|최춘범|권승구,빵집 아이1|친정엄마|고공 농성자1|고공 농성자2|라디오 DJ|YTN 취재기자|막내대원 대역|김대경 대역
2117,범죄의 여왕,20150970,한국,(주)콘텐츠판다|TCO(주)더콘텐츠온,15세이상관람가,스릴러|코미디,이요섭,박지영|조복래|김대현|허정도|이학수|부은주|손영신|전고운|우문기|우문기|우상기|이윤호|진동훈|최고야|홍윤희|김태곤,미경|개태|익수|고시학원생|고시학원생|미경 대역|고시학원생|게임남|고시학원생|중국집 배달원|고시학원생|동일맨션 입주자|글레디에이터 신발녀|고시학원생|고시원학생
2118,마이 리틀 자이언트,20165281,미국,월트디즈니컴퍼니코리아(주),전체관람가|전체관람가,어드벤처|가족|판타지,스티븐 스필버그,마크 라이런스|레베카 홀|빌 헤이더|제메인 클레멘트|매트 프류어|라프 스팰|아담 가들리|헤이그 수더랜드|마이클 아담스웨이트,
2119,"시발, 놈: 인류의 시작",20152105,한국,(주)엣나인필름,15세이상관람가,코미디|드라마,백승기,손이용|김보리|백승기|이지규|장철민|박은수|영건|윤하리,시발놈1|빨간코유인원1|바보유인원2|빨간코유인원3|그냥유인원5|빨간코유인원2|그냥유인원3
2120,나우 유 씨 미 2,20150203,미국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,범죄|액션,존 추,제시 아이젠버그|마크 러팔로|우디 해럴슨|데이브 프랑코|다니엘 래드클리프|리지 캐플란|주걸륜|마이클 케인|모건 프리먼,
2121,볼쇼이 바빌론,20163260,영국,주식회사 쇼미미디어앤트레이딩,12세이상관람가,다큐멘터리,닉 리드,제시 아이젠버그|마크 러팔로|우디 해럴슨|데이브 프랑코|다니엘 래드클리프|리지 캐플란|주걸륜|마이클 케인|모건 프리먼,
2122,마이펫의 이중생활,20156082,미국,유니버설픽쳐스인터내셔널 코리아(유),전체관람가|전체관람가,애니메이션|코미디|가족,크리스 리노드,스티브 쿠건|엘리 켐퍼|레이크 벨|데이너 카비|케빈 하트,
2123,위대한 비행,20120261,한국,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,다큐멘터리,진재운,스티브 쿠건|엘리 켐퍼|레이크 벨|데이너 카비|케빈 하트,
2124,로빈슨 크루소,20165941,벨기에,(주)영화사 빅,전체관람가,애니메이션|어드벤처|코미디,벤 스타센|빈센트 케스텔루트,마티아스 슈바이그호퍼|데이비드 하워드|콜린 메츠거|라일라 베르진|조이 카멘|마리브 헤링턴,로빈슨 크루소|튜즈데이|카멜로|로지|스크러비|키키
2125,부산행,20156564,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,액션|스릴러,연상호,공유|김정희|정유미|김율호|마동석|최우식|안소희|김의성|김수안|박민우|박민혁|임종훈|박종관|장문성|박혜진|손지훈|손지훈|연상호|조춘호|지동현|윤미중|이동하|이윤상|최창수|편준의|허성우|황유경,양복쟁이2|영국|진희|수안|감염자|감염자|감염자|대전역 이등병|감염자|생존자|전경에게 끌려가는 감염자|감염자|관제실(목소리)|공익|생존자|간호사|안행부 장관|생존자|감염자|감염자|감염자|감염자
2126,서프러제트,20163411,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,사라 가브론,캐리 멀리건|헬레나 본햄 카터|메릴 스트립|벤 위쇼,모드 왓츠|이디스 엘린|에밀린 팬크허스트|소니 왓츠
2127,미쓰 마마,20111898,한국,찬란,15세이상관람가,다큐멘터리,백연아,최형숙|김현진|장지영|최준서,
2128,명탐정 코난: 순흑의 악몽,20162002,일본,씨제이이앤엠(주),12세이상관람가,애니메이션|미스터리|어드벤처,시즈노 코분|야마모토 야스이치로,최형숙|김현진|장지영|최준서,
2129,비거 스플래쉬,20166362,이탈리아|프랑스,찬란,청소년관람불가,멜로/로맨스,루카 구아다그니노,틸다 스윈튼|랄프 파인즈|마티아스 쇼에나에츠|다코타 존슨,
2130,마일스,20166023,미국,(주)영화사 빅,청소년관람불가,드라마,돈 치들,돈 치들|이완 맥그리거|마이클 스털버그,
2131,끌로끌로,20129866,프랑스|벨기에,(주)에스와이코마드,15세이상관람가,드라마,플로렝 에밀리오 시리,제레미 레니에|브누와 마지멜|모니카 스카티니|사브리나 세이베쿠,
2132,롱 폴링,20129789,프랑스,(주)스크린와이즈,청소년관람불가,드라마,마르탱 프로보스트,욜랭드 모로|피에르 모레,로즈|토마스
2133,이중섭의 아내,20168892,일본,THE 픽쳐스|(주)미로스페이스,전체관람가,다큐멘터리,사카이 아츠코,야마모토 마사코|야마모토 야스나리,
2134,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20129146,한국,골든타이드픽처스(주),전체관람가,공연|다큐멘터리,손석,김성규|장동우|남우현|이호원|이성열|엘|이성종,
2135,리클레임,20168745,중국|말레이시아|미국,(주)케이알씨지,15세이상관람가,액션|어드벤처|범죄,앨런 화이트,존 쿠삭|라이언 필립|레이첼 르페브르,
