,movie_name,director_average
3340, 대니쉬 걸,3359069
3341, 데드풀,0
3342, 동주,3250822
3343, 리얼 막장 간호사,1
3344, 빌리와 용감한 녀석들: 치킨 히어로,0
3345, 유부녀들(무삭제),1191
3346, 일본 여대생 기숙사,2
3347, 젊은 아줌마는 음란하다,7
3348, 좋아해줘,1123294
3349, 주토피아,918299
3350, 개인교수: 심화학습,663
3351, 독도의 영웅들,0
3352, 독재자를 죽여라,0
3353, 신 금병매 2,0
3354, 악녀의 시,0
3355, 원 밀리언 킥,0
3356, 이지머니,215105
3357, 터널: 다크니스 디센딩,0
3358, 개인교수 : 맛있게 섹스하는 방법(무삭제),38
3359, 노조미의 음탕한 섹스(무삭제),32
3360, 낮에는 숙녀 밤에는 요부(무삭제),13
3361, 귀향,33231
3362, 미인자매의 누드모델,1
3363, 벚꽃독신녀의 정사,1
3364, 순정,13124
3365, 스포트라이트,18573
3366, 치욕과 욕정에 빠지다,1
3367, 클라리티,0
3368, 감독 미카엘 하네케,0
3369, 고스트 헌터: 얼음 몬스터의 부활,0
3370, 공즉시색 무삭제,1185
3371, 관음증,591
3372, 그녀의 섹시라이프,0
3373, 남과 여,125464
3374, 닥터X - 유혹의 마작,0
3375, 댐999: 거대한 물폭탄,0
3376, 더 그레이트 서커스,0
3377, 데몬킹스,0
3378, 레터스 투 갓,0
3379, 바다 탐험대 옥토넛 시즌4: 빙하탐험선S,65816
3380, 버크셔 전기톱 살인사건,0
3381, 비트윈 어스,0
3382, 사울의 아들,0
3383, 섹시 방문판매원,1
3384, 소꿉놀이,0
3385, 썰만화,0
3386, 야한밤 심야극장,309
3387, 완전한 노예,33
3388, 제 5침공,0
3389, 좀비 : 새벽의 저주,1
3390, 죽은 자의 제국,2221
3391, 퀸카가 아니어도 좋아,0
3392, 플립,0
3393, 섹스 오브 더 데드,31
3394, 은어 무삭제판,651
3395, 음탕한 아내의 일기,6
3396, 노리개가 된 여대생,6
3397, 엘 꼰도르 빠사,0
3398, 타락한 유부녀,19
3399, 맛있는 만남,198
3400, 호스티스:접대부의 생활,19
3401, 대범한 불륜 정사,1
3402, 사랑과 영혼 2016,0
3403, 속살 비친 유혹교사,1
3404, 순백 도우미 - 손으로,5
3405, 야쿠자의 아내,19
3406, 어밴던드,0
3407, 유부녀 정사 시승식,8
3408, 유부녀의 허벅지 사이,1
3409, 택시: 나이트페어,1
3410, 갓 오브 이집트,744819
3411, 등산의 목적,0
3412, 룸,0
3413, 무수단,813
3414, 방 안의 코끼리,774529
3415, 설행_눈길을 걷다,4159
3416, 섬. 사라진 사람들,14482
3417, 수상한 언니들,493
3418, 스파이: 작전명 태풍,0
3419, 아오하라이드,11090
3420, 청춘학당2 기생난입야사,266
3421, 트윈스터즈,0
3422, 페인킬러 엑스,0
3423, 피스 오브 케이크,0
3424, 핀치 콘티니의 정원,198953
3425, 13시간,3528252
3426, 양귀비 : 왕조의 여인,291692
3427, 오텔로,737
3428, 불륜 동창회: 선생님의 특별수업,5
3429, 미용사의 손놀림 - 그녀,5
3430, 소설가부인의 유혹,1
3431, 아내의 불륜남 - 그놈,5
3432, 여배우 섹스 스캔들,309
3433, 음란 걸작의 탄생 실화,1
3434, 피서지의 가정교사,1
3435, 필사의검 토리사시,0
3436, SP우먼,0
3437," 광해, 왕이 된 남자",1754910
3438, 늑대아이,138793
3439, 더 트리,0
3440, 도주왕,0
3441, 레지던트 이블 5 : 최후의 심판,485401
3442, 사랑을 말하다,247
3443, 사소리외전,15
3444, 손오공: 돌원숭이의 탄생,0
3445, 엘 불리: 요리는 진행 중,0
3446, 고양이 사무라이 2,0
3447, 굿바이 버클리,8400
3448, 나의 빅사이즈 남사친,0
3449, 널 기다리며,0
3450, 디버그: 슈퍼컴퓨터 VS 천재해커,0
3451, 런던 해즈 폴른,980
3452, 리턴 투 센더,0
3453, 리퍼,0
3454, 무림신공 : 황금봉의 전사,0
3455, 버닝데드: 좀비의섬,0
3456, 분신사바 3,469358
3457, 비밀정사:친구의 아빠,13
3458, 산하고인,3400
3459, 소년 파르티잔,0
3460, 소림사: 무림적팔방,91
3461, 여사장의 은밀한 유혹,29
3462, 엽문3: 최후의 대결,58480
3463, 예비 신부의 러브호텔 체험기,0
3464, 조이,99734
3465, 쥬라기공원: 다이노어택,0
3466, 친구 누나,360
3467, 투어드포스 : 기적의 여정,0
3468, 프란치스코,2894
3469, 히야,0
3470, 카발레리아 루스티카나 & 팔리아치,4282
3471, 드론전쟁: 굿킬,182292
3472, 그녀의 가슴냄새,46
3473, 변태여과장의 에로폭발,1
3474, 아내의 능욕-강제정사,1
3475, 아이돌 섹스 스캔들,150
3476, 제아내를 소개합니다,28
3477, 데빌 인사이드 : 악령의 집,0
3478, 라면 먹고 갈래?,127
3479, 마가렛트 여사의 숨길 수 없는 비밀,223
3480, 무스탕: 랄리의 여름,0
3481, 바이러스 격리 구역,1
3482, 부활,163036
3483, 뷰티풀 프래니,0
3484, 스푹스:MI5,21051
3485, 악령의 재림,214
3486, 오 마이 그랜파,6312
3487, 오두막 살인사건,439
3488, 오퍼나지: 비밀의 집,0
3489, 완소녀 쟁취기 2,0
3490, 월터 교수의 마지막 강의,0
3491, 이니시에이션 러브,27793
3492, 일사각오,25649
3493, 플라이트 엑시던트,0
3494, 피라냐콘다,2993
3495, 헝거,258034
3496, 치한전철: 예쁜 여자만 노린다,5
3497, 정사: 친구 딸의 남자친구,13
3498, 거유간호사 폭유간호사,1
3499, 위기의 유부녀: 남편은 출장 중,39
3500, 야근 간호사 유혹하기,1
3501, 최고의 하숙집 - 여주인의 밤,1
3502, 글로리데이,0
3503, 너는 착한 아이,41
3504, 미스터 추: 기발한 미국 유학기,0
3505, 배트맨 대 슈퍼맨: 저스티스의 시작,1080294
3506, 부인친구의 딸,13
3507, 붕붕 달려라 깜이,0
3508, 세일즈 우먼의 불륜정사,1
3509, 신입얼짱 관광가이드,22
3510, 폴링,0
3511, 하이 스피드! ?프리! 스타팅 데이즈-,23970
3512," 헤일, 시저!",54906
3513, 위험한 상상: 치한에게 느낀 욕정,6
3514, 심야 여자의 두 얼굴,0
3515, 친구엄마: 사랑이 필요해,14
3516, 일어서는 인간,0
3517, 블랙스톤,312
3518, 욕망의 젊은 도우미,20
3519, 라 스칼라 라 트라비아타,0
3520, 나의 그리스식 웨딩 2,125120
3521, 대배우,2348834
3522, 레트리뷰션 : 응징의 날,0
3523, 마음이 외치고 싶어해,39349
3524, 미스컨덕트,0
3525, 아노말리사,5001
3526, 음란한 요부와 전남친,1
3527, 커터,31256
3528, 포레스트: 죽음의 숲,0
3529, 하이-라이즈,1
3530, 고백할 수 없는,0
3531, 동거의 목적,0
3532, 마이크롭 앤 가솔린,65263
3533, 뱀파이어 시스터,0
3534, 베이글녀들의 성감클럽,0
3535, 블라인드,0
3536, 소림사 - 죽음의 객잔,92
3537, 수색역,0
3538, 외인부대 : 암살자들,1216
3539, 인턴 간호사의 아주 특별한 경험,23
3540, 잠 못 이루는 섹스,868
3541, 조건만남 : 불륜의 시작,87
3542, 프로젝트-M,0
3543, 내 친구의 아내 (무삭제),277
3544, 밤마다 에로 대운동회,1
3545, 붉은 알몸-격정사,1
3546, 인시디어스,1923738
3547, 투 올드 힙합 키드,0
3548, 퍼펙트 바디라인,52
3549, 한경직,0
3550, 화이팅 패밀리,605433
3551, Mr.스타벅,0
3552, 쾌락지구,1365
3553, 간첩,3395435
3554, 감각의제국 파이널,10
3555, 대재앙,0
3556, 아내의 위험한 부업,0
3557, 야외 거유의 유혹,0
3558, 과장님의 여직원 길들이기,2
3559, 남녀의 속궁합,1
3560, 롯본기 양키전쟁,7
3561, 섹스는 오감만족,16
3562, 은밀한 정사,13
3563, 출근길: 남자들의 애무,2
3564, 덤프걸 유코,10
3565, 뜨거운 정사 - 미나 이야기,0
3566, 미스 히스테리,759248
3567, 입영전야,676
3568, 달콤한 입술 맛보기,28
3569, 동창생과 자는 여자,14
3570, 유부녀의 각성 - 수치심,8
3571, 타락하는 여상사,1
3572, 프레지던트 테러 라이브,427
3573, 난교: 쾌락의 맛,1
3574," 날, 보러와요",264424
3575, 더 걸 이즈 인 트러블,0
3576, 독수리 에디,14140
3577, 라스트 홈,0
3578, 로베르토의 특별한 일주일,0
3579, 만물생장-끝없는 관계,1090
3580, 서머지드,102
3581, 소림사 무림탐정 : 황제의 옥패 ,71
3582, 스타 차일드: 서투른 오디션,1
3583, 스틸 플라워,1646
3584, 신은 죽지 않았다 2,20542
3585, 우주전쟁 : 화성을 지켜라,621
3586, 익스트림 터미네이터 TR,0
3587, 최악의 이웃과 사랑에 빠지는 방법,0
3588, 캘린더걸,0
3589, 퀸 오브 데저트,4337
3590, 클로버필드 10번지,0
3591, 트럼보,120949
3592, 포비아: 악령의 한,0
3593, 피아니스트 세이모어의 뉴욕 소네트,10312
3594, 흉가 : 유령의 집,0
3595,33,0
3596, 더 컬링,0
3597, 중독: 끝없는 성욕,0
3598, 밀애: 아주버님,0
3599, 착한 누나,7
3600, 혼외정사: 외국인의 맛,6
3601, 미망인의 참을 수 없는 욕정,0
3602, 블랙번: 죽음의 숲,5078
3603, 야한 병동 24시,0
3604, 은밀한 영업부: 위험한 스캔들,10
3605, 은밀한 영업부: 유혹의 그림자,10
3606, 극강 수위 - 농후한 몸매,1
3607, 극장판 울트라맨 우주 몬스터 대결전,71726
3608, 극장판 프랭키와 친구들: 생명의 나무,0
3609, 명품 몸매 형수님,1
3610, 불륜정사-뒷조사,34
3611, 블랙옵스 vs 좀비닌자,0
3612, 시간이탈자,625653
3613, 여변호사 - 굴욕법정,8
3614, 유부녀 - 남편 외출중,1
3615, 해어화,298966
3616, 헌츠맨: 윈터스 워,0
3617, 4등,602581
3618, 400번의 구타,14192
3619, 두 개의 연애,4997
3620, 블랙가스펠2: 소울을 찾는 여정가운데 만난 사람들,0
3621, 샤크스톰 2 : 샤크네이도,660
3622, 성룡의 아시수,0
3623, 섹스 프렌드 스와핑 무삭제판,7
3624, 업사이드 다운,0
3625, 절세부인의 사랑,1
3626, 좀비 나이트,74576
3627, 크로닉,2018
3628, 22분: 아덴만 구출작전,0
3629, 유부녀 트럭걸,10
3630, 이케부쿠로 양키전쟁,89
3631, 걸 아바타,0
3632, 아내의 원초적 본능,0
3633, 이지메-여고생의 혼잣말,15
3634, 이케부쿠로 양키전쟁 2 - 사키,7
3635, 착한 여자들: C컵 이상,0
3636, 뭐든지 해드릴게요,2
3637, 유부녀의 사생활,2
3638, 헨젤과 그레텔,1236
3639, 위험한 섹스: 아야노의 불륜,22
3640, 정사 : 결혼 말고 연애,97
3641, 낮부터 정사 - 빨리와,1
3642, 막장 젊은 아줌마,1
3643, 우리 지금 할래,91
3644, 유부녀 여사원 - 성희롱,1
3645, 절대복종-가녀린 몸매,31
3646, 트리플 9,121310
3647, 동거녀의 달콤한 젤리,87
3648, 마녀의 집,1
3649, 바쿠만,954
3650, 브루클린,7255
3651, 신을 믿습니까?,83782
3652, 언유주얼 서스펙트,0
3653, 위대한 소원,0
3654, 위선자들: 감독판,9566
3655, 유리의 꽃과 부수는 세계,0
3656, 라폴로니드 : 관용의집,7975
3657, 런던 블러바드,0
3658, 럼 다이어리,0
3659, 욕정의 맛,1013
3660, 이탈리아 횡단밴드,0
3661, 차가운 열대어,1013
3662, 테드: 황금도시 파이티티를 찾아서,44572
3663, 화벽,60840
3664, 블라인드맨,80342
3665, 조루란 시시하다,0
3666, 일만명의 성자들,477513
3667, 전철: 그녀들의 절정,13
3668, 젊은 자매와의 맛있는 섹스,15
3669, 철원기행,0
3670, 클린턴로드 : 죽음의 호수,0
3671, 트레이닝 데이: 비열한 거리,0
3672, 파라노말 액티비티: 더 고스트 디멘션,0
3673, 심야병동: 맛있는 간호사들,6
3674, 더 메리: 잃어버린 영혼,0
3675, 맞바람 부부의 고백,26
3676, 모던 발레 스페셜,0
3677, 맛있는 떡,0
3678, 사랑과 음악사이,0
3679, 스페셜 포스 vs 분노의 좀비,0
3680, 시크릿 인 데어 아이즈,11811
3681, 유부녀 만남 사이트,0
3682, 캡틴 아메리카: 시빌 워,2074272
3683, 탐욕의 별,987
3684, 태양 아래,6989
3685, 하나와 미소시루,0
3686, 흔들리며 젖는 열차,1
3687, 고스트 오브 컨저링,0
3688, 노스맨: 바이킹과 늑대군단,30970
3689, 더 샌드,0
3690, 바이 더 씨,256801
3691," 불의 날, 생명을 말하다",276
3692, 세이빙 미스터 우,76990
3693, 알바생들,1733
3694, 엔조이닷컴,1733
3695, 월드워2: 나치의 침공,427
3696, 젊은 엄마 4,561
3697, 치한낭만2 무삭제판,1
3698, 프랑켄슈타인 VS 미라,0
3699, 5월 1일,0
3700, 음란한 AV아이돌,0
3701, 감당이 안되는 욕정녀,13
3702, 동정바친 가정교사,0
3703, 유부녀 매춘 실제상황,1
3704, 쾌감 에로수행,1
3705, 러브 아일랜드,3238
3706, 상사의 부인,0
3707, 진격의 거인 파트1,316698
3708, 형님 아내,174
3709, 극장판 안녕 자두야,0
3710, 다이노X 탐험대,0
3711, 다이노소어 어드벤처 : 백악기 공룡대백과,664481
3712, 두꺼운 정력가와 유부녀,1
3713, 맛있는 성노예,0
3714, 매직브러시,0
3715, 맨 앤 치킨,0
3716, 미망인 하숙집의 환락,0
3717, 바르샤 드림스,46025
3718, 섹스의존증의 여자,0
3719, 애정 남녀,0
3720, 타락한 부인 - 흥분만점,1
3721, 탐정 홍길동: 사라진 마을,1767777
3722, 현역 여대생의 실화,38
3723, 럭키 루크: 전설의 무법자,22295
3724, 비틀즈: 하드 데이즈 나이트,141427
3725, 서울야행,136
3726, 초인,0
3727, 45년 후,0
3728, 익스트림 타겟,0
3729, 젊은 엄마들: 여자가 되는 날,38
3730, 가슴으로 죽이는 여자,1
3731, 관능 여의사의 치욕,1
3732, 꽃꽃이 부인의 가슴향기,1
3733, 남편을 위한 정사,1
3734, 런 라이크 헬,0
3735, 제자의 육체 노출,1
3736, 곡성,3619522
3737, 꺼져버려 종양군 ,0
3738, 나는 쓰레기다,623
3739, 나의 소녀시대,0
3740, 눈이라도 내렸으면,2186
3741, 다이버전트 시리즈: 얼리전트,399067
3742, 란제리 사나이,2
3743, 몸 로비,13
3744, 밀그램 프로젝트,1297
3745, 배짱이들,0
3746, 부모님과 이혼하는 방법,0
3747, 사돈의 팔촌,1571
3748, 애비,76590
3749, 엽기적인 그녀 2,1015351
3750, 옆집 누나,321
3751, 인사이드 링: 항공기를 훔쳐라,191
3752, 캄포스,0
3753, 클랜,0
3754, 탐욕,0
3755, 펑정지에는 펑정지에다,8896
3756, 헌팅 인 살렘: 악령의 마을,75
3757, 히어 애프터,0
3758, 애프터 에덴: 이브의 고백,0
3759, 탐정사무소 - 사랑과 전쟁,106
3760, 여성배우들,169
3761, 이웃동서,740
3762, 천국의 정사,0
3763, 누나 친구 무삭제판,273
3764, 젊은 새엄마,36
3765, 그녀에 대해 알고있는 모든것,54
3766, 깔깔깔 희망버스,21435
3767, 나이트폴,5228
3768, 마흔네살의 숫총각,25
3769, 메리다와 마법의 숲,613973
3770, 바이럴 팩터,10457
3771, 섹스 주식회사,0
3772, 스시 장인: 지로의 꿈,27445
3773, 우디 앨런 : 우리가 몰랐던 이야기 ,102722
3774, 우리도 사랑일까,9594
3775, 거유 형수님과 불륜,0
3776, 남편 사진 앞에서 불륜,1
3777, 복숭아골 유부녀,1
3778, 음란 사육일기,1
3779, 잠 못 이루는 섹스 2,321
3780, 계춘할망,2237919
3781, 남녀의 궁합,370
3782, 동급생,0
3783, 드라큘라 레전드,0
3784, 드롭박스,0
3785, 맛있는 간호사의 불륜,9
3786, 몽키킹2: 서유기 여정의 시작,1167
3787, 미나미 양장점의 비밀,7717
3788, 바이 더 건,0
3789, 사부: 영춘권 마스터,1560
3790, 싱 스트리트,1830384
3791, 아빠가 돌아왔다,427
3792, 앵그리버드 더 무비,0
3793, 얼굴도둑,0
3794, 에이리언: 버뮤다 삼각지대,169
3795, 욕망의 하숙집,4
3796, 이지머니 2,731551
3797, 자매: 욕망에 눈뜨다,13
3798, 제3의 사랑,2176155
3799, 짐작보다 따뜻하게,0
3800, 트럭걸 나미,89
3801, 피어 오브 다크니스,0
3802, 하드코어 헨리,0
3803, 착한 여비서의 목적,556
3804, 피가로의 결혼,0
3805, 에투알 갈라쇼,0
3806, 느끼는 유부녀의 꿀단지,1
3807, 레이스,172378
3808, 맛있는 영화,95
3809, 미라클 프롬 헤븐,50114
3810, 미망인 절정분수,1
3811, 산이 울다,0
3812, 썸니아,305682
3813, 엑스맨: 아포칼립스,1569964
3814, 오만과 편견 그리고 좀비,40766
3815, 오베라는 남자,0
3816, 굿나잇 레인의 악령,0
3817, 달에 부는 바람,19365
3818, 레나,0
3819, 몽 루아,0
3820, 묻지마 사랑,0
3821, 미스터 홈즈,1435746
3822, 엄딸,127
3823, 오픈 그레이브,282
3824, 유아 어글리 투,0
3825, 인시던트,0
3826, 위기의 유부녀: 남편과는 다른 맛,19
3827, 감금일지-메이드,0
3828, 갑질섹스-색기,28
3829, 더 보이,54
3830, 무서운 이야기 3 : 화성에서 온 소녀,1194030
3831, 물의 목소리를 듣다,0
3832, 미 비포 유,0
3833, 아가씨,1329984
3834, 아메리칸 섹스 파이,0
3835, 엄마 친구: 사랑하고 싶은 여자,4
3836, 엄마 친구: 여자로 보일때,13
3837, 에코 이펙트,80
3838, 완전한 사육 : 소원을 말해봐,88
3839, 음탕한 아내와 사랑할때,10
3840, 착한 누나: 무삭제판,6
3841, 참을 수 없는 엉덩이,1
3842, 카마수트라: 뱀의 여인,2024
3843, 레드: 위험한 유혹,97
3844, 리틀 데스,0
3845, 바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,66405
3846, 발광하는 불륜남,1
3847, 복종의 메이드 - 무한 쾌락,13
3848, 애욕 인질이 된 유부녀,1
3849, 양치기들,0
3850," 연애의 발동 : 상해 여자, 부산 남자",627103
3851, 예루살렘Z: 좀비와의 전쟁,0
3852, 옹박 4: 리얼 액션 마스터,0
3853, 육체의 질주 - 단지처,8
3854, 플래그 더 문,206320
3855, 한잔 술과 전라 정사,1
3856, 헌팅 더 레전드,0
3857, 그빨로,0
3858, 변태커플 스와핑,1
3859, 자세가 좋은 형수님,1
3860, 젊은 새댁 다른남자와,1
3861, 친구엄마: 사랑이 필요해 무삭제판,13
3862, 리나의 좋은 가슴,20
3863, 내 여자친구의 엄마,36
3864, 달콤한 사무실 육정,5523
3865, 동경밀회-불륜의 정사,0
3866, 심야의 야한근무,14654
3867, 첫 경험: 느끼고싶어요,6
3868, 테니스 부인과 카메라맨,1
3869, 폭유녀의 가면정사,1
3870, 피서지의 미인 유부녀,1
3871, 감출 수 없는 본능-몰카,0
3872, 고양이는 불러도 오지 않는다,0
3873, 극장판 유희왕 더 다크 사이드 오브 디멘션즈,0
3874, 테이큰 2,889204
3875, 플래쉬운즈,3
3876, 19곰 테드,17546
3877, 익스트림 No.13,821
3878, 점쟁이들,1893368
3879, 천재 사기꾼 돈: 세상을 속여라,0
3880, 끌로끌로,151146
3881, 마농,0
3882, 체인징사이드: 부부탐구생활,0
3883, 보디가드,0
3884, 본 투 비 블루,0
3885, 소년 이야기,0
3886, 시선 사이,189890
3887, 여배우의 이중생활,3
3888, 워크래프트: 전쟁의 서막,646010
3889, 인공지능 남자친구,72
3890, 인터스텔라: 우주 전쟁,0
3891, 정글북,1560891
3892, 컨저링 2,1279181
3893, 행복까지 30일,0
3894, 남편 아들의 끝없는 욕망,13
3895, 리틀 비트 좀비,0
3896, 나도 때론 포르노그라피의 주인공이고 싶다 : 감독판,961
3897, 젊은 여형사의 섹스수사,32
3898, 애마부인 2016,532
3899, 인썸니악: 사라진기억,0
3900, 뒷태가 이쁜 미망인,1
3901, 미스택시드라이버,56
3902, 방탕한금수저부인,1
3903, 치한전철-손가락의 온도,5
3904, 탐정사무소-평강공주와 바보온달 무삭제판,273
3905, 꼬마기사 트랭크,0
3906, 누나 친구: 화려한 외출,4
3907, 닌자터틀 : 어둠의 히어로,19356
3908, 동호회의 목적,131
3909, 미스터 라잇,3375
3910, 백엔의 사랑,359
3911, 소녀와 여자,0
3912, 여자전쟁: 비열한 거래,523
3913, 외출: 외로운 여자들,2
3914, 우리들,0
3915, 저스트 짐,0
3916, 정사: 착한 엄마와 딸,4
3917, 친구엄마: 은밀한 유혹,3
3918, 타부-새누나,102
3919, 특별수사: 사형수의 편지,1299302
3920, 프랑코포니아,5706
3921, 하숙집 2 (무삭제),632
3922, 아즈마 린의 전기고문실,26
3923, 악령의 집,0
3924, 노리코의 은밀한 사생활,0
3925, 내 아내의 엄마: 사위와 사랑에 빠지다,36
3926, 친구 누나 무삭제,341
3927, 남자회원들을 위한 서비스,1
3928, 변태상담치료,1
3929, 여사진작가와 남자모델,1
3930, 인디펜던스 데이 : 리써전스,1250301
3931, 카미노,10
3932, 크리미널,5492
3933, 나이트라이트,0
3934, 리틀 폭스,0
3935, 보고싶다,9155
3936, 비밀은 없다,532324
3937, 삼례,0
3938, 서프러제트,0
3939, 스포찬 배틀 요괴 대결전,0
3940, 썸머타임: 아름다운 계절,860
3941, 젊은엄마 : 디 오리지널,0
3942, 하우스바운드,0
3943, 친구 아내: 절친 부부의 초대장,11
3944, 하고 싶은 날,1
3945, 굿바이 싱글,1350
3946, 레전드 오브 타잔,3670802
3947, 사냥,382881
3948, 셀,0
3949, 우리 연애의 이력,0
3950, 히 네버 다이: 뱀파이어의 전설,0
3951, 경계,0
3952, 교환:남자친구,13
3953, 내 남자친구의 여자,13
3954, 마일드 앤 러블리,0
3955, 맛있는 간호사의 정사,0
3956, 미저리 고스트,0
3957, 빅뱅 메이드,0
3958, 친구의 애인,13
3959, 키즈모노가타리 I : 철혈편,9644
3960, 헝그리 하트,0
3961, 홀리워킹데이,0
3962, 가라데 파이터,0
3963, 거유이발소-어서오세요,1
3964, 모텔아가씨-녹는 육체,3
3965, 이쁜 아내를 빌려드려요,1
3966, 젖은 스커트의 부인,1
3967, 제독 : 미힐 드 로이테르,593
3968, 형수의 젖은 오후,28
3969, 마탄의 사수,499
3970, 아내의 엄마: 데릴 사위,36
3971, 파우스트의 겁벌,0
3972, 플라잉 홈,855
3973, 나이스 가이즈,9001309
3974, 남편은 바빠서 불륜에 취한 육체,1
3975, 도리를 찾아서,1148456
3976, 라이엇,122
3977, 봉이 김선달,1914779
3978, 서른살의 욕정-처음 아니야,1
3979, 신입 게이샤는 유부녀,1
3980, 아찔한 욕정녀들,1
3981, 웨포나이즈드,0
3982, 쾌락열차-현란한 손가락,5
3983, 스티브잡스:미래를 읽는 천재,291
3984, 가출소녀와 스토커,276
3985, 닌자보이 란타로 : 삼총사의 대모험 ,52816
3986, 루퍼,39777
3987, 사랑의 침묵 ,0
3988, 서칭 포 슈가맨,0
3989, 세컨드라도 좋아,0
3990, 스타: 빛나는 사랑,7968
3991, 에스엠타운 라이브인도쿄스페셜에디션3D,2801
3992, 엘르,0
3993, 크로씽 포인트,0
3994, 터미너스: 인류 멸망의 시작,0
3995, 극장판 프리즘스톤 올스타 셀렉션,0
3996, 나만의 승진 테크닉,57
3997, 로렐,0
3998, 미친개들,0
3999, 어비스: 메가샤크,1
4000, 잔예 - 살아서는 안되는 방,16643
4001, 컨파인스,0
4002, 특수부대 사이보그 솔저,160
4003, 환상의 빛,50077
4004, 어린여자 : 맛있는 관음,327
4005, 워하우스: 죽음의 표식,0
4006, 주말부부,736
4007, 섹시 레이디: 나랑 한판 할래?,0
4008, 유리코의 아로마,0
4009, 동거의 목적(무삭제판),566
4010, 그녀는 포위됐다 - 지하철,28
4011, 나우 유 씨 미 2,1197002
4012, 더 웨이브,0
4013, 데몰리션,40001
4014, 속옷 개방 대방출,1
4015, 언더 워터,1186995
4016, 요즘 신혼녀의 유행은,10
4017, 젊은 남편보다 잘하는 남자,1
4018, 초대박 거유여상사,1
4019, 트릭,0
4020, 관광버스 속 정사,0
4021, 나의 산티아고,0
4022, 말로니의 두 번째 이야기,10
4023, 바그다드 카페 : 디렉터스컷,2440
4024, 불륜관계,0
4025, 셜록: 죽음의 덫 ,0
4026, 아이 인 더 스카이,978832
4027, 에브리바디 원츠 썸!!,116002
4028, 여자전쟁: 봉천동 혈투,381019
4029, 외도,141
4030, 쿨하니까 괜찮아,0
4031, 태양 아래(해설판),19998
4032, 패신저스,6351
4033, 플레이스 인 헬,0
4034, 피해자,0
4035, 게스트 하우스 여주인의 비밀연애,0
4036, 수줍은 내 약혼녀,0
4037, 스무살 내 친구 - 미친 향기,0
4038, 에이컵 친구 아내 - 남편 오기 전에,1
4039, 트럭걸의 사랑이야기,1
4040, 엑소시즘: 로스트테이프,0
4041, 결혼 4년차의 불륜-남편후배와,0
4042, 굵은 애인과 불륜사이,1
4043, 그녀의 섹스 테크닉,163
4044, 극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,550728
4045, 먼저 자버린 남편과 불타는 육체,0
4046, 부산행,62813
4047, 아이스 에이지: 지구 대충돌,1262734
4048, 엄마 친구: 여자로 보일때 무삭제판,13
4049, 피곤한 남편 대신 출장서비스,1
4050, 개인교수: 심화학습 (무삭제),632
4051, 나쁜놈은 죽는다 무삭제 특별판,14942
4052, 뜨거운 이웃 무삭제 감독판,237
4053, 마신자 - 빨간 옷 소녀의 저주,0
4054, 마음,0
4055, 무국적소녀,9115
4056, 미스터 토렌테 <카지노를 털어라!!!>,507
4057, 바람난 여자들,829
4058, 베어풋,34649
4059, 이레셔널 맨,89161
4060, 이지머니 3,0
4061, 타투이스트,0
4062, 핫섹토크 무삭제 감독판,237
4063, 2차 세계대전 타임트랙,1
4064, 71 : 벨파스트의 눈물,0
4065, 라스트 걸 스탠딩,0
4066, 마스터: 뒤틀린 사랑,1018
4067, 언니들의 속사정: 탐욕의 길,32
4068, 어린 엄마: 딸과 함께,1
4069, 캘린더걸-무삭제,295
4070, 극장 치한,1
4071, 기모노를 입은 아가씨,1
4072, 동생애인과의 정사,31
4073, 빅,0
4074," 사랑해, 매기",0
4075, 신랑은 몰라요-바람,0
4076, 인천상륙작전,1197665
4077, 절대거유의 노출증,1
4078, 제이슨 본,601228
4079, 클럽 라이프,0
4080, 태풍이 지나가고,41803
4081, 내 이웃의 아내,127
4082, 노마: 뉴 노르딕 퀴진의 비밀,0
4083, 대도무문,60
4084, 러시아 엄마,0
4085, 레이지 헤이지 크레이지,0
4086, 로라의 섹스 파트너,88
4087, 베티블루 37.2 디오리지널,37776
4088, 보전자전,2
4089, 사냥: 헌터스 킬러,0
4090, 새색시의 비밀극장,36
4091, 언케이지드,0
4092, 요노스케 이야기,2616
4093, 위험한 관계,1311769
4094, 프랑켄위니,713490
4095, 하나안,0
4096, 회사원,296532
4097, 로우리스: 나쁜 영웅들,111674
4098, 맥코리아,0
4099, 미쓰 마마,2588
4100, 아기 거북 토토의 바다 대모험,0
4101, 용의자X,935234
4102, 우주전쟁2:넥스트웨이브  ,0
4103, 욕구불만 아내의 밀회,36
4104, 자유연애시대 무삭제 특별판,237
4105, 터널 오브 에어리언,0
4106, 펠로니,0
4107, 명품 주부의 유혹,1
4108, 미인 며느리의 뒤태,1
4109, 터져버린 마사지 부인,1
4110, 하얼빈대전투: 일본군최후의날,0
4111, 혼전 여직원의 연예,3
4112, 간통: 사장님의 아내,4
4113, 남편 후배의 야한 속삭임,1
4114, 노예의 성욕-불기둥,8
4115, 다 해주는 여자,2
4116, 덕혜옹주,554463
4117, 마이펫의 이중생활,768378
4118, 매춘: 내 아내와 딸,4
4119, 명탐정 코난: 순흑의 악몽,497776
4120, 밀애 : 내 이웃의 유부녀들,4
4121, 비거 스플래쉬,34269
4122, 수어사이드 스쿼드,331070
4123, 아내의 젖은 블라우스,1
4124, 유부녀의 하얀 속살,5
