,actor_name,filmo,code,average_audience
1,미카엘 니크비스트,밀레니엄 제 1부 : 여자를 증오한 남자들,10022862,1162
2,누미 라파스,밀레니엄 제 1부 : 여자를 증오한 남자들,20125860,332865
3,크리스토스 스테르기오글루,송곳니,20125861,0
4,미셸 발리,송곳니,20125851,0
5,이민정,원더풀 라디오,20111405,959910
6,이정진,원더풀 라디오,10057320,931455
7,이광수,원더풀 라디오,20111692,581240
8,서영,원더풀 라디오,10035474,3137
9,황보현,원더풀 라디오,20180937,0
10,이범규,원더풀 라디오,20181027,0
11,박지연,원더풀 라디오,20137045,0
12,서미래,원더풀 라디오,20183932,0
13,김병옥,원더풀 라디오,20143806,364840
14,조우진,원더풀 라디오,20134255,0
15,김해숙,원더풀 라디오,10006221,1108295
16,김창완,원더풀 라디오,10005995,129781
17,지대한,원더풀 라디오,10069842,185978
18,에만 소르 오냐,치코와 리타,20125850,0
19,리마라 메니시스,치코와 리타,20125858,0
20,다니엘 크레이그,밀레니엄 : 여자를 증오한 남자들,10009451,938628
21,루니 마라,밀레니엄 : 여자를 증오한 남자들,20115379,123042
22,여명,초한지 - 천하대전,10049730,46648
23,유역비,초한지 - 천하대전,10053827,137804
24,풍소봉,초한지 - 천하대전,20125868,17900
25,장한위,초한지 - 천하대전,10060601,28137
26,황추생,초한지 - 천하대전,10090362,13142
27,안지걸,초한지 - 천하대전,10043759,532
28,진소춘,초한지 - 천하대전,10070535,4792
29,황정민,밍크코트,20111869,0
30,김미향,밍크코트,10004158,330
31,정희성,밍크코트,20179874,0
32,이상철,밍크코트,10055906,0
33,이재희,밍크코트,20181624,0
34,노형석,밍크코트,20182249,0
35,노형석,밍크코트,20182249,0
36,박상욱,밍크코트,20030332,0
37,박지만,밍크코트,20183231,0
38,신아가,밍크코트,10040487,0
39,신준호,밍크코트,20111222,500
40,폴 지아마티,세 번째 사랑,10083789,188298
41,로자먼드 파이크,세 번째 사랑,10017663,512752
42,더스틴 호프만,세 번째 사랑,10010611,633826
43,파토르 A. 굽트,스탠리의 도시락,20127326,0
44,테일러 키취,존 카터: 바숨 전쟁의 서막,10079954,491051
45,린 콜린스,존 카터: 바숨 전쟁의 서막,10020846,543954
46,윌렘 데포,존 카터: 바숨 전쟁의 서막,10053013,229617
47,사만다 모튼,존 카터: 바숨 전쟁의 서막,10034033,1170530
48,이선균,화차,10055970,804810
49,김민희,화차,10004236,778534
50,조성하,화차,10065946,717244
51,송하윤,화차,10004264,170722
52,차수연,화차,10071134,120949
53,임남숙,화차,20179232,0
54,임순옥,화차,20179265,0
55,장대윤,화차,20179419,0
56,황남희,화차,20180929,0
57,박지은,화차,20183243,0
58,박지혜,화차,20183250,1088
59,송성원,화차,20124954,0
60,오기민,화차,10050080,0
61,최덕문,화차,10072168,5096
62,이희준,화차,10058320,707493
63,진선규,화차,20137049,23390
64,최일화,화차,10072645,124894
65,레이첼 맥아담스,서약,10015500,745501
66,채닝 테이텀,서약,10071622,463547
67,주진모,가비,10069182,1606359
68,김소연,가비,10004703,167235
69,박희순,가비,10029595,868443
70,유선,가비,10053708,1168490
71,손호승,가비,20129950,502
72,채현우,가비,10071754,0
73,홍준표,가비,20180914,0
74,오동현,가비,20184547,0
75,조승연,가비,20132305,0
76,조덕현,가비,10065617,1534407
77,조덕제,가비,20111862,0
78,엄효섭,가비,10047374,0
79,츠마부키 사토시,마이 백 페이지,10073039,19151
80,마츠야마 켄이치,마이 백 페이지,10023919,138987
81,이시바시 안나,마이 백 페이지,10056350,793
82,잭 블랙,버니,10060900,1602592
83,매튜 매커너히,버니,20113063,658865
84,셜리 맥클레인,버니,10036407,63128
85,에모토 아키라,세상은 가끔 아름답다,10055375,8809
86,마츠다 류헤이,세상은 가끔 아름답다,10023869,8221
87,마츠다 미유키,세상은 가끔 아름답다,10023870,0
88,토야마 쿄코,세상은 가끔 아름답다,10080754,0
89,이치카와 미카코,세상은 가끔 아름답다,10057797,6394
90,마티유 아말릭,어느 예술가의 마지막 일주일,10024645,5001
91,마리아 드 메데이로스,어느 예술가의 마지막 일주일,10021861,7080
92,이사벨라 로셀리니,어느 예술가의 마지막 일주일,10055807,88638
93,브래드 피트,월드 워 Z,10032084,552311
94,미레유 에노스,월드 워 Z,20147611,6591
95,매튜 폭스,월드 워 Z,10025241,461109
96,펑위옌,이별계약,10082856,60581
97,백백하,이별계약,20171661,14914
98,장경부,이별계약,20171662,0
99,오패자,이별계약,10050964,0
100,최한기,이별계약,20135890,0
101,마르쿠스 리가드,토토의 움직이는 숲,20174582,0
102,알리시아 비칸데르,퓨어,20166160,338972
103,사무엘 플로러,퓨어,10034086,0
104,신이,홀리,10040551,872150
105,민아,홀리,20222287,0
106,정애연,홀리,10061947,17158
107,경수진,홀리,20165700,97804
108,이창대,홀리,20182011,0
109,박준서,홀리,20135393,0
110,이시영,더 웹툰: 예고살인,10056359,1178594
111,엄기준,더 웹툰: 예고살인,10047315,1030285
112,정현태,더 웹툰: 예고살인,20182785,0
113,문가영,더 웹툰: 예고살인,20198586,10176
114,권해효,더 웹툰: 예고살인,10002548,63221
115,아만다 사이프리드,빅 웨딩,10041879,869051
116,벤 반스,빅 웨딩,10031127,213351
117,로버트 드니로,빅 웨딩,10016564,202743
118,캐서린 헤이글,빅 웨딩,10074936,163637
119,다이안 키튼,빅 웨딩,10009818,342607
120,수잔 서랜든,빅 웨딩,10037628,107058
121,로빈 윌리엄스,빅 웨딩,10017413,401100
122,토퍼 그레이스,빅 웨딩,10080785,103793
123,플로리안 데이비드 핏츠,빈센트,10085246,31
124,카롤리네 헤어퍼스,빈센트,10073428,1427
125,잭 컬리슨,셀러브리티 섹스테이프,20175382,204
126,조나단 브렛,셀러브리티 섹스테이프,10065361,0
127,콜버트 알렘버트,셀러브리티 섹스테이프,20175450,0
128,하워드 카이,셀러브리티 섹스테이프,20175452,0
129,로버트 패틴슨,코스모폴리스,20111975,745081
130,줄리엣 비노쉬,코스모폴리스,10069604,66116
131,폴 지아마티,코스모폴리스,10083789,188168
132,제이 바루첼,코스모폴리스,10063418,2801956
133,케빈 두런드,코스모폴리스,10075422,17302
134,사만다 모튼,코스모폴리스,10034033,1376926
135,채닝 테이텀,화이트 하우스 다운,10071622,439974
136,제이미 폭스,화이트 하우스 다운,10063588,567673
137,매기 질렌할,화이트 하우스 다운,10025026,38505
138,홍완표,"힘내세요, 병헌씨",20163403,0
139,양현민,"힘내세요, 병헌씨",20174970,0
140,김영현,"힘내세요, 병헌씨",20174971,0
141,허준석,"힘내세요, 병헌씨",10088450,0
142,이재광,"힘내세요, 병헌씨",20181888,0
143,이창한,"힘내세요, 병헌씨",20182021,0
144,정현정,"힘내세요, 병헌씨",20182782,0
145,조휘상,"힘내세요, 병헌씨",20182894,0
146,강호규,"힘내세요, 병헌씨",20139384,0
147,강호규,"힘내세요, 병헌씨",20139384,0
148,김경진,"힘내세요, 병헌씨",10003572,0
149,김수완,"힘내세요, 병헌씨",20159498,0
150,황인국,"힘내세요, 병헌씨",20183866,0
151,김영천,"힘내세요, 병헌씨",20164065,0
152,노승보,"힘내세요, 병헌씨",20140705,0
153,박성민,"힘내세요, 병헌씨",20185220,0
154,박영석,"힘내세요, 병헌씨",20185271,0
155,심상혁,"힘내세요, 병헌씨",20136443,0
156,양동엽,"힘내세요, 병헌씨",20152492,0
157,이병헌,"힘내세요, 병헌씨",20125862,0
158,설경구,감시자들,10035772,2040406
159,정우성,감시자들,10062025,1348085
160,한효주,감시자들,10087820,2018064
161,진경,감시자들,10070393,4529065
162,이준호,감시자들,20067653,3044134
163,임달화,감시자들,10058502,318857
164,손민석,감시자들,10036818,0
165,김대진,감시자들,20146968,0
166,이태형,감시자들,20179073,0
167,강신하,감시자들,20186162,0
168,이동휘,감시자들,20186095,3557749
169,이화정,감시자들,20111743,0
170,김진곤,감시자들,20186163,0
171,박지훈,감시자들,20186167,0
172,김지훈,감시자들,20186168,0
173,신성일,감시자들,20066187,9622
174,변요한,감시자들,20147110,513491
175,정우근,감시자들,20186170,0
176,장원형,감시자들,20186171,0
177,장유리,감시자들,20182417,0
178,조도연,감시자들,20182813,0
179,지영준,감시자들,20182911,0
180,한영주,감시자들,20183648,0
181,문성렬,감시자들,20145954,0
182,박영진,감시자들,20185275,0
183,박지연,감시자들,20137023,0
184,백동현,감시자들,20142388,0
185,신경철,감시자들,20130284,0
186,이가람,감시자들,20186540,0
187,이상민,감시자들,20181069,0
188,김병옥,감시자들,20143806,364840
189,조니 뎁,론 레인저,10065531,843996
190,아미 해머,론 레인저,10047229,424803
191,헬레나 본햄 카터,론 레인저,10088863,761823
192,로맹 뒤리스,빅 픽처,10016462,13881
193,마리나 포이스,빅 픽처,10021807,156
194,까뜨린느 드뇌브,빅 픽처,10006581,66359
195,닐스 아르스트럽,빅 픽처,10009099,14791
196,브랑카 카틱,빅 픽처,10032785,0
197,파브리스 루치니,인 더 하우스,10082033,4934
198,크리스틴 스콧 토마스,인 더 하우스,10077996,19585
199,에른스트 움하우어,인 더 하우스,20175060,0
200,엠마누엘 자이그너,인 더 하우스,10049673,20921
201,성룡,쿵후팬더: 영웅의 탄생,10035836,427593
202,임자총,쿵후팬더: 영웅의 탄생,10058744,0
203,엄상현,쿵후팬더: 영웅의 탄생,10047326,102716
204,양유진,쿵후팬더: 영웅의 탄생,20174742,0
205,홍진욱,쿵후팬더: 영웅의 탄생,10089884,52498
206,임채헌,쿵후팬더: 영웅의 탄생,20174743,85164
207,이재인,쿵후팬더: 영웅의 탄생,20174744,0
208,박상훈,쿵후팬더: 영웅의 탄생,20174745,83376
209,이재범,쿵후팬더: 영웅의 탄생,20174746,142580
210,김경희,쿵후팬더: 영웅의 탄생,20174747,52807
211,임경명,쿵후팬더: 영웅의 탄생,20167320,10
212,박효주,48미터,10029573,270496
213,이진희,48미터,20188535,0
214,하석,48미터,20175560,0
215,조한철,48미터,10067417,67127
216,김광현,48미터,20131591,0
217,김용진,48미터,20188461,0
218,최시형,경복,10054143,1862
219,이정아,경복,20181921,0
220,이종필,경복,10057407,291698
221,신이수,경복,20185909,0
222,호아킨 피닉스,마스터,10051376,172047
223,필립 세이모어 호프만,마스터,10086510,150098
224,에이미 아담스,마스터,10048829,465573
225,이다윗,명왕성,10055073,1589354
226,성준,명왕성,10029949,640425
227,김꽃비,명왕성,10003756,32120
228,김권,명왕성,20133477,0
229,류경수,명왕성,20237726,0
230,선주아,명왕성,20237727,0
231,남태부,명왕성,20189237,0
232,길해연,명왕성,20113258,319685
233,황정민,명왕성,20111869,2942
234,박현영,명왕성,20100597,145912
235,한솔,명왕성,10087540,0
236,한창훈,명왕성,20183676,0
237,황성규,명왕성,20183843,0
238,조성하,명왕성,10065946,889159
239,주드 로,사이드 이펙트,10068896,538100
240,루니 마라,사이드 이펙트,20115379,163717
241,채닝 테이텀,사이드 이펙트,10071622,478000
242,캐서린 제타-존스,사이드 이펙트,10074903,533438
243,앤 도드,사이드 이펙트,10045648,1045
244,유동근,슈퍼피쉬 - 끝없는 여정,10053579,356726
245,제라드 버틀러,코리올라누스: 세기의 라이벌,10062791,860802
246,랄프 파인즈,코리올라누스: 세기의 라이벌,10014377,445441
247,바네사 레드그레이브,코리올라누스: 세기의 라이벌,10027983,167593
248,김병옥,콩가네,20143806,455861
249,윤다경,콩가네,10054226,4709
250,심은진,콩가네,10040877,26592
251,서효명,콩가네,20125792,677
252,김동범,콩가네,20138662,0
253,정완희,콩가네,20182713,0
254,정재필,콩가네,20182738,0
255,정희원,콩가네,20182796,0
256,김동민,콩가네,20183306,0
257,최종렬,콩가네,20183503,0
258,김준영,콩가네,20184211,0
259,박정혁,콩가네,20183196,0
260,박형진,콩가네,20185434,0
261,송동규,콩가네,20185788,0
262,김병옥,콩가네,20143806,455861
263,기주봉,콩가네,10003307,349172
264,찰리 허냄,퍼시픽 림,10071315,119828
265,론 펄먼,퍼시픽 림,10018055,100157
266,이드리스 엘바,퍼시픽 림,10055199,902493
267,찰리 데이,퍼시픽 림,20114851,51646
268,서교,미스터 고,10035342,105557
269,성동일,미스터 고,10035832,2075965
270,이훈민,미스터 고,20182144,0
271,임동욱,미스터 고,20182168,0
272,임승묵,미스터 고,20156865,0
273,임왕섭,미스터 고,20157017,0
274,천재성,미스터 고,20182975,0
275,최인호,미스터 고,20183415,0
276,박정훈,미스터 고,20185326,0
277,배지현,미스터 고,20185544,0
278,조재윤,미스터 고,10066926,1477625
279,변희봉,미스터 고,10031400,2429330
280,김성주,미스터 고,10004624,20478
281,김인우,미스터 고,20207886,2359128
282,김희원,미스터 고,10006545,1268278
283,노에미 르보브스키,까밀 리와인드,10008136,0
284,사미르 구에스미,까밀 리와인드,10034114,5245
285,욜랭드 모로,까밀 리와인드,10051933,21172
286,미셸 빌레모,까밀 리와인드,10027205,0
287,브루스 윌리스,레드: 더 레전드,10032511,426574
288,존 말코비치,레드: 더 레전드,10067815,757753
289,메리-루이스 파커,레드: 더 레전드,10025686,189481
290,이병헌,레드: 더 레전드,10055626,1860051
291,캐서린 제타-존스,레드: 더 레전드,10074903,358878
292,안소니 홉킨스,레드: 더 레전드,10043531,390385
293,헬렌 미렌,레드: 더 레전드,10088888,90207
294,킬리언 머피,브로큰,10078804,549859
295,팀 로스,브로큰,10081752,69047
296,엘로이스 로렌스,브로큰,20175081,0
297,유학재,우리는 그곳에 있었다,20171021,0
298,정재학,우리는 그곳에 있었다,20186790,0
299,박준기,우리는 그곳에 있었다,20128869,0
300,황영순,우리는 그곳에 있었다,20187308,0
301,아베 히로시,테르마이 로마이,10042049,23656
302,우에토 아야,테르마이 로마이,10052196,36028
303,장 르노,그랑블루 리마스터링 감독판,10059709,100321
304,장 마크 바,그랑블루 리마스터링 감독판,10059741,4777
305,로잔나 아퀘트,그랑블루 리마스터링 감독판,10017670,32844
306,미즈타 와사비,극장판 도라에몽: 진구의 비밀도구 박물관,10027457,229350
307,오오하라 메구미,극장판 도라에몽: 진구의 비밀도구 박물관,10050974,223401
308,휴 잭맨,더 울버린,10090817,1288385
309,사나다 히로유키,더 울버린,10033789,264444
310,윌 윤 리,더 울버린,10052978,4686
311,니콜라스 케이지,저스티스,10008729,254834
312,가이 피어스,저스티스,10000337,901447
313,재뉴어리 존스,저스티스,10060691,1266926
314,봉태규,청춘그루브,10031644,575737
315,이영훈,청춘그루브,20111701,142475
316,곽지민,청춘그루브,10002017,49019
317,이재원,청춘그루브,20133612,0
318,임효라,청춘그루브,20179360,0
319,장민철,청춘그루브,20179441,0
320,구본웅,청춘그루브,20179492,0
321,조민식,청춘그루브,20179899,0
322,한경탁,청춘그루브,20126236,0
323,홍희연,청춘그루브,10089941,0
324,이연수,청춘그루브,20181240,0
325,이영민,청춘그루브,20181252,0
326,박종근,청춘그루브,10029216,0
327,변성현,청춘그루브,10031356,0
328,신근철,청춘그루브,20130345,0
329,라미란,청춘그루브,10013826,965916
330,이영란,청춘그루브,10056645,46535
331,데인 드한,크로니클,20126770,478324
332,알렉스 러셀,크로니클,20126771,0
333,마이클 B. 조던,크로니클,20126772,134461
334,애슐리 힌쇼,크로니클,20126773,3590
335,이승연,핑크,10056247,58435
336,서갑숙,핑크,10035325,21768
337,이원종,핑크,10056895,722931
338,장병문,핑크,20179446,0
339,정현호,핑크,20179858,0
340,권종현,핑크,20143473,0
341,주경철,핑크,20180055,0
342,김푸름,핑크,20181608,0
343,이지환,핑크,20181764,0
344,박주석,핑크,20183210,0
345,박현우,핑크,10029498,786
346,신상호,핑크,20184321,0
347,김영훈,홈 스위트 홈,20127292,0
348,유애경,홈 스위트 홈,10053811,333
349,이광수,홈 스위트 홈,10054838,2930
350,임성권,홈 스위트 홈,20156013,0
351,정해영,홈 스위트 홈,20179849,0
352,정희섭,홈 스위트 홈,20113519,0
353,조영직,홈 스위트 홈,20179939,0
354,허진호,홈 스위트 홈,20180873,0
355,이미란,홈 스위트 홈,20180991,0
356,오진우,홈 스위트 홈,20184737,0
357,김종수,홈 스위트 홈,20163848,12477
358,박주영,링,20185337,0
359,필립 세이모어 호프만,마지막 4중주,10086510,144826
360,크리스토퍼 월켄,마지막 4중주,10077601,184233
361,캐서린 키너,마지막 4중주,10074917,758349
362,마크 이바니르,마지막 4중주,10024344,0
363,제임스 프랭코,스프링 브레이커스,20113898,298734
364,셀레나 고메즈,스프링 브레이커스,20115412,409485
365,바네사 허진스,스프링 브레이커스,10028008,305578
366,애슐리 벤슨,스프링 브레이커스,10045603,681945
367,라이언 레놀즈,터보,10014018,503374
368,폴 지아마티,터보,10083789,68717
369,마이클 페나,터보,10023591,435597
370,사무엘 L. 잭슨,터보,10034095,728445
371,루이스 구즈만,터보,10018602,42158
372,스눕 독,터보,10038010,17
373,미쉘 로드리게즈,터보,10027294,566532
374,리브 울만,페르소나,10019512,45381
375,비비 안데르손,페르소나,10032934,21649
376,하정우,더 테러 라이브,10087253,2875496
377,이경영,더 테러 라이브,10054755,562330
378,전혜진,더 테러 라이브,20112423,166715
379,이다윗,더 테러 라이브,10055073,661559
380,이재관,더 테러 라이브,20181887,0
381,이춘연,더 테러 라이브,10057741,0
382,장성환,더 테러 라이브,20182405,0
383,전려경,더 테러 라이브,10061256,0
384,박수화,더 테러 라이브,20158700,0
385,김홍파,더 테러 라이브,20175721,382293
386,김대명,더 테러 라이브,20200886,2671083
387,최진호,더 테러 라이브,20134082,1063421
388,니콜라스 케이지,스톨른,10008729,255577
389,말린 애커맨,스톨른,10024955,28833
390,조쉬 루카스,스톨른,10066257,1064124
391,박명수,개구쟁이 스머프 2,20151726,0
392,닐 패트릭 해리스,개구쟁이 스머프 2,20113745,767085
393,크리스티나 리치,개구쟁이 스머프 2,10077797,101830
394,알란 커밍,개구쟁이 스머프 2,10044263,34091
395,행크 아자리아,개구쟁이 스머프 2,10088224,1514982
396,케이티 페리,개구쟁이 스머프 2,20170131,0
397,제이마 메이스,개구쟁이 스머프 2,10059308,0
398,크리스 에반스,설국열차,10077150,2862363
399,송강호,설국열차,10037018,4057786
400,에드 해리스,설국열차,10047586,182028
401,존 허트,설국열차,10068587,46651
402,틸다 스윈튼,설국열차,10081721,568622
403,제이미 벨,설국열차,10063545,337308
404,옥타비아 스펜서,설국열차,20128871,106160
405,이완 브렘너,설국열차,10056914,6321
406,고아성,설국열차,10001670,2277986
407,알리슨 필,설국열차,10045066,48051
408,허찬,설국열차,20187111,0
409,이타이 슈체르베크,이고르와 학의 여행,20176601,0
410,토마슈 솝자크,이고르와 학의 여행,20176602,0
411,드리머 워커,컴플라이언스,10013231,0
412,앤 도드,컴플라이언스,10045648,0
413,팻 힐리,컴플라이언스,20176443,0
414,라이언 고슬링,플레이스 비욘드 더 파인즈,10014012,489261
415,브래들리 쿠퍼,플레이스 비욘드 더 파인즈,10032109,439670
416,에바 멘데스,플레이스 비욘드 더 파인즈,10048515,176234
417,김수현,은밀하게 위대하게 (확장판),20125794,6804163
418,박기웅,은밀하게 위대하게 (확장판),10028507,1342654
419,이현우,은밀하게 위대하게 (확장판),20111526,3901920
420,손현주,은밀하게 위대하게 (확장판),20111125,2194616
421,타카야마 미나미,명탐정 코난 : 수평선상의 음모,10079345,343043
422,야마자키 와카나,명탐정 코난 : 수평선상의 음모,10046583,452103
423,카미야 아키라,명탐정 코난 : 수평선상의 음모,10000070,0
424,아만다 사이프리드,에픽 : 숲속의 전설,10041879,810001
425,조쉬 허처슨,에픽 : 숲속의 전설,10066309,733534
426,콜린 파렐,에픽 : 숲속의 전설,10076626,476283
427,제이슨 서디키스,에픽 : 숲속의 전설,20114852,14582
428,비욘세 놀즈,에픽 : 숲속의 전설,10033021,373136
429,조니 녹스빌,에픽 : 숲속의 전설,10065526,6128
430,크리스토프 왈츠,에픽 : 숲속의 전설,10077744,430198
431,스티븐 타일러,에픽 : 숲속의 전설,10039564,0
432,한승연,에픽 : 숲속의 전설,20175020,0
433,정진운,에픽 : 숲속의 전설,20110334,4085
434,줄리엣 곰버트,나에게서 온 편지,20175180,0
435,안나 르마르샹,나에게서 온 편지,20175181,0
436,아그네스 자우이,나에게서 온 편지,10041013,9991
437,드니 포달리데스,나에게서 온 편지,10010849,0
438,이자벨 까레,나에게서 온 편지,10057137,3697
439,자비에르 사무엘,베이트,10059234,20110
440,샤니 빈슨,베이트,20115439,347713
441,이봉규,죽지않아,10055683,0
442,차래형,죽지않아,20172721,6096
443,한은비,죽지않아,20172722,0
444,이무생,죽지않아,10055385,739
445,니콜 키드먼,페이퍼보이: 사형수의 편지,10008581,258417
446,잭 에프런,페이퍼보이: 사형수의 편지,10060933,77443
447,존 쿠삭,페이퍼보이: 사형수의 편지,10068370,288148
448,매튜 매커너히,페이퍼보이: 사형수의 편지,20113063,659057
449,알렉스 브렌데뮬,페인리스,10044820,96
450,토마스 레마르쿼즈,페인리스,10080416,1882
451,데렉 드 린트,페인리스,10010897,7
452,성은채,"가자, 장미여관으로",20177000,0
453,장성원,"가자, 장미여관으로",10060259,339
454,여민정,"가자, 장미여관으로",10049742,86
455,장혁,감기,10060612,613569
456,수애,감기,10037539,1195928
457,박민하,감기,20175524,0
458,유해진,감기,10054128,3426051
459,이희준,감기,10058320,707493
460,김기현,감기,20142516,2339635
461,이상엽,감기,20133596,46812
462,박효주,감기,10029573,219021
463,박정민,감기,20110693,284810
464,최병모,감기,10072269,0
465,마동석,감기,10021341,1711375
466,차인표,감기,10071183,1088557
467,정석원,감기,10061814,180513
468,나기찬,감기,20187615,0
469,정재형,감기,20182739,0
470,김남준,감기,20143847,0
471,한승희,감기,20143707,0
472,전상진,감기,20182514,0
473,이영수,감기,20183236,0
474,한정학,감기,20183659,0
475,이학수,감기,20164461,0
476,장슬기,감기,20182407,0
477,김태준,감기,20181590,0
478,박성철,감기,20185234,0
479,박예슬,감기,20125325,0
480,박진혁,감기,20138244,0
481,박희권,감기,10029587,0
482,유순철,감기,10053760,468
483,나윤성,감기,20237546,394935
484,남문철,감기,10007518,395865
485,케이티 롯츠,더 팩트,20178063,1
486,캐스퍼 반 디엔,더 팩트,10074946,40427
487,헤일리 허드슨,더 팩트,10087888,0
488,키이라 나이틀리,세상의 끝까지 21일,10078551,557596
489,스티브 카렐,세상의 끝까지 21일,10039193,561478
490,손현주,숨바꼭질,20111125,1572465
491,문정희,숨바꼭질,10026802,1446381
492,전미선,숨바꼭질,10061272,78872
493,장채린,숨바꼭질,20182437,0
494,김수안,숨바꼭질,20153744,2196691
495,김원해,숨바꼭질,20189746,476665
496,노수산나,숨바꼭질,20231406,1465
497,정준원,숨바꼭질,20189362,46623
498,힐러리 더프,슈퍼윙스 3D,10091060,271
499,조쉬 더하멜,슈퍼윙스 3D,10066254,1185665
500,이리노 미유,언어의 정원,10055281,332123
501,하나자와 카나,언어의 정원,20129635,14156
502,히라노 후미,언어의 정원,10090934,0
503,레이첼 맥아담스,"패션, 위험한 열정",10015500,759112
504,누미 라파스,"패션, 위험한 열정",20125860,332142
505,배리 보스트윅,퍼시픽 모비딕,10030058,5
506,르네 오코널,퍼시픽 모비딕,10019204,0
507,아담 그림스,퍼시픽 모비딕,10041263,0
508,이덕재,허풍,20162982,0
509,김동수,허풍,10003951,14887
510,박진위,허풍,20110761,5163
511,지나,허풍,10069763,528
512,혜진,허풍,20183710,0
513,권윤덕,그리고 싶은 것,20153874,0
514,심달연,그리고 싶은 것,10040821,0
515,세이조 타시마,그리고 싶은 것,20153877,0
516,케이코 하마다,그리고 싶은 것,20153878,0
517,김여진,그리고 싶은 것,10004911,752516
518,권현상,렛 미 아웃,20115762,6191
519,박희본,렛 미 아웃,20113591,16565
520,정보람,렛 미 아웃,20182631,0
521,조성민,렛 미 아웃,10065924,0
522,조윤형,렛 미 아웃,20182853,0
523,김남준,렛 미 아웃,20143850,0
524,최진수,렛 미 아웃,20183525,0
525,황상연,렛 미 아웃,20183838,0
526,박종환,렛 미 아웃,20135034,0
527,소민영,렛 미 아웃,20178404,0
528,오다정,렛 미 아웃,20186134,0
529,에구치 노리코,전쟁과 한 여자,10047407,242
530,나가세 마사토시,전쟁과 한 여자,10006655,27590
531,남연우,가시꽃,20166701,0
532,양조아,가시꽃,20166702,0
533,홍정호,가시꽃,20133585,0
534,강기둥,가시꽃,20178407,0
535,임성균,가시꽃,20182176,0
536,정재영,가시꽃,20182735,0
537,김미란,가시꽃,20131372,0
538,한명수,가시꽃,20183605,0
539,김희성,가시꽃,20178406,0
540,제시 아이젠버그,나우 유 씨 미 : 마술사기단,10063284,713226
541,마크 러팔로,나우 유 씨 미 : 마술사기단,10024081,1094136
542,우디 해럴슨,나우 유 씨 미 : 마술사기단,10052042,428436
543,멜라니 로랑,나우 유 씨 미 : 마술사기단,10025926,47782
544,아일라 피셔,나우 유 씨 미 : 마술사기단,10042525,268162
545,데이브 프랑코,나우 유 씨 미 : 마술사기단,20175045,1571224
546,마이클 케인,나우 유 씨 미 : 마술사기단,10023474,1181958
547,모건 프리먼,나우 유 씨 미 : 마술사기단,10026087,464073
548,에밀리 코제트,라 당스,20177260,0
549,오렐리 뒤퐁,라 당스,10059770,2177
550,장리우,방독피,10060144,1067
551,박지환,방독피,20110896,1019
552,조영진,방독피,10066710,805
553,임수아,방독피,20182181,0
554,잇을,방독피,20182392,0
555,장현남,방독피,20182443,0
556,정병욱,방독피,20182630,0
557,정섬,방독피,20182641,0
558,정지선,방독피,20182747,0
559,정훈,방독피,10062467,0
560,조문식,방독피,10065807,0
561,조아라,방독피,10066414,0
562,지연,방독피,20182910,0
563,진지현,방독피,20182923,0
564,최기수,방독피,20182993,0
565,김경민,방독피,20145226,9622
566,김경민,방독피,20145226,9622
567,한동수,방독피,20183601,0
568,한휘수,방독피,20183681,0
569,홍경원,방독피,20183713,0
570,홍두현,방독피,20183717,0
571,홍준원,방독피,20183809,0
572,황인태,방독피,20183869,0
573,김은희,방독피,20115446,0
574,박성미,방독피,20185218,0
575,박성미,방독피,20185218,0
576,박지원,방독피,20185354,0
577,오태호,방독피,20159816,0
578,호시 소이치로,브레이크 블레이드6: 결전의 시간,10089235,132
579,사이토 치와,브레이크 블레이드6: 결전의 시간,20170157,5738
580,양조위,일대종사,10047067,276171
581,장쯔이,일대종사,10060548,341702
582,송혜교,일대종사,10037291,479537
583,장첸,일대종사,10060562,474957
584,나오미 왓츠,투 마더스,20112741,254268
585,로빈 라이트,투 마더스,10017363,337480
586,자비에르 사무엘,투 마더스,10059234,6316
587,제임스 프레체빌,투 마더스,20120503,279
588,벤 멘델슨,투 마더스,10031120,2408
589,앨리 리버트,폭스파이어,20173042,0
590,케이티 코시니,폭스파이어,20173041,0
591,타마라 호프,폭스파이어,10079138,0
592,레이븐 애덤스,폭스파이어,20173040,0
593,라이언 레놀즈,R.I.P.D. : 알.아이.피.디.,10014018,604612
594,제프 브리지스,R.I.P.D. : 알.아이.피.디.,10064638,269078
595,케빈 베이컨,R.I.P.D. : 알.아이.피.디.,10075474,180554
596,메리-루이스 파커,R.I.P.D. : 알.아이.피.디.,10025686,752514
597,안현서,팬더와 친구들의 모험,20283251,23339
598,가바 피터슨,북극의 후예 이누크,20178222,0
599,올레 톰센 하메켄,북극의 후예 이누크,20178223,0
600,잉그리드 버그만,가을 소나타,10058993,50529
601,리브 울만,가을 소나타,10019512,45514
602,엄태웅,건축학개론,10047367,1089495
603,한가인,건축학개론,10087363,3115767
604,이제훈,건축학개론,10057349,997733
605,배수지,건축학개론,20125828,317505
606,고준희,건축학개론,10001765,293984
607,조정석,건축학개론,20121022,2879896
608,박지은,건축학개론,20183243,0
609,신민영,건축학개론,20184291,0
610,신예진,건축학개론,20184357,0
611,유연석,건축학개론,20111976,655393
612,조현철,건축학개론,20192386,0
613,박진우,건축학개론,20110924,1914779
614,김의성,건축학개론,10005383,690469
615,이승호,건축학개론,20160505,0
616,조영찬,달팽이의 별,20126220,0
