,actor_name,filmo,code,average_audience
2857,이수경,방황하는 칼날,20195643,13203
2858,이승현,방황하는 칼날,20195899,0
2859,이주승,방황하는 칼날,10057434,32506
2860,김기현,방황하는 칼날,20142517,0
2861,김수진,방황하는 칼날,20196650,0
2862,김원진,방황하는 칼날,10005221,960618
2863,김태준,방황하는 칼날,20148715,0
2864,김현,방황하는 칼날,20181626,0
2865,김현호,방황하는 칼날,20132888,0
2866,김희석,방황하는 칼날,20199212,0
2867,김홍파,방황하는 칼날,20175721,382293
2868,김대명,방황하는 칼날,20200886,2671083
2869,정석용,방황하는 칼날,10061811,0
2870,오정세,방황하는 칼날,10050734,695544
2871,디오고 모르가도,선 오브 갓,10059389,0
2872,세바스찬 냅,선 오브 갓,10036117,0
2873,다윈 쇼,선 오브 갓,10009744,0
2874,매드 미니,아르마딜로,20129289,0
2875,다니엘 웰비,아르마딜로,20129290,0
2876,라스무스 문케,아르마딜로,20129291,0
2877,김 비르커뢰드,아르마딜로,20129292,0
2878,로버트 다우니 주니어,어벤져스,10016538,1636278
2879,스칼렛 요한슨,어벤져스,10038163,1212418
2880,크리스 헴스워스,어벤져스,10077282,937061
2881,크리스 에반스,어벤져스,10077150,2326662
2882,제레미 레너,어벤져스,10062937,2249768
2883,야지마 아키코,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,10046685,250353
2884,나라하시 미키,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,10006840,250353
2885,후지와라 케이지,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,10090659,50155
2886,드 베라 제랄드,트로피컬 마닐라,10013179,0
2887,김수남,트로피컬 마닐라,10004740,1071098
2888,이상우,트로피컬 마닐라,20111446,188
2889,도미니크 블랑,파리의 도둑고양이,10012759,33569
2890,야쿠쇼 코지,딱따구리와 비,10046700,46833
2891,오구리 슌,딱따구리와 비,10050055,52297
2892,코라 켄고,딱따구리와 비,10001533,3785
2893,대니 드비토,로렉스,10010168,59442
2894,잭 에프런,로렉스,10060933,28221
2895,에드 헬름스,로렉스,10047588,60048
2896,베티 화이트,로렉스,10031073,0
2897,롭 리글,로렉스,20168025,870605
2898,테미스 파누,은밀한 가족,10078034,0
2899,엘레니 로시누,은밀한 가족,10049176,0
2900,스콧 앳킨스,헤라클레스 : 레전드 비긴즈,10038303,856
2901,켈란 루츠,헤라클레스 : 레전드 비긴즈,10076000,122915
2902,아론 폴,니드 포 스피드,10041669,204742
2903,도미닉 쿠퍼,니드 포 스피드,10012810,472587
2904,이모겐 푸츠,니드 포 스피드,20182201,762
2905,쉐일린 우들리,다이버전트,10020204,271703
2906,케이트 윈슬렛,다이버전트,10075742,253212
2907,테오 제임스,다이버전트,20126694,115109
2908,매기 큐,다이버전트,10025029,686153
2909,오광록,시선,10050043,268383
2910,박용식,시선,20122776,0
2911,김민경,시선,20177361,0
2912,홍성춘,시선,10089583,0
2913,이영숙,시선,20161987,0
2914,남동하,시선,20178425,1049
2915,이희범,시선,20193384,0
2916,정민구,시선,20194092,0
2917,조영미,시선,20194770,0
2918,조치언,시선,20138384,0
2919,이병기,시선,20195546,0
2920,이상민,시선,20195555,0
2921,하민호,시선,20139035,0
2922,이수경,시선,20195644,0
2923,이승희,시선,10056298,0
2924,민병국,시선,10027793,0
2925,아네트 베닝,페이스 오브 러브,10041128,79910
2926,에드 해리스,페이스 오브 러브,10047586,727280
2927,로빈 윌리엄스,페이스 오브 러브,10017413,399543
2928,주디 덴치,필로미나의 기적,10068911,746403
2929,스티브 쿠건,필로미나의 기적,10039210,512425
2930,일라이저 우드,그랜드 피아노,10058391,974036
2931,존 쿠삭,그랜드 피아노,10068370,287431
2932,이지영,빨간머리 앤 : 네버엔딩스토리,20188329,0
2933,온영삼,빨간머리 앤 : 네버엔딩스토리,10051066,10
2934,성선녀,빨간머리 앤 : 네버엔딩스토리,20122925,0
2935,크리시미어 믹키,신부의 아이들,10027756,0
2936,닉사 부티에,신부의 아이들,10043266,0
2937,마리아 스카리식,신부의 아이들,10090567,0
2938,여진구,"의궤, 8일간의 축제 3D",10049790,853264
2939,방중현,"의궤, 8일간의 축제 3D",10026736,545591
2940,강나현,"의궤, 8일간의 축제 3D",20192567,0
2941,박호진,"의궤, 8일간의 축제 3D",20183721,0
2942,박호진,"의궤, 8일간의 축제 3D",20183721,0
2943,유승호,"의궤, 8일간의 축제 3D",20151905,0
2944,조현주,"의궤, 8일간의 축제 3D",20194856,0
2945,김인,"의궤, 8일간의 축제 3D",20197029,0
2946,천우희,한공주,20133966,1747198
2947,우혜진,한공주,20189890,0
2948,정인선,한공주,10062138,1188626
2949,김소영,한공주,20166845,0
2950,강대현,한공주,20192573,0
2951,백지원,한공주,20143136,0
2952,임동석,한공주,10058518,0
2953,장순호,한공주,20193555,0
2954,전준영,한공주,20193928,0
2955,정한빈,한공주,20169324,0
2956,이상헌,한공주,20181108,175
2957,이슬,한공주,20195654,0
2958,이연주,한공주,20195916,0
2959,이은주,한공주,20137831,0
2960,이재민,한공주,20165022,0
2961,김다현,한공주,20196264,0
2962,김용국,한공주,20196776,0
2963,지수,한공주,20197528,189345
2964,김태윤,한공주,20198386,0
2965,김현준,한공주,20198906,831
2966,민경진,한공주,10027768,484
2967,동현배,한공주,20133500,224365
2968,이영란,한공주,10056645,46535
2969,유승목,한공주,10053771,2020050
2970,앤드류 가필드,어메이징 스파이더맨 2,10045803,809562
2971,엠마 스톤,어메이징 스파이더맨 2,10049633,1220090
2972,제이미 폭스,어메이징 스파이더맨 2,10063588,355976
2973,데인 드한,어메이징 스파이더맨 2,20126770,99928
2974,데이비드 가렛,파가니니: 악마의 바이올리니스트,10011309,0
2975,자레드 해리스,파가니니: 악마의 바이올리니스트,10059155,33824
2976,조엘리 리처드슨,파가니니: 악마의 바이올리니스트,10066677,11993
2977,이주승,셔틀콕,10057434,36004
2978,공예지,셔틀콕,20188426,4746
2979,손승현,셔틀콕,20193347,0
2980,조동선,셔틀콕,20194688,0
2981,조수진,셔틀콕,20132267,0
2982,이강정,셔틀콕,20195032,0
2983,구자준,셔틀콕,20154669,0
2984,이유빈,셔틀콕,10056931,0
2985,김민철,셔틀콕,20196433,0
2986,김아리,셔틀콕,20196728,0
2987,김윤희,셔틀콕,20196968,0
2988,김태용,셔틀콕,20198348,0
2989,김혜영,셔틀콕,20184618,0
2990,김혜영,셔틀콕,20184618,0
2991,김혜영,셔틀콕,20184618,0
2992,유하복,셔틀콕,10054119,90286
2993,라이언 고슬링,온리 갓 포기브스,10014012,490991
2994,크리스틴 스콧 토마스,온리 갓 포기브스,10077996,20472
2995,비데야 판스링감,온리 갓 포기브스,20173120,1077
2996,티 버렐,천재 강아지 미스터 피바디,10081442,323730
2997,맥스 찰스,천재 강아지 미스터 피바디,10025422,0
2998,아리엘 윈터,천재 강아지 미스터 피바디,10047952,45485
2999,레슬리 만,천재 강아지 미스터 피바디,10015066,189113
3000,스탠리 투치,천재 강아지 미스터 피바디,10038506,1425147
3001,스티븐 토보로스키,천재 강아지 미스터 피바디,10039566,0
3002,앨리슨 제니,천재 강아지 미스터 피바디,10046287,1381842
3003,백종환,10분,20187989,0
3004,김종구,10분,20187990,0
3005,정희태,10분,10062493,256
3006,임연호,10분,20193434,0
3007,송현영,10분,10037286,0
3008,조용철,10분,20194781,0
3009,최석원,10분,20195158,0
3010,이성경,10분,20155167,0
3011,이욱현,10분,10056860,0
3012,이종호,10분,20196196,0
3013,김민영,10분,20196391,0
3014,김보묵,10분,20146130,0
3015,김주영,10분,20197206,0
3016,케이시 T. 에반스,방콕 킥복서,20188859,0
3017,현빈,역린,10088975,1349674
3018,정재영,역린,10062184,1688196
3019,조정석,역린,20121022,2718306
3020,한지민,역린,10087751,2941678
3021,조재현,역린,10066929,467123
3022,박성웅,역린,10028773,487629
3023,김성령,역린,10004577,711528
3024,정은채,역린,20113533,88243
3025,강민지,역린,20123425,0
3026,박지혜,역린,20137902,0
3027,석현,역린,20193310,0
3028,정성민,역린,20194169,0
3029,조정민,역린,20194831,0
3030,최용식,역린,20195269,0
3031,이상현,역린,20195572,0
3032,한대룡,역린,20140564,0
3033,이수봉,역린,20158132,0
3034,홍남희,역린,20130422,0
3035,김고운,역린,20146718,0
3036,이승주,역린,20186847,0
3037,이승주,역린,20186847,0
3038,이승훈,역린,20195903,0
3039,이언정,역린,10056600,0
3040,이용출,역린,20162493,0
3041,이용출,역린,20162493,0
3042,이정수,역린,20186308,0
3043,김기수,역린,20148018,1556
3044,김나현,역린,20196250,0
3045,김도연,역린,20147753,0
3046,김두루,역린,20125042,0
3047,김현진,역린,20184600,0
3048,송영창,역린,10037131,361348
3049,김대명,역린,20200886,2671083
3050,천보근,역린,20110313,1453737
3051,류승룡,표적,10019065,3037871
3052,유준상,표적,10053981,615864
3053,이진욱,표적,10057628,3971026
3054,김성령,표적,10004577,879468
3055,조여정,표적,10066680,1817954
3056,조은지,표적,10066805,783507
3057,진구,표적,10070417,1467556
3058,강구현,표적,20129204,0
3059,배정현,표적,20193225,125
3060,서동필,표적,20144847,0
3061,임일규,표적,10058739,0
3062,정순태,표적,20158517,0
3063,홍성민,표적,10089539,0
3064,김동준,표적,20196348,0
3065,김대명,표적,20200886,2614181
3066,김영재,표적,10005012,1744
3067,이현욱,표적,20179151,20163
3068,장준녕,표적,20236946,8897
3069,제시 아이젠버그,리오 2,10063284,908478
3070,앤 해서웨이,리오 2,10045773,1671936
3071,레슬리 만,리오 2,10015066,113080
3072,제이미 폭스,리오 2,10063588,556131
3073,임시완,리오 2,20171222,3453805
3074,류승룡,리오 2,10019065,3132238
3075,써니,리오 2,20115731,206344
3076,김준호,몬스터 왕국,20188606,0
3077,마리벨 베르두,백설공주의 마지막 키스,10021818,23257
3078,안젤라 몰리나,백설공주의 마지막 키스,10043668,9526
3079,짐 브로드벤트,위크엔드 인 파리,10070931,94282
3080,린제이 던컨,위크엔드 인 파리,10020994,0
3081,애드리언 브로디,디태치먼트,10045530,331009
3082,마샤 게이 하든,디태치먼트,10022360,94177
3083,크리스티나 헨드릭스,디태치먼트,20187017,1920
3084,루시 리우,디태치먼트,10018479,1392577
3085,제임스 칸,디태치먼트,10064310,140516
3086,브라이언 크랜스톤,디태치먼트,10031931,198017
3087,마이클 더글라스,라스트베가스,10022867,320528
3088,제리 페라라,라스트베가스,20241027,60
3089,로버트 드니로,라스트베가스,10016564,199864
3090,모건 프리먼,라스트베가스,10026087,527580
3091,케빈 클라인,라스트베가스,10075553,456502
3092,융 헤닌,피부색깔=꿀색,20168102,0
3093,송승헌,인간중독,10037116,475911
3094,임지연,인간중독,20069387,4042768
3095,조여정,인간중독,10066680,2097919
3096,온주완,인간중독,10051070,233482
3097,유해진,인간중독,10054128,3502362
3098,이승준,인간중독,10056268,283
3099,임경민,인간중독,20193406,0
3100,양승희,인간중독,20193824,0
3101,정상철,인간중독,10061798,0
3102,조남민,인간중독,20175863,0
3103,이상미,인간중독,20195554,0
3104,김제현,인간중독,20232966,0
3105,김대영,인간중독,20146445,135
3106,김민범,인간중독,20196374,0
3107,김연지,인간중독,20196733,0
3108,김영민,인간중독,20163166,0
3109,김정숙,인간중독,20160682,0
3110,김정현,인간중독,20197128,0
3111,김주희,인간중독,20164945,0
3112,김한준,인간중독,20135520,0
3113,김현우,인간중독,20198886,0
3114,전혜진,인간중독,20112423,1972342
3115,배성우,인간중독,20136191,1134568
3116,정원중,인간중독,10062060,0
3117,윤다경,인간중독,10054226,3720
3118,조니 뎁,트랜센던스,10065531,834636
3119,레베카 홀,트랜센던스,10014990,848364
3120,모건 프리먼,트랜센던스,10026087,514618
3121,폴 베타니,트랜센던스,10083638,2336245
3122,킬리언 머피,트랜센던스,10078804,480476
3123,애런 존슨,고질라,10041659,1553285
3124,브라이언 크랜스톤,고질라,10031931,27445
3125,엘리자베스 올슨,고질라,20120281,1337866
3126,줄리엣 비노쉬,고질라,10069604,41216
3127,와타나베 켄,고질라,20071575,58207
3128,줄리아 로버츠,백설공주,10069410,163448
3129,릴리 콜린스,백설공주,20113051,259913
3130,아미 해머,백설공주,10047229,375317
3131,숀 펜,아버지를 위한 노래,10037432,137920
3132,프란시스 맥도먼드,아버지를 위한 노래,10084238,164765
3133,주드 허쉬,아버지를 위한 노래,10068905,0
3134,주디 갈란드,오즈의 마법사,10068907,0
3135,줄리아 아르타모노프,잠자는 숲속의 미녀,20128189,0
3136,칼라 베사이누,잠자는 숲속의 미녀,20128190,0
3137,오연서,저스트 프렌즈,10050563,353512
3138,강은우,저스트 프렌즈,20174821,0
3139,이영훈,저스트 프렌즈,20111701,142450
3140,최재환,저스트 프렌즈,10072674,4243947
3141,박인영,저스트 프렌즈,20128231,0
3142,한태윤,저스트 프렌즈,20133978,0
3143,정광섭,저스트 프렌즈,20179622,0
3144,정승현,저스트 프렌즈,20179719,0
3145,홍상욱,저스트 프렌즈,20126330,0
3146,하지원,코리아,10087280,1840220
3147,배두나,코리아,10030016,1483357
3148,한예리,코리아,20090447,496169
3149,최윤영,코리아,20127911,167404
3150,박철민,코리아,20110935,1104436
3151,김응수,코리아,10005374,976269
3152,오정세,코리아,10050734,695544
3153,이종석,코리아,20159920,0
3154,박영서,코리아,10028934,3251
3155,박정학,코리아,10029193,164450
3156,허승,코리아,20180836,0
3157,홍혜림,코리아,20180923,0
3158,박지연,코리아,20111145,926739
3159,유영기,코리아,10053836,0
3160,천우희,코리아,20133966,1529738
3161,주영호,코리아,20113225,599
3162,김재화,코리아,10005532,270148
3163,김원해,코리아,20189746,476665
3164,이한위,코리아,10058024,1380044
3165,김인우,코리아,20207886,2359128
3166,다렌느 러브,스타로부터 스무 발자국,10010098,0
3167,메리 클라이튼,스타로부터 스무 발자국,10025767,0
3168,조승호,슬기로운 해법,20200537,0
3169,김민기,슬기로운 해법,20201389,0
3170,김성재,슬기로운 해법,20201551,0
3171,엘르 패닝,진저 앤 로사,10049256,229822
3172,앨리스 앤글레르트,진저 앤 로사,20170201,82995
3173,김정은,쾌걸 조로리의 공룡알을 지켜라,20188687,58192
3174,류점희,쾌걸 조로리의 공룡알을 지켜라,10019105,64642
3175,한신정,쾌걸 조로리의 공룡알을 지켜라,20188688,0
3176,양정화,고스트 메신저 극장판,20162319,100484
3177,박성태,고스트 메신저 극장판,20169823,0
3178,은정,고스트 메신저 극장판,20169819,0
3179,정재헌,고스트 메신저 극장판,20115463,54931
3180,박지윤,고스트 메신저 극장판,20137223,91267
3181,김호성,고스트 메신저 극장판,10006416,62767
3182,호아킨 피닉스,그녀,10051376,156218
3183,스칼렛 요한슨,그녀,10038163,1908324
3184,에이미 아담스,그녀,10048829,447986
3185,루니 마라,그녀,20115379,132322
3186,배두나,도희야,10030016,1601101
3187,김새론,도희야,10004452,1150779
3188,송새벽,도희야,10037095,751289
3189,박진우,도희야,20110924,1914779
3190,이호현,도희야,20152290,0
3191,서영제,도희야,20193281,0
3192,조유진,도희야,20194784,0
3193,윤은지,도희야,20194974,0
3194,최효선,도희야,20136639,0
3195,김경재,도희야,20113144,0
3196,이승원,도희야,20195890,0
3197,이정은,도희야,20189363,0
3198,김민선,도희야,20196377,0
3199,나채형,도희야,20187144,0
3200,손종학,도희야,20232246,0
3201,공명,도희야,20179005,11932
3202,남문철,도희야,10007518,1757444
3203,허동원,배꼽과 무릎사이,20189148,1642
3204,정호준,배꼽과 무릎사이,20189149,0
3205,보리,배꼽과 무릎사이,20144538,57
3206,지현,배꼽과 무릎사이,20189150,0
3207,휴 잭맨,엑스맨: 데이즈 오브 퓨처 패스트,10090817,1134169
3208,제임스 맥어보이,엑스맨: 데이즈 오브 퓨처 패스트,10064095,715790
3209,마이클 패스벤더,엑스맨: 데이즈 오브 퓨처 패스트,20112618,485455
3210,제니퍼 로렌스,엑스맨: 데이즈 오브 퓨처 패스트,10062627,535192
3211,할리 베리,엑스맨: 데이즈 오브 퓨처 패스트,10087875,375438
3212,엘렌 페이지,엑스맨: 데이즈 오브 퓨처 패스트,10049235,58721
3213,후지타 히로시,욕망의 하녀,20169630,10
3214,노가미 마사요시,욕망의 하녀,10007889,0
3215,마동석,일대일,10021341,1832892
3216,이인경,일대일,20189446,0
3217,이이경,일대일,20124322,6075
3218,김영민,일대일,20163223,0
3219,안지혜,일대일,10043765,4256
3220,최영미,일대일,20157711,0
3221,이은우,일대일,10057015,18232
3222,이종필,일대일,20165448,0
3223,김미진,일대일,20133341,0
3224,김민진,일대일,20196431,0
3225,김종우,일대일,20197151,0
3226,김훈영,일대일,20187138,0
3227,박경민,일대일,20150129,0
3228,박보영,일대일,20154835,0
3229,김소현,일대일,20156305,0
3230,임화영,일대일,10058941,236922
3231,박소담,일대일,20209686,181136
3232,조동인,일대일,20176849,18061
3233,손종학,일대일,20232246,0
3234,김중기,일대일,10005801,2645
3235,자비에 돌란,탐엣더팜,20115444,8569
3236,피에르-이브 카르디날,탐엣더팜,10021963,0
3237,리즈 로이,탐엣더팜,10019863,0
3238,이언정,귀접,20161450,170877
3239,박수인,귀접,20188851,0
3240,김재승,귀접,10005495,0
3241,윤채영,귀접,20156562,0
3242,김정민,귀접,20160303,0
3243,김형욱,귀접,20199031,0
3244,강수진,극장판 루팡 3세 VS 명탐정 코난,10000716,311409
3245,김선혜,극장판 루팡 3세 VS 명탐정 코난,20115432,391034
3246,이선균,끝까지 간다,10055970,756529
3247,조진웅,끝까지 간다,10067353,3020428
3248,신정근,끝까지 간다,10040580,4384227
3249,정만식,끝까지 간다,10061699,3026552
3250,신동미,끝까지 간다,10040291,2660
3251,김동영,끝까지 간다,10003953,85134
3252,박보검,끝까지 간다,20191126,0
3253,박진성,끝까지 간다,20193153,0
3254,정하철,끝까지 간다,20194647,0
3255,윤종현,끝까지 간다,20194993,0
3256,이승준,끝까지 간다,20195894,0
3257,이준혁,끝까지 간다,20133615,0
3258,이지훈,끝까지 간다,20188068,0
3259,김보경,끝까지 간다,10004317,713635
3260,이영수,끝까지 간다,20183236,0
3261,김재철,끝까지 간다,20157703,0
3262,김진환,끝까지 간다,20198153,0
3263,배유람,끝까지 간다,20111834,0
3264,김강현,끝까지 간다,10000476,4322
3265,기주봉,끝까지 간다,10003307,349172
3266,장인섭,끝까지 간다,20232726,1159
3267,장준녕,끝까지 간다,20236946,8897
3268,김해곤,끝까지 간다,10006219,2432
3269,후아오 기에메 아빌라,나의 라임 오렌지 나무,10019706,0
3270,호세 드 아브루,나의 라임 오렌지 나무,10069100,0
3271,안젤리나 졸리,말레피센트,10043730,1257109
3272,엘르 패닝,말레피센트,10049256,90372
3273,제이크 질렌할,에너미,10063816,497761
3274,멜라니 로랑,에너미,10025926,348922
3275,사라 가돈,에너미,10033828,3268
3276,이사벨라 로셀리니,에너미,10055807,89718
3277,카렌 길런,오큘러스,10073312,0
3278,브렌튼 스웨이츠,오큘러스,10086370,700556
3279,케이티 색호프,오큘러스,20114053,66039
3280,로리 코크레인,오큘러스,10016397,0
3281,다니엘 오떼유,차가운 장미,10009409,44188
3282,크리스틴 스콧 토마스,차가운 장미,10077996,19982
3283,케이틀린 폴리,SX 테잎,10038851,0
3284,이안 던컨,SX 테잎,10079669,0
3285,크리스 코이,SX 테잎,10077220,0
3286,다이애나 가르시아,SX 테잎,10013415,287
3287,요나스 카우프만,돈 카를로,20166584,652
3288,이동길,하이힐,20244509,0
3289,차승원,하이힐,10071140,1348387
3290,오정세,하이힐,10050734,720826
3291,이솜,하이힐,20110323,231455
3292,고경표,하이힐,20136885,248003
3293,박성웅,하이힐,10028773,779948
3294,박장진,하이힐,20192208,0
3295,가은희,하이힐,20192526,0
3296,박준영,하이힐,20193134,0
3297,장진,하이힐,10060535,0
3298,신성훈,하이힐,20131430,0
3299,정찬미,하이힐,20194563,0
3300,이도연,하이힐,20186074,0
3301,최성환,하이힐,20195227,0
3302,이상화,하이힐,20152300,0
3303,홍세라,하이힐,20195834,0
3304,이언정,하이힐,20161450,188
3305,홍희정,하이힐,20195972,0
3306,이윤경,하이힐,20196066,0
3307,이은영,하이힐,20196077,0
3308,이은지,하이힐,20196084,0
3309,이종원,하이힐,20196189,0
3310,김소연,하이힐,20156164,0
3311,김인호,하이힐,20152876,0
3312,김진주,하이힐,20198147,0
3313,민준호,하이힐,10027854,67167
3314,박상우,하이힐,20200228,0
3315,송영창,하이힐,10037131,361348
3316,김병옥,하이힐,20143806,370648
3317,이엘,하이힐,20163035,0
3318,김원해,하이힐,20189746,476665
3319,이해영,하이힐,20164537,2803179
3320,안길강,하이힐,10042830,711256
3321,조복래,하이힐,20203246,512382
3322,이용녀,하이힐,20113303,461553
3323,이황의,하이힐,20152649,0
3324,배정미,스퀴시랜드,10030218,52270
3325,남도형,스퀴시랜드,20113125,126265
3326,김선혜,스퀴시랜드,20115432,427762
3327,존 말코비치,시베리안 에듀케이션,10067815,915887
3328,아르나스 페다라비치우스,시베리안 에듀케이션,10050251,0
3329,빌리우스 투마라비치우스,시베리안 에듀케이션,10022202,0
3330,엘리너 톰린슨,시베리안 에듀케이션,10049170,956154
3331,톰 크루즈,엣지 오브 투모로우,10081054,1343791
3332,에밀리 블런트,엣지 오브 투모로우,10048445,221047
3333,빌 팩스톤,엣지 오브 투모로우,10033593,166062
3334,장동건,우는 남자,10060114,1754236
3335,김민희,우는 남자,10004236,945169
3336,민성욱,우는 남자,20111885,5007
3337,박지연,우는 남자,20137023,0
3338,백현익,우는 남자,10030397,0
3339,최제헌,우는 남자,20132809,0
3340,김경희,우는 남자,20070232,650
3341,이재인,우는 남자,20181903,0
3342,김민재,우는 남자,10004210,0
3343,김성오,우는 남자,20111894,410069
3344,김원범,우는 남자,20131006,0
3345,김준성,우는 남자,10005772,213577
3346,남연우,우는 남자,20166701,1643
3347,박병은,우는 남자,10028660,293312
3348,이동휘,우는 남자,20186095,3557749
3349,주영호,우는 남자,20113225,599
3350,전배수,우는 남자,10061276,6879908
3351,장인섭,우는 남자,20232726,1159
3352,이영란,우는 남자,10056645,46535
3353,김희원,우는 남자,10006545,1268278
3354,로빈 라이트,더 콩그레스,10017363,344477
3355,하비 케이틀,더 콩그레스,10086891,209752
3356,대니 휴스턴,더 콩그레스,10010238,443376
3357,폴 지아마티,더 콩그레스,10083789,188870
3358,민호열,레디액션! 폭력영화,20170980,0
3359,오성근,레디액션! 폭력영화,20189153,0
3360,박종환,레디액션! 폭력영화,20112032,4222
3361,김인형,레디액션! 폭력영화,20197032,0
3362,김진,레디액션! 폭력영화,20197846,0
3363,김태형,레디액션! 폭력영화,20149136,0
3364,제레미 아이언스,리스본행 야간열차,10062976,272714
3365,멜라니 로랑,리스본행 야간열차,10025926,341358
3366,잭 휴스턴,리스본행 야간열차,10061037,470006
3367,마르티나 게덱,리스본행 야간열차,10021633,28043
3368,샤하나 고스와미,바라: 축복,10026406,1238
3369,에디 마산,스틸 라이프,10047815,7436
3370,조앤 프로갯,스틸 라이프,10066567,26360
3371,장한새,황제를 위하여,20190188,0
3372,이민기,황제를 위하여,10055447,1262139
3373,박성웅,황제를 위하여,10028773,759051
3374,이태임,황제를 위하여,20153139,655302
3375,박재영,황제를 위하여,20133264,0
3376,박진우,황제를 위하여,20110924,1914779
3377,송원종,황제를 위하여,10037151,0
3378,양영택,황제를 위하여,20193829,0
3379,윤성민,황제를 위하여,20186413,0
3380,윤성원,황제를 위하여,20154224,0
3381,최민정,황제를 위하여,20195136,0
3382,이민섭,황제를 위하여,20195489,0
3383,이민영,황제를 위하여,20195492,0
3384,권혁주,황제를 위하여,20179970,0
3385,권혁진,황제를 위하여,20195683,0
3386,김경아,황제를 위하여,20145666,0
3387,김광민,황제를 위하여,20195862,0
3388,이정훈,황제를 위하여,20181927,0
3389,김미영,황제를 위하여,10004142,0
3390,김우진,황제를 위하여,20165223,0
3391,김진혁,황제를 위하여,20161528,0
3392,박민철,황제를 위하여,20154757,0
3393,유재명,황제를 위하여,20152117,564994
3394,한재영,황제를 위하여,20233528,2421011
3395,박해일,경주,10029474,2107202
3396,신민아,경주,10040372,683961
3397,김태훈,경주,10006155,34331
3398,신소율,경주,20111744,77801
3399,이춘연,경주,10057741,0
3400,이학민,경주,20192746,0
3401,박재웅,경주,20193106,0
3402,박재희,경주,20134379,0
3403,박진홍,경주,20193163,0
3404,임상묵,경주,20193426,0
3405,임진욱,경주,20193494,0
3406,신민아,경주,10040372,683961
3407,양희망,경주,20193874,0
3408,오류미,경주,20193896,0
3409,오세현,경주,20193908,0
3410,유병옥,경주,20112695,0
3411,윤상일,경주,20154081,0
3412,조현정,경주,20194854,0
3413,고유희,경주,20194948,0
3414,윤진서,경주,10054538,302037
3415,이관훈,경주,20195050,0
3416,이기연,경주,20195061,0
3417,최근우,경주,20195113,0
3418,권병수,경주,20158652,0
3419,홍성은,경주,20130865,0
3420,홍수영,경주,20195838,0
3421,이은우,경주,10057015,18232
3422,이준동,경주,10057470,0
3423,김솔,경주,10004723,0
3424,김여정,경주,20162619,0
3425,김정우,경주,10005592,175884
3426,김주현,경주,20164773,0
3427,김주현,경주,20164773,0
3428,김초혜,경주,20160306,0
3429,김태희,경주,20198428,0
3430,나경찬,경주,20112730,0
3431,김수안,경주,20153744,2196691
3432,최배영,경주,20167080,0
3433,김학선,경주,10006185,8149
3434,최윤영,그댄 나의 뱀파이어,20127911,331760
3435,이재윤,그댄 나의 뱀파이어,20181573,0
3436,박정식,그댄 나의 뱀파이어,20134475,7761
3437,이진주,그댄 나의 뱀파이어,20163192,0
3438,박지연,그댄 나의 뱀파이어,20137023,0
3439,백주은,그댄 나의 뱀파이어,20193253,0
3440,신호경,그댄 나의 뱀파이어,20135740,0
3441,정규형,그댄 나의 뱀파이어,20194037,0
3442,윤수익,그댄 나의 뱀파이어,20194953,0
3443,최호태,그댄 나의 뱀파이어,20188852,0
3444,김경록,그댄 나의 뱀파이어,20145052,0
3445,홍승민,그댄 나의 뱀파이어,20131525,0
3446,이원회,그댄 나의 뱀파이어,20188711,0
3447,김그림,그댄 나의 뱀파이어,20174885,0
3448,김그림,그댄 나의 뱀파이어,20174885,0
3449,이지연,그댄 나의 뱀파이어,20196227,0
3450,김소연,그댄 나의 뱀파이어,20156160,0
3451,김형미,그댄 나의 뱀파이어,20198946,0
3452,문상혁,그댄 나의 뱀파이어,20199936,0
3453,민경진,그댄 나의 뱀파이어,20200072,0
3454,박소연,그댄 나의 뱀파이어,20187409,0
3455,문희경,그댄 나의 뱀파이어,10026863,321654
3456,장영남,그댄 나의 뱀파이어,10060331,2802540
3457,토니 세르빌로,그레이트 뷰티,10080125,0
3458,남성진,미국인친구,10007542,0
3459,지성원,미국인친구,10069960,164450
3460,배정화,미국인친구,20166420,1367
3461,이미경,미국인친구,20147006,0
3462,허성수,미국인친구,20195791,0
3463,배정화,미국인친구,20166420,1367
3464,제프리 러쉬,베스트 오퍼,10064778,327444
3465,짐 스터게스,베스트 오퍼,10070946,125191
3466,실비아 획스,베스트 오퍼,10040786,0
3467,도날드 서덜랜드,베스트 오퍼,10012534,162091
3468,크리스틴 리터,사랑은 소설처럼,10077415,0
3469,브라이언 게라그티,사랑은 소설처럼,10031740,177509
3470,조동인,스톤,20176849,0
3471,김뢰하,스톤,10004034,366648
3472,박원상,스톤,10029013,1672123
3473,강경래,스톤,20129173,0
3474,강나연,스톤,20192566,0
3475,박효준,스톤,10029574,123770
3476,신나라,스톤,20193691,0
3477,정광수,스톤,20193975,0
3478,조세래,스톤,20110552,0
3479,최종태,스톤,10072725,0
3480,이민영,스톤,20195492,0
3481,이상문,스톤,20186116,0
3482,하재민,스톤,20064493,0
3483,허준석,스톤,10088450,3589
3484,이아영,스톤,20195909,0
3485,김남호,스톤,20196254,0
3486,황성우,스톤,20196263,0
3487,박민규,스톤,10028634,0
3488,손종학,스톤,20232246,0
