,actor_name,filmo,filmo_code,code
728,누미 라파스,퍼펙트,20131241,20125860
729,도미닉 쿠퍼,퍼펙트,20131241,10012810
730,이자벨 위페르,퍼펙트,20131241,10057136
731,카세 료,사랑에 빠진 것처럼,20138604,10073832
732,타카나시 린,사랑에 빠진 것처럼,20138604,10009877
733,오쿠노 타다시,사랑에 빠진 것처럼,20138604,20178822
737,잭 블랙,버니,20138582,10060900
738,매튜 매커너히,버니,20138582,20113063
739,셜리 맥클레인,버니,20138582,10036407
740,라이언 고슬링,플레이스 비욘드 더 파인즈,20130421,10014012
741,브래들리 쿠퍼,플레이스 비욘드 더 파인즈,20130421,10032109
742,에바 멘데스,플레이스 비욘드 더 파인즈,20130421,10048515
743,파토르 A. 굽트,스탠리의 도시락,20124726,20127326
744,시벨 케킬리,그녀가 떠날 때,20124947,10040092
745,데리아 알라보라,그녀가 떠날 때,20124947,10010920
746,에만 소르 오냐,치코와 리타,20113501,20125850
747,리마라 메니시스,치코와 리타,20113501,20125858
752,황정민,밍크코트,20112781,20111869
753,김미향,밍크코트,20112781,10004158
754,정희성,밍크코트,20112781,20179874
755,이상철,밍크코트,20112781,10055906
756,이재희,밍크코트,20112781,20181624
757,노형석,밍크코트,20112781,20182249
758,노형석,밍크코트,20112781,20182249
759,박상욱,밍크코트,20112781,20030332
760,박지만,밍크코트,20112781,20183231
761,신아가,밍크코트,20112781,10040487
762,신준호,밍크코트,20112781,20111222
765,마티유 아말릭,어느 예술가의 마지막 일주일,20134484,10024645
766,마리아 드 메데이로스,어느 예술가의 마지막 일주일,20134484,10021861
767,이사벨라 로셀리니,어느 예술가의 마지막 일주일,20134484,10055807
768,주진모,가비,20111774,10069182
769,김소연,가비,20111774,10004703
770,박희순,가비,20111774,10029595
771,유선,가비,20111774,10053708
772,손호승,가비,20111774,20129950
773,채현우,가비,20111774,10071754
774,홍준표,가비,20111774,20180914
775,오동현,가비,20111774,20184547
776,조승연,가비,20111774,20132305
777,조덕현,가비,20111774,10065617
778,조덕제,가비,20111774,20111862
779,엄효섭,가비,20111774,10047374
780,장광,아유레디?,20138482,10060043
781,고형원,아유레디?,20138482,20173043
782,성현경,아유레디?,20138482,20173046
783,맹 페이,수호지-불사영웅 석수,20134704,10025533
784,왕낙용,수호지-불사영웅 석수,20134704,10051514
785,마리아노 마르티네즈,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,10022030
786,루이사나 로필라토,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,20176921
787,김민국,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,20177820
788,송지아,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,20177821
789,채닝 테이텀,화이트 하우스 다운,20137815,10071622
790,제이미 폭스,화이트 하우스 다운,20137815,10063588
791,매기 질렌할,화이트 하우스 다운,20137815,10025026
794,주드 로,사이드 이펙트,20139723,10068896
795,루니 마라,사이드 이펙트,20139723,20115379
