,movie_name,movie_code,director_name,director_code,nation,release_date,day1_screen,day1_audience,day8_date,day8_audience,director_sum
490, 마이 플레이스,20136567,박문칠,10028610,한국,2014-01-30,14,88,2014-02-06,1165,153808
491, 굿모닝 맨하탄,20147301,가우리 신드,10000270,인도,2014-02-06,99,2509,2014-02-13,28035,6919
492, 또 하나의 약속,20122787,김태윤,10006129,한국,2014-02-06,159,27304,2014-02-13,262647,586628
493, 레고 무비,20136445,필 로드|크리스 밀러,10086266|10077075,미국,2014-02-06,265,6583,2014-02-13,129494,0
494, 엘로이즈: 그녀들의 사랑,20147560,지저스 가라이,20187886,스페인,2014-02-06,5,480,2014-02-13,2230,0
495, 중2병이라도 사랑이 하고 싶어! 극장판,20147379,이시하라 타츠야,20112371,일본,2014-02-06,30,2658,2014-02-13,10528,2805569
496, 프랑켄슈타인: 불멸의 영웅,20147096,스튜어트 베티,10038916,미국,2014-02-06,355,43029,2014-02-13,286926,0
497, 프로즌 그라운드,20147407,스콧 워커,20187786,미국,2014-02-06,88,2073,2014-02-13,13894,510190
498, 할리우드 폭로전,20078582,베리 레빈슨,10030910,미국,2014-02-06,8,200,2014-02-13,1000,405841
499, SM작가,20001170,히로키 류이치,10090988,일본,2014-02-06,2,60,2014-02-13,496,64908
500, 관능의 법칙,20130561,권칠인,10002537,한국,2014-02-13,591,58083,2014-02-20,513642,309909
501, 로보캅,20134587,호세 파딜라,20180679,미국,2014-02-13,604,92373,2014-02-20,770634,4980
502, 르누아르,20133142,질 부르도스,20178818,프랑스,2014-02-13,21,688,2014-02-20,7096,1382809
503, 메콩호텔,20147449,아핏차퐁 위라세타쿤,10042764,영국,2014-02-13,12,114,2014-02-20,554,4307
504, 메트로: 마지막 탈출,20147680,안톤 메거딕체브,20172761,러시아,2014-02-13,5,50,2014-02-20,400,1632
505, 명탐정 코난 : 탐정들의 진혼가 ,20068659,야마모토 야스이치로,20115431,일본,2014-02-13,276,8827,2014-02-20,127492,32370
506, 별일아니다,20135898,김상석,10004413,한국,2014-02-13,3,27,2014-02-20,91,27598
507, 사랑의 유효기간은 3년,20147473,프레데릭 베그베데,20188061,프랑스,2014-02-13,9,378,2014-02-20,1450,2192
508, 슈퍼노바 지구 탈출기,20147372,캘런 브런커,20187750,미국,2014-02-13,167,2218,2014-02-20,35716,49164
509, 신이 보낸 사람,20136043,김진무,20114292,한국,2014-02-13,221,23038,2014-02-20,213306,0
510, 연애 징크스!!!,20135541,쿠마자와 나오토,10076756,일본,2014-02-13,6,99,2014-02-20,842,0
511, 체르노빌 다이어리,20147567,브래들리 파커,20187908,미국,2014-02-13,8,200,2014-02-20,1000,1373528
512, 콜로니 : 지구 최후의 날,20147707,제프 렌프로,10064582,캐나다,2014-02-13,5,370,2014-02-20,920,85832
513, 해피엔딩 네버엔딩,20136297,아그네스 자우이,10041013,프랑스,2014-02-13,4,78,2014-02-20,1188,23731
514, 그날 본 꽃의 이름을 우리는 아직 모른다,20147527,나가이 타츠유키,20187994,일본,2014-02-20,42,5153,2014-02-27,29334,0
515, 디셈버,20127466,박정훈,20169480,한국,2014-02-20,6,29,2014-02-27,196,0
516, 스턱 인 러브,20147584,조쉬 분,20187941,미국,2014-02-20,39,469,2014-02-27,8840,0
517, 아메리칸 허슬,20136887,데이빗 O. 러셀,10012308,미국,2014-02-20,236,14272,2014-02-27,122046,2396753
518, 알파: 바르셀로나 마피아  ,20147248,조안 쿠트리나,10066507,스페인,2014-02-20,5,90,2014-02-27,650,0
519, 어네스트와 셀레스틴,20134070,스테판 오비에|뱅상 파타|벤자민 레너,20173468|20173469|20173470,프랑스,2014-02-20,196,2899,2014-02-27,36349,0
520, 우리별 일호와 얼룩소,20147282,장형윤,10060635,한국,2014-02-20,189,5632,2014-02-27,36461,260512
521, 워리어스 레인보우: 항전의 시작,20147233,위덕성,10052697,대만,2014-02-20,5,710,2014-02-27,4940,171769
522, 전망 좋은 하우스 - 맛있는 섹스,20147608,미스터 엘,20188002,한국,2014-02-20,5,290,2014-02-27,880,2858
523, 찌라시: 위험한 소문,20139401,김광식,10003620,한국,2014-02-20,466,91576,2014-02-27,800419,57570
524, 폼페이: 최후의 날,20134028,폴 W.S. 앤더슨,10083986,미국,2014-02-20,483,76924,2014-02-27,828605,0
525, 해피엔딩 프로젝트,20131462,마이클 맥고완,10023012,캐나다,2014-02-20,14,231,2014-02-27,2134,902281
526, 행복한 사전,20136298,이시이 유야,10049008,일본,2014-02-20,24,543,2014-02-27,7116,10316
527, 화이트 스톰,20147769,진목승,10070469,홍콩,2014-02-20,6,327,2014-02-27,871,0
528, 더 노즈,20147258,윌리엄 켄트리지,20188107,미국,2014-02-22,2,36,2014-03-01,193,0
529, 노예 12년,20136866,스티브 맥퀸,20169980,미국,2014-02-27,304,21698,2014-03-06,191346,21983
530, 논스톱,20147299,자움 콜렛 세라,10059297,미국,2014-02-27,487,115832,2014-03-06,1068600,1365257
531, 닐스의 모험,20147559,오시이 마모루,10050553,일본,2014-02-27,100,2016,2014-03-06,10386,3426416
532, 대무생,20147857,고효송,20188078,홍콩,2014-02-27,5,332,2014-03-06,1032,7674
533, 레바논 감정,20137550,정영헌,10061983,한국,2014-02-27,12,64,2014-03-06,1163,1867849
534, 모뉴먼츠 맨: 세기의 작전,20147430,조지 클루니,10067224,미국,2014-02-27,299,11024,2014-03-06,67350,1867849
535, 미 앤 유,20138953,베르나르도 베르톨루치,10030855,이탈리아,2014-02-27,13,144,2014-03-06,2221,24745
536, 미스터 컴퍼니,20136558,민환기,10027878,한국,2014-02-27,5,35,2014-03-06,627,6204
537, 미하엘 콜하스의 선택,20147302,아르노 데 팔리에르,20187999,프랑스,2014-02-27,21,497,2014-03-06,4660,0
538, 볼쇼이 스페셜 갈라,20147610,바실리 시나이스키,20188059,러시아,2014-02-27,1,9,2014-03-06,1345,123770
539, 암전 2,20018320,두기봉|나영창,10013118|10013920,홍콩,2014-02-27,5,352,2014-03-06,822,3106
540, 여배우는 너무해,20122781,유정환,10053955,한국,2014-02-27,42,377,2014-03-06,2473,0
541, 이디야와 얼음왕국의 전설,20147557,낸시 플로렌스 사바드,10014477,캐나다,2014-02-27,123,3873,2014-03-06,17507,45380
542, 일대고수,20147881,더스틴 응유엔,10010602,베트남,2014-02-27,4,220,2014-03-06,920,2750
543, 파이오니아,20147850,에릭 스코졸드재르그,20188066,노르웨이,2014-02-27,5,70,2014-03-06,350,85793
544, 포화속의 우정,20147728,필립 카델바흐,20171597,독일,2014-02-27,5,100,2014-03-06,720,0
545, 다이애나,20133603,올리버 히르비겔,10051211,영국,2014-03-06,279,10451,2014-03-13,55067,0
546, 달라스 바이어스 클럽,20147625,장 마크 발레,10059743,미국,2014-03-06,131,4746,2014-03-13,46367,164287
547, 두갈: 마법의 회전목마,20058765,데이브 보스윅|진 듀발|프랭크 패싱햄,10011244|10059648|10084778,영국,2014-03-06,39,110,2014-03-13,7870,11608
548, 라스트 에너미,20147901,R. 엘리스 프레이저,10091560,미국,2014-03-06,20,1386,2014-03-13,2828,100184
549, 만신,20123662,박찬경,20112043,한국,2014-03-06,84,1787,2014-03-13,18531,30830
550, 조난자들,20131841,노영석,10008169,한국,2014-03-06,45,783,2014-03-13,10053,0
551, 주윤발의 도성풍운,20147856,왕정,10051586,홍콩,2014-03-06,19,1042,2014-03-13,1291,0
552, 하늘이 보내준 딸,20125307,비자이,20127812,인도,2012-04-19,97,1425,2012-04-26,16103,0
553, 하트 브레이커,20113201,파스칼 쇼메유,20128253,프랑스,2012-04-19,172,4082,2012-04-26,39045,1248461
554, 은교,20124066,정지우,10062256,한국,2012-04-25,486,60122,2012-05-02,797074,178601
555, 너무 밝히는 소녀 알마,20111826,야니케 시스타드 야콥슨,20128069,노르웨이,2012-04-26,3,15,2012-05-03,627,831933
556, 레드마리아,20100551,경순,10054749,한국,2012-04-26,11,64,2012-05-03,1318,4519762
557," 봄, 눈",20113556,김태균,10006086,한국,2012-04-26,101,1899,2012-05-03,17514,74741
558, 추적자,20147909,무로가 아츠시,20188086,일본,2014-03-06,5,932,2014-03-13,7082,272262
559, 탐욕의 제국,20135401,홍리경,20168500,한국,2014-03-06,17,563,2014-03-13,2574,0
560, 투 더 원더,20136296,테렌스 맬릭,10079743,미국,2014-03-06,5,79,2014-03-13,1642,0
561, 페인트볼,20147882,다니엘 벤마요,20178193,스페인,2014-03-06,5,182,2014-03-13,312,672094
562, 피쉬와 칩스 극장판,20147558,댄 크레치,10068385,호주,2014-03-06,60,607,2014-03-13,11068,86038
563, 300: 제국의 부활,20147247,노암 머로,10008131,미국,2014-03-06,651,119549,2014-03-13,1025630,40113
564, 더 뮬: 죽음의 질주,20147724,가브리엘라 타글리아비니,20187998,미국,2014-03-13,5,120,2014-03-20,830,1206454
565, 몬스터,20136060,황인호,10090261,한국,2014-03-13,469,67380,2014-03-20,436870,187626
566, 사다코 2,20147616,하나부사 츠토무,20127909,일본,2014-03-13,95,1430,2014-03-20,12328,0
567, 엔들리스 러브,20147695,샤나 페스트,20167541,미국,2014-03-13,202,2675,2014-03-20,21615,0
568, 우리가 들려줄 이야기 ,20133791,사라 폴리,10033979,캐나다,2014-03-13,2,52,2014-03-20,1131,47266
569, 우아한 거짓말,20138226,이한,10058005,한국,2014-03-13,485,54153,2014-03-20,725190,8599
570, 원 챈스,20147693,데이빗 프랭클,10012182,영국,2014-03-13,304,9483,2014-03-20,73542,0
571," 하늘을 나는 강아지, 비포와 친구들",20147904,이도 엔젤,10024309,이스라엘,2014-03-13,66,1967,2014-03-20,12184,0
572, 토스카,20147261,루크 본디,20172563,미국,2014-03-15,2,91,2014-03-22,308,838
573, 두 아내,20139162,이숭환,10056203,한국,2014-03-17,2,550,2014-03-24,9034,3060084
574, 고스톱 살인,20130244,김준권,10005763,한국,2014-03-20,3,20,2014-03-27,556,0
575, 그랜드 부다페스트 호텔,20147727,웨스 앤더슨,10052685,미국,2014-03-20,67,8041,2014-03-27,153327,3556
576, 꼬마영웅 경찰차 프로디2,20147848,라스무스 A. 실버르센,20170403,노르웨이,2014-03-20,108,505,2014-03-27,20726,0
577, 나쁜 여자,20148147,야마가 타카유키,20188271,일본,2014-03-20,5,212,2014-03-27,272,292
578, 노아,20133602,대런 아로노프스키,20112222,미국,2014-03-20,809,177380,2014-03-27,1414009,0
579, 누드 모델,20148030,고먼 베차드,20188187,미국,2014-03-20,5,182,2014-03-27,634,12797
580, 더 파크랜드,20147685,피터 랜즈먼,10085661,미국,2014-03-20,108,746,2014-03-27,5491,0
581, 러브 인 비즈니스클래스,20147687,알렉상드르 카스타그네티,10044732,프랑스,2014-03-20,72,807,2014-03-27,9305,27596
582, 벨과 세바스찬,20147649,니콜라 바니에,20169549,프랑스,2014-03-20,176,2590,2014-03-27,25773,0
583, 솔로,20147556,이삭 크래빗,20188269,캐나다,2014-03-20,5,120,2014-03-27,830,33590
584, 스티븐 시걸의 CIA,20148130,웨인 로즈,10051342,미국,2014-03-20,5,320,2014-03-27,1020,0
585, 오빠가 돌아왔다,20116046,노진수,10008226,한국,2014-03-20,10,112,2014-03-27,1647,0
586, 존 라베 : 난징 대학살,20098371,플로리안 갈렌베르거,10085259,독일,2014-03-20,5,225,2014-03-27,1156,1181256
587, 징기스칸 2014,20148131,안드레이 프로시킨,20188268,러시아,2014-03-20,5,320,2014-03-27,1020,18004
588, 트리쉬나,20130689,마이클 윈터바텀,10023362,영국,2014-03-20,6,179,2014-03-27,510,170
589, 프라이버시,20147872,존 크로울리,10068387,영국,2014-03-20,159,1549,2014-03-27,16857,2455
590, 피카소: 명작스캔들,20147955,페르난도 콜로모,10083087,스페인,2014-03-20,4,16,2014-03-27,188,0
591, 캡틴 아메리카: 윈터 솔져,20147790,조 루소|안소니 루소,10065016|10043421,미국,2014-03-26,938,166787,2014-04-02,1766727,172029
592, 고스트 킬러: 모니카,20148031,스티븐 R. 몬로,10039654,미국,2014-03-27,5,182,2014-04-03,634,0
593, 도서관 전쟁,20147884,사토 신스케,10034595,일본,2014-03-27,4,20,2014-04-03,291,9031
594, 랑랑 라이브 인 런던,20148067,크리스찬 커트 바이스,20188214,독일,2014-03-27,5,114,2014-04-03,868,0
595, 메이지가 알고 있었던 일,20130701,스콧 맥게히|데이빗 시겔,10038245|10011947,미국,2014-03-27,22,549,2014-04-03,2020,0
596, 불륜의 맛,20148228,이세일,10056085,한국,2014-03-27,4,172,2014-04-03,434,1320026
597, 블러드 타이즈 ,20147883,기욤 까네,10003289,프랑스,2014-03-27,95,1756,2014-04-03,5803,0
598," 씨, 베토벤",20147987,박진순|민복기,10029350|10027806,한국,2014-03-27,4,17,2014-04-03,479,691023
599, 아바타 정글의 비밀,20148168,슈커,20188309,중국,2014-03-27,52,187,2014-04-03,11831,3498
600, 아이스맨,20147690,아리엘 브로멘,10041797,미국,2014-03-27,20,1379,2014-04-03,7310,456218
601, 온 더 로드,20147969,월터 살레스,20112814,미국,2014-03-27,7,154,2014-04-03,1414,2831
602, 천주정,20136295,지아 장 커,10069980,중국,2014-03-27,20,333,2014-04-03,3571,52250
603, 초원의 왕 도제,20136736,코지마 마사유키,10076406,일본,2014-03-27,79,683,2014-04-03,19259,1218
604, 론 서바이버 ,20147953,피터 버그,10085782,미국,2014-04-02,288,10300,2014-04-09,150418,0
605, 들개,20130501,김정훈,20167824,한국,2014-04-03,1,81,2014-04-10,1183,5451
606, 레커스,20147787,D.R. 후드,10090431,영국,2014-04-03,12,227,2014-04-10,1577,0
607, 리얼리티: 꿈의 미로,20147722,마테오 가로네,10024554,이탈리아,2014-04-03,5,45,2014-04-10,523,0
608, 백프로,20124047,김명균,10004056,한국,2014-04-03,224,5451,2014-04-10,37110,0
609, 세이빙 미스터 뱅크스,20147509,존 리 행콕,10067767,미국,2014-04-03,54,993,2014-04-10,9849,0
610, 쓰리데이즈 투 킬,20147612,맥지,10025471,미국,2014-04-03,322,22745,2014-04-10,189906,0
611, 어거스트: 가족의 초상,20147678,존 웰스,10068230,미국,2014-04-03,243,6959,2014-04-10,59204,0
612, 왕의 이름으로 2,20148462,우베 볼,10052214,독일,2014-04-03,20,1460,2014-04-10,2970,6980
613, 웨이스트 랜드,20110436,루시 워커,20175448,브라질,2014-04-03,11,97,2014-04-10,1880,0
614, 짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,20147971,하시모토 마사카즈,20175880,일본,2014-04-03,167,2082,2014-04-10,49907,1736325
615, 가시,20134585,김태균,10006085,한국,2014-04-10,339,20553,2014-04-17,123759,0
616, 가자! 장미여관으로 2 - 갈증,20148535,김봉은,10004364,한국,2014-04-10,20,595,2014-04-17,2266,0
617, 녀녀녀,20136578,한승림,10087623,한국,2014-04-10,20,1164,2014-04-17,1574,49814
618, 더 체이스,20148068,프레드 카바예,20113761,프랑스,2014-04-10,61,390,2014-04-17,3690,30090
619, 런치박스,20147805,리테쉬 바트라,10028073,인도,2014-04-10,36,783,2014-04-17,9032,0
620, 마녀사냥꾼,20148412,알렉스 드 라 이글레시아,10044780,스페인,2014-04-10,5,50,2014-04-17,380,10
621, 마이 보이,20133922,전규환,10061231,한국,2014-04-10,34,478,2014-04-17,2837,88
622, 방황하는 칼날,20129787,이정호,10057331,한국,2014-04-10,481,66643,2014-04-17,612500,533
623, 보호자,20130483,유원상,20152031,한국,2014-04-10,3,70,2014-04-17,341,1254
624, 비.에이.패스: 불륜의 늪,20148012,아제이 발,10075973,인도,2014-04-10,5,24,2014-04-17,126,0
625, 선 오브 갓,20147968,크리스토퍼 스펜서,10090811,미국,2014-04-10,350,19897,2014-04-17,190591,452
626, 아르마딜로,20112482,야누스 메츠 패더슨,20128310,덴마크,2012-04-26,15,218,2012-05-03,3588,64
627, 아버지는 개다,20119433,이상우,20111446,한국,2012-04-26,1,11,2012-05-03,33,204
628, 어벤져스,20124721,조스 웨던,10066368,미국,2012-04-26,846,214105,2012-05-03,2576034,0
629, 짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,20125427,마스이 소이치,20127649,일본,2012-04-26,160,1997,2012-05-03,109731,11176
630, 트로피컬 마닐라,20081510,이상우,20111446,한국,2012-04-26,1,8,2012-05-03,21,3144
631, 파리의 도둑고양이,20125066,장-루프 펠리시올리|알랭 가뇰,20114602|20127389,프랑스,2012-04-26,4,31,2012-05-03,729,0
632, 딱따구리와 비,20125912,오키타 슈이치,10050897,일본,2012-05-03,8,107,2012-05-10,759,4015
633, 로렉스,20113889,크리스 리노드|카일 발다,20112359|20127335,미국,2012-05-03,255,5348,2012-05-10,214832,12
634, 수호지-강철 보갑,20148380,황조권,20169162,중국,2014-04-10,5,175,2014-04-17,255,0
635, 슈퍼미니,20147694,토마스 자보|헬레네 지라드,10009241|10088930,프랑스,2014-04-10,181,2653,2014-04-17,60325,22095
636, 신의 선물,20132806,문시현,20112401,한국,2014-04-10,5,73,2014-04-17,1103,0
637, 은밀하게 음란하게,20148492,이세일,10056085,한국,2014-04-10,5,182,2014-04-17,312,0
638, 은밀한 가족,20148213,알렉산드로스 아브라나스,20188308,그리스,2014-04-10,4,81,2014-04-17,520,0
639, 포르노 메이커,20148328,쉐인 스탠리,20188769,미국,2014-04-10,4,121,2014-04-17,573,14370
640, 헤라클레스 : 레전드 비긴즈,20147609,레니 할린,10014887,미국,2014-04-10,376,26897,2014-04-17,194038,180513
641, 니드 포 스피드,20148232,스캇 워프,20126696,미국,2014-04-16,325,9263,2014-04-23,95728,0
642, 다이버전트,20147283,닐 버거,10009032,미국,2014-04-16,463,30913,2014-04-23,332718,0
643, 시선,20139463,이장호,10057180,한국,2014-04-16,87,563,2014-04-23,10330,1443
644, 아워즈,20148212,에릭 헤이저러,10059847,미국,2014-04-16,24,161,2014-04-23,1992,0
645, 페이스 오브 러브,20147948,아리 포신,10041758,미국,2014-04-16,210,4974,2014-04-23,60532,0
646, 필로미나의 기적,20147679,스티븐 프리어스,10039589,영국,2014-04-16,152,2414,2014-04-23,30303,0
647, 거꾸로 된 파테마,20148518,요시우라 야스히로,10073250,일본,2014-04-17,27,236,2014-04-24,1873,2370
648, 그랜드 피아노,20148208,유지니오 미라,10053960,스페인,2014-04-17,94,5073,2014-04-24,20388,0
649, 디아즈: 이 피를 지우지 말라,20147681,다니엘레 비카리,20188690,이탈리아,2014-04-17,5,413,2014-04-24,724,1075
650, 메이크 유어 무브 ,20148009,듀안 아들러,10013158,한국,2014-04-17,91,1347,2014-04-24,9104,0
651, 빨간머리 앤 : 네버엔딩스토리,20148210,다카하타 이사오,10009949,일본,2014-04-17,67,588,2014-04-24,5408,800
652, 쇼트피스,20148603,오토모 가츠히로,10050952,일본,2014-04-17,5,177,2014-04-24,1419,5010
653, 수호지-강호의 장청,20148555,류신의,20167522,중국,2014-04-17,5,182,2014-04-24,292,153807
654, 신부의 아이들,20148463,빈코 브레잔,10033423,크로아티아,2014-04-17,4,20,2014-04-24,242,826
655, 신의 전사,20148234,조엘 노보아,10089117,베네수엘라,2014-04-17,5,83,2014-04-24,522,128
656, 여자의 정사,20148517,후안 드라고,20188809,미국,2014-04-17,4,172,2014-04-24,575,2096
657, 오기와 악동들 더 무비,20148276,올리비에 장 마리,10063070,프랑스,2014-04-17,41,430,2014-04-24,8325,169993
658, 음란한 하숙집 여주인,20148610,나카오 타카오,20188833,일본,2014-04-17,1,100,2014-04-24,135,0
659," 의궤, 8일간의 축제 3D",20148494,최필곤,20188646,한국,2014-04-17,14,358,2014-04-24,4650,986
660, 이쁜 것들이 되어라,20130481,한승훈,20143761,한국,2014-04-17,2,84,2014-04-24,393,2308
661, 카토 프로젝트,20148007,김정욱,20125808,한국,2014-04-17,3,4,2014-04-24,116,1438
662, 한공주,20134122,이수진,10056161,한국,2014-04-17,203,10149,2014-04-24,94662,0
663, 라보엠,20148390,리카르도 샤이,20188836,독일,2014-04-19,3,80,2014-04-26,239,1590
664, 팔스타프,20147257,제임스 레바인,20188837,미국,2014-04-19,2,33,2014-04-26,142,3880
665, 어메이징 스파이더맨 2,20135661,마크 웹,10024339,미국,2014-04-23,"1,145",192229,2014-04-30,1993958,0
666, 파가니니: 악마의 바이올리니스트,20136805,버나드 로즈,10030459,독일,2014-04-23,71,2547,2014-04-30,22929,162
667, 귀신을 보는 눈: 동안,20148612,대니 팽|옥사이드 팽 천,10010231|10051034,홍콩,2014-04-24,5,182,2014-05-01,292,2624
668, 넥스트 제네레이션 패트레이버,20148551,오시이 마모루,10050553,일본,2014-04-24,20,1432,2014-05-01,2913,0
669, 룸메이트,20148498,후루사와 다케시,10090456,일본,2014-04-24,15,230,2014-05-01,434,2624
670, 미션 13,20148552,다니엘 스탬,20112354,미국,2014-04-24,5,50,2014-05-01,189,23406
671, 셔틀콕,20136321,이유빈,10056931,한국,2014-04-24,28,299,2014-05-01,2399,755
672, 아버지의 이메일,20122124,홍재희,10089793,한국,2014-04-24,17,136,2014-05-01,2154,0
673, 온리 갓 포기브스,20138542,니콜라스 윈딩 레픈,10008711,미국,2014-04-24,61,457,2014-05-01,3925,0
674, 천재 강아지 미스터 피바디,20133601,롭 민코프,10018181,미국,2014-04-24,342,3695,2014-05-01,159332,7964
675, 패밀리 S다이어리,20148622,힐데 반 미에그헴,20188807,네덜란드,2014-04-24,5,169,2014-05-01,547,61552
676, 피의 만우절,20148630,로라 가르시아|마크 마르티네즈|카를로스 알론소,10044396|10073741|10065555,스페인,2014-04-24,5,150,2014-05-01,480,14288
677, 10분,20132800,이용승|박기용,20112022|10028506,한국,2014-04-24,21,139,2014-05-01,1656,2581
678, 방콕 킥복서,20148711,토드 벨란카,20188858,미국,2014-04-30,5,182,2014-05-07,322,454
679, 역린,20139183,이재규,20111735,한국,2014-04-30,947,287855,2014-05-07,2543482,229014
680, 토스카나 웨딩,20148708,요한 니젠허스,10073179,네덜란드,2014-04-30,5,169,2014-05-07,493,773
681, 표적,20139164,창,10071587,한국,2014-04-30,576,105838,2014-05-07,1422460,3653
682, 드래곤 기사단,20147900,앵겔 이즈퀴에르도|리카르도 라몬,10049223|10020550,스페인,2014-05-01,86,878,2014-05-08,8738,0
683, 리오 2,20138962,카를로스 살다나,10073548,미국,2014-05-01,429,45775,2014-05-08,549573,0
684, 몬스터 왕국,20148277,에스벤 토프트 야콥슨,20174581,스웨덴,2014-05-01,136,2729,2014-05-08,32428,0
685, 백설공주의 마지막 키스,20148128,파블로 베르헤르,10082063,스페인,2014-05-01,9,161,2014-05-08,1526,0
686, 수호지: 명포배선,20148714,류신의,20167522,중국,2014-05-01,2,20,2014-05-08,332,0
687, 위크엔드 인 파리,20147880,로저 미첼,10017730,영국,2014-05-01,30,1759,2014-05-08,14670,0
688, 잡가소수,20148747,홍금보,10089409,홍콩,2014-05-01,1,10,2014-05-08,268,599
689, 킬엠올,20148750,레이먼드 후버,20170960,미국,2014-05-01,1,10,2014-05-08,269,0
690, 헬벤더스: 최후의 성전,20148814,J.T. 페티,10091442,미국,2014-05-01,4,400,2014-05-08,1801,0
691, 007 북경특급 2,19968258,주성치|곡덕소,10069049|10001846,홍콩,2014-05-01,1,10,2014-05-08,269,0
692, 둠스데이 2014,20148852,티보 타카스,20115123,미국,2014-05-08,5,177,2014-05-15,415,167673
693, 디태치먼트,20134601,토니 케이,10080189,미국,2014-05-08,41,1310,2014-05-15,7922,0
694, 라스트베가스,20147683,존 터틀타웁,10068421,미국,2014-05-08,321,13495,2014-05-15,149931,0
695, 수호지: 천하대인,20148613,류신의,20167522,중국,2014-05-08,5,182,2014-05-15,432,630
696, 엠파이어 스테이트,20148629,디토 몬티엘,10013510,미국,2014-05-08,71,835,2014-05-15,6128,36787
697, 예고살인자,20148848,마이클 오블로위츠,10023311,미국,2014-05-08,3,312,2014-05-15,1012,0
698, 피부색깔=꿀색,20135142,융 헤닌|로랑 브왈로,20168102|20168101,벨기에,2014-05-08,39,396,2014-05-15,3038,122410
699, 히트맨 NO.2 : 살인면허,20148615,페리 반달,20188727,영국,2014-05-08,21,1048,2014-05-15,2927,0
700, 인간중독,20133322,김대우,10003851,한국,2014-05-14,576,89092,2014-05-21,851490,0
701, 트랜센던스,20130522,월리 피스터,10052557,미국,2014-05-14,361,47918,2014-05-21,515323,0
702, 고질라,20147874,가렛 에드워즈,10021168,미국,2014-05-15,580,89080,2014-05-22,614760,0
703, 백설공주,20125426,타셈 싱,10079201,미국,2012-05-03,318,26499,2012-05-10,355238,0
704, 아버지를 위한 노래,20098183,파올로 소렌티노,10082236,이탈리아,2012-05-03,1,207,2012-05-10,2210,0
705, 오즈의 마법사,19398001,빅터 플레밍,10033202,미국,2012-05-03,5,25,2012-05-10,3365,722
706, 잠자는 숲속의 미녀,20112059,카트린느 브레이야,10006599,프랑스,2012-05-03,4,41,2012-05-10,439,25310
707, 저스트 프렌즈,20125886,안철호,20111272,한국,2012-05-03,6,59,2012-05-10,950,2583148
708, 코리아,20124045,문현성,20125803,한국,2012-05-03,536,68660,2012-05-10,834846,80
709, 슈퍼스톰,20148849,제이슨 부케,10063656,미국,2014-05-15,21,1084,2014-05-22,1214,221132
710, 스타로부터 스무 발자국,20147967,모건 네빌,10088625,미국,2014-05-15,19,302,2014-05-22,3617,5460
711, 슬기로운 해법,20133811,태준식,10079546,한국,2014-05-15,15,72,2014-05-22,2121,0
712, 신촌좀비만화,20148534,류승완|한지승|김태용,10019069|10087753|10006116,한국,2014-05-15,46,368,2014-05-22,5114,766
713, 진저 앤 로사,20136294,샐리 포터,10034927,영국,2014-05-15,16,200,2014-05-22,2633,0
714, 침입자들 : 로봇의 역습,20148967,패트릭 라이언 심즈,10082584,미국,2014-05-15,20,1378,2014-05-22,2675,268
715, 캠퍼스 S 커플,20125343,송창용,10037252,한국,2014-05-15,1,18,2014-05-22,873,32549
716, 쾌걸 조로리의 공룡알을 지켜라,20148628,이와사키 토모코,20172887,일본,2014-05-15,27,216,2014-05-22,2993,42561
717, 고스트 메신저 극장판,20135946,구봉회,20153528,한국,2014-05-22,63,1748,2014-05-29,16404,7975
718, 그녀,20148748,스파이크 존즈,10039674,미국,2014-05-22,153,8390,2014-05-29,100392,1399
719, 더 바디,20148129,오리올 파울로,10015608,스페인,2014-05-22,156,5257,2014-05-29,62860,618833
720, 도희야,20134586,정주리,10062231,한국,2014-05-22,302,13512,2014-05-29,99793,76802
721, 배꼽과 무릎사이,20148853,강세진,20120528,한국,2014-05-22,20,1158,2014-05-29,6535,8059
722, 엑스맨: 데이즈 오브 퓨처 패스트,20147669,브라이언 싱어,10031865,미국,2014-05-22,875,213000,2014-05-29,2270844,0
723, 일대일,20148447,김기덕,10003696,한국,2014-05-22,51,920,2014-05-29,9508,32256
724, 케이트 맥콜,20148835,카렌 몬크리프,10073336,미국,2014-05-22,24,2529,2014-05-29,2828,18645
725, 탐엣더팜,20147689,자비에 돌란,20115444,캐나다,2014-05-22,26,437,2014-05-29,3775,0
726, 루살카,20147251,오토 솅크,20189449,미국,2014-05-24,2,57,2014-05-31,180,68560
727, 귀접,20148668,이현철,20188669,한국,2014-05-29,5,45,2014-06-05,214,0
728, 극장판 루팡 3세 VS 명탐정 코난,20148648,카메가키 하지메,20169843,일본,2014-05-29,222,3877,2014-06-05,133492,105074
729, 끝까지 간다,20130442,김성훈,10004662,한국,2014-05-29,629,79698,2014-06-05,1045395,1275820
730, 나의 라임 오렌지 나무,20138607,마르코스 번스테인,10021576,브라질,2014-05-29,46,510,2014-06-05,5298,7007
731, 말레피센트,20148383,로버트 스트롬버그,10016790,미국,2014-05-29,433,56603,2014-06-05,751511,722
732, 몬스터즈,20148878,가렛 에드워즈,10021168,영국,2014-05-29,20,600,2014-06-05,900,14595
733, 에너미,20148687,드니 빌뇌브,20113786,캐나다,2014-05-29,50,651,2014-06-05,6106,0
