,movie_name,movie_code,director_name,director_code,director_average,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience,actor
735, 리스본행 야간열차,20147684,빌 어거스트,10033528,24745,독일,2014-06-05,2014-06-05,52,2196,2014-06-18,35284,제레미 아이언스|멜라니 로랑|잭 휴스턴|마르티나 게덱
767, 믹막: 티르라리고 사람들,20125268,장 피에르 주네,10059987,187626,프랑스,2012-05-10,2012-05-10,13,179,2012-05-23,3575,대니 분|오마 사이|장 피에르 마리엘|욜랭드 모로|줄리 페리어|마리-줄리 보프|도미니크 피뇽|미셸 크레매데스|앙드레 뒤솔리에
786, 소녀괴담,20147931,오인천,20188088,27596,한국,2014-07-02,2014-07-02,325,24638,2014-07-15,468894,강하늘|김소은|김정태|한혜린|박두식|이아현|서경배|임미라|임승현|전성혁|전소연|정윤선|권용진|이상헌|이슬아|이승민|이승현|이정철|김상혁|김영미|김욱|김유영|박선호|김재화|이동훈|박충선
760, 우리는 동물원을 샀다,20113472,카메론 크로우,10073715,272262,미국,2012-01-18,2012-01-18,221,11972,2012-01-31,267290,맷 데이먼|스칼렛 요한슨
747, 안전은 보장할 수 없음,20129095,콜린 트레보로우,20121453,5546792,미국,2014-06-12,2014-06-12,1,1,2014-06-25,19,오브리 플라자|마크 듀플라스|제이크 존슨|카란 소니
771, 창문 넘어 도망친 100세 노인,20148728,플렉스 할그렌,10085196,0,스웨덴,2014-06-18,2014-06-18,260,11004,2014-07-01,200277,로버트 구스타프슨|이와 위클란더|앨런 포드
743, 밀리언 웨이즈,20148847,세스 맥팔레인,10036152,218610,미국,2014-06-12,2014-06-12,194,3258,2014-06-25,17546,세스 맥팔레인|샤를리즈 테론|아만다 사이프리드|리암 니슨
783, 커피 한잔이 섹스에 미치는 영향,20147719,스테이시 패숀,20187997,0,미국,2014-06-26,2014-06-26,6,143,2014-07-09,2293,매기 시프|로빈 웨이거트
755, 장화신은 고양이,20113862,크리스 밀러,10077075,1248461,미국,2012-01-12,2012-01-12,506,79382,2012-01-25,1571937,안토니오 반데라스|셀마 헤이엑|자크 갈리피아나키스
738, 엄마와 나 그리고 나의 커밍아웃,20148605,기욤 갈리엔,20188659,0,프랑스,2014-06-05,2014-06-05,15,781,2014-06-18,2096,기욤 갈리엔|앙드레 마르콩|프랑수아 파비안|다이앤 크루거
685, 인간중독,20133322,김대우,10003851,2805569,한국,2014-05-14,2014-05-14,576,89092,2014-05-27,1217531,송승헌|임지연|조여정|온주완|유해진|이승준|임경민|양승희|정상철|조남민|이상미|김제현|김대영|김민범|김연지|김영민|김정숙|김정현|김주희|김한준|김현우|전혜진|배성우|정원중|윤다경
733, 레디액션! 폭력영화,20135770,최원경|김도경,20160047|20189151,1867849,한국,2014-06-05,2014-06-05,6,7,2014-06-18,371,민호열|오성근|박종환|김인형|김진|김태형
714, 끝까지 간다,20130442,김성훈,10004662,2396753,한국,2014-05-29,2014-05-29,629,79698,2014-06-11,1698600,이선균|조진웅|신정근|정만식|신동미|김동영|박보검|박진성|정하철|윤종현|이승준|이준혁|이지훈|김보경|이영수|김재철|김진환|배유람|김강현|기주봉|장인섭|장준녕|김해곤
678, 007 북경특급 2,19968258,주성치|곡덕소,10069049|10001846,262327,홍콩,2014-05-01,2014-05-01,1,10,2014-05-14,329,주성치
670, 드래곤 기사단,20147900,앵겔 이즈퀴에르도|리카르도 라몬,10049223|10020550,0,스페인,2014-05-01,2014-05-01,86,878,2014-05-14,9397,류승룡|유준상|이진욱|김성령|조여정|조은지|진구|강구현|배정현|서동필|임일규|정순태|홍성민|김동준|김대명|김영재|이현욱|장준녕
787, 나쁜 이웃들 ,20149271,니콜라스 스톨러,10008688,323730,미국,2014-07-03,2014-07-03,126,4923,2014-07-16,41481,세스 로건|로즈 번|잭 에프런|데이브 프랑코
744, 베스트 오퍼,20148834,쥬세페 토르나토레,10069068,85793,이탈리아,2014-06-12,2014-06-12,175,3513,2014-06-25,38619,제프리 러쉬|짐 스터게스|실비아 획스|도날드 서덜랜드
846, 유아 넥스트,20147950,아담 윈가드,20173209,11628,미국,2014-08-07,2014-08-07,78,1822,2014-08-20,12606,샤니 빈슨|AJ 보웬|조 스완버그|롭 모란
827, 마담 프루스트의 비밀정원,20148830,실뱅 쇼메,10040730,8842,프랑스,2014-07-24,2014-07-24,36,2124,2014-08-06,60023,귀욤 고익스|앤 르니
730, 엣지 오브 투모로우,20148807,더그 라이만,10010452,1365257,미국,2014-06-04,2014-06-04,681,377160,2014-06-17,3192375,톰 크루즈|에밀리 블런트|빌 팩스톤
688, 백설공주,20125426,타셈 싱,10079201,405841,미국,2012-05-03,2012-05-03,318,26499,2012-05-16,514340,줄리아 로버츠|릴리 콜린스|아미 해머
703, 고스트 메신저 극장판,20135946,구봉회,20153528,2192,한국,2014-05-22,2014-05-22,63,1748,2014-06-04,20645,양정화|박성태|은정|정재헌|박지윤|김호성
694, 스타로부터 스무 발자국,20147967,모건 네빌,10088625,4307,미국,2014-05-15,2014-05-15,19,302,2014-05-28,5067,다렌느 러브|메리 클라이튼
757, 네버엔딩 스토리,20113636,정용주,10062013,831933,한국,2012-01-18,2012-01-18,232,20049,2012-01-31,279220,엄태웅|김현정|정려원|유선|박기웅|박성광|이병준|조동희|최상아|최혜진|이정영|박준영|박현지|권해효
777, 로코왕국의 전설: 엘프킹을 찾아서,20149307,위성준,10091645,0,중국,2014-06-26,2014-06-26,60,280,2014-07-09,13972,이선호|배정미|임주현
834, 머나먼 세상속으로,20134272,장 크리스토프 드상,10059872,0,프랑스,2014-07-31,2014-07-31,4,22,2014-08-13,633,장 르노|로란트 도이취|이자벨 까레
794, 천번의 굿나잇,20149284,에릭 포페,10048309,170,노르웨이,2014-07-03,2014-07-03,22,524,2014-07-16,7816,줄리엣 비노쉬|니콜라이 코스터 왈도
802, 테레즈 라캥,20149270,찰리 스트레이턴,10071323,0,미국,2014-07-10,2014-07-10,46,1259,2014-07-23,13307,엘리자베스 올슨|오스카 아이삭|톰 펠튼|제시카 랭
788, 내비게이션,20139261,장권호,20142869,0,한국,2014-07-03,2014-07-03,8,60,2014-07-16,699,황보라|탁트인|김준호|이동원
796, 레이드 2,20149061,가렛 에반스,20128289,7264,인도네시아,2014-07-09,2014-07-09,37,704,2014-07-22,7971,이코 우웨이스|야얀 루히안|줄리 에스텔|도니 알람시아
766, 두레소리,20111416,조정래,10066934,1206454,한국,2012-05-10,2012-05-10,125,2113,2012-05-23,34676,김슬기|조아름|함현상|이혜진|임하늬|전성배|정영진|권혁란|조정래|하늘벗|방양수|신성우
799, 숙희,20147927,양지은,20188087,0,한국,2014-07-10,2014-07-10,10,62,2014-07-23,899,조한철|전한나|채민서|김재열
780, 이것이 우리의 끝이다,20132621,김경묵,10003537,3556,한국,2014-06-26,2014-06-26,24,221,2014-07-09,2469,유영|공명|정혜인|신재하|변준석|우승인|윤영미|이재인|최성희|김영미|김새벽|강봉성|김수현
741, 그댄 나의 뱀파이어,20148587,이원회,20188711,0,한국,2014-06-12,2014-06-12,10,41,2014-06-25,2387,최윤영|이재윤|박정식|이진주|박지연|백주은|신호경|정규형|윤수익|최호태|김경록|홍승민|이원회|김그림|김그림|이지연|김소연|김형미|문상혁|민경진|박소연|문희경|장영남
749, 호비와 쿠우의 어드벤처 : 고래의 노래,20148976,히라바야시 이사무,20178567,11608,일본,2014-06-12,2014-06-12,40,602,2014-06-25,13497,그렉 키니어|켈리 라일리|코너 코롬
731, 우는 남자,20132482,이정범,10057273,3426416,한국,2014-06-04,2014-06-04,500,121991,2014-06-17,588477,장동건|김민희|민성욱|박지연|백현익|최제헌|김경희|이재인|김민재|김성오|김원범|김준성|남연우|박병은|이동휘|주영호|전배수|장인섭|이영란|김희원
759, 부러진 화살,20113535,정지영,10062253,74741,한국,2012-01-18,2012-01-18,245,30872,2012-01-31,2090074,안성기|박원상|나영희|김지호|이승훈|이춘연|이홍표|임태연|장길수|장현남|전윤희|조세래|조완기|조유미|최린|최필선|한현근|허웅|이미화|김지연|이익태|이제희|이지석|배연태|백성기|신종훈|오대환|정원중|조동인|김태한|조덕제|박길수|한기중
745, 사랑은 소설처럼,20148906,제시카 골드버그,10038876,0,미국,2014-06-12,2014-06-12,33,1288,2014-06-25,6373,크리스틴 리터|브라이언 게라그티
751, 님포매니악 볼륨1,20148994,라스 폰 트리에,10013894,30830,덴마크,2014-06-18,2014-06-18,231,4350,2014-07-01,45949,샤를로뜨 갱스부르|스텔란 스카스가드|스테이시 마틴|샤이아 라보프|크리스찬 슬레이터|제이미 벨|우마 서먼|윌렘 데포|미아 고스|소피 케네디 클락|코니 닐슨
729, 스퀴시랜드,20148743,김태익,20189537,0,한국,2014-06-04,2014-06-04,55,1292,2014-06-17,5181,배정미|남도형|김선혜
737, 스틸 라이프,20148826,우베르토 파솔리니,10052122,0,영국,2014-06-05,2014-06-05,18,273,2014-06-18,4736,에디 마산|조앤 프로갯
713, 극장판 루팡 3세 VS 명탐정 코난,20148648,카메가키 하지메,20169843,0,일본,2014-05-29,2014-05-29,222,3877,2014-06-11,208724,강수진|김선혜
815, 프란시스 하,20136926,노아 바움백,10008113,35005,미국,2014-07-17,2014-07-17,63,3205,2014-07-30,48835,그레타 거윅|믹키 섬너|그레이스 검머|아담 드라이버
807, 주온 : 끝의 시작,20149394,오치아이 마사유키,10050815,52250,일본,2014-07-16,2014-07-16,335,48923,2014-07-29,407480,사사키 노조미
838, 2014 베를린 필하모닉 발트뷔네 콘서트,20140097,구스타보 두다멜,20115455,0,독일,2014-08-04,2014-08-04,1,43,2014-08-17,454,류태준|장은아|연송하|송찬호|이가영|이상훈|이승현|이원기|이은주|김주애|김진휘|김진휘|김효인|김효인|노진수|이무생
791, 블랙딜,20148623,이훈규,10058282,0,한국,2014-07-03,2014-07-03,73,601,2014-07-16,7310,정태춘
756, 코알라 키드 : 영웅의 탄생,20113811,이경호,20111323,178601,한국,2012-01-12,2012-01-12,214,8326,2012-01-25,172965,태민|써니|윤다훈|최정현
795, 더 시그널,20149288,윌리엄 유뱅크,10053217,0,미국,2014-07-09,2014-07-09,260,19052,2014-07-22,105433,브렌튼 스웨이츠|로렌스 피쉬번
750, 그레이스 오브 모나코,20148877,올리비에 다한,10051255,100184,프랑스,2014-06-18,2014-06-18,334,14123,2014-07-01,195007,니콜 키드먼|팀 로스|프랭크 란젤라
806, 산타바바라,20138221,조성규,10065915,2831,한국,2014-07-16,2014-07-16,78,1433,2014-07-29,15717,이상윤|윤진서|이솜|서범석|신동미|정미라|정여은|강유현|차수민|이덕화|이석현|이선영|이시연|이재영|이지수|박은주|이지수|신유경|김상석|김용진|김은성|김정은|김태우|박해일
835, 어떤 만남,20149459,리사 아주엘로스,20176582,0,프랑스,2014-07-31,2014-07-31,37,2190,2014-08-13,22688,소피 마르소|프랑수아 클뤼제
746, 스톤,20130929,조세래,20110552,0,한국,2014-06-12,2014-06-12,148,1374,2014-06-25,12760,조동인|김뢰하|박원상|강경래|강나연|박효준|신나라|정광수|조세래|최종태|이민영|이상문|하재민|허준석|이아영|김남호|황성우|박민규|손종학
761, 페이스메이커,20113951,김달중,20115721,0,한국,2012-01-18,2012-01-18,360,22553,2012-01-31,450072,김명민|안성기|고아라|최태준|조희봉|이엘|이동훈|권지민|최재웅|최윤성|유하복|조영진|이봉규|임종윤|정준원
748, 천국에 다녀온 소년,20149125,랜달 월러스,10014567,164287,미국,2014-06-12,2014-06-12,21,1510,2014-06-25,26051,그렉 키니어|켈리 라일리|코너 코롬
785, 프랑스인 김명실,20148901,이지현,20188896,0,한국,2014-06-26,2014-06-26,3,7,2014-07-09,169,구원영|쎄실 들래트르|이진숙
775, 와즈다,20148762,하이파 알-만수르,10024899,0,기타,2014-06-19,2014-06-19,50,743,2014-07-02,8190,와드 모하메드
857, 야누스: 욕망의 두 얼굴,20140187,손영호,20030698,0,한국,2014-08-14,2014-08-14,20,1207,2014-08-27,4122,오인혜|이은미|크리스 조|이미영|이상훈|김민식
817, 제7의 봉인,20070400,잉마르 베리만,10059012,3563,스웨덴,2012-05-10,2012-05-10,1,78,2012-05-23,1664,막스 본 시도우|군나르 비에른스트란드|비비 안데르손|닐스 포페|벵트 에케로트|잉가 길
782," 자, 이제 댄스타임",20133789,조세영,10065970,292,한국,2014-06-26,2014-06-26,2,116,2014-07-09,884,박지혜|송삼동|지주현
825, 드래곤 길들이기 2,20131248,딘 데블로이스,10013583,1364608,미국,2014-07-23,2014-07-23,667,72041,2014-08-05,2340526,제이 바루첼|제라드 버틀러|케이트 블란쳇|아메리카 페레라
740, 경주,20133641,장률,10060143,3106,한국,2014-06-12,2014-06-12,316,7922,2014-06-25,57297,박해일|신민아|김태훈|신소율|이춘연|이학민|박재웅|박재희|박진홍|임상묵|임진욱|신민아|양희망|오류미|오세현|유병옥|윤상일|조현정|고유희|윤진서|이관훈|이기연|최근우|권병수|홍성은|홍수영|이은우|이준동|김솔|김여정|김정우|김주현|김주현|김초혜|김태희|나경찬|김수안|최배영|김학선
774, 극장판: 타이거 앤 버니 -더 라이징-,20149308,요네타니 요시토모,20167780,3906,일본,2014-06-19,2014-06-19,5,261,2014-07-02,2115,이선주|황원
840, 명탐정 코난 : 이차원의 저격수,20149567,시즈노 코분,20113482,519815,일본,2014-08-06,2014-08-06,232,23648,2014-08-19,364312,김수환|김영균
812, 언더 더 스킨,20149528,조나단 글레이저,10065304,23,영국,2014-07-17,2014-07-17,20,933,2014-07-30,2723,스칼렛 요한슨|폴 프래니건
823, 미래는 고양이처럼,20113482,미란다 줄리,10027001,0,미국,2012-05-17,2012-05-17,14,391,2012-05-30,6634,미란다 줄리|해미쉬 링클레이터|데이빗 워숍스키|캐슬린 가티
852, 곤충왕국 3D,20149962,김진만|김정민,20100264|20160305,105886,한국,2014-08-14,2014-08-14,39,734,2014-08-27,10610,김성주|김민국|김민율
819, 내 아내의 모든 것,20113554,민규동,10027774,693943,한국,2012-05-17,2012-05-17,502,87798,2012-05-30,2228460,임수정|이선균|류승룡|이달형|이진희|김도균|김선일|최차원|신경철|옥광희|박희본|김지영|정대용
830, 우리가족,20133955,김도현,20147796,186515,한국,2014-07-24,2014-07-24,4,12,2014-08-06,448,김태훈|박은영|강민석|박진우|이희정|염하룡|이성태|이승환|이원영|이은정|김민석|김소현|김원일|김원혁|김하영|김혜민
885, 찰리 컨트리맨,20149463,프레드릭 본드,20189536,0,미국,2014-08-28,2014-08-28,33,374,2014-09-10,4059,샤이아 라보프|에반 레이첼 우드|매즈 미켈슨
822, 멜랑콜리아,20125967,라스 폰 트리에,10013894,34099,덴마크,2012-05-17,2012-05-17,20,334,2012-05-30,8283,커스틴 던스트|샤를로뜨 갱스부르|키퍼 서덜랜드|샬롯 램플링
845, 숫호구,20127628,백승기,20120681,1159,한국,2014-08-07,2014-08-07,14,149,2014-08-20,1945,백승기|손이용|박지나|조한철|강병진|성충경|허윤정|이은지|이지혜|김선호
824, 군도: 민란의 시대,20123501,윤종빈,10054495,1819309,한국,2014-07-23,2014-07-23,"1,250",551841,2014-08-05,4645452,하정우|강동원|최귀화|이성민|조진웅|마동석|윤지혜|정만식|김성균|김재영|주진모|이경영|신나라|정두홍|조남희|조현도|김광현|김병주|김영철|김지선|김태수|노남석|송영창|이경영|김병옥|주영호|한예리|김시은|김해숙|정대용|정재헌
810, 논픽션 다이어리,20137542,정윤석,10062080,1218,한국,2014-07-17,2014-07-17,28,414,2014-07-30,5159,고병천|김형태|박상구
809, 극장판 꽃이 피는 첫걸음 : 홈 스위트 홈,20149523,안도 마사히로,10043046,1147,일본,2014-07-17,2014-07-17,15,225,2014-07-30,2329,이토 카나에|오미가와 치아키|토요사키 아키|토마츠 하루카|노토 마미코
776, 트랜스포머: 사라진 시대,20122021,마이클 베이,10023100,3060084,미국,2014-06-25,2014-06-25,"1,512",467419,2014-07-08,4310112,마크 월버그|니콜라 펠츠|잭 레이너|스탠리 투치|리빙빙
850," 안녕, 헤이즐",20149846,조쉬 분,20187941,15147,미국,2014-08-13,2014-08-13,252,29696,2014-08-26,593859,쉐일린 우들리|안셀 엘고트|냇 울프|윌렘 데포
790, 마네의 제비꽃 여인: 베르트 모리조,20149262,카롤린느 샹페티에,10073431,0,프랑스,2014-07-03,2014-07-03,5,272,2014-07-16,2975,마린느 델테르메|맬릭 지디
778, 로크,20149141,스티븐 나이트,10039291,0,미국,2014-06-26,2014-06-26,35,239,2014-07-09,2412,톰 하디|올리비아 콜만
753, 원스 어게인,20113822,카를로 미라벨라 데이비스|크리스 답킨스|닉 어거스트 페르나,20125869|20125871|20125870,0,미국,2012-01-12,2012-01-12,28,882,2012-01-25,9655,글렌 하사드|마르케타 이글로바
