,movie_name,nation,distribution,director_sum,actor_sum,rate_score,genre,first_genre,genre_sum,release_date,day1_screen,day1_audience,day15_date,day_score,day15_audience,rate,news7
276,팔로우,0.184566,0.05,0,2,0.01975,161589,공포(호러),161589.8413,2015-04-02,188,4885,2015-04-16,42363.009000000005,32737,청소년관람불가,10
277,파운더,0.184566,0.312821,127737,854021,0.15883,864919,드라마,864919.5959999999,2017-04-20,288,3730,2017-05-04,54944.84051,32747,15세이상관람가,36
278,무한대를 본 남자,0.021345,0.05,0,1096654,0.22784000000000001,864919,드라마,864919.5959999999,2016-11-03,296,4633,2016-11-17,55638.66989,32774,12세이상관람가,19
279,예감은 틀리지 않는다,0.021345,0.312821,14470,122536,0.15883,864919,드라마,864919.5959999999,2017-08-10,82,3250,2017-08-24,126809.4041,32837,15세이상관람가,15
280,코난: 암흑의 시대,0.184566,0.809701,223975,513953,0.01975,744323,판타지,1214643.846,2012-04-05,195,4209,2012-04-19,47516.76068,33045,청소년관람불가,0
281,나를 미치게 하는 여자,0.184566,0.4,58800,1664687,0.01975,330697,코미디,396359.2008,2015-12-10,151,3014,2015-12-24,78482.04272,33244,청소년관람불가,10
282,에스엠타운 더 스테이지,0.267262,0.05,0,0,0.07631,71396,다큐멘터리,71396.38793,2015-08-13,57,4912,2015-08-27,127103.1038,33378,전체관람가,0
283,복숭아나무,0.267262,0.6860539999999999,4939,3177775,0.15883,65662,멜로/로맨스,65662.0,2012-10-31,192,4547,2012-11-14,55320.00487999999,33506,15세이상관람가,1122
284,빅 웨딩,0.184566,0.05,0,2403340,0.01975,330697,멜로/로맨스,396359.2008,2013-06-27,149,5044,2013-07-11,75850.10167,33518,청소년관람불가,0
285,뫼비우스,0.267262,0.6860539999999999,84505,632671,0.01975,864919,드라마,864919.5959999999,2013-09-05,123,4959,2013-09-19,80977.29297000001,33739,청소년관람불가,1200
286,레터스 투 갓,0.184566,0.05,0,0,0.07631,864919,가족,1147617.755,2016-02-25,104,2707,2016-03-10,61108.967789999995,33753,전체관람가,0
287,7번째 내가 죽던 날,0.184566,0.05,13,350904,0.15883,864919,드라마,1208387.715,2017-05-31,225,4812,2017-06-14,69613.76009,34474,15세이상관람가,24
288,더 랍스터,0.021345,0.05,932,1765415,0.01975,470320,판타지,535982.3491,2015-10-29,56,2189,2015-11-12,55805.8301,34647,청소년관람불가,33
289,두레소리,0.267262,0.05,1206454,0,0.22784000000000001,864919,드라마,864919.5959999999,2012-05-10,125,2113,2012-05-24,63592.62432,34678,12세이상관람가,22
290,필로미나의 기적,0.021345,0.05,43052,1258828,0.22784000000000001,864919,드라마,864919.5959999999,2014-04-16,152,2414,2014-04-30,43159.58494,34820,12세이상관람가,25
291,더 스토리: 세상에 숨겨진 사랑,0.184566,0.05,0,3152212,0.15883,864919,드라마,1354912.6,2012-12-06,94,3586,2012-12-20,88029.92348,35323,15세이상관람가,0
292,령 : 저주받은 사진,0.010716,0.05,158177,60,0.15883,161589,공포(호러),161589.8413,2015-06-04,239,6719,2015-06-18,60570.8087,35640,15세이상관람가,17
293,순종,0.267262,0.05,0,1085231,0.07631,71396,다큐멘터리,71396.38793,2016-11-17,102,2554,2016-12-01,58217.87881,35851,전체관람가,0
294,"나, 다니엘 블레이크",0.021345,0.05,8649,0,0.22784000000000001,864919,드라마,864919.5959999999,2016-12-08,63,1876,2016-12-22,78482.04272,35996,12세이상관람가,69
295,리스본행 야간열차,0.021345,0.05,24745,1112121,0.15883,424331,미스터리,833461.1234,2014-06-05,52,2196,2014-06-19,66898.83828,36271,15세이상관람가,18
296,마미,0.008427,0.05,13577,13110,0.15883,864919,드라마,864919.5959999999,2014-12-18,84,2614,2015-01-01,98281.47224,36655,15세이상관람가,38
297,5일의 마중,0.008085,0.05,288665,187621,0.07631,864919,멜로/로맨스,930581.5959999999,2014-10-08,62,1048,2014-10-22,62490.5884,36731,전체관람가,214
298,사이드 이펙트,0.184566,0.790536,257342,1714300,0.01975,864919,스릴러,1854058.062,2013-07-11,165,4096,2013-07-25,83996.12402,37094,청소년관람불가,22
299,미스 사이공 : 25주년 특별 공연,0.184566,0.4,6952,0,0.15883,2784,공연,2784.0,2016-11-24,89,3133,2016-12-08,69048.47451,37103,15세이상관람가,0
300,위아 유어 프렌즈,0.184566,0.05,0,71640,0.01975,864919,드라마,930581.5959999999,2015-11-12,219,2658,2015-11-26,57035.69739,37159,청소년관람불가,11
301,매기스 플랜,0.184566,0.05,7116,4072829,0.15883,330697,코미디,396359.2008,2017-01-25,69,2278,2017-02-08,98853.31647,37757,15세이상관람가,30
302,세이프 헤이븐,0.184566,0.05,51719,6785131,0.15883,864919,멜로/로맨스,930581.5959999999,2013-11-06,108,2360,2013-11-20,55287.84819,37973,15세이상관람가,0
303,성실한 나라의 앨리스,0.267262,0.312821,1161,5107603,0.01975,864919,드라마,864919.5959999999,2015-08-13,65,3219,2015-08-27,127103.1038,38035,청소년관람불가,389
304,나의 그리스식 웨딩 2,0.184566,0.05,125120,180771,0.15883,330697,코미디,330697.2008,2016-03-30,323,5692,2016-04-13,48738.55331,38297,15세이상관람가,15
305,미스 슬로운,0.184566,0.05,108420,13163911,0.15883,864919,드라마,1289250.6,2017-03-29,102,3474,2017-04-12,43802.54319,38306,15세이상관람가,26
306,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,0.267262,0.05,11566,166362,0.07631,71396,공연,74180.38793,2012-10-18,71,5974,2012-11-01,56309.6279,38434,전체관람가,13
307,마지막 4중주,0.184566,0.05,0,1087408,0.15883,864919,드라마,864919.5959999999,2013-07-25,29,1672,2013-08-08,98997.31175,38834,15세이상관람가,18
308,베스트 오퍼,0.021345,0.05,85793,614726,0.15883,343468,미스터리,409130.1194,2014-06-12,175,3513,2014-06-26,62091.676920000005,38880,15세이상관람가,14
309,스노든,0.021345,0.05,253315,4157976,0.15883,864919,스릴러,1289250.6,2017-02-09,277,4376,2017-02-23,71919.98014,39029,15세이상관람가,38
310,두 번의 결혼식과 한 번의 장례식,0.267262,0.05,5999,524754,0.15883,330697,코미디,396359.2008,2012-06-21,66,3372,2012-07-05,67355.53928,39557,15세이상관람가,197
311,"웰컴, 삼바",0.021345,0.05,1720052,361694,0.15883,330697,코미디,330697.2008,2015-02-18,252,5936,2015-03-04,95095.99878,39604,15세이상관람가,19
312,아델라인 : 멈춰진 시간,0.184566,0.759259,0,144859,0.22784000000000001,470320,판타지,535982.3491,2015-10-15,238,3754,2015-10-29,57761.040089999995,39799,12세이상관람가,0
313,그레이브 인카운터,0.008427,0.05,0,0,0.15883,424331,공포(호러),929388.9647,2012-08-01,59,3464,2012-08-15,125501.8383,40278,15세이상관람가,0
314,하트 브레이커,0.021345,0.05,30,30040,0.15883,330697,코미디,396359.2008,2012-04-19,172,4082,2012-05-03,45278.4503,40739,15세이상관람가,0
315,스푹스:MI5,0.021345,0.05,21051,841190,0.15883,864919,액션,2033574.0969999998,2016-03-17,318,6670,2016-03-31,46990.63343,41166,15세이상관람가,16
316,약장수,0.267262,0.05,0,4192845,0.15883,864919,드라마,864919.5959999999,2015-04-23,278,4006,2015-05-07,61566.65816,41341,15세이상관람가,65
317,코블러,0.184566,0.05,104073,1392058,0.15883,470320,판타지,801017.5499,2015-04-08,230,4541,2015-04-22,42095.89509,41444,15세이상관람가,0
318,범죄의 여왕,0.267262,0.05,0,1187675,0.15883,424331,스릴러,755028.2049,2016-08-25,266,5290,2016-09-08,90860.30516,41619,15세이상관람가,275
319,심야식당 2,0.010716,0.05,65330,230040,0.22784000000000001,864919,드라마,864919.5959999999,2017-06-08,229,3355,2017-06-22,60570.8087,41678,12세이상관람가,62
320,엘리노어 릭비: 그 남자 그 여자,0.184566,0.05,9413,2300293,0.15883,864919,드라마,864919.5959999999,2015-04-09,212,4682,2015-04-23,42363.009000000005,42275,15세이상관람가,22
321,내가 죽기 전에 가장 듣고 싶은 말,0.184566,0.05,43804,1020885,0.22784000000000001,330697,코미디,330697.2008,2017-07-19,151,6015,2017-08-02,88016.73991,42497,12세이상관람가,10
322,블랙 가스펠,0.267262,0.6860539999999999,0,1040929,0.07631,864919,드라마,864919.5959999999,2013-11-14,134,4172,2013-11-28,55638.66989,42541,전체관람가,0
323,피케이: 별에서 온 얼간이,0.008427,0.13333299999999998,230024,122939,0.15883,864919,코미디,1195616.797,2015-09-03,183,2957,2015-09-17,65957.55419,43206,15세이상관람가,0
324,울브스,0.184566,0.05,0,1480655,0.15883,744323,판타지,1214643.846,2014-11-13,291,7377,2014-11-27,57035.69739,43251,15세이상관람가,0
325,프랭크,0.021345,0.05,87328,2251928,0.15883,864919,코미디,1195616.797,2014-09-25,194,3832,2014-10-09,72852.7031,43416,15세이상관람가,11
326,스트레이트 아웃 오브 컴턴,0.184566,0.4,740870,185899,0.01975,864919,드라마,864919.5959999999,2015-09-10,184,4393,2015-09-24,65957.55419,44072,청소년관람불가,13
327,맨체스터 바이 더 씨,0.184566,0.05,0,3268503,0.15883,864919,드라마,864919.5959999999,2017-02-15,100,2887,2017-03-01,75949.12011,44137,15세이상관람가,34
328,저스티스,0.184566,0.759259,200004,2423207,0.01975,864919,액션,2033574.0969999998,2012-03-15,138,4592,2012-03-29,45839.64887,44186,청소년관람불가,0
329,"그래, 가족",0.267262,1.350294,269271,5776632,0.22784000000000001,330697,코미디,330697.2008,2017-02-15,353,8010,2017-03-01,75949.12011,44531,12세이상관람가,531
330,김광석,0.267262,0.05,25294,50288,0.15883,71396,다큐멘터리,71396.38793,2017-08-30,210,2913,2017-09-13,72892.96815,44873,15세이상관람가,151
331,우리 선희,0.267262,0.05,68027,3600440,0.01975,864919,드라마,864919.5959999999,2013-09-12,38,2129,2013-09-26,93600.34137000001,45016,청소년관람불가,139
332,크림슨 피크,0.184566,0.4,679335,3082412,0.01975,470320,판타지,894651.3531,2015-11-25,236,6117,2015-12-09,69470.34693,45050,청소년관람불가,37
333,적인걸2 : 신도해왕의 비밀,0.008085,0.05,100032,761697,0.22784000000000001,744323,미스터리,1087791.616,2013-10-02,169,5539,2013-10-16,69345.49712999999,45488,12세이상관람가,0
334,설계,0.267262,0.05,283,336789,0.01975,424331,스릴러,424331.00399999996,2014-09-18,252,8031,2014-10-02,66679.47915,45493,청소년관람불가,33
335,한 번 더 해피엔딩,0.184566,0.05,527118,1958047,0.15883,330697,멜로/로맨스,396359.2008,2015-04-08,231,5356,2015-04-22,42095.89509,45493,15세이상관람가,19
336,밤의 해변에서 혼자,0.267262,0.05,68646,4591683,0.01975,864919,드라마,864919.5959999999,2017-03-23,129,5022,2017-04-06,45560.01591,45615,청소년관람불가,510
337,뜨거운 안녕,0.267262,0.05,0,0,0.22784000000000001,864919,드라마,864919.5959999999,2013-05-30,161,4919,2013-06-13,67903.38375,46054,12세이상관람가,135
338,송 원,0.184566,0.05,0,1707841,0.15883,864919,드라마,930581.5959999999,2015-04-01,65,5620,2015-04-15,42095.89509,46102,15세이상관람가,0
339,블레어 위치,0.184566,0.05,3235,0,0.15883,424331,공포(호러),585920.8453,2016-11-23,125,3599,2016-12-07,67515.47138999999,46285,15세이상관람가,0
340,디센던트,0.184566,0.552296,100424,4086351,0.15883,864919,코미디,1195616.797,2012-02-16,113,3799,2012-03-01,74187.51827,46308,15세이상관람가,37
341,내 연애의 기억,0.267262,0.05,110905,2946270,0.01975,330697,멜로/로맨스,396359.2008,2014-08-20,175,7506,2014-09-03,108753.214,46395,청소년관람불가,70
342,호두까기인형 3D,0.184566,0.05,21784,1315310,0.07631,621589,가족,1374607.946,2013-01-03,126,5390,2013-01-17,76823.08232,46400,전체관람가,0
343,나의 산티아고,0.021345,0.05,0,35467,0.22784000000000001,330697,코미디,330697.2008,2016-07-14,81,2859,2016-07-28,86105.17686,46607,12세이상관람가,0
344,목숨 건 연애,0.267262,0.05,5993122,4226957,0.15883,330697,멜로/로맨스,396359.2008,2016-12-14,378,7489,2016-12-28,79957.78554,46622,15세이상관람가,985
345,엽문3: 최후의 대결,0.008085,0.05,58480,175232,0.22784000000000001,864919,액션,1609243.093,2016-03-10,115,4181,2016-03-24,45839.64887,46688,12세이상관람가,10
346,이스케이프,0.184566,0.6860539999999999,118286,1809135,0.15883,744323,액션,1168654.501,2015-11-05,264,4872,2015-11-19,55638.66989,46913,15세이상관람가,0
347,일사각오,0.267262,0.05,25649,0,0.22784000000000001,864919,드라마,864919.5959999999,2016-03-17,43,3528,2016-03-31,46990.63343,46917,12세이상관람가,0
348,님포매니악 볼륨1,0.021345,0.312821,30830,4946003,0.01975,864919,드라마,864919.5959999999,2014-06-18,231,4350,2014-07-02,63714.43297,47274,청소년관람불가,65
349,더 테너 리리코 스핀토,0.267262,0.05,738893,3377017,0.22784000000000001,864919,드라마,864919.5959999999,2014-12-31,185,6625,2015-01-14,87246.33883,48526,12세이상관람가,118
350,데몰리션,0.184566,0.05,40001,785707,0.01975,864919,드라마,864919.5959999999,2016-07-13,168,3760,2016-07-27,85575.55127000001,48628,청소년관람불가,35
351,내가 잠들기 전에,0.021345,0.05,0,959772,0.01975,424331,미스터리,767799.1234,2014-10-30,190,6705,2014-11-13,55719.603520000004,49809,청소년관람불가,0
352,비밀,0.267262,0.312821,0,8925738,0.15883,864919,미스터리,1208387.715,2015-10-15,305,7539,2015-10-29,57761.040089999995,50017,15세이상관람가,424
353,미안해 사랑해 고마워,0.267262,0.759259,1484644,5301987,0.15883,864919,드라마,864919.5959999999,2015-10-28,333,6142,2015-11-11,56901.959070000004,50118,15세이상관람가,747
354,프란시스 하,0.184566,0.05,35005,69456,0.15883,330697,코미디,396359.2008,2014-07-17,63,3205,2014-07-31,86105.17686,50293,15세이상관람가,34
355,빅뱅 메이드,0.267262,0.809701,0,3108222,0.22784000000000001,71396,다큐멘터리,71396.38793,2016-06-30,54,6459,2016-07-14,82783.82614,50464,12세이상관람가,163
356,포레스트: 죽음의 숲,0.184566,0.4,0,0,0.22784000000000001,161589,공포(호러),161589.8413,2016-03-30,282,5536,2016-04-13,48738.55331,50520,12세이상관람가,0
357,더 씽,0.184566,0.05,0,911656,0.15883,632292,공포(호러),1137350.054,2012-06-14,172,5038,2012-06-28,60570.8087,50641,15세이상관람가,12
358,와일드,0.184566,0.552296,35785,562109,0.01975,864919,드라마,864919.5959999999,2015-01-22,52,2452,2015-02-05,76821.71345,50952,청소년관람불가,29
359,빅 미라클,0.184566,0.4,478678,2471618,0.07631,864919,드라마,930581.5959999999,2012-02-23,169,5568,2012-03-08,62657.42031,50978,전체관람가,0
360,트럼보,0.184566,0.05,120949,1460147,0.15883,864919,드라마,864919.5959999999,2016-04-07,299,5267,2016-04-21,47516.76068,51168,15세이상관람가,29
361,헤이와이어,0.184566,0.05,256165,2779318,0.15883,864919,액션,2998631.6539999996,2012-07-05,193,7147,2012-07-19,83996.12402,51665,15세이상관람가,21
362,인시디어스,0.184566,0.759259,1923738,1952014,0.15883,470320,공포(호러),1056241.1940000001,2012-09-13,171,5373,2012-09-27,65957.55419,51796,15세이상관람가,17
363,바닷마을 다이어리,0.010716,0.05,40957,711792,0.22784000000000001,864919,드라마,864919.5959999999,2015-12-17,66,3278,2015-12-31,88651.91738,52110,12세이상관람가,166
364,유스,0.021345,0.05,23532,2059477,0.15883,864919,드라마,864919.5959999999,2016-01-07,65,2939,2016-01-21,76823.08232,52365,15세이상관람가,51
365,베스트 엑조틱 메리골드 호텔,0.021345,0.552296,106998,2291478,0.15883,864919,코미디,1195616.797,2012-07-12,146,5411,2012-07-26,83996.12402,52386,15세이상관람가,15
366,호프 스프링즈,0.184566,0.05,506330,1246573,0.01975,330697,멜로/로맨스,396359.2008,2013-04-04,170,4305,2013-04-18,42363.009000000005,52644,청소년관람불가,11
367,돌아온 파워레인저 미라클포스,0.010716,0.790536,0,55935,0.07631,864919,액션,1609243.093,2012-02-29,192,7961,2012-03-14,51943.4822,54091,전체관람가,0
368,드래곤 블레이드,0.008085,0.790536,156675,1099839,0.15883,744323,액션,1365912.935,2015-03-12,254,6413,2015-03-26,46990.63343,54112,15세이상관람가,22
369,대니 콜린스,0.184566,0.05,0,586764,0.15883,864919,드라마,864919.5959999999,2015-09-30,294,6045,2015-10-14,63970.56028,54157,15세이상관람가,11
370,지금은맞고그때는틀리다,0.267262,0.6860539999999999,67403,7797619,0.01975,864919,드라마,864919.5959999999,2015-09-24,53,3525,2015-10-08,84690.44447,54330,청소년관람불가,665
371,오두막,0.184566,0.05,2253,3871750,0.22784000000000001,864919,드라마,864919.5959999999,2017-04-20,382,6150,2017-05-04,54944.84051,54346,12세이상관람가,19
372,위아영,0.184566,0.05,40183,1934686,0.15883,864919,코미디,1195616.797,2015-05-14,234,5314,2015-05-28,65189.3671,54447,15세이상관람가,51
373,나이트 크롤러,0.184566,0.05,0,1083123,0.01975,864919,범죄,1854058.062,2015-02-26,225,6302,2015-03-12,51584.78808,54759,청소년관람불가,32
374,파라노말 액티비티: 더 고스트 디멘션,0.184566,0.05,0,0,0.15883,343468,미스터리,505057.9607,2016-04-21,330,6854,2016-05-05,56615.596970000006,54804,15세이상관람가,0
375,잡아야 산다,0.267262,0.05,240938,6625261,0.15883,744323,코미디,1075020.6979999999,2016-01-07,198,8688,2016-01-21,76823.08232,54953,15세이상관람가,411
376,위시 어폰,0.184566,0.05,309920,1868,0.15883,161589,공포(호러),161589.8413,2017-07-20,264,9819,2017-08-03,90022.6374,55018,15세이상관람가,25
377,그물,0.267262,0.6860539999999999,83390,1547983,0.15883,864919,드라마,864919.5959999999,2016-10-06,374,6805,2016-10-20,56346.24612,55332,15세이상관람가,365
378,드레스메이커,0.008427,0.05,26035,1814047,0.15883,864919,드라마,864919.5959999999,2016-02-11,173,7519,2016-02-25,71919.98014,55766,15세이상관람가,15
379,그렇게 아버지가 된다,0.010716,0.05,38493,122722,0.07631,864919,드라마,1147617.755,2013-12-19,39,2152,2014-01-02,97214.73288,55960,전체관람가,57
380,웃는 남자,0.021345,0.05,8821,64004,0.15883,470320,미스터리,813788.4685,2013-03-28,170,7126,2013-04-11,43571.99107,56394,15세이상관람가,0
381,러덜리스,0.184566,0.05,0,2076747,0.22784000000000001,864919,코미디,1195616.797,2015-07-09,117,4315,2015-07-23,83996.12402,56431,12세이상관람가,17
382,더 보이,0.184566,0.05,54,1696,0.15883,424331,공포(호러),585920.8453,2016-06-01,174,4180,2016-06-15,67839.02446,56748,15세이상관람가,15
383,경주,0.267262,0.05,3106,6288249,0.15883,864919,드라마,1261278.797,2014-06-12,316,7922,2014-06-26,62091.676920000005,57516,15세이상관람가,375
384,태풍이 지나가고,0.010716,0.05,41803,87034,0.22784000000000001,864919,드라마,864919.5959999999,2016-07-27,41,1906,2016-08-10,102705.59,58293,12세이상관람가,57
385,다이애나,0.021345,0.05,269643,321366,0.15883,864919,드라마,930581.5959999999,2014-03-06,279,10451,2014-03-20,45839.64887,58387,15세이상관람가,19
386,본 투 비 블루,0.008427,0.05,0,778053,0.01975,864919,드라마,864919.5959999999,2016-06-09,138,4226,2016-06-23,60570.8087,58806,청소년관람불가,24
387,휴고,0.184566,0.809701,264209,765060,0.07631,282698,가족,282698.1587,2012-02-29,70,5558,2012-03-14,51943.4822,58873,전체관람가,131
388,더 퍼지 : 거리의 반란,0.184566,0.4,137340,329492,0.01975,424331,공포(호러),585920.8453,2014-08-27,204,12045,2014-09-10,116524.7092,59443,청소년관람불가,10
389,두 남자,0.267262,0.05,0,1829304,0.01975,744323,범죄,1309130.959,2016-11-30,397,13912,2016-12-14,78346.06709,60114,청소년관람불가,151
390,달라스 바이어스 클럽,0.184566,0.05,38987,1273694,0.01975,864919,드라마,864919.5959999999,2014-03-06,131,4746,2014-03-20,45839.64887,60855,청소년관람불가,65
391,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,0.010716,0.6860539999999999,0,1798460,0.07631,744323,액션,744323.4968,2016-11-03,219,2196,2016-11-17,55638.66989,61551,전체관람가,0
392,최악의 하루,0.267262,0.312821,14485,1798341,0.15883,65662,멜로/로맨스,65662.0,2016-08-25,196,6309,2016-09-08,90860.30516,63026,15세이상관람가,435
393,기생수 파트2,0.010716,0.05,345076,165729,0.01975,632292,SF,1056623.097,2015-05-07,255,9213,2015-05-21,63592.62432,63461,청소년관람불가,0
394,마담 프루스트의 비밀정원,0.021345,0.05,8842,4653,0.07631,864919,드라마,864919.5959999999,2014-07-24,36,2124,2014-08-07,99630.09268,63725,전체관람가,26
395,스티브 잡스,0.184566,0.4,234268,1818551,0.22784000000000001,864919,드라마,864919.5959999999,2016-01-21,381,9164,2016-02-04,77564.83468,65315,12세이상관람가,56
396,번개맨,0.267262,0.05,1049034,0,0.07631,470320,판타지,753018.5078,2016-02-11,362,5192,2016-02-25,71919.98014,65624,전체관람가,31
397,다크 플레이스,0.184566,0.05,12307,1915413,0.01975,864919,드라마,1632718.719,2015-07-15,246,8603,2015-07-29,85575.55127000001,65873,청소년관람불가,44
398,올레,0.267262,0.05,0,3304859,0.15883,864919,드라마,1195616.797,2016-08-25,338,12249,2016-09-08,90860.30516,66867,15세이상관람가,593
399,닥터,0.267262,0.05,163096,0,0.01975,424331,스릴러,424331.00399999996,2013-06-20,156,8963,2013-07-04,64743.59295,66960,청소년관람불가,0
400,이퀄스,0.184566,0.05,4126,1911547,0.15883,864919,드라마,1497211.689,2016-08-31,354,15046,2016-09-14,78200.9835,68015,15세이상관람가,24
401,세상에서 고양이가 사라진다면,0.010716,0.05,0,69329,0.22784000000000001,864919,드라마,864919.5959999999,2016-11-09,143,6373,2016-11-23,55287.84819,68422,12세이상관람가,18
402,어카운턴트,0.184566,0.821026,24802,2720735,0.15883,744323,액션,1168654.501,2016-10-13,365,9069,2016-10-27,57761.040089999995,69472,15세이상관람가,0
403,어거스트: 가족의 초상,0.184566,0.05,187122,2564559,0.15883,864919,드라마,864919.5959999999,2014-04-03,243,6959,2014-04-17,42363.009000000005,69772,15세이상관람가,18
404,파리로 가는 길,0.184566,0.05,0,976207,0.22784000000000001,864919,드라마,930581.5959999999,2017-08-03,79,4001,2017-08-17,126809.4041,69834,12세이상관람가,30
405,투 마더스,0.021345,0.05,74704,600751,0.01975,864919,드라마,864919.5959999999,2013-08-22,198,11201,2013-09-05,99035.58892000001,69928,청소년관람불가,0
406,아티스트,0.184566,0.05,0,624844,0.22784000000000001,864919,멜로/로맨스,1261278.797,2012-02-16,90,3036,2012-03-01,74187.51827,69964,12세이상관람가,0
407,선생님의 일기,0.008427,0.05,0,584,0.22784000000000001,864919,멜로/로맨스,930581.5959999999,2016-11-02,146,6861,2016-11-16,55287.84819,70281,12세이상관람가,20
408,매직 인 더 문라이트,0.184566,0.05,85293,2287128,0.22784000000000001,864919,코미디,1261278.797,2014-08-20,178,7317,2014-09-03,108753.214,70396,12세이상관람가,50
409,하이힐을 신고 달리는 여자,0.184566,0.05,26318,563543,0.15883,330697,코미디,330697.2008,2012-02-02,164,6303,2012-02-16,70158.3783,70720,15세이상관람가,0
410,더 서클,0.184566,0.05,0,2829523,0.22784000000000001,864919,드라마,1921542.6930000002,2017-06-22,155,10401,2017-07-06,71731.06083,70987,12세이상관람가,29
411,너와 100번째 사랑,0.010716,0.05,0,0,0.22784000000000001,864919,드라마,930581.5959999999,2017-05-25,114,4851,2017-06-08,71291.06637,71224,12세이상관람가,14
412,언더월드: 블러드 워,0.184566,0.4,0,2015941,0.15883,744323,액션,1376233.687,2016-11-30,177,15394,2016-12-14,78346.06709,72071,15세이상관람가,24
413,파워레인져스: 더 비기닝,0.184566,0.6860539999999999,266389,1897585,0.22784000000000001,744323,액션,2468525.377,2017-04-20,431,10413,2017-05-04,54944.84051,72478,12세이상관람가,32
414,위자,0.184566,0.4,0,9736,0.15883,343468,미스터리,505057.9607,2015-04-16,319,9069,2015-04-30,43426.69885,72503,15세이상관람가,13
415,오싱,0.010716,0.05,1350,50451,0.07631,864919,드라마,864919.5959999999,2013-12-05,224,5190,2013-12-19,78482.04272,72516,전체관람가,0
416,아메리칸 셰프,0.184566,0.05,1958162,7012511,0.15883,330697,코미디,330697.2008,2015-01-07,81,2739,2015-01-21,76338.68532,72603,15세이상관람가,30
417,엽기적인 그녀 2,0.267262,0.05,1015351,4183445,0.15883,330697,멜로/로맨스,396359.2008,2016-05-12,380,15373,2016-05-26,65189.3671,73687,15세이상관람가,196
418,지슬 - 끝나지 않은 세월2,0.267262,0.05,1346,6708,0.15883,864919,드라마,864919.5959999999,2013-03-21,81,2864,2013-04-04,45220.350139999995,74227,15세이상관람가,43
419,파도가 지나간 자리,0.184566,0.312821,18373,1428228,0.15883,864919,드라마,930581.5959999999,2017-03-08,228,3677,2017-03-22,45550.6135,74284,15세이상관람가,32
420,패트리어트 데이,0.184566,0.05,817255,2789109,0.15883,864919,드라마,1289250.6,2017-04-06,373,9580,2017-04-20,42363.009000000005,74292,15세이상관람가,27
421,피치 퍼펙트: 언프리티 걸즈,0.184566,0.4,0,1598626,0.15883,330697,코미디,595300.6592,2015-05-28,282,8485,2015-06-11,61621.62817999999,74839,15세이상관람가,26
422,오베라는 남자,0.021345,0.05,0,10339,0.22784000000000001,864919,드라마,864919.5959999999,2016-05-25,217,4458,2016-06-08,70868.48313,75545,12세이상관람가,17
423,철가방 우수氏,0.267262,0.809701,537575,405106,0.22784000000000001,864919,드라마,864919.5959999999,2012-11-22,108,4980,2012-12-06,65038.587779999994,75560,12세이상관람가,10
424,모데카이,0.184566,0.05,4690,2224175,0.15883,744323,액션,1075020.6979999999,2015-02-18,290,16726,2015-03-04,95095.99878,75750,15세이상관람가,13
425,프리덤,0.184566,0.05,0,235733,0.22784000000000001,864919,드라마,1147617.755,2015-11-19,96,6456,2015-12-03,60172.75435,75878,12세이상관람가,12
426,엑스 마키나,0.184566,0.4,0,2538343,0.01975,632292,SF,1056623.097,2015-01-21,197,8662,2015-02-04,76682.22564,76225,청소년관람불가,27
427,쓰리 썸머 나잇,0.267262,0.05,1532286,3114386,0.01975,330697,코미디,330697.2008,2015-07-15,297,12378,2015-07-29,85575.55127000001,76775,청소년관람불가,1085
428,페이스 오브 러브,0.184566,0.05,0,1206733,0.15883,864919,드라마,930581.5959999999,2014-04-16,210,4974,2014-04-30,43159.58494,77514,15세이상관람가,12
429,오 마이 그랜파,0.184566,0.05,6312,266493,0.01975,330697,코미디,330697.2008,2016-03-17,378,10818,2016-03-31,46990.63343,77932,청소년관람불가,25
430,로스트 인 더스트,0.184566,0.8481700000000001,26073,1464465,0.15883,864919,범죄,1429727.0580000002,2016-11-03,337,8741,2016-11-17,55638.66989,77985,15세이상관람가,10
431,지랄발광 17세,0.184566,0.05,0,3165514,0.15883,864919,코미디,1195616.797,2017-06-28,81,6369,2017-07-12,81243.35106,78115,15세이상관람가,18
432,"서서평, 천천히 평온하게",0.267262,0.05,9049,3123760,0.07631,71396,다큐멘터리,71396.38793,2017-04-26,164,3034,2017-05-10,78362.74754,78308,전체관람가,0
433,분신사바 2,0.008085,0.05,456218,730973,0.15883,424331,공포(호러),585920.8453,2014-07-16,205,9263,2014-07-30,85575.55127000001,78803,15세이상관람가,184
434,룸,0.021345,0.05,52488,575059,0.15883,864919,드라마,864919.5959999999,2016-03-03,316,7423,2016-03-17,45839.64887,79167,15세이상관람가,141
435,원 챈스,0.021345,0.6860539999999999,499892,1269842,0.22784000000000001,864919,코미디,1195616.797,2014-03-13,304,9483,2014-03-27,46990.63343,79304,12세이상관람가,36
436,사일런스,0.184566,0.05,262070,2314411,0.15883,864919,드라마,864919.5959999999,2017-02-28,304,7030,2017-03-14,51859.61502,80368,15세이상관람가,43
437,더 테이블,0.267262,0.05,19292,4326189,0.22784000000000001,864919,드라마,930581.5959999999,2017-08-24,266,6504,2017-09-07,93270.10218,80450,12세이상관람가,739
