,movie_name,nation,distribution,director_sum,actor_sum,rate_score,genre,first_genre,genre_sum,release_date,day1_screen,day1_audience,day15_date,day_score,day15_audience,rate,news7
546,대배우,0.267262,0.05,2348834,17202061,0.22784000000000001,330697,코미디,330697.2008,2016-03-30,466,26847,2016-04-13,48738.55331,168065,12세이상관람가,310
547,핵소 고지,0.184566,0.05,1109176,3781168,0.15883,864919,드라마,1151077.384,2017-02-22,442,23123,2017-03-08,64419.02215,168535,15세이상관람가,125
548,한공주,0.267262,0.312821,0,5417609,0.01975,864919,드라마,864919.5959999999,2014-04-17,203,10149,2014-05-01,44525.365710000005,171370,청소년관람불가,276
549,백악관 최후의 날,0.184566,0.05,354738,0,0.01975,744323,액션,1168654.501,2013-06-05,279,19058,2013-06-19,67175.82335,171803,청소년관람불가,23
550,라스트베가스,0.184566,0.05,586628,1504534,0.15883,330697,코미디,330697.2008,2014-05-08,321,13495,2014-05-22,63592.62432,173613,15세이상관람가,24
551,공범자들,0.267262,0.05,143824,0,0.15883,71396,다큐멘터리,71396.38793,2017-08-17,186,9721,2017-08-31,115347.5404,178000,15세이상관람가,536
552,기생수 파트1,0.010716,0.05,283748,108549,0.01975,632292,스릴러,1056623.097,2015-02-26,203,18653,2015-03-12,51584.78808,179599,청소년관람불가,10
553,레전드,0.021345,0.05,116384,3714407,0.01975,864919,액션,2174050.555,2015-12-10,434,31949,2015-12-24,78482.04272,179651,청소년관람불가,40
554,"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",0.010716,0.05,1880,0,0.07631,744323,액션,1376615.59,2014-10-02,205,4251,2014-10-16,68732.54738999999,179683,전체관람가,0
555,글로리데이,0.267262,0.05,0,7213352,0.15883,864919,드라마,864919.5959999999,2016-03-24,425,16442,2016-04-07,45342.27436,180101,15세이상관람가,544
556,컬러풀 웨딩즈,0.021345,0.05,0,23900,0.22784000000000001,330697,코미디,330697.2008,2014-10-16,323,16474,2014-10-30,57761.040089999995,181181,12세이상관람가,25
557,50가지 그림자: 심연,0.184566,0.4,16508,248488,0.01975,864919,드라마,930581.5959999999,2017-02-09,419,24738,2017-02-23,71919.98014,183069,청소년관람불가,39
558,마이 리틀 히어로,0.267262,0.809701,7817459,6561356,0.07631,864919,드라마,864919.5959999999,2013-01-09,341,13457,2013-01-23,76338.68532,183107,전체관람가,446
559,팬,0.184566,0.821026,324959,2476845,0.07631,621589,판타지,1091909.787,2015-10-08,404,15998,2015-10-22,62232.92189,183134,전체관람가,205
560,그녀,0.184566,0.4,49164,2644850,0.01975,864919,드라마,930581.5959999999,2014-05-22,153,8390,2014-06-05,71683.00721,184301,청소년관람불가,61
561,더 셰프,0.184566,0.05,71747,1996088,0.15883,864919,드라마,864919.5959999999,2015-11-05,380,19128,2015-11-19,55638.66989,185201,15세이상관람가,33
562,프리즈너스,0.184566,0.6860539999999999,215483,1817801,0.01975,864919,범죄,1854058.062,2013-10-02,295,24147,2013-10-16,69345.49712999999,187423,청소년관람불가,24
563,버드맨,0.184566,0.552296,390004,3024036,0.01975,864919,코미디,1195616.797,2015-03-05,354,20555,2015-03-19,45839.64887,187672,청소년관람불가,92
564,덤 앤 더머 투,0.184566,0.05,128875,815213,0.15883,330697,코미디,330697.2008,2014-11-27,341,20011,2014-12-11,70538.38762000001,188199,15세이상관람가,15
565,내 사랑,0.021345,0.05,0,195269,0.22784000000000001,864919,드라마,930581.5959999999,2017-07-12,175,11526,2017-07-26,85575.55127000001,189559,12세이상관람가,31
566,송 포 유,0.021345,0.6860539999999999,2240,1261725,0.22784000000000001,864919,코미디,1195616.797,2013-04-18,295,13901,2013-05-02,44426.48242,190461,12세이상관람가,23
567,응징자,0.267262,0.05,275109,2006975,0.01975,744323,액션,1168654.501,2013-10-30,294,24893,2013-11-13,55356.62309,192266,청소년관람불가,630
568,언더월드 4: 어웨이크닝,0.184566,0.05,0,470560,0.01975,744323,액션,2008525.78,2012-02-22,313,18357,2012-03-07,63473.580160000005,199001,청소년관람불가,0
569,남과 여,0.267262,0.759259,125464,6359614,0.01975,65662,멜로/로맨스,65662.0,2016-02-25,424,27887,2016-03-10,61108.967789999995,199253,청소년관람불가,826
570,그레이스 오브 모나코,0.021345,0.759259,100184,392088,0.22784000000000001,864919,드라마,864919.5959999999,2014-06-18,334,14123,2014-07-02,63714.43297,201548,12세이상관람가,34
571,창문 넘어 도망친 100세 노인,0.021345,0.05,0,0,0.15883,864919,어드벤처,1817206.235,2014-06-18,260,11004,2014-07-02,63714.43297,206536,15세이상관람가,14
572,아이 엠 어 히어로,0.010716,0.05,6461,558990,0.01975,744323,액션,905913.338,2016-09-21,172,17795,2016-10-05,70856.76511000001,207609,청소년관람불가,25
573,자칼이 온다,0.267262,0.790536,649496,9471624,0.15883,330697,코미디,330697.2008,2012-11-15,286,22076,2012-11-29,55638.66989,208550,15세이상관람가,1033
574,덕수리 5형제,0.267262,0.790536,0,2519125,0.15883,424331,코미디,755028.2049,2014-12-04,327,18744,2014-12-18,78482.04272,209878,15세이상관람가,1236
575,연애의 맛,0.267262,0.759259,184931,2274419,0.01975,330697,멜로/로맨스,396359.2008,2015-05-07,390,16462,2015-05-21,63592.62432,212231,청소년관람불가,944
576,언프렌디드: 친구삭제,0.184566,0.4,0,0,0.15883,424331,공포(호러),585920.8453,2015-05-07,297,21884,2015-05-21,63592.62432,216918,15세이상관람가,17
577,나는 공무원이다,0.267262,0.6860539999999999,158727,2193964,0.07631,864919,코미디,1195616.797,2012-07-12,269,25462,2012-07-26,83996.12402,217736,전체관람가,73
578,독수리 에디,0.184566,0.552296,14140,3340927,0.22784000000000001,864919,드라마,864919.5959999999,2016-04-07,503,16644,2016-04-21,47516.76068,218510,12세이상관람가,30
579,헤라클레스 : 레전드 비긴즈,0.184566,0.6860539999999999,197022,123771,0.15883,744323,액션,1214643.846,2014-04-10,376,26897,2014-04-24,42363.009000000005,219221,15세이상관람가,36
580,개를 훔치는 완벽한 방법,0.267262,0.05,153234,6341497,0.07631,864919,드라마,1147617.755,2014-12-31,205,26982,2015-01-14,87246.33883,221805,전체관람가,100
581,분노의 윤리학,0.267262,0.790536,896,9871140,0.01975,864919,스릴러,1289250.6,2013-02-21,272,37831,2013-03-07,63417.29769,223086,청소년관람불가,399
582,캐빈 인 더 우즈,0.184566,0.790536,0,2956588,0.01975,424331,공포(호러),585920.8453,2012-06-28,267,23403,2012-07-12,78462.04798999999,223558,청소년관람불가,14
583,잡스,0.184566,0.6860539999999999,0,5746515,0.22784000000000001,864919,드라마,864919.5959999999,2013-08-29,400,33062,2013-09-12,76958.15073,223583,12세이상관람가,70
584,강철대오:구국의 철가방,0.267262,0.790536,763072,10881276,0.15883,330697,코미디,330697.2008,2012-10-25,366,26768,2012-11-08,55974.1489,225761,15세이상관람가,151
585,쓰리데이즈 투 킬,0.184566,0.790536,1883900,1584325,0.15883,744323,액션,1168654.501,2014-04-03,322,22745,2014-04-17,42363.009000000005,227386,15세이상관람가,38
586,캡틴 필립스,0.184566,1.350294,996303,1291367,0.15883,864919,액션,1609243.093,2013-10-23,281,19778,2013-11-06,55692.1021,228954,15세이상관람가,35
587,어느날,0.267262,0.312821,120313,3470298,0.15883,65662,멜로/로맨스,65662.0,2017-04-05,457,24326,2017-04-19,42095.89509,229413,15세이상관람가,860
588,하늘을 걷는 남자,0.184566,0.4,344383,1446968,0.22784000000000001,864919,드라마,864919.5959999999,2015-10-28,379,19675,2015-11-11,56901.959070000004,233642,12세이상관람가,104
589,닌자터틀 : 어둠의 히어로,0.184566,0.790536,19356,4138495,0.22784000000000001,744323,액션,1365912.935,2016-06-16,501,27009,2016-06-30,62091.676920000005,234539,12세이상관람가,32
590,서약,0.184566,0.05,0,1209048,0.15883,864919,드라마,930581.5959999999,2012-03-14,284,37219,2012-03-28,45550.6135,235302,15세이상관람가,0
591,순정,0.267262,0.05,13124,9752205,0.22784000000000001,864919,드라마,864919.5959999999,2016-02-24,467,56244,2016-03-09,63686.729479999995,236938,12세이상관람가,895
592,나의 소녀시대,0.008085,0.05,0,7112,0.15883,864919,멜로/로맨스,930581.5959999999,2016-05-12,134,5330,2016-05-26,65189.3671,238323,15세이상관람가,21
593,옥자,0.184566,0.6860539999999999,5122882,7502676,0.22784000000000001,864919,어드벤처,2230832.531,2017-06-29,94,23137,2017-07-13,81316.70132000001,238562,12세이상관람가,1331
594,툼스톤,0.184566,0.05,0,1903353,0.01975,864919,액션,2941849.6789999995,2014-09-18,367,25970,2014-10-02,66679.47915,240225,청소년관람불가,25
595,소셜포비아,0.267262,0.312821,0,8066809,0.15883,864919,스릴러,1289250.6,2015-03-12,353,22056,2015-03-26,46990.63343,242276,15세이상관람가,159
596,미드나잇 인 파리,0.184566,0.05,66723,1574769,0.15883,470320,코미디,866679.5499,2012-07-05,171,13947,2012-07-19,83996.12402,242646,15세이상관람가,14
597,장고:분노의 추적자,0.184566,1.350294,176024,3415886,0.01975,864919,서부극(웨스턴),914943.8688,2013-03-21,330,21879,2013-04-04,45220.350139999995,244924,청소년관람불가,73
598,19곰 테드,0.184566,0.4,17546,1703982,0.01975,470320,코미디,801017.5499,2012-09-27,229,16024,2012-10-11,86067.8298,245164,청소년관람불가,24
599,스포트라이트,0.184566,0.05,18573,2805869,0.15883,864919,드라마,1289250.6,2016-02-24,295,21951,2016-03-09,63686.729479999995,246289,15세이상관람가,211
600,노벰버 맨,0.184566,0.790536,179215,807556,0.15883,744323,액션,1168654.501,2014-10-16,360,29734,2014-10-30,57761.040089999995,246744,15세이상관람가,19
601,비밀은 없다,0.267262,0.809701,532324,3729249,0.01975,424331,스릴러,424331.00399999996,2016-06-23,463,53485,2016-07-07,73198.18564,247687,청소년관람불가,497
602,밤의 여왕,0.267262,0.05,0,7486856,0.15883,330697,멜로/로맨스,396359.2008,2013-10-17,312,28595,2013-10-31,56346.24612,252195,15세이상관람가,533
603,언브로큰,0.184566,0.4,5908,5015366,0.15883,864919,액션,1895400.881,2015-01-07,364,26707,2015-01-21,76338.68532,255155,15세이상관람가,149
604,존 윅 - 리로드,0.184566,0.05,58064,6126470,0.01975,744323,액션,1733461.9630000002,2017-02-22,224,40988,2017-03-08,64419.02215,257445,청소년관람불가,30
605,함정,0.267262,0.05,410429,2410594,0.01975,564807,스릴러,989138.4664,2015-09-10,359,32277,2015-09-24,65957.55419,257781,청소년관람불가,157
606,스파이 브릿지,0.184566,0.552296,828883,1318166,0.22784000000000001,864919,스릴러,1289250.6,2015-11-05,351,18404,2015-11-19,55638.66989,258906,12세이상관람가,70
607,캐롤,0.184566,0.312821,34647,955659,0.01975,864919,드라마,864919.5959999999,2016-02-04,153,13134,2016-02-18,101908.3846,260555,청소년관람불가,72
608,백 투 더 비기닝,0.184566,0.790536,72495,1201649,0.15883,632292,SF,1056623.097,2015-02-26,363,36522,2015-03-12,51584.78808,264205,15세이상관람가,32
609,투모로우랜드,0.184566,1.350294,3261950,714876,0.22784000000000001,744323,액션,2341673.147,2015-05-27,419,22850,2015-06-10,62973.78057,264973,12세이상관람가,41
610,오큘러스,0.184566,0.05,171769,766595,0.15883,424331,미스터리,929388.9647,2014-05-29,282,25027,2014-06-12,74981.57811,266208,15세이상관람가,31
611,사랑에 대한 모든 것,0.184566,0.4,2244,1257116,0.22784000000000001,65662,멜로/로맨스,65662.0,2014-12-10,384,31139,2014-12-24,77987.18538,266234,12세이상관람가,39
612,가비,0.267262,0.05,1885540,5345436,0.15883,864919,드라마,1274049.715,2012-03-15,315,23878,2012-03-29,45839.64887,266542,15세이상관람가,222
613,롤러코스터,0.267262,0.809701,955175,8892839,0.15883,330697,코미디,330697.2008,2013-10-17,354,27564,2013-10-31,56346.24612,269060,15세이상관람가,1366
614,헨젤과 그레텔: 마녀 사냥꾼 3D,0.184566,0.809701,0,5180322,0.01975,744323,액션,1545341.0469999998,2013-02-14,278,38390,2013-02-28,70158.3783,269097,청소년관람불가,11
615,우리는 동물원을 샀다,0.184566,0.552296,272262,2453182,0.07631,330697,가족,613395.3595,2012-01-18,221,11972,2012-02-01,101812.6942,270987,전체관람가,21
616,아메리칸 스나이퍼,0.184566,0.821026,214066,907891,0.01975,744323,액션,744323.4968,2015-01-14,284,19229,2015-01-28,78267.63075,274644,청소년관람불가,82
617,인서전트,0.184566,0.790536,369216,2216906,0.15883,744323,SF,1376615.59,2015-03-25,431,35995,2015-04-08,44895.23872,281424,15세이상관람가,50
618,네버엔딩 스토리,0.267262,0.05,831933,5097275,0.15883,330697,코미디,396359.2008,2012-01-18,232,20049,2012-02-01,101812.6942,281558,15세이상관람가,99
619,혼숨,0.267262,0.05,0,973745,0.15883,161589,공포(호러),161589.8413,2016-10-26,421,32837,2016-11-09,57009.725360000004,283098,15세이상관람가,46
620,"러브, 로지",0.021345,0.6860539999999999,0,651902,0.15883,330697,코미디,396359.2008,2014-12-10,348,27335,2014-12-24,77987.18538,284182,15세이상관람가,21
621,선 오브 갓,0.184566,0.05,0,0,0.22784000000000001,864919,드라마,864919.5959999999,2014-04-10,350,19897,2014-04-24,42363.009000000005,284184,12세이상관람가,25
622,런 올 나이트,0.184566,0.821026,1234623,4797182,0.01975,744323,액션,1168654.501,2015-03-19,362,27969,2015-04-02,46652.71143,286591,청소년관람불가,25
623,위험한 관계,0.008085,0.809701,1311769,2218447,0.01975,864919,멜로/로맨스,1216739.384,2012-10-11,332,26832,2012-10-25,56346.24612,287257,청소년관람불가,2022
624,이스케이프 플랜,0.184566,0.05,147498,1160614,0.01975,744323,액션,1168654.501,2013-12-05,258,18880,2013-12-19,78482.04272,289690,청소년관람불가,17
625,더 그레이,0.184566,0.05,340090,911259,0.15883,864919,액션,2033574.0969999998,2012-02-16,266,32199,2012-03-01,74187.51827,291902,15세이상관람가,27
626,포인트 브레이크,0.184566,0.05,0,757871,0.15883,744323,범죄,1309130.959,2016-01-07,352,32809,2016-01-21,76823.08232,292509,15세이상관람가,22
627,무서운 이야기,0.267262,0.790536,1416998,7248461,0.01975,161589,공포(호러),161589.8413,2012-07-25,238,20457,2012-08-08,98287.81889,298274,청소년관람불가,166
628,프랑켄슈타인: 불멸의 영웅,0.184566,0.759259,17,4091764,0.22784000000000001,744323,액션,1846935.939,2014-02-06,355,43029,2014-02-20,70158.3783,299148,12세이상관람가,25
629,위대한 소원,0.267262,0.6860539999999999,0,2661568,0.15883,864919,코미디,1195616.797,2016-04-21,521,32598,2016-05-05,56615.596970000006,300981,15세이상관람가,311
630,플립,0.184566,0.05,117550,32378,0.22784000000000001,864919,드라마,930581.5959999999,2017-07-12,186,14315,2017-07-26,85575.55127000001,301911,12세이상관람가,39
631,레드카펫,0.267262,0.05,0,7440014,0.15883,330697,멜로/로맨스,396359.2008,2014-10-23,375,26180,2014-11-06,57469.8765,302195,15세이상관람가,1481
632,구스범스,0.184566,0.4,1119836,2725168,0.22784000000000001,744323,액션,1696610.135,2016-01-14,447,26744,2016-01-28,78752.02775,302200,12세이상관람가,28
633,패딩턴,0.021345,0.790536,0,693016,0.07631,621589,코미디,1234984.797,2015-01-07,343,15431,2015-01-21,76338.68532,305470,전체관람가,27
634,차이니즈 조디악,0.008085,0.790536,237977,2076606,0.22784000000000001,744323,액션,1365912.935,2013-02-27,289,22192,2013-03-13,52703.359580000004,306595,12세이상관람가,325
635,주피터 어센딩,0.184566,0.821026,1327094,2606532,0.22784000000000001,744323,SF,1998205.0280000002,2015-02-05,546,44373,2015-02-19,86134.72138999999,309047,12세이상관람가,33
636,도리화가,0.267262,0.809701,489324,14224669,0.22784000000000001,1040302,사극,1905222.346,2015-11-25,544,49216,2015-12-09,69470.34693,312801,12세이상관람가,1980
637,극적인 하룻밤,0.267262,0.312821,107489,5993753,0.01975,330697,멜로/로맨스,396359.2008,2015-12-03,386,35140,2015-12-17,78482.04272,319078,청소년관람불가,446
638,미나문방구,0.267262,0.790536,760447,2444999,0.07631,864919,드라마,1195616.797,2013-05-16,385,25123,2013-05-30,70236.35282,320673,전체관람가,160
639,하이힐,0.267262,0.790536,902281,9093005,0.01975,744323,범죄,1309130.959,2014-06-03,291,13936,2014-06-17,73563.83038,320880,청소년관람불가,2581
640,남영동1985,0.267262,0.05,270189,3815820,0.15883,864919,드라마,864919.5959999999,2012-11-22,308,31034,2012-12-06,65038.587779999994,321946,15세이상관람가,282
641,신이 보낸 사람,0.267262,0.05,2855,4829638,0.15883,864919,드라마,864919.5959999999,2014-02-13,221,23038,2014-02-27,71919.98014,322573,15세이상관람가,358
642,히든 피겨스,0.184566,0.552296,86413,2842343,0.22784000000000001,864919,드라마,864919.5959999999,2017-03-23,419,15834,2017-04-06,45560.01591,323574,12세이상관람가,46
643,위자: 저주의 시작,0.184566,0.4,145575,324403,0.22784000000000001,161589,공포(호러),161589.8413,2016-11-09,353,24843,2016-11-23,55287.84819,324371,12세이상관람가,20
644,잭 라이언 : 코드네임 쉐도우,0.184566,0.809701,419613,2193748,0.22784000000000001,864919,액션,2033574.0969999998,2014-01-16,384,42588,2014-01-30,87256.83816,325199,12세이상관람가,32
645,에베레스트,0.184566,0.4,30274,4633547,0.22784000000000001,864919,어드벤처,1910840.0380000002,2015-09-24,326,25680,2015-10-08,84690.44447,329006,12세이상관람가,37
646,그랜드 부다페스트 호텔,0.184566,0.552296,22170,3279321,0.01975,621589,미스터리,965057.5573,2014-03-20,67,8041,2014-04-03,46513.190039999994,335947,청소년관람불가,116
647,오즈 그레이트 앤드 파워풀,0.184566,1.350294,807348,986052,0.07631,744323,판타지,1836233.284,2013-03-07,394,19337,2013-03-21,45839.64887,336045,전체관람가,28
648,사랑하기 때문에,0.267262,0.6860539999999999,8417,8479057,0.22784000000000001,330697,코미디,396359.2008,2017-01-04,496,44941,2017-01-18,76338.68532,338797,12세이상관람가,223
649,숲속으로,0.184566,1.350294,1496254,3920375,0.07631,뮤지컬,뮤지컬,264603.4583,2014-12-24,351,55379,2015-01-07,97085.91553,341722,전체관람가,53
650,링컨: 뱀파이어 헌터,0.184566,0.552296,1067515,1810404,0.01975,744323,액션,1330244.342,2012-08-30,327,46858,2012-09-13,71283.69136,344078,청소년관람불가,29
651,클로버필드 10번지,0.184566,0.790536,0,733530,0.15883,424331,미스터리,767799.1234,2016-04-07,489,33023,2016-04-21,47516.76068,344697,15세이상관람가,34
652,치외법권,0.267262,0.05,253089,5965529,0.15883,744323,액션,744323.4968,2015-08-27,405,49585,2015-09-10,84050.11055,345663,15세이상관람가,223
653,싱글라이더,0.267262,0.821026,0,3198226,0.15883,864919,드라마,864919.5959999999,2017-02-22,554,65584,2017-03-08,64419.02215,346258,15세이상관람가,1326
654,석조저택 살인사건,0.267262,0.05,1836276,4085940,0.15883,424331,스릴러,424331.00399999996,2017-05-09,493,84068,2017-05-23,70928.13062000001,349072,15세이상관람가,245
655,노예 12년,0.184566,0.05,12496,4119129,0.15883,864919,드라마,864919.5959999999,2014-02-27,304,21698,2014-03-13,48621.26161,352509,15세이상관람가,598
656,어쌔신 크리드,0.184566,0.552296,98237,1298441,0.15883,744323,액션,2468525.377,2017-01-11,540,60843,2017-01-25,78267.63075,354161,15세이상관람가,51
657,경성학교: 사라진 소녀들,0.267262,0.790536,439526,3199479,0.15883,864919,미스터리,1208387.715,2015-06-18,476,53657,2015-07-02,64368.5677,354168,15세이상관람가,719
658,그레이의 50가지 그림자,0.184566,0.4,11728,131958,0.01975,864919,드라마,930581.5959999999,2015-02-26,512,45653,2015-03-12,51584.78808,358328,청소년관람불가,95
659,소수의견,0.267262,0.05,0,8184250,0.15883,864919,드라마,864919.5959999999,2015-06-24,378,34334,2015-07-08,73880.85794,362861,15세이상관람가,1197
660,스토커,0.184566,0.552296,1720895,1130550,0.01975,864919,드라마,1289250.6,2013-02-28,309,50954,2013-03-14,51887.19973,363086,청소년관람불가,1483
661,크로니클,0.184566,0.552296,399667,616375,0.15883,744323,액션,1168654.501,2012-03-15,297,31489,2012-03-29,45839.64887,374654,15세이상관람가,21
662,언더 워터,0.184566,0.4,1186995,81261,0.15883,424331,공포(호러),585920.8453,2016-07-13,372,29167,2016-07-27,85575.55127000001,376082,15세이상관람가,28
663,나의 독재자,0.267262,0.790536,706430,7397321,0.15883,864919,드라마,864919.5959999999,2014-10-30,637,37015,2014-11-13,55719.603520000004,379299,15세이상관람가,311
664,보통사람,0.267262,0.05,23841,10215913,0.15883,864919,드라마,864919.5959999999,2017-03-23,621,35583,2017-04-06,45560.01591,379760,15세이상관람가,859
665,빅쇼트,0.184566,0.790536,0,2709856,0.01975,864919,드라마,864919.5959999999,2016-01-21,394,27454,2016-02-04,77564.83468,382991,청소년관람불가,49
666,내 심장을 쏴라,0.267262,0.05,559705,9683741,0.15883,864919,드라마,864919.5959999999,2015-01-28,430,60407,2015-02-11,73522.32823,383109,15세이상관람가,666
667,론 레인저,0.184566,1.350294,1614009,2030622,0.15883,744323,액션,1365912.935,2013-07-04,392,42702,2013-07-18,83996.12402,386101,15세이상관람가,49
668,무뢰한,0.267262,0.312821,95541,6617284,0.01975,65662,멜로/로맨스,65662.0,2015-05-27,482,50014,2015-06-10,62973.78057,391830,청소년관람불가,1092
669,밀레니엄 : 여자를 증오한 남자들,0.184566,0.05,606131,1061670,0.01975,864919,스릴러,1289250.6,2012-01-11,195,11033,2012-01-25,102115.5801,393605,청소년관람불가,34
670,닌자터틀,0.184566,0.809701,577069,5597686,0.22784000000000001,744323,액션,1696610.135,2014-08-28,468,48055,2014-09-11,111999.0923,397308,12세이상관람가,1215
671,판타스틱 4,0.184566,0.552296,384398,6526694,0.22784000000000001,744323,액션,1846935.939,2015-08-20,432,63458,2015-09-03,108952.8615,398903,12세이상관람가,24
672,좋은 친구들,0.267262,0.809701,1320026,5688429,0.01975,864919,범죄,1429727.0580000002,2014-07-10,348,38128,2014-07-24,83996.12402,404216,청소년관람불가,383
673,싱 스트리트,0.021345,0.05,1830384,2655378,0.15883,864919,드라마,930581.5959999999,2016-05-19,465,23170,2016-06-02,64895.653060000004,404667,15세이상관람가,180
674,늑대소년-확장판,0.267262,0.809701,2021923,8655803,0.15883,864919,멜로/로맨스,1400901.945,2012-12-06,211,18475,2012-12-20,88029.92348,407822,15세이상관람가,21
675,주온 : 끝의 시작,0.010716,0.6860539999999999,52250,32623,0.15883,161589,공포(호러),161589.8413,2014-07-16,335,48923,2014-07-30,85575.55127000001,409065,15세이상관람가,18
676,또 하나의 약속,0.267262,0.05,1425278,5521126,0.22784000000000001,864919,드라마,864919.5959999999,2014-02-06,159,27304,2014-02-20,70158.3783,410513,12세이상관람가,217
677,킹 아서: 제왕의 검,0.021345,0.821026,775475,9970466,0.22784000000000001,744323,판타지,1836233.284,2017-05-17,554,31067,2017-05-31,64788.39287999999,414832,12세이상관람가,52
678,다이버전트,0.184566,0.790536,359356,1326177,0.15883,744323,SF,1912597.939,2014-04-16,463,30913,2014-04-30,43159.58494,419049,15세이상관람가,36
679,"님아, 그 강을 건너지 마오",0.267262,0.312821,0,0,0.07631,71396,다큐멘터리,71396.38793,2014-11-27,186,8607,2014-12-11,70538.38762000001,420112,전체관람가,28
680,두 개의 달,0.267262,0.790536,212618,7768935,0.15883,161589,공포(호러),161589.8413,2012-07-12,311,30747,2012-07-26,83996.12402,422041,15세이상관람가,97
681,나를 잊지 말아요,0.267262,0.809701,0,7484291,0.15883,65662,멜로/로맨스,65662.0,2016-01-07,503,63347,2016-01-21,76823.08232,423624,15세이상관람가,999
682,계춘할망,0.267262,0.05,2237919,8342164,0.15883,864919,가족,1147617.755,2016-05-19,483,28793,2016-06-02,64895.653060000004,424137,15세이상관람가,177
683,원라인,0.267262,0.6860539999999999,0,10505778,0.15883,564807,범죄,564807.4624,2017-03-29,613,53333,2017-04-12,43802.54319,426026,15세이상관람가,558
684,"협녀, 칼의 기억",0.267262,0.790536,308030,12248297,0.15883,1040302,사극,1784626.247,2015-08-13,572,79801,2015-08-27,127103.1038,426322,15세이상관람가,1080
685,창수,0.267262,0.05,469335,3192687,0.01975,864919,드라마,864919.5959999999,2013-11-28,332,50653,2013-12-12,73085.44676,427382,청소년관람불가,977
686,노브레싱,0.267262,0.05,4989,6094283,0.15883,864919,드라마,930581.5959999999,2013-10-30,572,44704,2013-11-13,55356.62309,431945,15세이상관람가,706
687,익스펜더블 2,0.184566,0.790536,256716,3271471,0.15883,744323,액션,1365912.935,2012-09-06,382,35456,2012-09-20,65957.55419,435105,15세이상관람가,32
688,해어화,0.267262,0.790536,298966,12496671,0.15883,1040302,사극,1905222.346,2016-04-13,557,74087,2016-04-27,48313.336610000006,436214,15세이상관람가,956
689,피에타,0.267262,0.6860539999999999,54614,3374615,0.01975,864919,드라마,864919.5959999999,2012-09-06,153,8672,2012-09-20,65957.55419,436225,청소년관람불가,2744
690,오피스,0.267262,0.05,0,11347642,0.15883,424331,스릴러,767799.1234,2015-09-03,382,46567,2015-09-17,65957.55419,438694,15세이상관람가,227
691,헌츠맨: 윈터스 워,0.184566,0.4,0,5057413,0.22784000000000001,744323,액션,1365912.935,2016-04-13,518,111569,2016-04-27,48313.336610000006,439610,12세이상관람가,23
692,클라우드 아틀라스,0.184566,0.6860539999999999,1303256,3934387,0.01975,632292,SF,1102612.442,2013-01-09,379,43541,2013-01-23,76338.68532,442331,청소년관람불가,0
693,"로봇, 소리",0.267262,0.790536,1534407,9873333,0.22784000000000001,864919,드라마,864919.5959999999,2016-01-27,601,52321,2016-02-10,106015.4558,444172,12세이상관람가,515
694,위험한 상견례 2,0.267262,0.790536,1172587,5642430,0.15883,330697,멜로/로맨스,396359.2008,2015-04-29,341,16506,2015-05-13,70266.35161,445292,15세이상관람가,1332
695,락아웃: 익스트림미션,0.184566,0.790536,0,2558438,0.15883,744323,SF,1800946.594,2012-06-14,328,33802,2012-06-28,60570.8087,451170,15세이상관람가,0
696,마담 뺑덕,0.267262,0.809701,684885,4322187,0.01975,65662,멜로/로맨스,65662.0,2014-10-02,536,67072,2014-10-16,68732.54738999999,452136,청소년관람불가,892
697,페이스메이커,0.267262,0.790536,0,3454724,0.22784000000000001,864919,드라마,864919.5959999999,2012-01-18,360,22553,2012-02-01,101812.6942,455573,12세이상관람가,92
698,헬머니,0.267262,0.6860539999999999,793187,10181858,0.01975,330697,코미디,330697.2008,2015-03-05,368,35936,2015-03-19,45839.64887,459396,청소년관람불가,592
699,리얼,0.267262,0.809701,0,11198347,0.01975,744323,액션,744323.4968,2017-06-28,970,146965,2017-07-12,81243.35106,460060,청소년관람불가,2561
700,순수의 시대,0.267262,0.809701,1163692,5788765,0.01975,1040302,사극,1905222.346,2015-03-05,512,61795,2015-03-19,45839.64887,465417,청소년관람불가,1119
701,거울나라의 앨리스,0.184566,1.350294,1495,4127038,0.22784000000000001,621589,어드벤처,1374607.946,2016-09-07,444,19058,2016-09-21,93184.45541000001,467307,12세이상관람가,51
702,소녀괴담,0.267262,0.05,27596,4952104,0.15883,343468,미스터리,505057.9607,2014-07-02,325,24638,2014-07-16,83466.49842999999,470672,15세이상관람가,237
703,아부의 왕,0.267262,0.790536,1710364,6159200,0.15883,330697,코미디,330697.2008,2012-06-21,410,48745,2012-07-05,67355.53928,472788,15세이상관람가,50
704,트리플 엑스 리턴즈,0.184566,0.790536,726443,2183505,0.15883,744323,액션,1790243.939,2017-02-08,581,68598,2017-02-22,71477.60648,472973,15세이상관람가,31
705,얼라이드,0.184566,0.790536,324224,3179652,0.15883,864919,스릴러,1354912.6,2017-01-11,488,43776,2017-01-25,78267.63075,477967,15세이상관람가,102
706,퍼시 잭슨과 괴물의 바다,0.184566,0.552296,0,1716306,0.22784000000000001,621589,판타지,1091909.787,2013-09-12,380,12304,2013-09-26,93600.34137000001,478397,12세이상관람가,15
