,movie_name,nation,distribution,director_average,actor_sum,rate,genre,release_date,day1_screen,day1_audience,day15_date,day15_audience
3699,붕붕 달려라 깜이,독일,주식회사 루믹스미디어,0,475896,청소년관람불가,미스터리|드라마|스릴러,2016-03-24,53,295,2016-04-06,7086
3700,뷰티풀 프래니,미국,(주)영진크리에이티브,0,0,청소년관람불가,멜로/로맨스|드라마,2016-03-17,141,704,2016-03-30,5785
3701,심야 여자의 두 얼굴,일본,(주)케이알씨지,0,0,15세이상관람가,공포(호러),2016-03-26,1,10,2016-04-08,0
3702,"헤일, 시저!",미국,(주)콘텐츠랩자박,54906,10794078,청소년관람불가,드라마,2016-03-24,251,4014,2016-04-06,31978
3703,일사각오,한국,(주)케이알씨지,25649,0,청소년관람불가,공포(호러)|액션,2016-03-17,43,3528,2016-03-30,45806
3704,부인친구의 딸,일본,(주)미로스페이스|THE 픽쳐스,13,0,15세이상관람가,드라마,2016-03-24,1,10,2016-04-06,0
3705,이니시에이션 러브,일본,유니버설픽쳐스인터내셔널 코리아(유),27793,0,12세이상관람가,코미디|드라마,2016-03-17,103,415,2016-03-30,4112
3706,오퍼나지: 비밀의 집,미국,스크린조이,0,0,15세이상관람가,공포(호러)|SF|액션,2016-03-17,1,60,2016-03-30,0
3707,붕붕 달려라 깜이,독일,주식회사 루믹스미디어,0,475896,청소년관람불가,미스터리|드라마|스릴러,2016-03-24,53,295,2016-04-06,7086
3708,불륜 동창회: 선생님의 특별수업,일본,워너브러더스 코리아(주),5,0,12세이상관람가|12세이상관람가,액션|어드벤처|판타지,2016-03-08,1,10,2016-03-21,0
3709,사랑을 말하다,한국,(주)영진크리에이티브,247,0,청소년관람불가,멜로/로맨스|드라마,2012-09-13,2,156,2012-09-26,0
3710,레트리뷰션 : 응징의 날,스페인,(주)픽쳐레스크,0,4855,15세이상관람가,코미디|멜로/로맨스,2016-03-30,23,111,2016-04-12,2084
3711,Mr.스타벅,캐나다,(주)에스와이코마드,0,0,12세이상관람가,드라마,2012-09-13,27,315,2012-09-26,4889
3712,히야,한국,(주)영화사 빅,0,0,15세이상관람가,액션|드라마|스릴러,2016-03-10,124,2034,2016-03-23,21687
3713,음란 걸작의 탄생 실화,일본,씨제이이앤엠(주),1,0,15세이상관람가,사극|드라마,2016-03-09,1,1,2016-03-22,0
3714,나의 그리스식 웨딩 2,미국,(주)디스테이션,125120,180771,15세이상관람가,범죄|스릴러,2016-03-30,323,5692,2016-04-12,38280
3715,로베르토의 특별한 일주일,아르헨티나,(주)엔케이컨텐츠,0,0,15세이상관람가,멜로/로맨스,2016-04-07,14,37,2016-04-20,0
3716,입영전야,한국,(주)투윈글로벌,676,0,12세이상관람가,스릴러,2016-04-05,20,349,2016-04-18,492
3717,덤프걸 유코,일본,유니버설픽쳐스인터내셔널 코리아(유),10,0,12세이상관람가,액션|어드벤처|SF,2016-04-03,1,10,2016-04-16,0
3718,마음이 외치고 싶어해,일본,(주)미디어데이,39349,0,전체관람가,애니메이션|판타지|멜로/로맨스|드라마|어드벤처,2016-03-30,115,4949,2016-04-12,45830
3719,야한밤 심야극장,한국,파이오니아21,309,0,12세이상관람가,드라마,2016-02-25,20,360,2016-03-09,386
3720,택시: 나이트페어,프랑스,(주)영진크리에이티브,1,0,청소년관람불가,멜로/로맨스|드라마,2016-03-02,1,60,2016-03-15,0
3721,무수단,한국,예지림엔터테인먼트,813,6144289,전체관람가,애니메이션,2016-03-03,227,2179,2016-03-16,15870
3722,죽은 자의 제국,일본,와이드 릴리즈(주),2221,0,15세이상관람가,드라마,2016-02-25,43,432,2016-03-09,2580
3723,은어 무삭제판,한국,(주)영진크리에이티브,651,0,청소년관람불가,멜로/로맨스|드라마,2016-02-26,1,10,2016-03-10,0
3724,아이돌 섹스 스캔들,한국,(주)영진크리에이티브,150,0,청소년관람불가,멜로/로맨스|드라마,2016-03-16,19,308,2016-03-29,0
3725,아오하라이드,일본,(주)박수엔터테인먼트,11090,0,12세이상관람가,멜로/로맨스,2016-03-03,7,65,2016-03-16,650
3726,"날, 보러와요",한국,(주)소나무픽쳐스,264424,4485904,청소년관람불가,멜로/로맨스,2016-04-07,424,42192,2016-04-20,865322
3727,퍼펙트 바디라인,일본,크리에이티브컴즈(주),52,0,15세이상관람가,드라마,2012-09-13,0,0,2012-09-26,0
3728,일어서는 인간,한국,노바엔터테인먼트 ,0,7605,15세이상관람가,스릴러,2016-03-27,1,1,2016-04-09,187
3729,스틸 플라워,한국,(주)에스와이코마드,1646,3071,15세이상관람가,코미디|드라마,2016-04-07,22,290,2016-04-20,1956
3730,소림사 - 죽음의 객잔,중국,(주)라이크 콘텐츠,92,0,12세이상관람가,드라마,2016-03-31,3,162,2016-04-13,0
3731,우주전쟁 : 화성을 지켜라,미국,(주)도키엔터테인먼트,621,0,청소년관람불가,성인물(에로),2016-04-07,1,1,2016-04-20,0
3732,소림사: 무림적팔방,중국,(주)이수C&E,91,0,15세이상관람가,코미디,2016-03-10,5,164,2016-03-23,178
3733,카발레리아 루스티카나 & 팔리아치,독일,크리스리픽쳐스인터내셔널(주),4282,0,12세이상관람가,코미디,2016-03-13,9,146,2016-03-26,0
3734,룸,아일랜드,(주)소나무픽쳐스,0,575059,청소년관람불가,멜로/로맨스|코미디,2016-03-03,316,7423,2016-03-16,78643
3735,섹시 방문판매원,일본,(주)영진크리에이티브,1,0,청소년관람불가,멜로/로맨스|드라마,2016-02-25,1,10,2016-03-09,0
3737,인시디어스,미국,(주)케이알씨지,1923738,1952014,청소년관람불가,멜로/로맨스|드라마,2012-09-13,171,5373,2012-09-26,51792
3738,롯본기 양키전쟁,일본,TCO(주)더콘텐츠온,7,0,청소년관람불가,액션,2016-04-02,1,10,2016-04-15,0
3739,과장님의 여직원 길들이기,일본,오퍼스픽쳐스,2,0,15세이상관람가,미스터리|스릴러,2016-04-02,1,1,2016-04-15,0
3740,야근 간호사 유혹하기,일본,(주)프레인글로벌,1,0,15세이상관람가,애니메이션|SF,2016-03-23,1,1,2016-04-05,0
3741,유부녀의 사생활,일본,(주)에스와이미디어,2,0,청소년관람불가,드라마,2016-04-17,1,10,2016-04-30,0
3742,더 걸 이즈 인 트러블,미국,(주)케이알씨지,0,0,청소년관람불가,멜로/로맨스,2016-04-07,1,60,2016-04-20,0
3743,내 친구의 아내 (무삭제),한국,(주)엔케이컨텐츠,277,0,12세이상관람가,드라마|멜로/로맨스,2016-04-01,0,0,2016-04-14,0
3744,시간이탈자,한국,메가박스(주)플러스엠,625653,15174825,청소년관람불가,미스터리|스릴러,2016-04-13,673,155917,2016-04-26,1002455
3745,익스트림 터미네이터 TR,미국,(유)조이앤컨텐츠그룹,0,0,청소년관람불가,성인물(에로),2016-04-07,1,1,2016-04-20,0
3746,미스 히스테리,중국,보리와 오디 영화사,759248,58351,12세이상관람가,드라마,2016-04-04,1,1,2016-04-17,0
3747,외인부대 : 암살자들,미국,㈜인디스토리,1216,0,15세이상관람가,드라마,2016-03-31,1,1,2016-04-13,0
3748,타락하는 여상사,일본,(주)케이알씨지,1,0,15세이상관람가,액션,2016-04-06,1,1,2016-04-19,0
3749,아노말리사,미국,스크린조이,5001,664660,15세이상관람가,SF|스릴러|전쟁,2016-03-30,52,712,2016-04-12,12111
3750,오 마이 그랜파,미국,(주)케이알씨지,6312,266493,15세이상관람가,액션,2016-03-17,378,10818,2016-03-30,77782
3752,출근길: 남자들의 애무,일본,(주)영화사 빅,2,0,15세이상관람가,드라마,2016-04-02,1,1,2016-04-15,0
3753,라 스칼라 라 트라비아타,이탈리아,(주)영진크리에이티브,0,0,청소년관람불가,멜로/로맨스|드라마,2016-03-29,3,5,2016-04-11,0
3754,하이 스피드! ?프리! 스타팅 데이즈-,일본,(주)케이알씨지,23970,0,15세이상관람가,액션,2016-03-24,51,2176,2016-04-06,18317
3755,마가렛트 여사의 숨길 수 없는 비밀,프랑스,(주)쇼박스,223,72158,15세이상관람가,공포(호러)|판타지|스릴러,2016-03-17,82,606,2016-03-30,6573
3756,완소녀 쟁취기 2,스페인,(주)영진크리에이티브,0,0,청소년관람불가,액션|드라마,2016-03-17,5,41,2016-03-30,54
3757,데빌 인사이드 : 악령의 집,미국,(주)영진크리에이티브,0,0,청소년관람불가,멜로/로맨스|드라마,2016-03-17,1,54,2016-03-30,0
3758,미스컨덕트,미국,(주)도키엔터테인먼트,0,3792381,청소년관람불가,성인물(에로),2016-03-30,395,23224,2016-04-12,147257
3759,블랙옵스 vs 좀비닌자,호주,(주)영진크리에이티브,0,0,청소년관람불가,멜로/로맨스|드라마,2016-04-13,1,1,2016-04-26,0
3760,오두막 살인사건,미국,(주)블루브릭,439,0,청소년관람불가,범죄|스릴러,2016-03-17,1,1,2016-03-30,0
3761,미스터 추: 기발한 미국 유학기,미국,(주)소나무픽쳐스,0,0,청소년관람불가,멜로/로맨스,2016-03-24,5,5,2016-04-06,0
3762,여사장의 은밀한 유혹,일본,씨제이이앤엠(주),29,0,15세이상관람가,스릴러,2016-03-10,1,60,2016-03-23,0
3763,위기의 유부녀: 남편은 출장 중,일본,(주)케이알씨지,39,0,15세이상관람가,액션|SF,2016-03-22,1,10,2016-04-04,0
3764,글로리데이,한국,(주)콘텐츠판다,0,7213352,15세이상관람가,드라마|멜로/로맨스,2016-03-24,425,16442,2016-04-06,179641
3765,친구엄마: 사랑이 필요해,일본,(주)케이알씨지,14,0,15세이상관람가,액션|어드벤처,2016-03-26,1,1,2016-04-08,0
3766,세일즈 우먼의 불륜정사,일본,(주)도키엔터테인먼트,1,0,청소년관람불가,성인물(에로),2016-03-24,1,1,2016-04-06,0
3767,치한전철: 예쁜 여자만 노린다,일본,롯데쇼핑㈜롯데엔터테인먼트,5,0,청소년관람불가,애니메이션|코미디|판타지,2016-03-19,1,1,2016-04-01,0
3768,최고의 하숙집 - 여주인의 밤,일본,판씨네마(주),1,0,청소년관람불가,코미디,2016-03-23,1,1,2016-04-05,0
3769,악령의 재림,미국,(주)시네마달,214,0,12세이상관람가,다큐멘터리,2016-03-17,1,1,2016-03-30,0
3770,바이러스 격리 구역,미국,(주)영진크리에이티브,1,0,청소년관람불가,멜로/로맨스|드라마,2016-03-17,1,1,2016-03-30,0
3771,뱀파이어 시스터,독일,에스디시코리아 주식회사,0,0,전체관람가,공연,2016-03-31,1,54,2016-04-13,0
3772,프로젝트-M,캐나다,(주)박수엔터테인먼트,0,0,전체관람가,애니메이션|드라마,2016-03-31,5,41,2016-04-13,171
3773,극강 수위 - 농후한 몸매,일본,그린나래미디어(주),1,0,15세이상관람가,드라마,2016-04-13,1,1,2016-04-26,0
3774,욕망의 젊은 도우미,일본,(주)소나무픽쳐스,20,0,청소년관람불가,코미디|멜로/로맨스,2016-03-28,1,1,2016-04-10,0
3775,하이-라이즈,영국,(주)나우콘텐츠,1,2896474,청소년관람불가,공포(호러),2016-03-30,82,2730,2016-04-12,22713
3776,커터,한국,(주)박수엔터테인먼트|㈜코리아스크린,31256,0,15세이상관람가,범죄|스릴러,2016-03-30,197,3849,2016-04-12,0
3777,쾌락지구,홍콩,(주)도키엔터테인먼트,1365,0,15세이상관람가,액션,2012-09-17,1,77,2012-09-30,0
3778,화이팅 패밀리,한국,(주)케이알씨지,605433,62468,청소년관람불가,판타지|공포(호러),2012-09-13,7,35,2012-09-26,1108
3779,대배우,한국,THE 픽쳐스,2348834,17070154,15세이상관람가,코미디|드라마,2016-03-30,466,26847,2016-04-12,167975
3780,화이팅 패밀리,한국,(주)케이알씨지,605433,62468,청소년관람불가,판타지|공포(호러),2012-09-13,7,35,2012-09-26,1108
3781,화이팅 패밀리,한국,(주)케이알씨지,605433,62468,청소년관람불가,판타지|공포(호러),2012-09-13,7,35,2012-09-26,1108
3782,너는 착한 아이,일본,(주)콘텐츠랩자박,41,154984,청소년관람불가,성인물(에로),2016-03-24,47,738,2016-04-06,4731
3783,블랙스톤,한국,(주)소나무픽쳐스,312,2441,청소년관람불가,멜로/로맨스,2016-03-28,2,5,2016-04-10,49
3784,야외 거유의 유혹,일본,(주)엣나인필름,0,0,15세이상관람가,드라마,2016-04-01,1,1,2016-04-14,0
3785,폴링,영국,(주)영진크리에이티브,0,22589,청소년관람불가,멜로/로맨스|드라마,2016-03-24,7,24,2016-04-06,811
3786,미스터 추: 기발한 미국 유학기,미국,(주)소나무픽쳐스,0,0,청소년관람불가,멜로/로맨스,2016-03-24,5,5,2016-04-06,0
3787,데빌 인사이드 : 악령의 집,미국,(주)영진크리에이티브,0,0,청소년관람불가,멜로/로맨스|드라마,2016-03-17,1,54,2016-03-30,0
3788,스타 차일드: 서투른 오디션,일본,퍼즐컷,1,0,청소년관람불가,멜로/로맨스,2016-04-07,1,1,2016-04-20,0
3789,남녀의 속궁합,일본,(주)영진크리에이티브,1,0,청소년관람불가,멜로/로맨스|드라마,2016-04-02,1,1,2016-04-15,0
3790,밤마다 에로 대운동회,일본,(주)도키엔터테인먼트,1,0,청소년관람불가,성인물(에로),2016-04-01,1,1,2016-04-14,0
3791,거유간호사 폭유간호사,일본,(주)케이알씨지,1,0,청소년관람불가,공포(호러),2016-03-21,1,1,2016-04-03,0
3792,간첩,한국,스크린조이,3395435,17692741,15세이상관람가,공포(호러),2012-09-20,533,68841,2012-10-03,1168736
3793,수색역,한국,(주)나우콘텐츠,0,18270,12세이상관람가,어드벤처|코미디|드라마,2016-03-31,25,111,2016-04-13,1709
3794,헨젤과 그레텔,독일,(주)소나무픽쳐스,1236,0,12세이상관람가,SF|드라마,2016-04-17,8,79,2016-04-30,0
3795,마이크롭 앤 가솔린,프랑스,(주)도키엔터테인먼트,65263,305025,청소년관람불가,성인물(에로),2016-03-31,29,236,2016-04-13,3517
3796,신입얼짱 관광가이드,일본,(주)투윈글로벌,22,0,청소년관람불가,성인물(에로),2016-03-24,1,10,2016-04-06,0
3797,포비아: 악령의 한,미국,찬란,0,0,청소년관람불가,스릴러,2016-04-07,1,60,2016-04-20,0
3798,22분: 아덴만 구출작전,러시아,(주)스톰픽쳐스코리아,0,0,청소년관람불가,범죄|드라마,2016-04-14,5,191,2016-04-27,204
3799,뜨거운 정사 - 미나 이야기,일본,(주)미디어캐슬,0,0,청소년관람불가,멜로/로맨스,2016-04-04,1,1,2016-04-17,0
3800,아내의 위험한 부업,일본,골든타이드픽처스(주),0,0,12세이상관람가,가족|드라마,2016-04-01,1,10,2016-04-14,0
3801,착한 여자들: C컵 이상,일본,(주)대명문화공장|(주)리틀빅픽쳐스,0,0,12세이상관람가,코미디,2016-04-16,1,1,2016-04-29,0
3802,크로닉,멕시코,(주)디스테이션,2018,68798,전체관람가,드라마,2016-04-14,43,326,2016-04-27,5139
3803,라스트 홈,미국,테디베어필름,0,1712091,청소년관람불가,드라마,2016-04-07,158,1730,2016-04-20,13933
3804,한경직,한국,(주)도키엔터테인먼트,0,23598,청소년관람불가,멜로/로맨스,2012-09-13,7,332,2012-09-26,7872
3805,블라인드,노르웨이,(주)더블앤조이픽쳐스,0,0,청소년관람불가,미스터리,2016-03-31,8,49,2016-04-13,838
3806,음란한 요부와 전남친,일본,(주)엘케이픽쳐스,1,0,청소년관람불가,멜로/로맨스,2016-03-30,1,1,2016-04-12,0
3807,고백할 수 없는,한국,(주)영진크리에이티브,0,1298017,청소년관람불가,멜로/로맨스|액션|드라마,2016-03-31,4,23,2016-04-13,294
3808,잠 못 이루는 섹스,한국,(주)도키엔터테인먼트,868,0,청소년관람불가,멜로/로맨스,2016-03-31,19,281,2016-04-13,0
3809,조건만남 : 불륜의 시작,일본,(주)도키엔터테인먼트,87,0,청소년관람불가,멜로/로맨스,2016-03-31,1,60,2016-04-13,0
3810,정사: 친구 딸의 남자친구,일본,롯데쇼핑㈜롯데엔터테인먼트,13,0,15세이상관람가,드라마|코미디|액션,2016-03-20,1,1,2016-04-02,0
3811,동거의 목적,한국,주식회사 씨네룩스,0,0,청소년관람불가,드라마|액션|범죄,2016-03-31,19,299,2016-04-13,0
3812,아노말리사,미국,스크린조이,5001,664660,15세이상관람가,SF|스릴러|전쟁,2016-03-30,52,712,2016-04-12,12111
3813,4등,한국,(주)케빈앤컴퍼니,602581,4720010,전체관람가,공연,2016-04-13,213,4401,2016-04-26,27570
3814,유부녀 여사원 - 성희롱,일본,(주)영화사 안다미로,1,0,15세이상관람가,코미디|드라마,2016-04-20,1,1,2016-05-03,0
3815,블랙가스펠2: 소울을 찾는 여정가운데 만난 사람들,한국,(주)영진크리에이티브,0,0,청소년관람불가,멜로/로맨스|드라마,2016-04-14,5,135,2016-04-27,0
3816,미망인의 참을 수 없는 욕정,일본,주식회사 루믹스미디어,0,0,15세이상관람가,공포(호러)|스릴러,2016-04-11,1,1,2016-04-24,0
3817,헌츠맨: 윈터스 워,미국,(주)소나무픽쳐스,0,5057413,청소년관람불가,액션|범죄,2016-04-13,518,111569,2016-04-26,439357
3818,트리플 9,미국,(주)투윈글로벌,121310,0,청소년관람불가,성인물(에로),2016-04-20,329,7384,2016-05-03,47197
3819,혼외정사: 외국인의 맛,일본,(주)영진크리에이티브,6,0,청소년관람불가,멜로/로맨스|드라마,2016-04-10,1,10,2016-04-23,0
3820,극장판 프랭키와 친구들: 생명의 나무,한국,(주)영진크리에이티브,0,0,청소년관람불가,멜로/로맨스|드라마,2016-04-13,248,10849,2016-04-26,42180
3821,밀애: 아주버님,일본,주식회사 씨네룩스,0,0,15세이상관람가,드라마,2016-04-09,1,10,2016-04-22,0
3822,400번의 구타,프랑스,(주)브리즈픽처스,14192,10560,15세이상관람가,드라마,2016-04-13,6,138,2016-04-26,1355
3823,위선자들: 감독판,한국,(주)씨타마운틴픽쳐스,9566,0,전체관람가,다큐멘터리,2016-04-21,20,340,2016-05-04,0
3824,더 컬링,미국,홀리가든,0,0,청소년관람불가,드라마,2016-04-08,1,10,2016-04-21,0
3825,신을 믿습니까?,미국,(주)도키엔터테인먼트,83782,376206,청소년관람불가,성인물(에로),2016-04-21,71,460,2016-05-04,5979
3826,흉가 : 유령의 집,미국,하준사,0,0,청소년관람불가,스릴러,2016-04-07,1,1,2016-04-20,0
3827,이지메-여고생의 혼잣말,일본,(주)케이알씨지,15,0,청소년관람불가,멜로/로맨스,2016-04-16,1,10,2016-04-29,0
3828,걸 아바타,일본,(주)콘텐츠랩자박,0,0,청소년관람불가,멜로/로맨스,2016-04-16,1,10,2016-04-29,0
3829,언유주얼 서스펙트,미국,(주)영진크리에이티브,0,0,청소년관람불가,멜로/로맨스|드라마,2016-04-21,1,60,2016-05-04,0
3830,붉은 알몸-격정사,일본,(주)제이에이와이이엔터테인먼트,1,0,청소년관람불가,멜로/로맨스,2016-04-01,1,1,2016-04-14,0
3831,서머지드,미국,(주)프레인글로벌|CGV아트하우스,102,0,15세이상관람가,드라마,2016-04-07,1,1,2016-04-20,0
3832,프레지던트 테러 라이브,캐나다,(주)도키엔터테인먼트,427,0,청소년관람불가,성인물(에로),2016-04-06,1,1,2016-04-19,0
3833,은밀한 영업부: 위험한 스캔들,일본,㈜스토리셋,10,0,전체관람가,다큐멘터리,2016-04-11,1,10,2016-04-24,0
3834,퀸 오브 데저트,미국,(주)투윈글로벌,4337,1304092,청소년관람불가,성인물(에로),2016-04-07,46,1099,2016-04-20,4999
3835,독수리 에디,미국,유니버설픽쳐스인터내셔널 코리아(유),14140,3340927,12세이상관람가|12세이상관람가,액션|어드벤처,2016-04-07,503,16644,2016-04-20,217627
3836,난교: 쾌락의 맛,일본,(주)리틀빅픽쳐스,1,0,청소년관람불가,범죄|스릴러,2016-04-07,1,1,2016-04-20,0
3837,화이팅 패밀리,한국,(주)케이알씨지,605433,62468,청소년관람불가,판타지|공포(호러),2012-09-13,7,35,2012-09-26,1108
3838,베이글녀들의 성감클럽,일본,(주)영진크리에이티브,0,0,청소년관람불가,멜로/로맨스|드라마,2016-03-31,1,60,2016-04-13,0
3839,유부녀의 각성 - 수치심,일본,예지림엔터테인먼트,8,0,전체관람가,애니메이션,2016-04-06,1,1,2016-04-19,0
3840,대재앙,미국,(주)영진크리에이티브,0,0,청소년관람불가,멜로/로맨스|드라마,2012-09-20,1,1,2012-10-03,0
3841,인턴 간호사의 아주 특별한 경험,일본,㈜영화사 백두대간,23,0,전체관람가|15세이상관람가,드라마,2016-03-31,1,60,2016-04-13,0
3842,정사 : 결혼 말고 연애,한국,THE 픽쳐스|(주)씨타마운틴픽쳐스,97,0,청소년관람불가,드라마,2016-04-19,20,261,2016-05-02,0
3843,위대한 소원,한국,(주)콘텐츠윙,0,2661568,15세이상관람가,공포(호러)|스릴러,2016-04-21,521,32598,2016-05-04,299770
3844,유부녀 트럭걸,일본,와이드 릴리즈(주),10,0,12세이상관람가,드라마,2016-04-15,1,10,2016-04-28,0
3845,런던 블러바드,미국,(주)케이알씨지,0,0,15세이상관람가,공포(호러),2012-09-20,126,1757,2012-10-03,0
3846,트럼보,미국,(주)영진크리에이티브,120949,1460147,청소년관람불가,드라마|스릴러,2016-04-07,299,5267,2016-04-20,50396
3847,포레스트: 죽음의 숲,미국,(주)영진크리에이티브,0,0,청소년관람불가,코미디|멜로/로맨스,2016-03-30,282,5536,2016-04-12,50460
3848,동창생과 자는 여자,일본,주식회사 루믹스미디어,14,0,15세이상관람가,스릴러,2016-04-06,1,1,2016-04-19,0
3849,감각의제국 파이널,일본,(주)도키엔터테인먼트,10,0,청소년관람불가,멜로/로맨스,2012-09-20,1,10,2012-10-03,0
3850,투 올드 힙합 키드,한국,(주)무브먼트 픽쳐스,0,0,청소년관람불가,스릴러,2012-09-13,8,16,2012-09-26,1619
3851,신은 죽지 않았다 2,미국,(주)도키엔터테인먼트,20542,10448,15세이상관람가,액션,2016-04-07,94,1009,2016-04-20,19165
3852,은밀한 정사,일본,(주)영진크리에이티브,13,0,청소년관람불가,멜로/로맨스|드라마,2016-04-02,1,1,2016-04-15,0
3853,입영전야,한국,(주)투윈글로벌,676,0,12세이상관람가,스릴러,2016-04-05,20,349,2016-04-18,492
3854,유부녀 - 남편 외출중,일본,(주)영화사 빅,1,0,12세이상관람가,드라마,2016-04-13,1,1,2016-04-26,0
3855,해어화,한국,이십세기폭스코리아(주),298966,12496671,12세이상관람가,드라마,2016-04-13,557,74087,2016-04-26,427642
3856,불륜정사-뒷조사,일본,(주)엘케이픽쳐스,34,0,청소년관람불가,멜로/로맨스,2016-04-13,1,1,2016-04-26,0
3857,뭐든지 해드릴게요,일본,(주)콘텐츠랩자박,2,0,청소년관람불가,멜로/로맨스,2016-04-17,1,10,2016-04-30,0
3858,섹스는 오감만족,일본,(주)도키엔터테인먼트,16,0,청소년관람불가,성인물(에로),2016-04-02,1,1,2016-04-15,0
3859,캘린더걸,한국,(유)조이앤컨텐츠그룹,0,0,12세이상관람가,어드벤처,2016-04-07,20,295,2016-04-20,0
3860,만물생장-끝없는 관계,중국,(주)콘텐츠랩자박,1090,0,청소년관람불가,멜로/로맨스,2016-04-07,5,164,2016-04-20,179
3861,달콤한 입술 맛보기,일본,(주)영화사 사계절,28,0,청소년관람불가,멜로/로맨스,2016-04-06,1,1,2016-04-19,0
3862,최악의 이웃과 사랑에 빠지는 방법,프랑스,(주)넥스트엔터테인먼트월드(NEW),0,10987,15세이상관람가,코미디|드라마,2016-04-07,117,732,2016-04-20,10308
3863,잠 못 이루는 섹스,한국,(주)도키엔터테인먼트,868,0,청소년관람불가,멜로/로맨스,2016-03-31,19,281,2016-04-13,0
3864,아내의 원초적 본능,일본,(주)영진크리에이티브,0,0,청소년관람불가,멜로/로맨스|드라마,2016-04-16,1,1,2016-04-29,0
3865,피아니스트 세이모어의 뉴욕 소네트,미국,(주)팝파트너스,10312,0,15세이상관람가,범죄|드라마,2016-04-07,15,166,2016-04-20,5270
3867,극장판 울트라맨 우주 몬스터 대결전,일본,유니버설픽쳐스인터내셔널 코리아(유),71726,0,12세이상관람가,공포(호러),2016-04-13,136,2208,2016-04-26,0
3868,클로버필드 10번지,미국,(주)도키엔터테인먼트,0,733530,청소년관람불가,성인물(에로),2016-04-07,489,33023,2016-04-20,343186
3869,중독: 끝없는 성욕,일본,(주)도키엔터테인먼트,0,0,청소년관람불가,성인물(에로),2016-04-08,1,10,2016-04-21,0
3870,샤크스톰 2 : 샤크네이도,미국,(주)시네마달,660,0,12세이상관람가,다큐멘터리,2016-04-14,1,1,2016-04-27,0
3871,야한 병동 24시,일본,(주)에스와이코마드|글뫼 주식회사,0,0,12세이상관람가,드라마,2016-04-11,1,10,2016-04-24,0
3872,여변호사 - 굴욕법정,일본,(주)영진크리에이티브,8,0,청소년관람불가,멜로/로맨스|드라마,2016-04-13,1,1,2016-04-26,0
3873,이케부쿠로 양키전쟁,일본,(주)도키엔터테인먼트,89,0,청소년관람불가,성인물(에로),2016-04-15,1,10,2016-04-28,0
3874,이케부쿠로 양키전쟁 2 - 사키,일본,롯데쇼핑㈜롯데엔터테인먼트,7,0,15세이상관람가,사극|드라마,2016-04-16,1,10,2016-04-29,0
3875,블랙가스펠2: 소울을 찾는 여정가운데 만난 사람들,한국,(주)영진크리에이티브,0,0,청소년관람불가,멜로/로맨스|드라마,2016-04-14,5,135,2016-04-27,0
3876,두 개의 연애,한국,(주)도키엔터테인먼트,4997,955799,청소년관람불가,성인물(에로),2016-04-14,14,123,2016-04-27,1389
3877,블랙번: 죽음의 숲,캐나다,(주)영진크리에이티브,5078,0,청소년관람불가,멜로/로맨스|드라마,2016-04-11,1,60,2016-04-24,0
3878,착한 누나,일본,(주)영진크리에이티브,7,0,청소년관람불가,멜로/로맨스|드라마,2016-04-10,1,1,2016-04-23,0
3879,섹스 프렌드 스와핑 무삭제판,일본,(주)유비네트워크,7,0,청소년관람불가,멜로/로맨스,2016-04-14,1,1,2016-04-27,0
3880,명품 몸매 형수님,일본,(주)케이알씨지,1,0,15세이상관람가,멜로/로맨스,2016-04-13,1,1,2016-04-26,0
3881,성룡의 아시수,중국,(주)도키엔터테인먼트,0,0,청소년관람불가,성인물(에로),2016-04-14,5,5,2016-04-27,0
3882,욕정의 맛,홍콩,와이드 릴리즈(주),1013,0,12세이상관람가,멜로/로맨스|코미디,2012-09-20,0,0,2012-10-03,0
3883,은밀한 영업부: 유혹의 그림자,일본,(주)영진크리에이티브,10,0,청소년관람불가,멜로/로맨스|드라마,2016-04-11,1,10,2016-04-24,0
3884,낮부터 정사 - 빨리와,일본,(주)영화사 진진,1,0,전체관람가,다큐멘터리,2016-04-20,1,1,2016-05-03,0
3885,좀비 나이트,미국,(주)나이너스엔터테인먼트,74576,0,12세이상관람가,드라마,2016-04-14,1,1,2016-04-27,0
3886,마녀의 집,미국,(주)박수엔터테인먼트,1,0,전체관람가,액션|SF,2016-04-21,1,1,2016-05-04,0
3887,이탈리아 횡단밴드,이탈리아,롯데쇼핑㈜롯데엔터테인먼트,0,9840,15세이상관람가,미스터리|스릴러,2012-09-20,9,138,2012-10-03,3913
3888,유리의 꽃과 부수는 세계,일본,(주)영진크리에이티브,0,6079,청소년관람불가,멜로/로맨스|드라마,2016-04-21,46,339,2016-05-04,3214
3889,바쿠만,일본,(주)케이알씨지,954,0,15세이상관람가,공포(호러)|SF,2016-04-21,73,345,2016-05-04,0
3890,라폴로니드 : 관용의집,프랑스,(주)영진크리에이티브,7975,22086,청소년관람불가,멜로/로맨스|드라마,2012-09-20,8,74,2012-10-03,1221
3891,막장 젊은 아줌마,일본,(주)도키엔터테인먼트,1,0,청소년관람불가,성인물(에로),2016-04-20,1,1,2016-05-03,0
3892,우리 지금 할래,한국,(주)영진크리에이티브,91,0,청소년관람불가,액션|드라마|멜로/로맨스,2016-04-20,20,284,2016-05-03,0
3893,차가운 열대어,일본,(주)영진크리에이티브,1013,5121,청소년관람불가,액션|멜로/로맨스,2012-09-20,1,9,2012-10-03,415
