,movie_name,nation,distribution,director_average,actor_sum,rate,genre,release_date,day1_screen,day1_audience,day15_date,day15_audience
0,어린 에츠코의 고민,일본,(주)도키엔터테인먼트,89,0,청소년관람불가,성인물(에로),2013-10-24,1,10,2013-11-06,0
1,러브씬,한국,골든타이드픽처스(주),1083814,0,청소년관람불가,멜로/로맨스|드라마,2013-10-03,4,292,2013-10-16,0
2,섀도우 헌터스: 뼈의 도시,미국,롯데쇼핑㈜롯데엔터테인먼트,146362,1496393,15세이상관람가,판타지|액션,2013-09-12,352,34177,2013-09-25,527593
3,퍼시 잭슨과 괴물의 바다,미국,이십세기폭스코리아(주),0,2568431,12세이상관람가|12세이상관람가,판타지|어드벤처,2013-09-12,380,12304,2013-09-25,475355
4,카르고,스위스,(주)스마일이엔티,0,0,15세이상관람가,미스터리|스릴러,2013-09-12,1,53,2013-09-25,0
5,몬스터 대학교,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),0,1722238,전체관람가|전체관람가,애니메이션,2013-09-12,273,9957,2013-09-25,654597
6,어떤 여인의 고백,프랑스,찬란,0,299,청소년관람불가,드라마|전쟁,2013-10-03,8,203,2013-10-16,1986
7,부에노스 아이레스에서 사랑에 빠질 확률,아르헨티나,(주)영화사 진진,0,0,15세이상관람가,코미디|드라마,2013-09-12,10,247,2013-09-25,11984
8,베이타운 디스코,미국,(주)미디어데이,0,0,청소년관람불가,액션|범죄|코미디,2013-09-12,5,468,2013-09-25,0
9,투 타이거,이탈리아,(주)케이알씨지,0,15095,청소년관람불가,액션,2013-09-26,1,510,2013-10-09,5460
10,치코와 리타,스페인,찬란,21336,0,15세이상관람가,애니메이션|멜로/로맨스,2012-01-05,15,436,2012-01-18,7962
11,카르고,스위스,(주)스마일이엔티,0,0,15세이상관람가,미스터리|스릴러,2013-09-12,1,53,2013-09-25,0
12,이로도리 인생2막,일본,다솔기획|(주)추억을 파는 극장,6014,0,12세이상관람가,드라마,2013-09-27,1,624,2013-10-10,0
13,아메리칸 배틀쉽,미국,(주)케이알씨지,1,0,15세이상관람가,액션|스릴러,2013-09-16,2,520,2013-09-29,4882
14,바캉스,한국,(주)유비네트워크,80,0,청소년관람불가,스릴러,2013-10-17,21,1857,2013-10-30,0
16,브랜디드,미국,(주)수키픽쳐스,0,0,15세이상관람가,SF|액션|드라마|스릴러,2013-09-25,5,200,2013-10-08,0
17,컨저링,미국,워너브러더스 코리아(주),1033287,910169,15세이상관람가,공포(호러)|스릴러,2013-09-17,304,81130,2013-09-30,1611254
18,정글번치 : 빙산으로의 귀환,프랑스,(주)팝엔터테인먼트,25158,0,전체관람가,애니메이션,2013-10-02,126,1493,2013-10-15,55992
19,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,한국,골든타이드픽처스(주),22079,0,전체관람가,공연,2013-10-31,37,1172,2013-11-13,7746
20,세 번째 사랑,캐나다,(주)씨타마운틴픽쳐스,0,1334876,청소년관람불가,멜로/로맨스|드라마,2012-01-12,15,431,2012-01-25,7284
21,플라이보이스,미국,(주)액티버스엔터테인먼트,2500,0,12세이상관람가,드라마|액션|스릴러,2013-11-02,1,1,2013-11-15,0
22,알렉산더 : 절대 영웅의 탄생,러시아,(주)소나무픽쳐스,0,0,15세이상관람가,액션|어드벤처,2013-09-17,1,203,2013-09-30,0
23,다크 스페이스,캐나다,(주)미디어데이,48567,0,15세이상관람가,SF|액션|스릴러,2013-10-10,5,318,2013-10-23,0
24,낭만파 남편의 편지,한국,(주)퍼스트런,4293,3526,청소년관람불가,드라마|가족|판타지,2013-09-12,6,114,2013-09-25,1038
25,은실이,한국,씨제이이앤엠(주),0,0,청소년관람불가,애니메이션,2012-03-08,1,15,2012-03-21,194
26,"혜원아, 사랑해",한국,양전프로덕션,5586,0,청소년관람불가,미스터리|멜로/로맨스,2012-03-29,2,8,2012-04-11,0
27,야쿠자 대 닌자,일본,(주)도키엔터테인먼트,0,0,15세이상관람가,액션,2013-09-12,1,10,2013-09-25,0
28,벌거숭이,한국,이닥픽쳐스,0,2326,청소년관람불가,범죄|드라마,2013-09-26,5,11,2013-10-09,426
29,녹색의자 2013 - 러브 컨셉츄얼리,한국,(주)씨타마운틴픽쳐스,41329,1040,청소년관람불가,멜로/로맨스|드라마,2013-10-31,4,59,2013-11-13,340
30,2차 노출,중국,라인트리엔터테인먼트 ,1173,0,청소년관람불가,드라마|멜로/로맨스|미스터리,2013-09-12,1,1,2013-09-25,0
31,브로큰 서클,벨기에,(주)에스와이코마드,0,0,청소년관람불가,멜로/로맨스|드라마,2013-10-31,6,75,2013-11-13,1761
32,더 클로스,미국,(주)나우콘텐츠,0,0,청소년관람불가,공포(호러)|어드벤처|판타지,2013-09-26,1,100,2013-10-09,0
33,어떤 시선,한국,(주)영화사 진진,255520,1617000,12세이상관람가,드라마,2013-10-24,24,863,2013-11-06,18378
34,불륜의 다이어리,일본,(유)조이앤컨텐츠그룹,0,0,청소년관람불가,멜로/로맨스|드라마,2013-09-12,1,10,2013-09-25,0
35,차일디쉬 게임즈,스페인,(주)소나무픽쳐스,0,0,15세이상관람가,공포(호러),2013-09-26,1,195,2013-10-09,0
36,밀레니엄 : 여자를 증오한 남자들,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,606131,1061670,청소년관람불가,스릴러|드라마,2012-01-11,195,11033,2012-01-24,384526
37,꽃과 뱀의 정사,일본,(유)조이앤컨텐츠그룹,44,0,청소년관람불가,드라마|멜로/로맨스|미스터리,2013-09-16,1,10,2013-09-29,0
38,초한지 - 천하대전,중국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),173608,248955,12세이상관람가,액션,2012-01-11,97,2636,2012-01-24,91447
39,롤러코스터,한국,씨제이이앤엠(주),955175,8892839,15세이상관람가,코미디,2013-10-17,354,27564,2013-10-30,268879
40,풍운결,홍콩,(주)케이알씨지,10216,87785,12세이상관람가,애니메이션|액션|판타지,2013-10-31,5,290,2013-11-13,1470
41,태어나서 미안해,한국,씨제이이앤엠(주),0,0,15세이상관람가,코미디|드라마,2012-03-08,1,6,2012-03-21,201
42,테러라인,미국,(주)미디어데이,0,0,15세이상관람가,스릴러,2013-10-17,5,318,2013-10-30,1553
43,전쟁 주식회사,미국,(유)조이앤컨텐츠그룹,0,0,청소년관람불가,범죄|드라마,2012-03-29,1,100,2012-04-11,0
44,프리버즈: 밍쿠와 찌아의 도시 대탈출,아르헨티나,(주)영화사 빅,0,22526,전체관람가,애니메이션|어드벤처,2013-09-17,133,2342,2013-09-30,41926
45,댄서김의 은밀한 교수법,한국,(주)베드픽쳐스,64,0,청소년관람불가,미스터리|멜로/로맨스,2013-10-02,1,120,2013-10-15,1556
46,송곳니,그리스,(주)컴퍼니엘,57721,0,청소년관람불가,코미디|드라마,2012-01-05,1,44,2012-01-18,400
47,리골레토,미국,(주)인스터피씨엠,0,0,전체관람가,공연|드라마|멜로/로맨스,2013-09-28,2,61,2013-10-11,478
48,백설공주: 또 다른 이야기,미국,(주)케이알씨지,1,712122,15세이상관람가,판타지|어드벤처,2013-10-17,5,290,2013-10-30,5001
49,늑대인간,스페인,(주)소나무픽쳐스,3144,0,청소년관람불가,액션,2013-09-12,1,201,2013-09-25,0
50,코알라,한국,어뮤즈|(주)엣나인필름,5091521,175050,15세이상관람가,드라마,2013-10-24,59,247,2013-11-06,6039
51,내 여친은 피규어,일본,더컨텐츠콤(주),158,0,청소년관람불가,판타지,2013-10-24,1,130,2013-11-06,0
52,네버다이 버터플라이,한국,(주)랠리버튼,1159,33334,15세이상관람가,드라마,2013-10-17,15,110,2013-10-30,1319
53,프리즈너스,미국,(주)넥스트엔터테인먼트월드(NEW)|판씨네마(주),215483,1817801,청소년관람불가,범죄|드라마|스릴러,2013-10-02,295,24147,2013-10-15,185547
54,캡틴 필립스,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),996303,1291367,15세이상관람가,액션|드라마,2013-10-23,281,19778,2013-11-05,227226
55,3096일,독일,롯데쇼핑㈜롯데엔터테인먼트,9898,0,청소년관람불가,드라마,2013-09-26,19,68,2013-10-09,0
56,말하는 건축 시티:홀,한국,(주)미디어데이,37669,39355,전체관람가,다큐멘터리,2013-10-24,29,226,2013-11-06,3695
57,노라노,한국,(주)시네마달,1140,0,전체관람가,다큐멘터리,2013-10-31,25,174,2013-11-13,2825
58,톱스타,한국,롯데쇼핑㈜롯데엔터테인먼트,0,3365225,15세이상관람가,드라마,2013-10-24,386,19375,2013-11-06,167758
59,클립,세르비아,(주)고맙습니다 사랑합니다,0,0,청소년관람불가,드라마,2013-10-31,1,50,2013-11-13,0
60,디어 한나,영국,(주)영화사 진진,0,27549,청소년관람불가,드라마,2012-03-29,10,345,2012-04-11,6527
61,공각기동대 어라이즈 보더 1: 고스트 페인,일본,에이원엔터테인먼트,616,0,15세이상관람가,애니메이션|SF,2013-10-24,8,28,2013-11-06,457
62,짓,한국,(주)팝파트너스,0,0,청소년관람불가,멜로/로맨스,2013-09-25,148,2467,2013-10-08,23052
63,러시안 소설,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),36766,119145,15세이상관람가,드라마|미스터리,2013-09-19,11,227,2013-10-02,3749
64,비단꽃길,한국,(주)씨타마운틴픽쳐스,486,21785,전체관람가,다큐멘터리,2013-10-17,7,40,2013-10-30,629
65,어떤 시선,한국,(주)영화사 진진,255520,1617000,12세이상관람가,드라마,2013-10-24,24,863,2013-11-06,18378
66,연애의 기술,한국,(주)팝엔터테인먼트,3070,901048,청소년관람불가,멜로/로맨스|코미디,2013-10-30,57,966,2013-11-12,8725
67,화이: 괴물을 삼킨 아이,한국,(주)쇼박스,73132,12359977,청소년관람불가,액션|스릴러,2013-10-09,734,360280,2013-10-22,2012934
68,사대명포,중국,(유)조이앤컨텐츠그룹,64990,641912,15세이상관람가,판타지|액션,2013-10-31,5,320,2013-11-13,4500
69,슈퍼배드 2,미국,유니버설픽쳐스인터내셔널 코리아(유),2327806,7520026,전체관람가|전체관람가,애니메이션,2013-09-12,303,6262,2013-09-25,727178
70,러브레이스,미국,씨너스엔터테인먼트(주),0,2930652,청소년관람불가,드라마,2013-10-17,148,2134,2013-10-30,18703
71,체온 ? 그녀의 온도,일본,(주)미디어데이,800,0,청소년관람불가,드라마|멜로/로맨스,2013-09-26,5,371,2013-10-09,1591
72,히어로,한국,(주)마인스 엔터테인먼트,383336,5992854,전체관람가,가족|SF|드라마,2013-10-08,38,428,2013-10-21,22692
73,교수와 여제자2,프랑스,(주)피터팬픽쳐스,1566,0,청소년관람불가,멜로/로맨스,2012-03-28,1,9,2012-04-10,0
74,스트레인저 인사이드,덴마크,(주)미디어데이,0,0,청소년관람불가,스릴러,2013-09-26,5,380,2013-10-09,1521
75,노브레싱,한국,(주)나이너스엔터테인먼트,4989,6094283,15세이상관람가,드라마|멜로/로맨스,2013-10-30,572,44704,2013-11-12,425175
76,하리수의 도색,홍콩,(주)팝파트너스,54220,25747,청소년관람불가,드라마,2013-10-02,5,830,2013-10-15,5674
77,정글번치 : 빙산으로의 귀환,프랑스,(주)팝엔터테인먼트,25158,0,전체관람가,애니메이션,2013-10-02,126,1493,2013-10-15,55992
78,슈퍼배드 2,미국,유니버설픽쳐스인터내셔널 코리아(유),2327806,7520026,전체관람가|전체관람가,애니메이션,2013-09-12,303,6262,2013-09-25,727178
79,인터섹션,프랑스,(주)팝엔터테인먼트,630,0,전체관람가,애니메이션,2013-09-26,4,30,2013-10-09,0
80,파라다이스 러브,독일,(주)싸이더스,0,0,청소년관람불가,스릴러,2013-10-17,4,74,2013-10-30,1495
81,관상,한국,(주)월드시네마,2692591,13247240,청소년관람불가,드라마,2013-09-11,927,373552,2013-09-24,7165827
82,은실이,한국,씨제이이앤엠(주),0,0,청소년관람불가,애니메이션,2012-03-08,1,15,2012-03-21,194
83,그놈은 벨을 두 번 울린다,일본,(주)쇼박스,2,0,15세이상관람가,사극|드라마,2013-10-10,1,10,2013-10-23,0
84,스트릿 오브 블러드,미국,(주)도키엔터테인먼트,0,0,청소년관람불가,성인물(에로),2013-09-13,2,252,2013-09-26,0
85,도쿄 미녀 삼총사,일본,(주)인피니티엔터테인먼트 ,0,0,청소년관람불가,범죄|스릴러|액션,2013-10-31,1,10,2013-11-13,0
86,덴 쉬 파운드 미,미국,(주)도키엔터테인먼트,15190,0,청소년관람불가,액션,2012-01-05,1,7,2012-01-18,0
87,깡철이,한국,(주)영화사 조제,2405731,14736957,청소년관람불가,코미디|드라마|멜로/로맨스,2013-10-02,700,134531,2013-10-15,1155438
88,그래비티,미국,씨제이이앤엠(주),548488,496576,15세이상관람가,드라마|액션|가족,2013-10-17,605,110996,2013-10-30,1924914
89,레퀴엠,독일,워너브러더스 코리아(주),1022,4151,12세이상관람가|12세이상관람가,SF|드라마,2013-10-19,6,45,2013-11-01,0
90,뷰티풀 라이즈,프랑스,(주)케빈앤컴퍼니,129645,320446,전체관람가,공연,2013-10-17,12,106,2013-10-30,879
91,서약,미국,(주)싸이더스,0,1209048,15세이상관람가,멜로/로맨스|코미디,2012-03-14,284,37219,2012-03-27,232646
92,치코와 리타,스페인,찬란,21336,0,15세이상관람가,애니메이션|멜로/로맨스,2012-01-05,15,436,2012-01-18,7962
93,우리 선희,한국,한국소니픽쳐스릴리징브에나비스타영화㈜,68027,5047800,15세이상관람가,드라마|멜로/로맨스,2013-09-12,38,2129,2013-09-25,43641
94,소원,한국,(주)영화제작전원사 |(주)영화사 조제,0,7974181,청소년관람불가,드라마,2013-10-02,609,91705,2013-10-15,1846077
95,사대명포,중국,(유)조이앤컨텐츠그룹,64990,641912,15세이상관람가,판타지|액션,2013-10-31,5,320,2013-11-13,4500
96,러브씬,한국,골든타이드픽처스(주),1083814,0,청소년관람불가,멜로/로맨스|드라마,2013-10-03,4,292,2013-10-16,0
97,밤의 여왕,한국,롯데쇼핑㈜롯데엔터테인먼트,0,7486856,12세이상관람가,드라마,2013-10-17,312,28595,2013-10-30,251949
98,적인걸2 : 신도해왕의 비밀,중국,(주)인벤트스톤,100032,761697,15세이상관람가,멜로/로맨스|코미디,2013-10-02,169,5539,2013-10-15,45444
99,쇼를 사랑한 남자,미국,씨너스엔터테인먼트(주),258824,885298,12세이상관람가,미스터리|액션,2013-10-09,11,719,2013-10-22,9647
100,시체가 돌아왔다,한국,(주)티캐스트콘텐츠허브,0,14783360,청소년관람불가,드라마|멜로/로맨스,2012-03-29,402,47998,2012-04-11,803974
101,소원택시,한국,씨제이이앤엠(주),45638,0,15세이상관람가,범죄|드라마,2013-10-04,1,60,2013-10-17,283
102,버터 러버,미국,(주)마부엔터테인먼트,0,1478397,청소년관람불가,드라마|코미디,2013-10-17,5,471,2013-10-30,4465
103,데드 앤 곤,미국,스크린조이,0,0,15세이상관람가,드라마|코미디,2012-03-29,0,0,2012-04-11,0
104,토르: 다크 월드,미국,㈜코리아스크린,3240370,4693514,청소년관람불가,미스터리|공포(호러),2013-10-30,612,114775,2013-11-12,2155061
105,어떤 시선,한국,(주)영화사 진진,255520,1617000,12세이상관람가,드라마,2013-10-24,24,863,2013-11-06,18378
106,포르노그래픽 러브,불가리아,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),0,0,12세이상관람가|12세이상관람가,액션|어드벤처|판타지,2013-08-09,1,196,2013-08-22,0
107,두더지,일본,(주)소나무픽쳐스,972,55232,청소년관람불가,멜로/로맨스|드라마,2013-10-31,3,17,2013-11-13,692
108,러브레이스,미국,씨너스엔터테인먼트(주),0,2930652,청소년관람불가,드라마,2013-10-17,148,2134,2013-10-30,18703
109,애프터 루시아,멕시코,(주)수키픽쳐스,6067,0,청소년관람불가,드라마,2013-09-26,7,91,2013-10-09,1798
110,가투의 연날리기,인도,(주)팝엔터테인먼트,0,0,청소년관람불가,드라마,2013-09-26,2,6,2013-10-09,245
111,토마스와 친구들: 블루마운틴 미스터리,영국,(주)씨타마운틴픽쳐스,17515,0,전체관람가,드라마,2013-10-17,30,294,2013-10-30,9223
112,벨벳키스-함정에 빠진 소악마,일본,(주)팝엔터테인먼트,55,0,전체관람가,애니메이션,2013-10-31,1,10,2013-11-13,0
113,로덴시아: 마법왕국의 전설,페루,(주)도키엔터테인먼트,0,0,청소년관람불가,성인물(에로),2013-10-02,125,2707,2013-10-15,88636
114,토토의 움직이는 숲,덴마크,(주)영화사 빅,37582,0,전체관람가,애니메이션|어드벤처,2013-06-20,99,1268,2013-07-03,61914
115,어떤 시선,한국,(주)영화사 진진,255520,1617000,12세이상관람가,드라마,2013-10-24,24,863,2013-11-06,18378
116,원더풀 라디오,한국,(주)미디어데이,610392,4264636,전체관람가,애니메이션,2012-01-05,421,60371,2012-01-18,882472
117,지크프리트,미국,(주)쇼박스,0,0,15세이상관람가,드라마|멜로/로맨스,2012-04-04,0,0,2012-04-17,4
118,저속희극,홍콩,(주)인스터피씨엠,1254,0,전체관람가,공연|다큐멘터리,2013-10-31,3,359,2013-11-13,5105
119,허니,터키,(주)소나무픽쳐스,0,0,청소년관람불가,코미디|드라마,2013-09-26,2,35,2013-10-09,713
120,킥 애스 2 : 겁없는 녀석들,미국,㈜영화사 백두대간,122410,0,전체관람가,드라마,2013-10-17,142,1970,2013-10-30,0
121,죽음의 게임: 네이키드 워리어,일본,유니버설픽쳐스인터내셔널 코리아(유),0,0,청소년관람불가,액션|코미디|범죄,2013-06-20,1,50,2013-07-03,0
122,히든 카드,미국,(주)수키픽쳐스,167673,0,청소년관람불가,액션|스릴러|드라마,2013-09-26,350,23283,2013-10-09,151468
123,야쿠자 대 닌자 2,일본,이십세기폭스코리아(주),10,0,청소년관람불가,범죄|스릴러,2013-09-17,1,10,2013-09-30,0
124,화이트 고릴라,스페인,(주)도키엔터테인먼트,0,0,15세이상관람가,액션,2013-10-31,75,672,2013-11-13,54411
126,행방불명,일본,(주)인스터피씨엠,1,0,전체관람가,공연,2013-10-17,1,10,2013-10-30,0
127,히어로,한국,(주)마인스 엔터테인먼트,383336,5992854,전체관람가,가족|SF|드라마,2013-10-08,38,428,2013-10-21,22692
128,세이지: 육지의 물고기,일본,(주)영진크리에이티브,0,19637,15세이상관람가,미스터리|공포(호러)|스릴러,2012-03-29,0,0,2012-04-11,450
129,밍크코트,한국,(주)영화사 조제,264889,1660,청소년관람불가,드라마,2012-01-12,13,149,2012-01-25,1872
130,중화 명탐정,중국,㈜인디스토리,101139,0,15세이상관람가,드라마,2013-07-26,4,422,2013-08-08,0
131,브레이크 블레이드4: 세기의 전쟁,일본,(주)소나무픽쳐스,142,0,15세이상관람가,액션|스릴러,2013-07-11,1,5,2013-07-24,0
132,극장판 헌터X헌터 : 팬텀루즈,일본,(주)케이알씨지,0,0,12세이상관람가,애니메이션,2013-06-27,42,369,2013-07-10,2988
133,슈퍼피쉬 - 끝없는 여정,한국,씨너스엔터테인먼트(주),0,1070178,15세이상관람가,애니메이션,2013-07-11,12,477,2013-07-24,2118
134,황금을 안고 튀어라,일본,(주)씨타마운틴픽쳐스|(주)팝엔터테인먼트,7975,0,전체관람가|전체관람가,다큐멘터리,2013-10-10,5,250,2013-10-23,1866
135,까밀 리와인드,프랑스,(주)미디어데이,0,26417,청소년관람불가,범죄|액션|스릴러,2013-07-18,23,1078,2013-07-31,13882
136,"가자, 장미여관으로",한국,(주)엣나인필름,1372,425,15세이상관람가,드라마,2013-08-14,2,180,2013-08-27,8157
137,화차,한국,(주)팝파트너스,54291,3454220,청소년관람불가,멜로/로맨스|드라마,2012-03-08,456,74855,2012-03-21,1761276
138,아웃포스트 : 블랙선,영국,필라멘트픽쳐스,0,0,15세이상관람가,미스터리,2013-06-20,1,196,2013-07-03,0
139,바디 앤 안티바디,미국,(주)소나무픽쳐스,0,0,15세이상관람가,스릴러|액션,2013-07-11,1,181,2013-07-24,0
140,저스티스,미국,TCO(주)더콘텐츠온,200004,2423207,청소년관람불가,코미디|드라마,2012-03-15,138,4592,2012-03-28,44128
141,뜨거운 욕망,프랑스,(주)쇼박스,0,0,청소년관람불가,액션|드라마|스릴러,2013-07-12,1,255,2013-07-25,0
142,유니버셜 솔저4: 클론의 반란,미국,(주)소나무픽쳐스,1628,0,청소년관람불가,코미디|멜로/로맨스,2013-06-20,1,14,2013-07-03,1252
143,러브씬,한국,골든타이드픽처스(주),1083814,0,청소년관람불가,멜로/로맨스|드라마,2013-10-03,4,292,2013-10-16,0
144,비히클 19,미국,(유)조이앤컨텐츠그룹,10,521465,청소년관람불가,액션|SF,2013-10-09,10,108,2013-10-22,4437
145,벤다 빌릴리,프랑스,(주)팝파트너스,0,0,15세이상관람가,스릴러|범죄|액션,2013-10-17,2,34,2013-10-30,899
146,벤다 빌릴리,프랑스,(주)팝파트너스,0,0,15세이상관람가,스릴러|범죄|액션,2013-10-17,2,34,2013-10-30,899
148,까미유 끌로델,프랑스,한국소니픽쳐스릴리징브에나비스타영화㈜,0,66439,12세이상관람가|12세이상관람가,SF|액션,2013-10-24,5,105,2013-11-06,1661
149,라스트 엑소시즘: 잠들지 않는 영혼,미국,찬란,0,0,15세이상관람가,드라마,2013-06-27,87,1124,2013-07-10,9372
150,백 투 가야,독일,(주)팝파트너스,121663,0,15세이상관람가,공포(호러)|스릴러,2013-06-20,0,0,2013-07-03,0
151,세상은 가끔 아름답다,일본,(주)토러스엔터테인먼트,7294,23424,전체관람가,애니메이션|판타지,2013-06-20,0,0,2013-07-03,34
152,카이츠,인도,(주)영진크리에이티브,0,0,청소년관람불가,드라마,2013-10-24,5,395,2013-11-06,0
153,밀레니엄 제 1부 : 여자를 증오한 남자들,스웨덴,(주)미디어데이,18179,334027,청소년관람불가,액션|멜로/로맨스|스릴러,2012-01-05,6,107,2012-01-18,1554
154,모테키: 모태솔로 탈출기,일본,팝엔터테인먼트,3653,0,청소년관람불가,스릴러,2013-09-26,6,340,2013-10-09,954
155,미스터 노바디,캐나다,(주)미디어데이,73230,1150776,15세이상관람가,코미디|멜로/로맨스,2013-10-24,22,518,2013-11-06,10297
156,무민가족의 한여름 대소동,핀란드,(주)팝엔터테인먼트,0,0,15세이상관람가,판타지|멜로/로맨스,2013-06-20,5,500,2013-07-03,0
157,나에게서 온 편지,프랑스,(주)나이너스엔터테인먼트,0,13688,전체관람가,애니메이션,2013-08-08,17,411,2013-08-21,7330
158,체인드,미국,프리비젼엔터테인먼트,24261,0,12세이상관람가,코미디,2013-07-18,2,180,2013-07-31,2210
159,화이트 타이거: 최강전차군단,러시아,(주)팝엔터테인먼트,0,0,청소년관람불가,스릴러|범죄,2013-10-17,5,677,2013-10-30,5058
160,호비와 후후의 대모험: 무지개꽃을 구하라,일본,(주)소나무픽쳐스,12208,0,15세이상관람가,액션|전쟁|어드벤처,2013-09-26,36,643,2013-10-09,13752
161,한나를 위한 소나타,독일,(주)머스트씨무비,0,0,전체관람가,애니메이션,2013-10-24,2,8,2013-11-06,415
162,블루 재스민,미국,(주)컴퍼니엘,81090,1263441,12세이상관람가,드라마,2013-09-25,204,8659,2013-10-08,97320
163,퍼펙트,미국,(주)인벤트스톤,3033,2054255,15세이상관람가,드라마,2013-09-25,115,2775,2013-10-08,17780
164,사랑에 빠진 것처럼,프랑스,(주)마인스 엔터테인먼트,18774,25989,청소년관람불가,액션|범죄|드라마,2013-10-17,16,222,2013-10-30,2511
165,맛있는 사랑공식-섹스,한국,(주)영화사 조제,162,0,15세이상관람가,드라마,2013-10-31,5,290,2013-11-13,0
166,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,한국,골든타이드픽처스(주),22079,0,전체관람가,공연,2013-10-31,37,1172,2013-11-13,7746
167,버니,미국,(주)케이알씨지,115978,2324585,청소년관람불가,멜로/로맨스|드라마,2013-06-20,28,340,2013-07-03,7175
168,플레이스 비욘드 더 파인즈,미국,(주)미디어데이,48885,1105165,15세이상관람가,코미디|범죄|드라마,2013-08-01,30,756,2013-08-14,16035
170,그녀가 떠날 때,독일,타임스토리그룹(주),0,20798,전체관람가,드라마|코미디,2012-03-29,12,300,2012-04-11,4967
171,치코와 리타,스페인,찬란,21336,0,15세이상관람가,애니메이션|멜로/로맨스,2012-01-05,15,436,2012-01-18,7962
172,내부고발자,미국,(주)스크린와이즈,0,0,15세이상관람가,드라마,2013-10-24,5,562,2013-11-06,5108
173,밍크코트,한국,(주)영화사 조제,264889,1660,청소년관람불가,드라마,2012-01-12,13,149,2012-01-25,1872
174,온천장의 은밀한 정사,일본,(주)소나무픽쳐스,10,0,청소년관람불가,범죄|스릴러,2013-10-16,1,10,2013-10-29,0
175,어느 예술가의 마지막 일주일,프랑스,(주)액티버스엔터테인먼트,11575,172150,청소년관람불가,드라마,2013-06-20,16,437,2013-07-03,9873
176,가비,한국,프리비젼엔터테인먼트,1885540,5345436,15세이상관람가,드라마,2012-03-15,315,23878,2012-03-28,266138
177,아유레디?,한국,(주)시네마서비스,275575,1337715,15세이상관람가,드라마|멜로/로맨스|미스터리,2013-09-26,19,288,2013-10-09,8201
178,수호지-불사영웅 석수,중국,(주)나이너스엔터테인먼트,647,0,12세이상관람가,다큐멘터리,2013-10-31,5,320,2013-11-13,4470
179,프리버즈: 밍쿠와 찌아의 도시 대탈출,아르헨티나,(주)영화사 빅,0,22526,전체관람가,애니메이션|어드벤처,2013-09-17,133,2342,2013-09-30,41926
180,화이트 하우스 다운,미국,(주)케이알씨지,1343434,1046152,15세이상관람가,액션,2013-06-27,457,60803,2013-07-10,562860
181,엽문4: 종극일전,홍콩,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),8059,0,15세이상관람가,액션|드라마,2013-06-27,5,350,2013-07-10,2888
182,사이드 이펙트,미국,(주)소나무픽쳐스,257342,1714300,15세이상관람가,드라마|액션,2013-07-11,165,4096,2013-07-24,37089
184,죽지않아,한국,(주)인스터피씨엠,552,6835,전체관람가,공연,2013-08-08,9,150,2013-08-21,1146
185,에코 플래닛 3D : 지구 구출 특급 대작전,태국,씨네굿,221,0,청소년관람불가,스릴러|드라마,2013-10-09,182,12785,2013-10-22,32869
186,빈센트,독일,(주)인벤트스톤,0,1458,전체관람가|전체관람가,애니메이션,2013-06-27,6,319,2013-07-10,3611
187,링,한국,시네마 뉴원,0,0,15세이상관람가,드라마,2013-07-25,19,111,2013-08-07,1537
188,맛있는 섹스 - 인연,한국,㈜인디스토리,464,0,12세이상관람가,다큐멘터리,2013-06-27,1,5,2013-07-10,0
189,야색야동,한국,(주)케이알씨지,466,0,청소년관람불가,성인물(에로)|드라마|멜로/로맨스,2012-03-15,1,5,2012-03-28,0
190,타이탄의 분노,미국,(주)케이알씨지,453895,3402350,청소년관람불가,성인물(에로)|드라마,2012-03-29,505,71799,2012-04-11,873647
191,알바생과의 불륜,일본,워너브러더스 코리아(주),33,0,12세이상관람가,액션|판타지,2013-07-11,1,10,2013-07-24,0
192,브랜디드,미국,(주)수키픽쳐스,0,0,15세이상관람가,SF|액션|드라마|스릴러,2013-09-25,5,200,2013-10-08,0
193,당신에게도 사랑이 다시 찾아올까요?,미국,(주)도키엔터테인먼트,153807,0,청소년관람불가,성인물(에로),2013-10-17,98,1673,2013-10-30,0
194,사육-내안에 가둔 그녀,한국,(주)영화사 빅,441,0,15세이상관람가,멜로/로맨스|드라마,2013-10-24,5,120,2013-11-06,0
195,밀프,미국,(주)케이알씨지,1332,0,청소년관람불가,멜로/로맨스|드라마,2013-06-20,0,0,2013-07-03,708
196,페이머스 파이브 : 키린섬의 비밀,독일,(주)스넵쏘울,4682,18728,청소년관람불가,코미디|드라마,2013-10-17,30,1135,2013-10-30,0
197,마이 백 페이지,일본,예지림엔터테인먼트,6504,158931,전체관람가,가족|액션|어드벤처,2012-03-15,7,124,2012-03-28,2049
