,movieNm,movie_code,nations,distribution,rate,genre,director,actor,cast
461,위험한 관계,20129626,중국,씨제이이앤엠(주),청소년관람불가,멜로/로맨스|전쟁|드라마,허진호,장동건|장쯔이|장백지,셰이판|뚜펀위|모지에위
462,프랑켄위니,20129766,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세이상관람가,애니메이션|코미디|공포(호러),팀 버튼,위노나 라이더|캐서린 오하라|찰리 타헨,엘사 반 헬싱|수잔 프랑켄슈타인|빅터 프랑켄슈타인
463,하나안,20111879,한국,㈜인디스토리,청소년관람불가,드라마|범죄,박루슬란,스타니슬라브 장|바호디르 무사에프|일벡 파이지에프|드미트리 엄|박루슬란,신
464,회사원,20113886,한국,(주)쇼박스,청소년관람불가,액션|드라마,임상윤,소지섭|이미연|곽도원|김동준|이경영|한보배|정종열|이학렬|임상윤|곽승원|김봉준|홍의정|김중돈|이재윤|나주호|박지수|서정주|신창수|이금용|이동민|이채은|박진우|전신환|황석하|황석정|전국환|유하복|정대용,지형도|유미연|권종태|라훈|반지훈|장사장|사복형사|의사(브로커)|인사팀 사원|오락실 주인|인사팀 사원|정복경찰|신입남(영업2부)|기획팀 사원|의무실직원(총무팀)|오과장(자재장비팀)|자재장비팀 사원|총무팀사원|훈대역|박주임(총무팀)|조명덕 형사|영업2부 사원|임실장|카페 주인|전 대표|진채국 부장|반장
465,로우리스: 나쁜 영웅들,20129407,미국,씨너스엔터테인먼트(주),청소년관람불가,액션|범죄,존 힐코트,샤이아 라보프|톰 하디|게리 올드만|가이 피어스|제이슨 클락|제시카 차스테인|미아 와시코브스카|데인 드한,
466,맥코리아,20129806,한국,(주)씨타마운틴픽쳐스,15세이상관람가,다큐멘터리,김형렬,공지영|탁현민|강희용,나레이션|내레이션|출연
467,미쓰 마마,20111898,한국,찬란,15세이상관람가,다큐멘터리,백연아,최형숙|김현진|장지영|최준서,
468,아기 거북 토토의 바다 대모험,20120429,영국|오스트리아 |독일,예지림엔터테인먼트,전체관람가,다큐멘터리,닉 스트링거,최형숙|김현진|장지영|최준서,
469,용의자X,20124057,한국,씨제이이앤엠(주),15세이상관람가,미스터리,방은진,류승범|이요원|조진웅|김윤성|김보라|이석준|임성민|곽민호|권해효|남문철|남연우|동방우|송영창|이황의,석고|화선|민범|상준|윤아|태우|정숙|철민|팀장|과장|수사팀2|진성여관 주인|거짓말탐지기 수사관|노숙자 1
470,우주전쟁2:넥스트웨이브,20121243,미국,(유)조이앤컨텐츠그룹,12세이상관람가,스릴러|전쟁,토마스 하우엘,토마스 하우엘,조지 허버트 
471,위대한 비행,20120261,한국,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,다큐멘터리,진재운,토마스 하우엘,조지 허버트 
472,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20129146,한국,골든타이드픽처스(주),전체관람가,공연|다큐멘터리,손석,김성규|장동우|남우현|이호원|이성열|엘|이성종,
473,조조-황제의 반란,20120021,중국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,사극,조림산,주윤발|유역비|타마키 히로시,
474,MB의 추억,20120541,한국,스튜디오느림보,15세이상관람가,다큐멘터리,김재환,강수현|김명훈|박문진|안석환,출연|출연|내레이션
475,라 트라비아타,20124373,미국,(주)인스터피씨엠,전체관람가,기타,윌리 데커,나탈리 드세이,
476,핏불테리아,20121222,한국,스턴트코리아 ,청소년관람불가,액션,고명안,나탈리 드세이,
477,강철대오:구국의 철가방,20124070,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,육상효,김인권|유다인|조정석|박철민|이현학|임명현|임진택|임하나|김경재|김선혜|한국진|손영민|이규섭|손진우|유신애|최민|김인우|신현빈|박영수,서예린|백골단1|피켓시위리더|정보과2|수진|황비홍오토바이대역|최루탄여|전경1|백골단2|전경3|전남대2|혜숙|육정엽|일본 앵커|현장 기자|만수
478,롱 폴링,20129789,프랑스,(주)스크린와이즈,청소년관람불가,드라마,마르탱 프로보스트,욜랭드 모로|피에르 모레,로즈|토마스
479,맛있는불륜-택시,20121242,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스|드라마,이숭환,양민영,
480,바비,20112791,한국,(주)미로비젼,청소년관람불가,드라마,이상우,이천희|김새론|김아론|정기철|정민우|정성룡|정우상|정재욱|정지민|최가현|최성우|김민수|최영진|이상우|이윤경|이정민|박경균|이강섭,이망택|이순영|이순자|헨드폰도촬남|순자반아이들|횟집손님들|횟집손님들|순자반아이들|순자반아이들|순영반아이들|순자반아이들|사진관주인|순영반아이들|민박집변태남|공항연인|순자반아이들|공항연인|스티브운전사
481,부귀영화,20125289,한국,(주)씨타마운틴픽쳐스,15세이상관람가,공포(호러),인진미,이율리|박혜린|한석경|인진미|전희경|정성욱|박대희|백혜령|서상호|양재호|윤일중|이경,아무도안|나오는사람들|한석경|나오는 사람들|나오는 사람들|나오는 사람들|나오는사람들|나오는사람들|나오는사람들|나오는사람들|나오는사람들
482,비정한 도시 감독판,20121241,한국,(주)인벤트스톤,청소년관람불가,미스터리|스릴러,김문흠,조성하|김석훈|서영희|이기영|안길강|추종범|김문흠|김중탁|박희본,돈일호|노숙인|트럭 운전수
483,아이언 스카이,20120221,핀란드,(주)팝파트너스,15세이상관람가,SF,티모 부오렌솔라,줄리아 디에체|페타 서긴트|우도 키에르,
484,전망 좋은 집,20126581,한국,(주)마인스 엔터테인먼트,청소년관람불가,멜로/로맨스|드라마,이수성,곽현화|하나경|오성태|이건|황재선|이보현|박해성|윤나영,학생|사찰 신도들|사찰 신도들|버스 여승객
485,파라노말 액티비티4,20129079,미국,씨제이이앤엠(주),15세이상관람가,스릴러|공포(호러),아리엘 슐만|헨리 유스트,케이티 피더스턴|캐서린 뉴튼,
486,퍼스트 포지션,20120182,미국,골든타이드픽처스(주),전체관람가,다큐멘터리|코미디|드라마,베스 카그맨,아란 벨|가야 봄메르 야미니|신하균,
487,007 스카이폴,20113461,미국|영국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),15세이상관람가,액션,샘 멘데스,다니엘 크레이그|하비에르 바르뎀|주디 덴치|랄프 파인즈|나오미 해리스|베레니스 말로에,
488,늑대소년,20124054,한국,씨제이이앤엠(주),15세이상관람가,멜로/로맨스|드라마|판타지,조성희,송중기|박보영|장영남|유연석|김향기|장서이|한민혁|이승주|최광락|오영석|차종호|이영란|유승목|서동수,늑대소년|소녀|엄마|지태|순자|순이 며느리|건달2|순이 아들|건달3|경찰2|검은 양복2|현재 순이|강 박사|대령
489,복숭아나무,20124917,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,멜로/로맨스,구혜선,조승우|류덕환|남상미|이윤범|신혜정,상현|동현|승아|이기자|팀장
490,아르고,20129790,미국,워너브러더스 코리아(주),15세이상관람가,스릴러,벤 애플렉,벤 애플렉|존 굿맨|알란 아킨|브라이언 크랜스톤|카일 챈들러,
491,파괴자들,20120127,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,액션,올리버 스톤,테일러 키취|블레이크 라이블리|애런 존슨|존 트라볼타|셀마 헤이엑|베니치오 델 토로|우마 서먼,촌 |오필리아|벤|데니스|엘레나|라도|파쿠
492,"고,보이즈!:마지막 잎새 사수 프로젝트",20127106,일본,(주)씨타마운틴픽쳐스,12세이상관람가,코미디,하나부사 츠토무,나카무라 아오이|이케마츠 소스케|이케다 테츠히로,
493,나쁜 피,20128506,한국,(주)팝엔터테인먼트,청소년관람불가,범죄,강효진,윤주|임대일|강효진|고대환|구본승|구본승|전수진|최시원|한중대|이상근|김지선|김지선|서승원|윤명현|유영채|임형국,PD|남자6|남자5|슈퍼주인|행인2|환자2|환자1|남자2|간호사2|행인3|남자4|행인1|진수|종구
494,라잇 온 미,20126615,미국,(주)영화사 진진,청소년관람불가,멜로/로맨스,아이라 잭스,투레 린드하르트|재커리 부스,
495,마린스키 발레 지젤 3D,20120684,러시아,(주)인스터피씨엠,전체관람가,공연,발레리 게르기예프,나탈리 오시포바|레오니드 사라파노프|일리아 쿠즈네초프|예카테리나 콘다우로바,지젤|알버트 백작|한스|미르타
496,반딧불 언덕에서,20121068,일본,골든타이드픽처스(주),전체관람가,애니메이션|판타지|드라마,우다 고노스케,나탈리 오시포바|레오니드 사라파노프|일리아 쿠즈네초프|예카테리나 콘다우로바,지젤|알버트 백작|한스|미르타
497,포 러버즈,20121067,프랑스,에이원엔터테인먼트,청소년관람불가,멜로/로맨스,앙토니 코르디에,마리나 포이스|로쉬디 젬|엘로디 부셰|니콜라스 뒤보셸,라셀|프랭크|테리|뱅상
498,맛있는 스캔들,20121742,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스|드라마,이세일,이신애|이득진,
499,화이트 카오스,20121618,미국,(유)조이앤컨텐츠그룹,청소년관람불가,스릴러|드라마,아리엘 브로멘,에릭 발포|콜린 행크스,
500,가족시네마,20121421,한국,골든타이드픽처스(주),15세이상관람가,드라마,신수원|홍지영|김성호|이수연,정인기|김지영|선우선|이명행|지우|최무성|장소연|박희본|황석정|박길수|박현영,지원|인아|인아의 딸|아름|김선생 (별 모양의 얼룩)|주인 아내 (별 모양의 얼룩)|주인 사내 (별 모양의 얼룩)|현영 (순환선)
501,나우이즈굿,20120362,영국,(주)인벤트스톤,15세이상관람가,드라마|멜로/로맨스,올 파커,다코타 패닝|제레미 어바인|카야 스코델라리오|올리비아 윌리엄스,
502,내가 살인범이다,20124075,한국,(주)쇼박스,청소년관람불가,액션|스릴러,정병길,정재영|박시후|최원영|김영애|정건영|장규미|장금단|권귀덕|정용견|정진근|금경배|김경석|최신호|최은애|강봉성|이상문|박윤호|이용희|박규범|백동현|서강호|오병호|유희원|윤봉철|배성우|손종학|한제인|최희진|장광|조은지,최형구|이두석|조연출|여고생3|여인숙 여주인|활어차 운전사|PD|구급대원2|붐맨|카메라맨|손님4|불륜녀|산림청 직원 |범죄자|카메라맨|경찰서 싸우는 목소리 |방송국 엔지니어|구급대원1|용구회사직원|방송국 스탭|방송국 매표소직원|범죄자|국민토론사회자|여고생2|방송여기자|국장|최강숙
503,리틀 제이콥,20129115,한국,데이브인터랙티브,전체관람가,애니메이션,유형,정재영|박시후|최원영|김영애|정건영|장규미|장금단|권귀덕|정용견|정진근|금경배|김경석|최신호|최은애|강봉성|이상문|박윤호|이용희|박규범|백동현|서강호|오병호|유희원|윤봉철|배성우|손종학|한제인|최희진|장광|조은지,최형구|이두석|조연출|여고생3|여인숙 여주인|활어차 운전사|PD|구급대원2|붐맨|카메라맨|손님4|불륜녀|산림청 직원 |범죄자|카메라맨|경찰서 싸우는 목소리 |방송국 엔지니어|구급대원1|용구회사직원|방송국 스탭|방송국 매표소직원|범죄자|국민토론사회자|여고생2|방송여기자|국장|최강숙
504,메가 피라냐,20121616,미국,(유)조이앤컨텐츠그룹,15세이상관람가,SF|액션|공포(호러),에릭 포스버그,폴 로건|티파니|데이비드 라비오사,
505,밀림의 왕자 레오2,20120942,일본,에이원엔터테인먼트,전체관람가,애니메이션,타케우치 요시오,김기철|안현서,헴에그|르네
506,방과 후 미드나이터즈,20121642,일본,㈜T-JOY|(주)미로비젼,12세이상관람가,애니메이션|코미디|판타지,타케키요 히토시,야마데라 고이치|타구치 히로마사,
507,비지터,20081818,미국,프리비젼엔터테인먼트,전체관람가,드라마|코미디,토마스 맥카시,리차드 젠킨스|하즈 슬레이만|다네이 거라이라|히암 압바스,
508,업사이드 다운,20120562,캐나다|프랑스,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,SF|판타지,후안 디에고 솔라나스,커스틴 던스트|짐 스터게스|제인 헤이트마이어,에덴|아담
509,외사경찰,20120465,일본,(주)마인스 엔터테인먼트,청소년관람불가,액션|스릴러|범죄,호리키리조노 켄타로,와타베 아츠로|김강우|마키 요코|오노 마치코|타나카 민|임형준|이시바시 료,
510,전망 좋은 방-밀애,20121941,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스|드라마,이숭환,이소영|이득진,
511,터치,20125446,한국,(주)팝엔터테인먼트,청소년관람불가,드라마,민병훈,유준상|김지영|임옥상|장주철|정석현|조영우|진영수|최주용|이상훈|이서준|이수정|김유현|이정권|남현철|박진실|변성만|안성진|오승현|윤다경|한재영,박동식|이수원|수사신부|문구점주인|사격대회관람객|중학교남선생1|사격대회아나운서|간병인|음주단속경찰1|구급대원1|간병인|요양원수녀|형사|구급대원2|여의사간호사|주민센터남공무원|동식후배|사격대회선수|은아|김 경장
512,카르멘,20121601,독일,(주)케빈앤컴퍼니,전체관람가,공연,안드리스 넬슨스,유준상|김지영|임옥상|장주철|정석현|조영우|진영수|최주용|이상훈|이서준|이수정|김유현|이정권|남현철|박진실|변성만|안성진|오승현|윤다경|한재영,박동식|이수원|수사신부|문구점주인|사격대회관람객|중학교남선생1|사격대회아나운서|간병인|음주단속경찰1|구급대원1|간병인|요양원수녀|형사|구급대원2|여의사간호사|주민센터남공무원|동식후배|사격대회선수|은아|김 경장
