,movie_name,movie_code,director_name,director_code,release_date,nation
1426, 혐오스런사쿠라코의일생,20135508,오부치 아키라,20126237,2013-11-21,일본
1427, 수호지-의적유당,20135829,류신의,20167522,2013-11-22,중국
1428, 월드 워 좀비,20136288,닉 라이온,10008894,2013-11-27,미국
1429, 갬빗,20134027,마이클 호프만,10023685,2013-11-28,미국
1430, 고양이 소녀,20136414,최경진,10072097,2013-11-28,한국
1431, 극장판 토리코 : 미식신의 스페셜메뉴,20134362,자코 아키후미,20179906,2013-11-28,일본
1432, 논스톱: 분노의 질주,20136498,다니엘 칼파소로,10009437,2013-11-28,스페인
1433, 두부요괴,20135767,스기이 기사부로,10038003,2013-11-28,일본
1434, 리딕,20132824,데이빗 토히,10012143,2013-11-28,미국
1435, 머드 ,20134645,제프 니콜스,20168764,2013-11-28,미국
1436, 버틀러: 대통령의 집사,20134268,리 다니엘스,10019262,2013-11-28,미국
1437, 분노의 파이터,20136353,크리스 시버트슨,10077137,2013-11-28,미국
1438, 붉은 바캉스 검은 웨딩 2,20131109,최위안,10072560,2013-11-28,한국
1439, 뷰티풀 차일드,20134534,이성수,10056020,2013-11-28,한국
1440, 사랑은 당신,20132661,파올로 비르지,20178565,2013-11-28,이탈리아
1441, 산타의 매직 크리스탈,20135443,앙티 하이칼라,10023657,2013-11-28,벨기에
1442, 선배의 첫경험레슨,20135587,카이하라 쿠리스 료,20115421,2013-11-28,일본
1443, 안녕?! 오케스트라,20132805,이철하,10057717,2013-11-28,한국
1444, 열한시,20124402,김현석,10006261,2013-11-28,한국
1445, 잉여들의 히치하이킹,20135521,이호재,20168740,2013-11-28,한국
1446, 창수,20110881,이덕희,20111036,2013-11-28,한국
1447, 카라스: 레블레이션,20136354,사토 케이이치,20173550,2013-11-28,일본
1448, 테레사 팔머의 감금,20135838,데이비드 데닌,20182583,2013-11-28,호주
1449, 하루,20134651,마키하라 료타로,10046602,2013-11-28,일본
1450, 호세마리아 신부의 길,20134104,롤랑 조페,10018098,2013-11-28,미국
1451, 올모스트 차밍,20135426,필리페 를루슈,10086373,2013-11-29,프랑스
1452, 킬 좀비,20135918,마르틴 스미스,20185494,2013-12-02,영국
1453, 크레이지 샤크,20136467,크리스토퍼 레이,20120079,2013-12-04,미국
1454, 푸셔: 파이널 프로젝트,20129096,루이스 프리에토,20121454,2013-12-04,영국
1455, 격전,20136535,임초현,10058863,2013-12-05,홍콩
1456, 극장판 슈타인즈 게이트: 부하영역의 데자뷰,20135769,와카바야시 칸지,20182337,2013-12-05,일본
1457, 글로리아,20135462,세바스티안 렐리오,20181840,2013-12-05,칠레
1458, 동사서독 리덕스,20088535,왕가위,10051499,2013-12-05,홍콩
1459, 마리아짱의유혹,20135588,이시카와 지로,10069850,2013-12-05,일본
1460, 베일,20125318,정창현,20127570,2013-12-05,한국
1461, 스파이크,20135368,다비드 알로|에릭 토스티,20175349|10048293,2013-12-05,프랑스
1462, 어바웃 타임,20135428,리차드 커티스,10020263,2013-12-05,영국
1463, 여자가 사랑할때,20136291,까뜨린느 꼬르시니,10006580,2013-12-05,프랑스
1464, 영 앤 뷰티풀,20135366,프랑수아 오종,10084405,2013-12-05,프랑스
1465, 오르가즘 다이어리,20136306,애슐리 오너,20183177,2013-12-05,영국
1466, 오싱,20135367,토가시 신,10080008,2013-12-05,일본
1467, 이스케이프 플랜,20135370,미카엘 하프스트롬,10027611,2013-12-05,미국
1468, 인시디어스: 두번째 집,20135657,제임스 완,10064265,2013-12-05,미국
1469, 컴퍼니 유 킵,20134658,로버트 레드포드,10016593,2013-12-05,미국
1470, 코비: 블루 엘리펀트의 전설,20135365,타위랍 스리우티윙스,20181653,2013-12-05,태국
1471," 페어웰, 마이 퀸",20138101,브누와 쟉꼬,10031718,2013-12-05,프랑스
1472, 표적이 된 학원,20136513,나카무라 료스케,20183762,2013-12-05,일본
1473, 화려한 외출,20134233,고경아,10001439,2013-12-05,한국
1474, 집으로 가는 길,20134123,방은진,10029969,2013-12-11,한국
1475, 공각기동대 어라이즈 보더: 2 고스트 위스퍼스,20136446,키세 카즈치카,20178570,2013-12-12,일본
1476, 그 강아지 그 고양이,20137526,민병우,10027799,2013-12-12,한국
1477, 비밀의 화방,20136739,진달래,20184437,2013-12-12,한국
1478, 사라진 기억,20134607,크리스티나 부오지테,10077811,2013-12-12,기타
1479, 어웨이크닝,20128568,닉 머피,20120745,2013-12-12,영국
1480, 오피서 다운,20136740,브라이언 A 밀러,10031987,2013-12-12,미국
1481, 운명의 산 낭가 파르밧,20134142,요셉 빌스마이어,10051713,2013-12-12,독일
1482, 풍경,20130982,장률,10060143,2013-12-12,한국
1483, 프라미스드 랜드 ,20138272,구스 반 산트,10002176,2013-12-12,미국
1484, 플래티나 데이터,20136615,오오토모 케이시,20124116,2013-12-12,일본
1485, 호빗: 스마우그의 폐허,20134267,피터 잭슨,10085973,2013-12-12,미국
1486, 화양: 당대최고수전,20136814,주미령,10069015,2013-12-12,대만
1487, 그녀의 비밀,20136811,토모마츠 나오유키,20166003,2013-12-17,일본
1488, 내 아내의 남자친구,20134512,후안 타라투토,20167445,2013-12-18,아르헨티나
1489, 러브액츄얼리: 크리스마스 에디션,20136810,리차드 커티스,10020263,2013-12-18,미국
1490, 변호인,20134803,양우석,20167784,2013-12-18,한국
1491, 봉배도저,20136808,딩성,20187186,2013-12-18,중국
1492, 수호지-신비술사,20136809,류신의,20167522,2013-12-18,중국
1493, 캐치미,20139981,이현종,10058117,2013-12-18,한국
1494, 21 앤드 오버,20136799,존 루카스,10067757,2013-12-18,미국
1495, 그래버스,20136858,존 라이트,20185056,2013-12-19,영국
1496, 그렇게 아버지가 된다,20133704,고레에다 히로카즈,20070799,2013-12-19,일본
1497, 다락방의 토이 스토리,20134456,비비안 쉴링|이지 바르타,10032952|10069857,2013-12-19,체코
1498, 다이노소어 어드벤처 3D,20134984,베리 쿡|닐 나이팅게일,10030925|20187185,2013-12-19,미국
1499, 로렌스 애니웨이,20134047,자비에 돌란,20115444,2013-12-19,캐나다
1500, 맛있는 섹스 그리고 환상의 여인,20124322,타지리 유지,10079308,2013-12-19,일본
1501, 미녀전쟁,20136917,임진승,20124877,2013-12-19,한국
1502, 비행기,20136308,클레이 홀,20169870,2013-12-19,미국
1503, 세이빙 산타,20135427,레온 주센|아론 실먼,20181780|10041645,2013-12-19,영국
1504," 시바, 인생을 던져",20134474,이성규,20111802,2013-12-19,한국
1505, 오르가즘,20136857,조 솔,10065075,2013-12-19,스페인
1506, 와일드 빌,20130704,덱스터 플레처,10012399,2013-12-19,영국
1507, 완전범죄 프로젝트,20135919,애드리언 그런버그,20185740,2013-12-19,미국
1508, 포비든 리얼리티,20134584,콘스탄틴 막시모프,20169624,2013-12-19,러시아
1509, 포스터,20136916,조나단 뉴먼,20185472,2013-12-19,영국
1510, 화이트 스완,20136744,로버트 크롬비,20169726,2013-12-19,미국
1511, 오텔로,20136743,정명훈,20185965,2013-12-21,독일
1512, 거짓말 섹스가 좋아2,20136920,진달래,20184437,2013-12-24,한국
1513, 백은제국,20136891,요수화,10062294,2013-12-24,중국
1514, 상하이 콜링,20135280,다니엘 시아,20180994,2013-12-24,미국
1515, 썬더와 마법저택,20134206,벤 스타센|제레미 드그루손,10031148|20187131,2013-12-24,벨기에
1516, 요리사와의 불륜,20136937,타무라 고우노,20186987,2013-12-24,일본
1517, 용의자,20124938,원신연,20111284,2013-12-24,한국
1518, 지상 최고의 아빠,20136848,밥 골드스웨이트,10029789,2013-12-24,미국
1519, 최민수의 어쌔씬 코드,20136919,래리 리긴스,10014445,2013-12-24,미국
1520, 꼬마마녀 요요와 네네,20135837,히라오 타카유키,10086966,2013-12-25,일본
1521, 하이힐을 신은 여자는 위험하다,20137545,줄리 베나스라,20171781,2013-12-25,미국
1522, 건,20136929,제시 테레로,10079707,2013-12-26,미국
1523, 그녀가 부른다,20122782,박은형,10029065,2013-12-26,한국
1524, 밤의 여인 1%의 섹스,20136948,네즈미센 파이,20187506,2013-12-26,일본
1525, 셜리에 관한 모든 것,20133421,구스타프 도이치,10002189,2013-12-26,오스트리아 
1526, 소울 오브 브레드,20130690,고병권|임군양,20176422|20182698,2013-12-26,대만
1527, 아무도 머물지 않았다,20136289,아쉬가르 파르하디,10042270,2013-12-26,프랑스
1528, 에비던스,20136925,올라턴드 오선샌미,10051104,2013-12-26,미국
1529, 청야,20136892,김재수,10005493,2013-12-26,한국
1530, 포르노 아티스트,20136947,오리올 카펠,20186986,2013-12-26,스페인
1531, 금지된 알바,20136999,쿠니 사와,20187008,2013-12-31,일본
1532, 몽정애-꿈 속의 여인,20136998,이영화,20187140,2013-12-31,한국
1533, 엔더스 게임,20131246,개빈 후드,10001029,2013-12-31,미국
1534, 월터의 상상은 현실이 된다,20134046,벤 스틸러,10031151,2013-12-31,미국
1535, 저스틴,20135369,마누엘 시실라,20181656,2013-12-31,스페인
1536, 시절인연,20133882,설효로,20174151,2014-01-01,중국
1537, 클린스킨,20136867,하디 하자이그,20185203,2014-01-01,영국
1538, 마드모아젤 C,20134532,파비앙 콩스탕트,20180194,2014-01-02,프랑스
1539, 정사2013,20137075,이나라 콜마네,20187177,2014-01-02,아이슬란드
1540, 청춘예찬,20136509,최종운,20185373,2014-01-02,한국
1541, 마지막 떡국열차,20147089,우타가와 쿄이치,20187613,2014-01-08,일본
1542, 굿모닝 하트에이크,20134503,안나 네그리,20167440,2014-01-09,이탈리아
1543," 극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",20134592,유야마 쿠니히코,10053816,2014-01-09,일본
1544, 더 울프 오브 월스트리트,20136812,마틴 스콜세지,10024735,2014-01-09,미국
1545, 돈 존,20136355,조셉 고든 레빗,10066016,2014-01-09,미국
1546, 마테호른,20136806,디데릭 에빙어,20184491,2014-01-09,네덜란드
1547, 배틀 오브 비보이,20136575,벤슨 리,10031216,2014-01-09,미국
1548, 브룩클린 브라더스,20138952,라이언 오넌,20187849,2014-01-09,미국
1549, 오직 사랑하는 이들만이 살아남는다,20136586,짐 자무시,10070977,2014-01-09,영국
1550, 윤희,20134606,윤여창,10054393,2014-01-09,한국
1551, 컨트롤,20137000,필국지,10086325,2014-01-09,홍콩
1552, 코드네임 더 몰,20147227,빈센조 마라노,10033315,2014-01-09,프랑스
1553, 타인의 아내를 사랑하다,20134271,블라디미르 크루즈,10032752,2014-01-09,스페인
1554, 타잔 3D,20134533,라인하드 클루스,10014119,2014-01-09,독일
1555, 트러블 메이커,20147175,폴 슈레이더,10083690,2014-01-09,미국
1556, 특수경찰: 스페셜 ID,20136807,곽요량,10001984,2014-01-09,중국
1557, 플라잉 머신 3D,20136704,마틴 클랩,20184441,2014-01-09,영국
1558, 플랜맨,20138224,성시흡,20114191,2014-01-09,한국
1559, 화룡대결,20131205,임초현,10058863,2014-01-09,홍콩
1560, 비행소년,20147198,자비에 지메네즈,10034161,2014-01-15,스페인
1561, 살인자,20136894,이기욱,20185379,2014-01-15,한국
1562," 가장 따뜻한 색, 블루",20136292,압델라티프 케시시,10045354,2014-01-16,프랑스
1563, 겨울왕국,20136803,크리스 벅|제니퍼 리,10077092|10062633,2014-01-16,미국
1564, 도노반스 에코,20147132,짐 클리프,10071006,2014-01-16,캐나다
1565, 맛,20137077,경석호,20187184,2014-01-16,한국
1566, 미스 좀비,20133703,사부,10009223,2014-01-16,일본
1567, 사대명포 2,20137049,진가상,10070381,2014-01-16,홍콩
1568, 오스카 그랜트의 어떤 하루,20136098,라이언 쿠글러,20185181,2014-01-16,미국
1569, 올드보이,20136853,스파이크 리,10039672,2014-01-16,미국
1570, 잭 라이언 : 코드네임 쉐도우,20136337,케네스 브래너,10075291,2014-01-16,미국
1571, 캡틴 하록,20136865,아라마키 신지,10041576,2014-01-16,일본
1572, 코뿔소의 계절,20136868,바흐만 고바디,10030546,2014-01-16,이란
1573, 클로즈드 시즌: 욕망의 계절,20136845,프란지스카 스콜로터러,20184954,2014-01-16,독일
1574, 하드데이,20136936,필립 슈톨츨,10086518,2014-01-16,미국
1575, 하이프 네이션 : 힙합사기꾼,20119982,박형우,20186942,2014-01-16,한국
1576, 한 번도 안 해본 여자,20122832,안철호,20111272,2014-01-16,한국
1577, 남자가 사랑할 때,20137043,한동욱,20140752,2014-01-22,한국
1578, 무간지옥 - 아웃 오브 인페르노,20147318,옥사이드 팽 천|대니 팽,10051034|10010231,2014-01-22,홍콩
1579, 수상한 그녀,20131102,황동혁,10090050,2014-01-22,한국
1580, 위험한 패밀리,20136935,뤽 베송,10019011,2014-01-22,미국
1581, 유부녀 감금일기,20136859,칸바라 이쿠토,20187906,2014-01-22,일본
1582, 피끓는 청춘,20139881,이연우,10056625,2014-01-22,한국
1583, 극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,20136860,가네다 오사무,20186938,2014-01-23,일본
1584, 기억속에 퍼즐,20147487,매트 화이트크로스,10025346,2014-01-23,영국
1585, 노바디 웍스,20147472,라이 루소 영,20187850,2014-01-23,미국
1586, 들개들,20147088,하원준,10087180,2014-01-23,한국
1587, 만찬,20137546,김동현,10003993,2014-01-23,한국
1588, 뮤지엄 아워스,20136798,젬 코엔,10064951,2014-01-23,오스트리아 
1589, 베일을 쓴 소녀,20136290,기욤 니클루,10003290,2014-01-23,프랑스
1590, 블라인드 디텍티브,20136813,두기봉,10013118,2014-01-23,홍콩
1591, 유혹의 기술,20147447,레슬리 그리프,10015048,2014-01-23,미국
1592, 지젤,20136924,토아 프레이저,10080750,2014-01-23,뉴질랜드
1593, 투 러버스,20088450,제임스 그레이,10063973,2014-01-23,미국
1594, 에프게니 오네긴,20147259,데보라 워너,20187907,2014-01-25,미국
1595, 치한전철 속 불륜,20147448,진노 후토시,20187806,2014-01-25,일본
1596, 발칙한 러브스캔들,20147271,존 버제스,10067912,2014-01-28,미국
1597, 넛잡: 땅콩 도둑들,20136800,피터 레페니오티스,20111790,2014-01-29,한국
1598, 디노타샤: 공룡대탐험,20147161,데이빗 크렌츠|에릭 넬슨,20187788|20187789,2014-01-29,미국
1599, 사일런트 스크림,20147249,크리스 켄티스|로라 라우,10077213|10015982,2014-01-29,미국
1600, 스위치: 부춘산거도,20136738,손건군,20187790,2014-01-29,중국
1601, 스티븐 시걸의 비밀경찰,20147467,라우로 차트랜드,20187829,2014-01-29,미국
1602, 인사이드 르윈 ,20133585,조엘 코엔|에단 코엔,10066651|10047458,2014-01-29,미국
1603, 조선미녀삼총사,20126090,박제현,10029209,2014-01-29,한국
1604, 폴리스 스토리 2014,20147250,딩성,20187186,2014-01-29,중국
1605, 화피 2,20135141,우얼샨,10051976,2014-01-29,중국
1606, 마이 플레이스,20136567,박문칠,10028610,2014-01-30,한국
1607, 정사의 시작,20147564,카츠 리이치,20187910,2014-02-02,일본
1608, 굿모닝 맨하탄,20147301,가우리 신드,10000270,2014-02-06,인도
1609, 또 하나의 약속,20122787,김태윤,10006129,2014-02-06,한국
1610, 레고 무비,20136445,필 로드|크리스 밀러,10086266|10077075,2014-02-06,미국
1611, 쇼킹잡 - 원스 어폰 어 포르노,20147468,존 루트,20187826,2014-02-06,프랑스
1612, 엘로이즈: 그녀들의 사랑,20147560,지저스 가라이,20187886,2014-02-06,스페인
1613, 중2병이라도 사랑이 하고 싶어! 극장판,20147379,이시하라 타츠야,20112371,2014-02-06,일본
1614, 퍼스트 나이트,20134483,크리스토퍼 메놀,10077522,2014-02-06,영국
1615, 프랑켄슈타인: 불멸의 영웅,20147096,스튜어트 베티,10038916,2014-02-06,미국
1616, 프로즌 그라운드,20147407,스콧 워커,20187786,2014-02-06,미국
1617, 할리우드 폭로전,20078582,베리 레빈슨,10030910,2014-02-06,미국
1618, SM작가,20001170,히로키 류이치,10090988,2014-02-06,일본
1619, 소울 오브 락,20147583,아마노 히로미츠,20187936,2014-02-08,일본
1620, 호텔플라워즈,20147408,오츠키 에이지,20187766,2014-02-08,일본
1621, 관능의 법칙,20130561,권칠인,10002537,2014-02-13,한국
1622, 그녀의 팬티스타킹,20147582,야마우치 다이스케,10046573,2014-02-13,일본
1623, 로보캅,20134587,호세 파딜라,20180679,2014-02-13,미국
1624, 르누아르,20133142,질 부르도스,20178818,2014-02-13,프랑스
1625, 마약전쟁,20147615,두기봉,10013118,2014-02-13,홍콩
1626, 메콩호텔,20147449,아핏차퐁 위라세타쿤,10042764,2014-02-13,영국
1627, 메트로: 마지막 탈출,20147680,안톤 메거딕체브,20172761,2014-02-13,러시아
1628, 명탐정 코난 : 탐정들의 진혼가 ,20068659,야마모토 야스이치로,20115431,2014-02-13,일본
1629, 별일아니다,20135898,김상석,10004413,2014-02-13,한국
1630, 비밀과외,20147565,미스터 엘,20188002,2014-02-13,한국
1631, 사랑의 유효기간은 3년,20147473,프레데릭 베그베데,20188061,2014-02-13,프랑스
1632, 슈퍼노바 지구 탈출기,20147372,캘런 브런커,20187750,2014-02-13,미국
1633, 신이 보낸 사람,20136043,김진무,20114292,2014-02-13,한국
1634, 연애 징크스!!!,20135541,쿠마자와 나오토,10076756,2014-02-13,일본
1635, 체르노빌 다이어리,20147567,브래들리 파커,20187908,2014-02-13,미국
1636, 충격! 번개 스와핑,20147570,칸바라 이쿠토,20187906,2014-02-13,일본
1637, 콜로니 : 지구 최후의 날,20147707,제프 렌프로,10064582,2014-02-13,캐나다
1638, 해피엔딩 네버엔딩,20136297,아그네스 자우이,10041013,2014-02-13,프랑스
1639, 그날 본 꽃의 이름을 우리는 아직 모른다,20147527,나가이 타츠유키,20187994,2014-02-20,일본
1640, 나오코의 신혼생활 백서,20147581,반헤이 타로,20179320,2014-02-20,일본
1641, 독수리오형제,20147614,사토 토야,10034620,2014-02-20,일본
1642, 디셈버,20127466,박정훈,20169480,2014-02-20,한국
1643, 맛있는 섹스의 기술,20147836,타지리 유지,10079308,2014-02-20,일본
1644, 순결한 키리코의 정사,20147569,오오데라 순고,20187914,2014-02-20,일본
1645, 스타렛,20147387,션 베이커,20188058,2014-02-20,미국
1646, 스턱 인 러브,20147584,조쉬 분,20187941,2014-02-20,미국
1647, 아메리칸 허슬,20136887,데이빗 O. 러셀,10012308,2014-02-20,미국
1648, 알파: 바르셀로나 마피아  ,20147248,조안 쿠트리나,10066507,2014-02-20,스페인
1649, 어네스트와 셀레스틴,20134070,스테판 오비에|뱅상 파타|벤자민 레너,20173468|20173469|20173470,2014-02-20,프랑스
1650, 우리별 일호와 얼룩소,20147282,장형윤,10060635,2014-02-20,한국
1651, 워리어스 레인보우: 항전의 시작,20147233,위덕성,10052697,2014-02-20,대만
1652, 전망 좋은 하우스 - 맛있는 섹스,20147608,미스터 엘,20188002,2014-02-20,한국
1653, 찌라시: 위험한 소문,20139401,김광식,10003620,2014-02-20,한국
1654, 폼페이: 최후의 날,20134028,폴 W.S. 앤더슨,10083986,2014-02-20,미국
1655, 해피엔딩 프로젝트,20131462,마이클 맥고완,10023012,2014-02-20,캐나다
1656, 행복한 사전,20136298,이시이 유야,10049008,2014-02-20,일본
1657, 화이트 스톰,20147769,진목승,10070469,2014-02-20,홍콩
1658, 더 노즈,20147258,윌리엄 켄트리지,20188107,2014-02-22,미국
1659, 노리개 시즈카 부인,20147580,쿠니자와 미노루,20178640,2014-02-27,일본
1660, 노예 12년,20136866,스티브 맥퀸,20169980,2014-02-27,미국
1661, 논스톱,20147299,자움 콜렛 세라,10059297,2014-02-27,미국
1662, 뇌남,20130666,타키모토 토모유키,10079405,2014-02-27,일본
1663, 닐스의 모험,20147559,오시이 마모루,10050553,2014-02-27,일본
1664, 대무생,20147857,고효송,20188078,2014-02-27,홍콩
1665, 레바논 감정,20137550,정영헌,10061983,2014-02-27,한국
1666, 모뉴먼츠 맨: 세기의 작전,20147430,조지 클루니,10067224,2014-02-27,미국
1667, 미 앤 유,20138953,베르나르도 베르톨루치,10030855,2014-02-27,이탈리아
1668, 미스터 컴퍼니,20136558,민환기,10027878,2014-02-27,한국
1669, 미하엘 콜하스의 선택,20147302,아르노 데 팔리에르,20187999,2014-02-27,프랑스
1670, 볼쇼이 스페셜 갈라,20147610,바실리 시나이스키,20188059,2014-02-27,러시아
1671, 암전 2,20018320,두기봉|나영창,10013118|10013920,2014-02-27,홍콩
1672, 여배우는 너무해,20122781,유정환,10053955,2014-02-27,한국
1673, 와일드 영,20031193,미카엘 하프스트롬,10027611,2014-02-27,스웨덴
1674, 이디야와 얼음왕국의 전설,20147557,낸시 플로렌스 사바드,10014477,2014-02-27,캐나다
1675, 일대고수,20147881,더스틴 응유엔,10010602,2014-02-27,베트남
1676, 죽도록 아름다운 세상,20147838,아사쿠라 카요코,10042606,2014-02-27,일본
1677, 파이오니아,20147850,에릭 스코졸드재르그,20188066,2014-02-27,노르웨이
1678, 포화속의 우정,20147728,필립 카델바흐,20171597,2014-02-27,독일
1679, 홈 스위트 홈,20147837,존K.D.그래함,20188079,2014-02-27,미국
1680, 다이애나,20133603,올리버 히르비겔,10051211,2014-03-06,영국
1681, 달라스 바이어스 클럽,20147625,장 마크 발레,10059743,2014-03-06,미국
1682, 두갈: 마법의 회전목마,20058765,데이브 보스윅|진 듀발|프랭크 패싱햄,10011244|10059648|10084778,2014-03-06,영국
1683, 라스트 에너미,20147901,R. 엘리스 프레이저,10091560,2014-03-06,미국
1684, 라이프 오브 시몬,20147648,리사 오린,10021905,2014-03-06,독일
1685, 만신,20123662,박찬경,20112043,2014-03-06,한국
1686, 메이드하녀-금단의봉사,20147579,토모마츠 나오유키,20166003,2014-03-06,일본
1687, 불량경찰4: 부정부패소탕작전,20148008,산티아고 세구라,10034744,2014-03-06,스페인
1688, 조난자들,20131841,노영석,10008169,2014-03-06,한국
1689, 주윤발의 도성풍운,20147856,왕정,10051586,2014-03-06,홍콩
1690, 추적자,20147909,무로가 아츠시,20188086,2014-03-06,일본
1691, 탐욕의 제국,20135401,홍리경,20168500,2014-03-06,한국
1692, 투 더 원더,20136296,테렌스 맬릭,10079743,2014-03-06,미국
1693, 페인트볼,20147882,다니엘 벤마요,20178193,2014-03-06,스페인
1694, 폭유!수영교실,20147572,이시카와 지로,10069850,2014-03-06,일본
1695, 피쉬와 칩스 극장판,20147558,댄 크레치,10068385,2014-03-06,호주
1696, 300: 제국의 부활,20147247,노암 머로,10008131,2014-03-06,미국
1697, 배틀로얄 극악소년원,20147910,오츠키 에이지,20187766,2014-03-11,일본
1698, 나가요 미스콜,20147885,한동호,20189680,2014-03-13,한국
1699, 더 뮬: 죽음의 질주,20147724,가브리엘라 타글리아비니,20187998,2014-03-13,미국
1700, 몬스터,20136060,황인호,10090261,2014-03-13,한국
1701, 비포 : 하늘을 나는 강아지의 모험,20147806,이도 엔젤,10024309,2014-03-13,이스라엘
1702, 사다코 2,20147616,하나부사 츠토무,20127909,2014-03-13,일본
1703, 사이보그프린세스,20148047,사카모토 코이치,10034508,2014-03-13,일본
1704, 수영복 불륜정사,20147578,오오데라 순고,20187914,2014-03-13,일본
1705, 엔들리스 러브,20147695,샤나 페스트,20167541,2014-03-13,미국
1706, 여의사: 욕망의 진료실,20148070,오오타 케이스케,20188270,2014-03-13,일본
1707, 우리가 들려줄 이야기 ,20133791,사라 폴리,10033979,2014-03-13,캐나다
1708, 우아한 거짓말,20138226,이한,10058005,2014-03-13,한국
1709, 원 챈스,20147693,데이빗 프랭클,10012182,2014-03-13,영국
1710, 재팬아나운서 나나세,20147571,오쿠 와타루,20172200,2014-03-13,일본
1711, 존은 끝에 가서 죽는다,20147799,돈 코스카렐리,10013019,2014-03-13,미국
1712," 하늘을 나는 강아지, 비포와 친구들",20147904,이도 엔젤,10024309,2014-03-13,이스라엘
1713, 화창한 그날들,20147954,방현준,10029987,2014-03-14,한국
1714, 토스카,20147261,루크 본디,20172563,2014-03-15,미국
1715, 두 아내,20139162,이숭환,10056203,2014-03-17,한국
1716, 교수님의 은밀한 강요,20148093,칸바라 나오토,20188292,2014-03-19,일본
1717, 아로마 마사지의 유혹,20147577,칸바라 이쿠토,20187906,2014-03-19,일본
1718, 고스톱 살인,20130244,김준권,10005763,2014-03-20,한국
1719, 그랜드 부다페스트 호텔,20147727,웨스 앤더슨,10052685,2014-03-20,미국
1720, 꼬마영웅 경찰차 프로디2,20147848,라스무스 A. 실버르센,20170403,2014-03-20,노르웨이
1721, 나쁜 여자,20148147,야마가 타카유키,20188271,2014-03-20,일본
1722, 노아,20133602,대런 아로노프스키,20112222,2014-03-20,미국
1723, 누드 모델,20148030,고먼 베차드,20188187,2014-03-20,미국
1724, 더 파크랜드,20147685,피터 랜즈먼,10085661,2014-03-20,미국
1725, 러브 인 비즈니스클래스,20147687,알렉상드르 카스타그네티,10044732,2014-03-20,프랑스
1726, 벨과 세바스찬,20147649,니콜라 바니에,20169549,2014-03-20,프랑스
1727, 사랑이 필요할 때,20147692,린 쉘튼,10074729,2014-03-20,미국
1728, 솔로,20147556,이삭 크래빗,20188269,2014-03-20,캐나다
1729, 스티븐 시걸의 CIA,20148130,웨인 로즈,10051342,2014-03-20,미국
1730, 영웅: 천하의 시작,20147788,장예모,10060343,2014-03-20,중국
1731, 오빠가 돌아왔다,20116046,노진수,10008226,2014-03-20,한국
1732, 존 라베 : 난징 대학살,20098371,플로리안 갈렌베르거,10085259,2014-03-20,독일
1733, 징기스칸 2014,20148131,안드레이 프로시킨,20188268,2014-03-20,러시아
1734, 트리쉬나,20130689,마이클 윈터바텀,10023362,2014-03-20,영국
1735, 프라이버시,20147872,존 크로울리,10068387,2014-03-20,영국
1736, 피카소: 명작스캔들,20147955,페르난도 콜로모,10083087,2014-03-20,스페인
1737, 스콜피온 인 러브,20148069,산티아고 잔노우,10039899,2014-03-21,스페인
1738, 캡틴 아메리카: 윈터 솔져,20147790,조 루소|안소니 루소,10065016|10043421,2014-03-26,미국
1739, 고스트 킬러: 모니카,20148031,스티븐 R. 몬로,10039654,2014-03-27,미국
1740, 고스트 패밀리: 구출 대작전,20148050,얀 사뮤엘,10046764,2014-03-27,영국
1741, 도서관 전쟁,20147884,사토 신스케,10034595,2014-03-27,일본
1742, 랑랑 라이브 인 런던,20148067,크리스찬 커트 바이스,20188214,2014-03-27,독일
1743, 메이지가 알고 있었던 일,20130701,스콧 맥게히|데이빗 시겔,10038245|10011947,2014-03-27,미국
1744, 미피의 동물원 보물찾기,20148211,한스 퍼크,20188306,2014-03-27,네덜란드
1745, 불륜의 맛,20148228,이세일,10056085,2014-03-27,한국
1746, 블러드 타이즈 ,20147883,기욤 까네,10003289,2014-03-27,프랑스
1747, 스케치,20148090,이혁종,20188290,2014-03-27,한국
1748, 쌍성계: 고대전설의 부활,20148236,반안자,20188468,2014-03-27,중국
1749," 씨, 베토벤",20147987,박진순|민복기,10029350|10027806,2014-03-27,한국
1750, 아바타 정글의 비밀,20148168,슈커,20188309,2014-03-27,중국
1751, 아이스맨,20147690,아리엘 브로멘,10041797,2014-03-27,미국
1752, 온 더 로드,20147969,월터 살레스,20112814,2014-03-27,미국
1753, 천주정,20136295,지아 장 커,10069980,2014-03-27,중국
1754, 청춘학당 : 풍기문란 보쌈 야사,20148071,도창훈,20188227,2014-03-27,한국
1755, 초원의 왕 도제,20136736,코지마 마사유키,10076406,2014-03-27,일본
1756, 카니발 - 피의 만찬,20148227,짐 미클,20121081,2014-03-27,미국
1757, 타인의 멜로디,20148349,양영철,10046996,2014-03-27,한국
1758, 그녀의 은밀한 향기,20148190,칸바라 나오토,20188292,2014-04-02,일본
1759, 론 서바이버 ,20147953,피터 버그,10085782,2014-04-02,미국
1760, 불륜 현장,20148382,니자토 다케루,20126099,2014-04-02,일본
1761, 선배 애인의 유혹,20148191,칸바라 나오토,20188292,2014-04-02,일본
1762, 유우나의 부드러운 사랑,20147575,사카모토 후토시,10034512,2014-04-02,일본
1763, 들개,20130501,김정훈,20167824,2014-04-03,한국
