,movie_name,movie_code,director_name,director_code,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience
1257, 스트레인저 인사이드,20132881,아담 네우츠키-불프,20178960,덴마크,2013-09-26,2013-09-26,5,380,2013-10-09,1521
1258, 아유레디?,20138482,허원,10088237,한국,2013-09-26,2013-09-26,19,288,2013-10-09,8201
1259, 애프터 루시아,20131691,미셸 프랑코,20178023,멕시코,2013-09-26,2013-09-26,7,91,2013-10-09,1798
1260, 인터섹션,20131122,데이빗 마코니,20115388,프랑스,2013-09-26,2013-09-26,4,30,2013-10-09,0
1261, 차일디쉬 게임즈,20130981,안토니오 샤바리아스,10043890,스페인,2013-09-26,2013-09-26,1,195,2013-10-09,0
1262, 체온 – 그녀의 온도,20132794,타카오미 오가타,20178608,일본,2013-09-26,2013-09-26,5,371,2013-10-09,1591
1263, 투 타이거,20132087,산드로 세카,20178208,이탈리아,2013-09-26,2013-09-26,1,510,2013-10-09,5460
1264, 허니,20132743,세미 카플라노글루,10036086,터키,2013-09-26,2013-09-26,2,35,2013-10-09,713
1265, 호비와 후후의 대모험: 무지개꽃을 구하라,20132381,히라바야시 이사무,20178567,일본,2013-09-26,2013-09-26,36,643,2013-10-09,13752
1266, 히든 카드,20131630,브래드 퍼맨,10032080,미국,2013-09-26,2013-09-26,350,23283,2013-10-09,151468
1267, 3096일,20131121,쉐리 호만,10037870,독일,2013-09-26,2013-09-26,19,68,2013-10-09,0
1268, 이로도리 인생2막,20131086,미노리카와 오사무,20174840,일본,2013-09-27,2013-09-27,1,624,2013-10-10,0
1269, 리골레토,20135272,마이클 메이어,20179063,미국,2013-09-28,2013-09-28,2,61,2013-10-11,478
1270, 깡철이,20123381,안권태,10042824,한국,2013-10-02,2013-10-02,700,134531,2013-10-15,1155438
1271, 댄서김의 은밀한 교수법,20133570,신혜성,20166836,한국,2013-10-02,2013-10-02,1,120,2013-10-15,1556
1272, 로덴시아: 마법왕국의 전설,20132261,데이비드 비스바노,20178360,페루,2013-10-02,2013-10-02,125,2707,2013-10-15,88636
1273, 소원,20134582,이준익,10057485,한국,2013-10-02,2013-10-02,609,91705,2013-10-15,1846077
1274, 적인걸2 : 신도해왕의 비밀,20132262,서극,10035347,중국,2013-10-02,2013-10-02,169,5539,2013-10-15,45444
1275, 정글번치 : 빙산으로의 귀환,20128079,다비드 알로|에릭 토스티,20175349|10048293,프랑스,2013-10-02,2013-10-02,126,1493,2013-10-15,55992
1276, 프리즈너스,20130783,드니 빌뇌브,20113786,미국,2013-10-02,2013-10-02,295,24147,2013-10-15,185547
1277, 프린세스 사쿠라,20132625,하시모토 하지메,10087276,일본,2013-10-02,2013-10-02,6,319,2013-10-15,1543
1278, 하리수의 도색,20132741,양범,10046916,홍콩,2013-10-02,2013-10-02,5,830,2013-10-15,5674
1279, 러브씬,20130241,문인대|이정원|김두헌,20030289|10057304|10004016,한국,2013-10-03,2013-10-03,4,292,2013-10-16,0
1280, 어떤 여인의 고백,20131862,아틱 라히미,10041820,프랑스,2013-10-03,2013-10-03,8,203,2013-10-16,1986
1281, 소원택시,20133661,박창진,20179021,한국,2013-10-04,2013-10-04,1,60,2013-10-17,283
1282, 히어로,20136059,김봉한|임경택,10004369|10058467,한국,2013-10-08,2013-10-08,38,428,2013-10-21,22692
1283, 러시 : 더 라이벌,20132120,론 하워드,10018065,미국,2013-10-09,2013-10-09,252,19252,2013-10-22,121890
1284, 비히클 19,20131821,무쿤다 마이클 드윌,20178084,미국,2013-10-09,2013-10-09,10,108,2013-10-22,4437
1285, 쇼를 사랑한 남자,20132481,스티븐 소더버그,10039429,미국,2013-10-09,2013-10-09,11,719,2013-10-22,9647
1286, 에코 플래닛 3D : 지구 구출 특급 대작전,20132601,콤핀 켐군니르드,20115754,태국,2013-10-09,2013-10-09,182,12785,2013-10-22,32869
1287, 화이: 괴물을 삼킨 아이,20123383,장준환,10060507,한국,2013-10-09,2013-10-09,734,360280,2013-10-22,2012934
1288, 그놈은 벨을 두 번 울린다,20133821,타무라 타카유키,10079165,일본,2013-10-10,2013-10-10,1,10,2013-10-23,0
1289, 다크 스페이스,20134005,로저 크리스찬,10017777,캐나다,2013-10-10,2013-10-10,5,318,2013-10-23,0
1290, 에이리언 둠스데이,20133772,마크 앳킨스,10024294,미국,2013-10-10,2013-10-10,5,290,2013-10-23,5240
1291, 진구세주전설 북두의권 Zero - 켄시로전,20132802,히라노 토시키,10090671,일본,2013-10-10,2013-10-10,6,17,2013-10-23,420
1292, 황금을 안고 튀어라,20132902,이즈츠 카즈유키,10057531,일본,2013-10-10,2013-10-10,5,250,2013-10-23,1866
1293, 온천장의 은밀한 정사,20133189,아이조메 쿄코,20126361,일본,2013-10-16,2013-10-16,1,10,2013-10-29,0
1294, 그래비티,20139221,알폰소 쿠아론,10045281,미국,2013-10-17,2013-10-17,605,110996,2013-10-30,1924914
1295, 네버다이 버터플라이,20138162,장현상,20172723,한국,2013-10-17,2013-10-17,15,110,2013-10-30,1319
1296, 당신에게도 사랑이 다시 찾아올까요?,20132167,가브리엘 무치노,10000103,미국,2013-10-17,2013-10-17,98,1673,2013-10-30,0
1297, 러브레이스,20058701,롭 엡스타인|제프리 프리드먼,10018207|10064874,미국,2013-10-17,2013-10-17,148,2134,2013-10-30,18703
1298, 레나의 야근병동,20134209,,,일본,2013-10-17,2013-10-17,1,10,2013-10-30,0
1299, 롤러코스터,20122785,하정우,10087253,한국,2013-10-17,2013-10-17,354,27564,2013-10-30,268879
1300, 바캉스,20133569,박선욱,20110765,한국,2013-10-17,2013-10-17,21,1857,2013-10-30,0
1301, 밤의 여왕,20123384,김제영,10005652,한국,2013-10-17,2013-10-17,312,28595,2013-10-30,251949
1302, 백설공주: 또 다른 이야기,20133773,레이첼 골덴버그,10018353,미국,2013-10-17,2013-10-17,5,290,2013-10-30,5001
1303, 버터 러버,20134143,짐 필드 스미스,20167544,미국,2013-10-17,2013-10-17,5,471,2013-10-30,4465
1304, 벤다 빌릴리,20133413,리노드 바렛|플로렝 드 라 툴라예,20178900|20178901,프랑스,2013-10-17,2013-10-17,2,34,2013-10-30,899
1305, 뷰티풀 라이즈,20130061,피에르 살바도리,10085457,프랑스,2013-10-17,2013-10-17,12,106,2013-10-30,879
1306, 비단꽃길,20124052,김정욱,20125808,한국,2013-10-17,2013-10-17,7,40,2013-10-30,629
1307, 비밀의 아코짱,20133759,카와무라 야스히로,20112233,일본,2013-10-17,2013-10-17,5,318,2013-10-30,1546
1308, 사랑에 빠진 것처럼,20138604,압바스 키아로스타미,10045373,프랑스,2013-10-17,2013-10-17,16,222,2013-10-30,2511
1309, 잠자는 숲속의 미녀 ,20131041,마리우스 프티파,20181820,영국,2013-10-17,2013-10-17,2,38,2013-10-30,177
1310, 킥 애스 2 : 겁없는 녀석들,20137722,제프 와드로,10064682,미국,2013-10-17,2013-10-17,142,1970,2013-10-30,0
1311, 테러라인,20133705,로버트 커비슨,20179301,미국,2013-10-17,2013-10-17,5,318,2013-10-30,1553
1312, 토마스와 친구들: 블루마운틴 미스터리,20133159,그렉 티어넌,20112883,영국,2013-10-17,2013-10-17,30,294,2013-10-30,9223
1313, 파라다이스 러브,20123629,울리히 세이들,10052333,독일,2013-10-17,2013-10-17,4,74,2013-10-30,1495
1314, 페이머스 파이브 : 키린섬의 비밀,20132382,마이크 마주크,20178560,독일,2013-10-17,2013-10-17,30,1135,2013-10-30,0
1315, 행방불명,20132623,카와노 코지,10073897,일본,2013-10-17,2013-10-17,1,10,2013-10-30,0
1316, 화이트 타이거: 최강전차군단,20134162,카렌 샤크나자로브,10073348,러시아,2013-10-17,2013-10-17,5,677,2013-10-30,5058
1317, 레퀴엠,20133770,다니엘 바렌보임,20121287,독일,2013-10-19,2013-10-19,6,45,2013-11-01,0
1318, 캡틴 필립스,20132821,폴 그린그래스,10083439,미국,2013-10-23,2013-10-23,281,19778,2013-11-05,227226
1319, 공각기동대 어라이즈 보더 1: 고스트 페인,20132682,키세 카즈치카,20178570,일본,2013-10-24,2013-10-24,8,28,2013-11-06,457
1320, 공범,20129606,국동석,10002283,한국,2013-10-24,2013-10-24,515,114573,2013-11-06,1439313
1321, 까미유 끌로델,20133141,부르노 뒤몽,20178823,프랑스,2013-10-24,2013-10-24,5,105,2013-11-06,1661
1322, 내 여친은 피규어,20130668,이시이 다카시,10056369,일본,2013-10-24,2013-10-24,1,130,2013-11-06,0
1323, 내부고발자,20134703,라리사 콘드랙키,20180806,미국,2013-10-24,2013-10-24,5,562,2013-11-06,5108
1324, 라 붐,19808057,클로드 피노토,10078443,프랑스,2013-10-24,2013-10-24,23,473,2013-11-06,6723
1325, 말하는 건축 시티:홀,20137584,정재은,10062188,한국,2013-10-24,2013-10-24,29,226,2013-11-06,3695
1326, 미스터 노바디,20088397,자코 반 도마엘,10059349,캐나다,2013-10-24,2013-10-24,22,518,2013-11-06,10297
1327, 배우는 배우다,20134124,신연식,10040499,한국,2013-10-24,2013-10-24,281,19832,2013-11-06,111672
1328, 사육-내안에 가둔 그녀,20134359,이세일,10056085,한국,2013-10-24,2013-10-24,5,120,2013-11-06,0
1329, 어떤 시선,20132807,박정범|신아가|이상철|민용근,10029163|10040487|10055906|10027834,한국,2013-10-24,2013-10-24,24,863,2013-11-06,18378
1330, 어린 에츠코의 고민,20135966,조조 히데오,10066963,일본,2013-10-24,2013-10-24,1,10,2013-11-06,0
1331, 에덴,20134694,박영호,20180729,한국,2013-10-24,2013-10-24,1,60,2013-11-06,0
1332, 에어 크래쉬,20134360,리즈 애덤스,20180723,미국,2013-10-24,2013-10-24,5,650,2013-11-06,4870
1333, 카이츠,20135544,아누락 바수,20168780,인도,2013-10-24,2013-10-24,5,395,2013-11-06,0
1334, 코알라,20125527,김주환,20112387,한국,2013-10-24,2013-10-24,59,247,2013-11-06,6039
1335, 톱스타,20120428,박중훈,10029293,한국,2013-10-24,2013-10-24,386,19375,2013-11-06,167758
1336, 트라이앵글 불륜,20134208,,,일본,2013-10-24,2013-10-24,1,10,2013-11-06,0
1337, 한나를 위한 소나타,20132903,마르쿠스 로젠뮐러,20178702,독일,2013-10-24,2013-10-24,2,8,2013-11-06,415
1338, 노브레싱,20138223,조용선,20134129,한국,2013-10-30,2013-10-30,572,44704,2013-11-12,425175
1339, 연애의 기술,20139402,이수성,10056145,한국,2013-10-30,2013-10-30,57,966,2013-11-12,8725
1340, 응징자,20122786,신동엽,20111176,한국,2013-10-30,2013-10-30,294,24893,2013-11-12,190797
1341, 토르: 다크 월드,20138355,앨런 테일러,10044279,미국,2013-10-30,2013-10-30,612,114775,2013-11-12,2155061
1342, 노라노,20130681,김성희,10004664,한국,2013-10-31,2013-10-31,25,174,2013-11-13,2825
1343, 녹색의자 2013 - 러브 컨셉츄얼리,20123386,박철수,10029409,한국,2013-10-31,2013-10-31,4,59,2013-11-13,340
1344, 데이 앤 나이트,20135406,사빈느 데르플링거,10034182,오스트리아 ,2013-10-31,2013-10-31,4,71,2013-11-13,175
1345, 도쿄 미녀 삼총사,20132582,이시이 요시카즈,10075363,일본,2013-10-31,2013-10-31,1,10,2013-11-13,0
1346, 두더지,20113722,소노 시온,10036571,일본,2013-10-31,2013-10-31,3,17,2013-11-13,692
1347, 맛있는 사랑공식-섹스,20134705,이세일,10056085,한국,2013-10-31,2013-10-31,5,290,2013-11-13,0
1348, 벨벳키스-함정에 빠진 소악마,20134207,히로타 미키오,10090995,일본,2013-10-31,2013-10-31,1,10,2013-11-13,0
1349, 브로큰 서클,20131461,펠릭스 반 그로에니겐,10083315,벨기에,2013-10-31,2013-10-31,6,75,2013-11-13,1761
1350, 사대명포,20133771,진가상|진소진,10070381|20169733,중국,2013-10-31,2013-10-31,5,320,2013-11-13,4500
1351, 성냥팔이 소녀 ,20135742,,,일본,2013-10-31,2013-10-31,1,10,2013-11-13,0
1352, 수호지-불사영웅 석수,20134704,류신의,20167522,중국,2013-10-31,2013-10-31,5,320,2013-11-13,4470
1353, 원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,20134374,손석|정치영,20111906|20111931,한국,2013-10-31,2013-10-31,37,1172,2013-11-13,7746
1354, 저속희극,20121079,팡호청,10082435,홍콩,2013-10-31,2013-10-31,3,359,2013-11-13,5105
1355, 클립,20131141,마자 밀로스,20177340,세르비아,2013-10-31,2013-10-31,1,50,2013-11-13,0
1356, 풍운결,20134358,임초현,10058863,홍콩,2013-10-31,2013-10-31,5,290,2013-11-13,1470
1357, 화이트 고릴라,20134144,안드레스 G. 슈에,20175101,스페인,2013-10-31,2013-10-31,75,672,2013-11-13,54411
1358, 플라이보이스,20135385,로코 데빌리어스,10017882,미국,2013-11-02,2013-11-02,1,1,2013-11-15,0
1359, 더 퍼지,20139601,제임스 드모나코,10064017,미국,2013-11-06,2013-11-06,189,15120,2013-11-19,136655
1360, 동창생,20127595,박홍수,20124307,한국,2013-11-06,2013-11-06,589,125671,2013-11-19,999928
1361, 붉은 가족,20135405,이주형,20174072,한국,2013-11-06,2013-11-06,6,189,2013-11-19,3677
1362, 세이프 헤이븐,20133760,라세 할스트롬,10013865,미국,2013-11-06,2013-11-06,108,2360,2013-11-19,37613
1363, 고집쟁이 딸 ,20131042,프레드릭 에쉬톤,20183155,영국,2013-11-07,2013-11-07,1,5,2013-11-20,105
1364, 극장판 쥬얼펫: 스위트댄스 프린세스,20133862,사쿠라이 히로아키,10034557,일본,2013-11-07,2013-11-07,28,99,2013-11-20,4055
1365, 디스커넥트,20134073,헨리 알렉스 루빈,10088764,미국,2013-11-07,2013-11-07,110,2189,2013-11-20,23117
1366, 무게,20124059,전규환,10061231,한국,2013-11-07,2013-11-07,2,53,2013-11-20,903
1367, 사랑해! 진영아,20120425,이성은,20111117,한국,2013-11-07,2013-11-07,79,670,2013-11-20,4877
1368, 사오리의 비뇨기과,20134204,오부치 아키라,20126237,일본,2013-11-07,2013-11-07,1,10,2013-11-20,0
1369, 소녀,20134413,최진성,10072781,한국,2013-11-07,2013-11-07,73,2326,2013-11-20,20020
1370, 수호지-무사조씨,20135585,류신의,20167522,중국,2013-11-07,2013-11-07,5,500,2013-11-20,4490
1371, 써커,20135758,마이클 매너세리,10022999,미국,2013-11-07,2013-11-07,1,100,2013-11-20,0
1372, 앤드 오브 워,20134357,다니스 타노비치,10009248,아일랜드,2013-11-07,2013-11-07,5,320,2013-11-20,4850
1373, 야관문: 욕망의 꽃,20138161,임경수,10058461,한국,2013-11-07,2013-11-07,87,646,2013-11-20,5966
1374, 올 이즈 로스트,20132722,J.C 챈더,20157988,미국,2013-11-07,2013-11-07,33,961,2013-11-20,10940
1375, 욕망의 법칙,20135764,사비에르 빌라버드,10059208,스페인,2013-11-07,2013-11-07,5,611,2013-11-20,4584
1376, 텔레비전,20134125,모스타파 사르와르 파루키,20171841,기타,2013-11-07,2013-11-07,2,44,2013-11-20,471
1377, 투건스,20135343,발타자르 코루마쿠르,10029772,미국,2013-11-07,2013-11-07,49,465,2013-11-20,7664
1378, 트러블 위드 블리스,20135677,마이클 노울즈,10022853,미국,2013-11-07,2013-11-07,1,77,2013-11-20,0
1379, 폭렬닌자 키사라기,20132583,치바 세이지,10073131,일본,2013-11-07,2013-11-07,1,10,2013-11-20,0
1380, 필링 인사이드,20134205,마츠다 아야토,10023868,일본,2013-11-07,2013-11-07,1,10,2013-11-20,0
1381, 수호지-영웅천하 손립,20135586,황조권,20169162,중국,2013-11-13,2013-11-13,5,320,2013-11-26,1460
1382, 스시 걸,20134702,컨 색스톤,10019195,미국,2013-11-13,2013-11-13,5,320,2013-11-26,1640
1383, 극장판 요술공주 밍키: 꿈 속의 윤무,20134457,유야마 쿠니히코,10053816,일본,2013-11-14,2013-11-14,36,179,2013-11-27,0
1384, 나폴레옹 토레스전투,20135766,발레리아 사미엔토,10029723,포르투갈,2013-11-14,2013-11-14,5,528,2013-11-27,4532
1385, 노란 코끼리,20135207,히로키 류이치,10090988,일본,2013-11-14,2013-11-14,10,738,2013-11-27,2317
1386, 더 파이브,20134801,정연식,20167783,한국,2013-11-14,2013-11-14,501,47976,2013-11-27,680236
1387, 데드 엔드,20135602,윤여창,10054393,한국,2013-11-14,2013-11-14,0,0,2013-11-27,0
1388, 러빙 이비자: 섹슈얼아일랜드,20135710,요한 니젠허스,10073179,네덜란드,2013-11-14,2013-11-14,4,104,2013-11-27,0
1389, 로또 간호사,20134184,나카무라 카즈에,20187539,일본,2013-11-14,2013-11-14,1,10,2013-11-27,0
1390, 로빈슨 주교의 두 가지 사랑,20138931,맥키 앨스톤,20174603,미국,2013-11-14,2013-11-14,2,22,2013-11-27,580
1391, 메탈리카 스루 더 네버,20133863,님로드 안탈,10009107,미국,2013-11-14,2013-11-14,27,688,2013-11-27,7641
1392, 벨벳키스2-금지된사랑,20134203,히로타 미키오,10090995,일본,2013-11-14,2013-11-14,1,10,2013-11-27,0
1393, 변태 가면,20134370,후쿠다 유이치,10090725,일본,2013-11-14,2013-11-14,9,76,2013-11-27,0
1394, 블랙 가스펠,20131245,히즈엠티 선교회,20177881,한국,2013-11-14,2013-11-14,134,4172,2013-11-27,42161
1395, 사랑은 마법처럼,20134363,발레리 돈젤리,20128169,프랑스,2013-11-14,2013-11-14,5,75,2013-11-27,715
1396, 스콘드: 잔혹 불륜사,20135442,마크 존스,10024359,미국,2013-11-14,2013-11-14,4,238,2013-11-27,318
1397, 잉투기,20130482,엄태화,10047368,한국,2013-11-14,2013-11-14,92,1472,2013-11-27,14700
1398, 진링의 13소녀,20132021,장예모,10060343,중국,2013-11-14,2013-11-14,6,50,2013-11-27,1370
1399, 체브라시카,20111224,나카무라 마코토,10090696,일본,2013-11-14,2013-11-14,23,110,2013-11-27,0
1400, 친구 2,20137044,곽경택,10001931,한국,2013-11-14,2013-11-14,753,304184,2013-11-27,2516655
1401, 카운슬러,20133152,리들리 스콧,10019469,미국,2013-11-14,2013-11-14,272,16533,2013-11-27,132638
1402, 터미네이터 2 : 심판의 날 감독판,19918269,제임스 카메론,10064304,미국,2013-11-14,2013-11-14,43,1094,2013-11-27,13595
1403, 퍼펙트 호스트,20134266,닉 톰네이,20179796,미국,2013-11-14,2013-11-14,3,70,2013-11-27,0
1404, 혈적자: 황제암살단,20135765,유위강,10053875,중국,2013-11-14,2013-11-14,5,534,2013-11-27,4807
1405, 프란체스카 다 리미니,20135273,피에로 파기오니,20184265,미국,2013-11-16,2013-11-16,2,16,2013-11-29,0
1406, 오렌지,20135768,줄리언 파리노,20182324,미국,2013-11-20,2013-11-20,5,200,2013-12-03,0
1407, 제 5원소 리마스터링 감독판,20135828,뤽 베송,10019011,프랑스,2013-11-20,2013-11-20,0,0,2013-12-03,0
1408, 흑협 2,20028345,서극,10035347,홍콩,2013-11-20,2013-11-20,5,300,2013-12-03,0
1409, 결혼전야,20136061,홍지영,10089855,한국,2013-11-21,2013-11-21,514,56240,2013-12-04,945039
1410," 꽃잎, 춤",20135364,이시카와 히로시,10056403,일본,2013-11-21,2013-11-21,2,21,2013-12-04,369
1411, 롤플레이2 : 동침,20136307,이광호,20178440,한국,2013-11-21,2013-11-21,2,70,2013-12-04,0
1412, 마세티 킬즈,20135464,로버트 로드리게즈,10016605,미국,2013-11-21,2013-11-21,20,1279,2013-12-04,4085
1413, 불륜의 맛,20136330,타지리 유지,10079308,일본,2013-11-21,2013-11-21,1,103,2013-12-04,0
1414, 사이비,20131263,연상호,10049814,한국,2013-11-21,2013-11-21,75,1323,2013-12-04,18702
1415, 섹스중독자들,20136331,사릭 안드레아시안,20183212,러시아,2013-11-21,2013-11-21,5,419,2013-12-04,5033
1416," 소설, 영화와 만나다",20138461,이상우|박진성|박진석|이진우,20111446|20110918|10029344|10057627,한국,2013-11-21,2013-11-21,5,64,2013-12-04,1114
1417, 여변호사 성희롱사건,20134183,죠 타이치,20187537,일본,2013-11-21,2013-11-21,1,10,2013-12-04,0
1418, 완전 소중한 사랑,20138222,김진민,10005907,한국,2013-11-21,2013-11-21,60,830,2013-12-04,19811
1419, 위기의 남자들,20135932,테리 조지,10079833,영국,2013-11-21,2013-11-21,1,77,2013-12-04,0
1420, 전망 좋은 하우스 - 관음적 욕망 ,20135922,진달래,20184437,한국,2013-11-21,2013-11-21,1,10,2013-12-04,5090
1421, 청춘정담,20121464,문인수,20136883,한국,2013-11-21,2013-11-21,5,33,2013-12-04,474
1422, 트릭,20135999,폴 버호벤,10083622,네덜란드,2013-11-21,2013-11-21,0,0,2013-12-04,0
1423, 필스,20135759,J.S 베어드,20182200,영국,2013-11-21,2013-11-21,6,208,2013-12-04,883
1424, 하늘에서 음식이 내린다면 2,20133701,코디 카메론|크리스 피언,10076183|20180678,미국,2013-11-21,2013-11-21,309,11643,2013-12-04,507185
1425, 헝거게임: 캣칭 파이어,20138544,프란시스 로렌스,10084230,미국,2013-11-21,2013-11-21,581,74320,2013-12-04,937599
1426, 혐오스런사쿠라코의일생,20135508,오부치 아키라,20126237,일본,2013-11-21,2013-11-21,1,10,2013-12-04,0
1427, 수호지-의적유당,20135829,류신의,20167522,중국,2013-11-22,2013-11-22,4,290,2013-12-05,454
1428, 월드 워 좀비,20136288,닉 라이온,10008894,미국,2013-11-27,2013-11-27,6,272,2013-12-10,493
1429, 갬빗,20134027,마이클 호프만,10023685,미국,2013-11-28,2013-11-28,94,3424,2013-12-11,14426
1430, 고양이 소녀,20136414,최경진,10072097,한국,2013-11-28,2013-11-28,1,1,2013-12-11,0
1431, 극장판 토리코 : 미식신의 스페셜메뉴,20134362,자코 아키후미,20179906,일본,2013-11-28,2013-11-28,23,150,2013-12-11,11060
1432, 논스톱: 분노의 질주,20136498,다니엘 칼파소로,10009437,스페인,2013-11-28,2013-11-28,5,499,2013-12-11,5063
1433, 두부요괴,20135767,스기이 기사부로,10038003,일본,2013-11-28,2013-11-28,6,41,2013-12-11,1980
1434, 리딕,20132824,데이빗 토히,10012143,미국,2013-11-28,2013-11-28,257,16952,2013-12-11,132059
1435, 머드 ,20134645,제프 니콜스,20168764,미국,2013-11-28,2013-11-28,107,2539,2013-12-11,27317
1436, 버틀러: 대통령의 집사,20134268,리 다니엘스,10019262,미국,2013-11-28,2013-11-28,169,8928,2013-12-11,117972
1437, 분노의 파이터,20136353,크리스 시버트슨,10077137,미국,2013-11-28,2013-11-28,1,10,2013-12-11,0
1438, 붉은 바캉스 검은 웨딩 2,20131109,최위안,10072560,한국,2013-11-28,2013-11-28,20,689,2013-12-11,5100
1439, 뷰티풀 차일드,20134534,이성수,10056020,한국,2013-11-28,2013-11-28,2,109,2013-12-11,604
1440, 사랑은 당신,20132661,파올로 비르지,20178565,이탈리아,2013-11-28,2013-11-28,7,30,2013-12-11,1308
1441, 산타의 매직 크리스탈,20135443,앙티 하이칼라,10023657,벨기에,2013-11-28,2013-11-28,101,1560,2013-12-11,44424
1442, 선배의 첫경험레슨,20135587,카이하라 쿠리스 료,20115421,일본,2013-11-28,2013-11-28,1,10,2013-12-11,0
1443, 안녕?! 오케스트라,20132805,이철하,10057717,한국,2013-11-28,2013-11-28,47,418,2013-12-11,11215
1444, 열한시,20124402,김현석,10006261,한국,2013-11-28,2013-11-28,477,64960,2013-12-11,838713
1445, 잉여들의 히치하이킹,20135521,이호재,20168740,한국,2013-11-28,2013-11-28,30,607,2013-12-11,11343
1446, 창수,20110881,이덕희,20111036,한국,2013-11-28,2013-11-28,332,50653,2013-12-11,427017
1447, 카라스: 레블레이션,20136354,사토 케이이치,20173550,일본,2013-11-28,2013-11-28,3,30,2013-12-11,270
1448, 테레사 팔머의 감금,20135838,데이비드 데닌,20182583,호주,2013-11-28,2013-11-28,4,635,2013-12-11,5274
1449, 하루,20134651,마키하라 료타로,10046602,일본,2013-11-28,2013-11-28,11,669,2013-12-11,2214
1450, 호세마리아 신부의 길,20134104,롤랑 조페,10018098,미국,2013-11-28,2013-11-28,5,58,2013-12-11,1491
1451, 올모스트 차밍,20135426,필리페 를루슈,10086373,프랑스,2013-11-29,2013-11-29,1,295,2013-12-12,0
1452, 킬 좀비,20135918,마르틴 스미스,20185494,영국,2013-12-02,2013-12-02,1,100,2013-12-15,0
1453, 크레이지 샤크,20136467,크리스토퍼 레이,20120079,미국,2013-12-04,2013-12-04,5,160,2013-12-17,420
1454, 푸셔: 파이널 프로젝트,20129096,루이스 프리에토,20121454,영국,2013-12-04,2013-12-04,5,160,2013-12-17,420
1455, 격전,20136535,임초현,10058863,홍콩,2013-12-05,2013-12-05,1,10,2013-12-18,0
1456, 극장판 슈타인즈 게이트: 부하영역의 데자뷰,20135769,와카바야시 칸지,20182337,일본,2013-12-05,2013-12-05,20,738,2013-12-18,4726
1457, 글로리아,20135462,세바스티안 렐리오,20181840,칠레,2013-12-05,2013-12-05,12,295,2013-12-18,5424
1458, 동사서독 리덕스,20088535,왕가위,10051499,홍콩,2013-12-05,2013-12-05,37,637,2013-12-18,4506
1459, 마리아짱의유혹,20135588,이시카와 지로,10069850,일본,2013-12-05,2013-12-05,1,10,2013-12-18,0
1460, 베일,20125318,정창현,20127570,한국,2013-12-05,2013-12-05,3,1,2013-12-18,0
1461, 스파이크,20135368,다비드 알로|에릭 토스티,20175349|10048293,프랑스,2013-12-05,2013-12-05,69,768,2013-12-18,24489
1462, 어바웃 타임,20135428,리차드 커티스,10020263,영국,2013-12-05,2013-12-05,442,66278,2013-12-18,1631723
1463, 여자가 사랑할때,20136291,까뜨린느 꼬르시니,10006580,프랑스,2013-12-05,2013-12-05,6,61,2013-12-18,0
1464, 영 앤 뷰티풀,20135366,프랑수아 오종,10084405,프랑스,2013-12-05,2013-12-05,21,408,2013-12-18,5243
1465, 오르가즘 다이어리,20136306,애슐리 오너,20183177,영국,2013-12-05,2013-12-05,3,40,2013-12-18,0
1466, 오싱,20135367,토가시 신,10080008,일본,2013-12-05,2013-12-05,224,5190,2013-12-18,72294
1467, 이스케이프 플랜,20135370,미카엘 하프스트롬,10027611,미국,2013-12-05,2013-12-05,258,18880,2013-12-18,289103
1468, 인시디어스: 두번째 집,20135657,제임스 완,10064265,미국,2013-12-05,2013-12-05,330,47414,2013-12-18,550024
1469, 컴퍼니 유 킵,20134658,로버트 레드포드,10016593,미국,2013-12-05,2013-12-05,23,133,2013-12-18,2122
1470, 코비: 블루 엘리펀트의 전설,20135365,타위랍 스리우티윙스,20181653,태국,2013-12-05,2013-12-05,60,885,2013-12-18,26738
1471," 페어웰, 마이 퀸",20138101,브누와 쟉꼬,10031718,프랑스,2013-12-05,2013-12-05,24,944,2013-12-18,7829
1472, 표적이 된 학원,20136513,나카무라 료스케,20183762,일본,2013-12-05,2013-12-05,1,24,2013-12-18,0
1473, 화려한 외출,20134233,고경아,10001439,한국,2013-12-05,2013-12-05,20,1793,2013-12-18,0
1474, 집으로 가는 길,20134123,방은진,10029969,한국,2013-12-11,2013-12-11,601,90148,2013-12-24,1514581
1475, 공각기동대 어라이즈 보더: 2 고스트 위스퍼스,20136446,키세 카즈치카,20178570,일본,2013-12-12,2013-12-12,20,91,2013-12-25,0
1476, 그 강아지 그 고양이,20137526,민병우,10027799,한국,2013-12-12,2013-12-12,31,702,2013-12-25,4131
1477, 비밀의 화방,20136739,진달래,20184437,한국,2013-12-12,2013-12-12,5,690,2013-12-25,0
1478, 사라진 기억,20134607,크리스티나 부오지테,10077811,기타,2013-12-12,2013-12-12,5,100,2013-12-25,0
1479, 어웨이크닝,20128568,닉 머피,20120745,영국,2013-12-12,2013-12-12,1,50,2013-12-25,0
1480, 오피서 다운,20136740,브라이언 A 밀러,10031987,미국,2013-12-12,2013-12-12,5,282,2013-12-25,1513
1481, 운명의 산 낭가 파르밧,20134142,요셉 빌스마이어,10051713,독일,2013-12-12,2013-12-12,5,55,2013-12-25,597
